Gene	KEGG_module_number	Annotation
V1000546	M00197	Putative fructooligosaccharide transport system
V1000004	M00183	RNA polymerase, bacteria
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000116	M00002	Glycolysis, core module involving three-carbon compounds
V1164548	M00183	RNA polymerase, bacteria
V1000545	M00197	Putative fructooligosaccharide transport system
V1576144	M00335	Sec (secretion) system
V1912442	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000640	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1000018	M00179	Ribosome, archaea
V1043485	M00179	Ribosome, archaea
V1000305	M00346	Formaldehyde assimilation, serine pathway
V1000886	M00207	Putative multiple sugar transport system
V1093074	M00197	Putative fructooligosaccharide transport system
V1000534	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000008	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1000943	M00179	Ribosome, archaea
V1430275	M00164	ATP synthase
V1464170	M00164	ATP synthase
V1431607	M00178	Ribosome, bacteria
V1000017	M00178	Ribosome, bacteria
V1491685	M00346	Formaldehyde assimilation, serine pathway
V1000487	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1001368	M00276	PTS system, mannose-specific II component
V1073967	M00179	Ribosome, archaea
V1306539	M00179	Ribosome, archaea
V1482595	M00178	Ribosome, bacteria
V1000547	M00197	Putative fructooligosaccharide transport system
V1000021	M00179	Ribosome, archaea
V1000841	M00164	ATP synthase
V1000641	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1195882	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1036606	M00164	ATP synthase
V1552772	M00002	Glycolysis, core module involving three-carbon compounds
V1144210	M00179	Ribosome, archaea
V1391945	M00276	PTS system, mannose-specific II component
V1886558	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1886416	M00002	Glycolysis, core module involving three-carbon compounds
V1000528	M00179	Ribosome, archaea
V1000106	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1158426	M00276	PTS system, mannose-specific II component
V1006020	M00179	Ribosome, archaea
V1000519	M00268	PTS system, alpha-glucoside-specific II component
V1574099	M00276	PTS system, mannose-specific II component
V1203576	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000842	M00164	ATP synthase
V1580898	M00179	Ribosome, archaea
V1852084	M00179	Ribosome, archaea
V1000005	M00179	Ribosome, archaea
V1213484	M00197	Putative fructooligosaccharide transport system
V1852083	M00179	Ribosome, archaea
V1144133	M00197	Putative fructooligosaccharide transport system
V1836804	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1381099	M00164	ATP synthase
V1000080	M00178	Ribosome, bacteria
V1000533	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1356383	M00197	Putative fructooligosaccharide transport system
V1000326	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000011	M00179	Ribosome, archaea
V1000171	M00239	Peptides/nickel transport system
V1430573	M00197	Putative fructooligosaccharide transport system
V1420559	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1000003	M00178	Ribosome, bacteria
V1000944	M00179	Ribosome, archaea
V1064534	M00183	RNA polymerase, bacteria
V1033803	M00164	ATP synthase
V1000014	M00179	Ribosome, archaea
V1000040	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
