Gene	KEGG_pathwayID	Annotation
V1000546	map02030	Bacterial chemotaxis
V1464571	map04626	Plant-pathogen interaction
V1000004	map03020	RNA polymerase
V1000122	map04626	Plant-pathogen interaction
V1000596	map05152	Tuberculosis
V1577228	map05152	Tuberculosis
V1000639	map05010	Alzheimer's disease
V1000116	map04930	Type II diabetes mellitus
V1164548	map03020	RNA polymerase
V1000549	map00500	Starch and sucrose metabolism
V1000545	map02010	ABC transporters
V1576144	map03070	Bacterial secretion system
V1912442	map00680	Methane metabolism
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1000018	map03010	Ribosome
V1043485	map03010	Ribosome
V1000305	map03018	RNA degradation
V1093074	map02030	Bacterial chemotaxis
V1552804	map05152	Tuberculosis
V1392216	map05152	Tuberculosis
V1000534	map00680	Methane metabolism
V1000008	map00230	Purine metabolism
V1000943	map03010	Ribosome
V1000548	map00500	Starch and sucrose metabolism
V1430275	map00195	Photosynthesis
V1464170	map00195	Photosynthesis
V1431607	map03010	Ribosome
V1000017	map03010	Ribosome
V1491685	map03018	RNA degradation
V1000487	map00710	Carbon fixation in photosynthetic organisms
V1500383	map05152	Tuberculosis
V1033869	map04626	Plant-pathogen interaction
V1339929	map00640	Propanoate metabolism
V1001368	map02060	Phosphotransferase system (PTS)
V1073967	map03010	Ribosome
V1306539	map03010	Ribosome
V1482595	map03010	Ribosome
V1000547	map02010	ABC transporters
V1000021	map03010	Ribosome
V1000841	map00195	Photosynthesis
V1000641	map00710	Carbon fixation in photosynthetic organisms
V1195882	map00710	Carbon fixation in photosynthetic organisms
V1340131	map00520	Amino sugar and nucleotide sugar metabolism
V1036606	map00195	Photosynthesis
V1552772	map04930	Type II diabetes mellitus
V1144210	map03010	Ribosome
V1391945	map02060	Phosphotransferase system (PTS)
V1886558	map00710	Carbon fixation in photosynthetic organisms
V1580955	map05152	Tuberculosis
V1541236	map04626	Plant-pathogen interaction
V1167440	map00500	Starch and sucrose metabolism
V1481435	map02060	Phosphotransferase system (PTS)
V1886416	map04930	Type II diabetes mellitus
V1600200	map02060	Phosphotransferase system (PTS)
V1000528	map03010	Ribosome
V1000106	map00720	Carbon fixation pathways in prokaryotes
V1158426	map02060	Phosphotransferase system (PTS)
V1006020	map03010	Ribosome
V1000519	map02060	Phosphotransferase system (PTS)
V1481324	map00970	Aminoacyl-tRNA biosynthesis
V1000564	map04112	Cell cycle - Caulobacter
V1574099	map02060	Phosphotransferase system (PTS)
V1295196	map04112	Cell cycle - Caulobacter
V1203576	map00680	Methane metabolism
V1000842	map00195	Photosynthesis
V1580898	map03010	Ribosome
V1852084	map03010	Ribosome
