Gene	KEGG_pathwayID	Annotation
V1464571	map04626	Plant-pathogen interaction
V1000122	map04626	Plant-pathogen interaction
V1000004	map03020	RNA polymerase
V1000546	map02030	Bacterial chemotaxis
V1000639	map05010	Alzheimer's disease
V1000549	map00500	Starch and sucrose metabolism
V1000116	map04930	Type II diabetes mellitus
V1577228	map05152	Tuberculosis
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1000596	map05152	Tuberculosis
V1576144	map03070	Bacterial secretion system
V1912442	map00680	Methane metabolism
V1093074	map02030	Bacterial chemotaxis
V1430275	map00195	Photosynthesis
V1000642	map03018	RNA degradation
V1043485	map03010	Ribosome
V1000018	map03010	Ribosome
V1000487	map00710	Carbon fixation in photosynthetic organisms
V1000545	map02010	ABC transporters
V1000548	map00500	Starch and sucrose metabolism
V1006020	map03010	Ribosome
V1464170	map00195	Photosynthesis
V1000534	map00680	Methane metabolism
V1164548	map03020	RNA polymerase
V1033869	map04626	Plant-pathogen interaction
V1000943	map03010	Ribosome
V1195882	map00710	Carbon fixation in photosynthetic organisms
V1000017	map03010	Ribosome
V1000305	map03018	RNA degradation
V1000841	map00195	Photosynthesis
V1000008	map00230	Purine metabolism
V1481435	map02060	Phosphotransferase system (PTS)
V1036606	map00195	Photosynthesis
V1073967	map03010	Ribosome
V1431607	map03010	Ribosome
V1339929	map00640	Propanoate metabolism
V1580955	map05152	Tuberculosis
V1482595	map03010	Ribosome
V1000842	map00195	Photosynthesis
V1000021	map03010	Ribosome
V1340131	map00520	Amino sugar and nucleotide sugar metabolism
V1306539	map03010	Ribosome
V1001368	map02060	Phosphotransferase system (PTS)
V1000547	map02010	ABC transporters
V1552772	map04930	Type II diabetes mellitus
V1000641	map00710	Carbon fixation in photosynthetic organisms
V1392216	map05152	Tuberculosis
V1552804	map05152	Tuberculosis
V1000080	map03010	Ribosome
V1886416	map04930	Type II diabetes mellitus
V1000840	map00195	Photosynthesis
V1000003	map03010	Ribosome
V1541236	map04626	Plant-pathogen interaction
V1886558	map00710	Carbon fixation in photosynthetic organisms
V1580898	map03010	Ribosome
V1574099	map02060	Phosphotransferase system (PTS)
V1836804	map00970	Aminoacyl-tRNA biosynthesis
V1852084	map03010	Ribosome
V1519450	map00710	Carbon fixation in photosynthetic organisms
V1144133	map02010	ABC transporters
V1481324	map00970	Aminoacyl-tRNA biosynthesis
V1158426	map02060	Phosphotransferase system (PTS)
V1852083	map03010	Ribosome
V1297356	map04626	Plant-pathogen interaction
V1000326	map00970	Aminoacyl-tRNA biosynthesis
V1000944	map03010	Ribosome
V1500383	map05152	Tuberculosis
V1000040	map00240	Pyrimidine metabolism
V1000106	map00720	Carbon fixation pathways in prokaryotes
V1295196	map04112	Cell cycle - Caulobacter
V1000011	map03010	Ribosome
V1033803	map00195	Photosynthesis
V1592992	map00970	Aminoacyl-tRNA biosynthesis
V1430573	map02010	ABC transporters
V1886517	map00640	Propanoate metabolism
V1033902	map05010	Alzheimer's disease
V1491714	map03010	Ribosome
V1000528	map03010	Ribosome
V1000013	map03010	Ribosome
V1886582	map00710	Carbon fixation in photosynthetic organisms
V1340164	map00195	Photosynthesis
V1143984	map03018	RNA degradation
V1162881	map00521	Streptomycin biosynthesis
V1886409	map03070	Bacterial secretion system
V1000845	map00520	Amino sugar and nucleotide sugar metabolism
V1000044	map00910	Nitrogen metabolism
V1000005	map03010	Ribosome
V1000014	map03010	Ribosome
V1000564	map04112	Cell cycle - Caulobacter
V1006727	map03010	Ribosome
V1033302	map03070	Bacterial secretion system
V1464441	map00970	Aminoacyl-tRNA biosynthesis
V1101641	map00500	Starch and sucrose metabolism
V1171078	map00240	Pyrimidine metabolism
V1059001	map02060	Phosphotransferase system (PTS)
V1886466	map03010	Ribosome
V1541135	map00500	Starch and sucrose metabolism
V1000594	map00250	Alanine, aspartate and glutamate metabolism
V1000012	map03010	Ribosome
V1164541	map00240	Pyrimidine metabolism
V1000601	map00970	Aminoacyl-tRNA biosynthesis
V1356383	map02010	ABC transporters
V1000499	map00970	Aminoacyl-tRNA biosynthesis
V1481366	map03010	Ribosome
V1000630	map03070	Bacterial secretion system
V1381099	map00195	Photosynthesis
V1886605	map02010	ABC transporters
V1880077	map00970	Aminoacyl-tRNA biosynthesis
V1580921	map05152	Tuberculosis
V1167440	map00500	Starch and sucrose metabolism
V1852094	map00250	Alanine, aspartate and glutamate metabolism
V1164543	map00900	Terpenoid backbone biosynthesis
V1000009	map03010	Ribosome
V1000835	map00550	Peptidoglycan biosynthesis
V1836820	map00550	Peptidoglycan biosynthesis
V1886399	map03010	Ribosome
V1297375	map03010	Ribosome
V1000168	map00970	Aminoacyl-tRNA biosynthesis
V1064534	map03020	RNA polymerase
V1469282	map02010	ABC transporters
V1581637	map05010	Alzheimer's disease
V1000502	map00983	Drug metabolism - other enzymes
V1033557	map05010	Alzheimer's disease
V1042355	map02060	Phosphotransferase system (PTS)
V1000093	map05150	Staphylococcus aureus infection
V1000144	map03010	Ribosome
V1879897	map00640	Propanoate metabolism
V1491685	map03018	RNA degradation
V1000300	map00970	Aminoacyl-tRNA biosynthesis
V1000171	map02010	ABC transporters
V1380652	map03010	Ribosome
V1006021	map03010	Ribosome
V1607575	map03440	Homologous recombination
V1000142	map00240	Pyrimidine metabolism
V1389769	map00500	Starch and sucrose metabolism
V1006017	map00240	Pyrimidine metabolism
V1552718	map03430	Mismatch repair
V1001468	map00970	Aminoacyl-tRNA biosynthesis
V1879985	map00500	Starch and sucrose metabolism
V1553618	map03070	Bacterial secretion system
V1852121	map00450	Selenocompound metabolism
V1000533	map00240	Pyrimidine metabolism
V1000010	map03010	Ribosome
V1581223	map03440	Homologous recombination
V1594229	map00480	Glutathione metabolism
V1213480	map03440	Homologous recombination
V1000307	map04724	Glutamatergic synapse
V1389384	map03018	RNA degradation
V1000001	map03010	Ribosome
V1000023	map00230	Purine metabolism
V1001475	map02010	ABC transporters
V1000892	map00520	Amino sugar and nucleotide sugar metabolism
V1033474	map04626	Plant-pathogen interaction
V1000140	map00970	Aminoacyl-tRNA biosynthesis
V1000632	map00564	Glycerophospholipid metabolism
V1381169	map03020	RNA polymerase
V1391945	map02060	Phosphotransferase system (PTS)
V1886464	map03010	Ribosome
V1879847	map02010	ABC transporters
