Gene	KEGG_pathwayID	Annotation
V1073455	map00710	Carbon fixation in photosynthetic organisms
V1436641	map00650	Butanoate metabolism
V1012818	map00650	Butanoate metabolism
V1576661	map00910	Nitrogen metabolism
V1485691	map04626	Plant-pathogen interaction
V1500439	map04626	Plant-pathogen interaction
V1392272	map00710	Carbon fixation in photosynthetic organisms
V1081813	map00195	Photosynthesis
V1075033	map05010	Alzheimer's disease
V1074069	map05152	Tuberculosis
V1152427	map00720	Carbon fixation pathways in prokaryotes
V1368901	map02030	Bacterial chemotaxis
V1077152	map03010	Ribosome
V1394389	map02030	Bacterial chemotaxis
V1173647	map04626	Plant-pathogen interaction
V1037687	map05152	Tuberculosis
V1292575	map04626	Plant-pathogen interaction
V1073738	map03010	Ribosome
V1499048	map03020	RNA polymerase
V1072266	map03018	RNA degradation
V1138842	map03010	Ribosome
V1000546	map02030	Bacterial chemotaxis
V1036256	map02010	ABC transporters
V1079141	map00720	Carbon fixation pathways in prokaryotes
V1080826	map03010	Ribosome
V1139649	map03020	RNA polymerase
V1201618	map00650	Butanoate metabolism
V1070888	map04621	NOD-like receptor signaling pathway
V1081021	map00970	Aminoacyl-tRNA biosynthesis
V1884213	map00720	Carbon fixation pathways in prokaryotes
V1145082	map04973	Carbohydrate digestion and absorption
V1073737	map03010	Ribosome
V1000545	map02010	ABC transporters
V1000004	map03020	RNA polymerase
V1138803	map05152	Tuberculosis
V1272241	map03010	Ribosome
V1884207	map02010	ABC transporters
V1152905	map00195	Photosynthesis
V1337358	map04621	NOD-like receptor signaling pathway
V1038361	map04626	Plant-pathogen interaction
V1238174	map03010	Ribosome
V1464571	map04626	Plant-pathogen interaction
V1043485	map03010	Ribosome
V1000122	map04626	Plant-pathogen interaction
V1277310	map03070	Bacterial secretion system
V1138616	map04910	Insulin signaling pathway
V1368958	map05010	Alzheimer's disease
V1576144	map03070	Bacterial secretion system
V1574099	map02060	Phosphotransferase system (PTS)
V1374743	map03018	RNA degradation
V1484064	map02030	Bacterial chemotaxis
V1010320	map00630	Glyoxylate and dicarboxylate metabolism
V1145548	map03010	Ribosome
V1082180	map00720	Carbon fixation pathways in prokaryotes
V1806808	map00710	Carbon fixation in photosynthetic organisms
V1076810	map03010	Ribosome
V1036259	map00500	Starch and sucrose metabolism
V1139283	map00524	Butirosin and neomycin biosynthesis
V1001368	map02060	Phosphotransferase system (PTS)
V1394807	map04626	Plant-pathogen interaction
V1500737	map00680	Methane metabolism
V1085061	map00480	Glutathione metabolism
V1083488	map03010	Ribosome
V1000018	map03010	Ribosome
V1501870	map05152	Tuberculosis
V1085162	map00680	Methane metabolism
V1000017	map03010	Ribosome
V1266125	map00650	Butanoate metabolism
V1000639	map05010	Alzheimer's disease
V1080488	map00710	Carbon fixation in photosynthetic organisms
V1577228	map05152	Tuberculosis
V1014074	map00650	Butanoate metabolism
V1087127	map00051	Fructose and mannose metabolism
V1000943	map03010	Ribosome
V1138313	map00520	Amino sugar and nucleotide sugar metabolism
V1076102	map03010	Ribosome
V1080453	map03070	Bacterial secretion system
V1384350	map03010	Ribosome
V1617409	map03010	Ribosome
V1430275	map00195	Photosynthesis
V1440841	map00710	Carbon fixation in photosynthetic organisms
V1008596	map05152	Tuberculosis
V1089092	map03010	Ribosome
V1081232	map00650	Butanoate metabolism
V1613141	map03010	Ribosome
V1015867	map03010	Ribosome
V1152674	map05152	Tuberculosis
V1375437	map00450	Selenocompound metabolism
V1269313	map03010	Ribosome
V1177532	map03010	Ribosome
V1000549	map00500	Starch and sucrose metabolism
V1577002	map03010	Ribosome
V1073923	map03020	RNA polymerase
V1140098	map00195	Photosynthesis
V1464170	map00195	Photosynthesis
V1068939	map00500	Starch and sucrose metabolism
V1036164	map05152	Tuberculosis
V1015704	map00650	Butanoate metabolism
V1441127	map03010	Ribosome
V1038252	map00195	Photosynthesis
V1076687	map00860	Porphyrin and chlorophyll metabolism
V1138247	map00564	Glycerophospholipid metabolism
V1166924	map05152	Tuberculosis
V1073219	map00620	Pyruvate metabolism
V1000021	map03010	Ribosome
V1353182	map05152	Tuberculosis
V1073967	map03010	Ribosome
V1432853	map03010	Ribosome
V1000116	map04930	Type II diabetes mellitus
V1000841	map00195	Photosynthesis
V1093074	map02030	Bacterial chemotaxis
V1138253	map00720	Carbon fixation pathways in prokaryotes
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1158426	map02060	Phosphotransferase system (PTS)
V1198668	map00710	Carbon fixation in photosynthetic organisms
V1012820	map00362	Benzoate degradation
V1015868	map03010	Ribosome
V1080812	map05215	Prostate cancer
V1073427	map00500	Starch and sucrose metabolism
V1080015	map01051	Biosynthesis of ansamycins
V1037518	map03010	Ribosome
V1337573	map04621	NOD-like receptor signaling pathway
V1014932	map02010	ABC transporters
V1269402	map05010	Alzheimer's disease
V1075073	map03010	Ribosome
V1482595	map03010	Ribosome
V1154539	map05010	Alzheimer's disease
V1083710	map00970	Aminoacyl-tRNA biosynthesis
V1138661	map00970	Aminoacyl-tRNA biosynthesis
V1000548	map00500	Starch and sucrose metabolism
V1073415	map00195	Photosynthesis
V1141150	map03018	RNA degradation
V1912442	map00680	Methane metabolism
V1006020	map03010	Ribosome
V1266145	map00270	Cysteine and methionine metabolism
V1190680	map00300	Lysine biosynthesis
V1366835	map03010	Ribosome
V1013092	map00650	Butanoate metabolism
V1249839	map05152	Tuberculosis
V1012602	map00720	Carbon fixation pathways in prokaryotes
V1016891	map03440	Homologous recombination
V1140670	map00195	Photosynthesis
V1612264	map03010	Ribosome
V1367838	map00500	Starch and sucrose metabolism
V1431607	map03010	Ribosome
V1357847	map00195	Photosynthesis
V1017544	map04626	Plant-pathogen interaction
V1806795	map05010	Alzheimer's disease
V1083487	map03010	Ribosome
V1073413	map00195	Photosynthesis
V1076103	map03010	Ribosome
V1108928	map00195	Photosynthesis
V1000642	map03018	RNA degradation
V1083489	map03070	Bacterial secretion system
V1073414	map00195	Photosynthesis
V1291747	map00720	Carbon fixation pathways in prokaryotes
V1138984	map03010	Ribosome
V1081814	map00195	Photosynthesis
V1436794	map02030	Bacterial chemotaxis
V1144133	map02010	ABC transporters
V1074700	map00710	Carbon fixation in photosynthetic organisms
V1082561	map03010	Ribosome
V1167440	map00500	Starch and sucrose metabolism
V1367869	map02010	ABC transporters
V1073993	map00520	Amino sugar and nucleotide sugar metabolism
V1073798	map00750	Vitamin B6 metabolism
V1073922	map03010	Ribosome
V1266177	map02010	ABC transporters
V1265052	map03018	RNA degradation
V1000003	map03010	Ribosome
V1076928	map03010	Ribosome
V1138844	map00970	Aminoacyl-tRNA biosynthesis
V1012925	map00720	Carbon fixation pathways in prokaryotes
