Gene	KEGG_pathwayID	Annotation
V1013092	map00650	Butanoate metabolism
V1436641	map00650	Butanoate metabolism
V1000004	map03020	RNA polymerase
V1000546	map02030	Bacterial chemotaxis
V1000122	map04626	Plant-pathogen interaction
V1464571	map04626	Plant-pathogen interaction
V1576144	map03070	Bacterial secretion system
V1043485	map03010	Ribosome
V1012818	map00650	Butanoate metabolism
V1000943	map03010	Ribosome
V1000018	map03010	Ribosome
V1000549	map00500	Starch and sucrose metabolism
V1073967	map03010	Ribosome
V1431607	map03010	Ribosome
V1000017	map03010	Ribosome
V1013090	map00710	Carbon fixation in photosynthetic organisms
V1000639	map05010	Alzheimer's disease
V1008596	map05152	Tuberculosis
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1000021	map03010	Ribosome
V1394807	map04626	Plant-pathogen interaction
V1000116	map04930	Type II diabetes mellitus
V1000545	map02010	ABC transporters
V1164548	map03020	RNA polymerase
V1000487	map00710	Carbon fixation in photosynthetic organisms
V1067936	map00650	Butanoate metabolism
V1482595	map03010	Ribosome
V1000008	map00230	Purine metabolism
V1464170	map00195	Photosynthesis
V1144210	map03010	Ribosome
V1000642	map03018	RNA degradation
V1201618	map00650	Butanoate metabolism
V1430275	map00195	Photosynthesis
V1042097	map04626	Plant-pathogen interaction
V1037687	map05152	Tuberculosis
V1000548	map00500	Starch and sucrose metabolism
V1577228	map05152	Tuberculosis
V1154539	map05010	Alzheimer's disease
V1006020	map03010	Ribosome
V1513559	map00650	Butanoate metabolism
V1195882	map00710	Carbon fixation in photosynthetic organisms
V1011087	map05152	Tuberculosis
V1852084	map03010	Ribosome
V1010069	map00195	Photosynthesis
V1000305	map03018	RNA degradation
V1912442	map00680	Methane metabolism
V1000840	map00195	Photosynthesis
V1033869	map04626	Plant-pathogen interaction
V1000842	map00195	Photosynthesis
V1000534	map00680	Methane metabolism
V1000005	map03010	Ribosome
V1001368	map02060	Phosphotransferase system (PTS)
V1000841	map00195	Photosynthesis
V1000080	map03010	Ribosome
V1574099	map02060	Phosphotransferase system (PTS)
V1036606	map00195	Photosynthesis
V1066646	map02030	Bacterial chemotaxis
V1358470	map00650	Butanoate metabolism
V1580898	map03010	Ribosome
V1012671	map00680	Methane metabolism
V1464284	map00052	Galactose metabolism
V1051831	map00710	Carbon fixation in photosynthetic organisms
V1340131	map00520	Amino sugar and nucleotide sugar metabolism
V1010067	map00195	Photosynthesis
V1007060	map05010	Alzheimer's disease
V1000011	map03010	Ribosome
V1852083	map03010	Ribosome
V1306539	map03010	Ribosome
V1141150	map03018	RNA degradation
V1099396	map02030	Bacterial chemotaxis
V1481435	map02060	Phosphotransferase system (PTS)
V1000013	map03010	Ribosome
V1000003	map03010	Ribosome
V1594514	map00195	Photosynthesis
V1140670	map00195	Photosynthesis
V1581223	map03440	Homologous recombination
V1074835	map05010	Alzheimer's disease
V1421347	map04626	Plant-pathogen interaction
V1000014	map03010	Ribosome
V1185257	map05010	Alzheimer's disease
V1000528	map03010	Ribosome
V1168235	map04626	Plant-pathogen interaction
V1420584	map02060	Phosphotransferase system (PTS)
V1491714	map03010	Ribosome
V1108928	map00195	Photosynthesis
V1014074	map00650	Butanoate metabolism
V1073455	map00710	Carbon fixation in photosynthetic organisms
V1008929	map05010	Alzheimer's disease
V1368199	map04626	Plant-pathogen interaction
