Gene	KEGG_module_number	Annotation
V1000546	M00197	Putative fructooligosaccharide transport system
V1073455	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1000171	M00239	Peptides/nickel transport system
V1001368	M00276	PTS system, mannose-specific II component
V1000545	M00197	Putative fructooligosaccharide transport system
V1000886	M00207	Putative multiple sugar transport system
V1574099	M00276	PTS system, mannose-specific II component
V1000004	M00183	RNA polymerase, bacteria
V1000487	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1069833	M00239	Peptides/nickel transport system
V1000116	M00002	Glycolysis, core module involving three-carbon compounds
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1158426	M00276	PTS system, mannose-specific II component
V1000640	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1075033	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1195882	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1392272	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1072266	M00346	Formaldehyde assimilation, serine pathway
V1093074	M00197	Putative fructooligosaccharide transport system
V1266145	M00368	Ethylene biosynthesis, methionine => ethylene
V1006727	M00178	Ribosome, bacteria
V1344061	M00239	Peptides/nickel transport system
V1576144	M00335	Sec (secretion) system
V1912442	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1010209	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000305	M00346	Formaldehyde assimilation, serine pathway
V1144133	M00197	Putative fructooligosaccharide transport system
V1042355	M00276	PTS system, mannose-specific II component
V1464170	M00164	ATP synthase
V1000534	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000943	M00179	Ribosome, archaea
V1430573	M00197	Putative fructooligosaccharide transport system
V1138842	M00178	Ribosome, bacteria
V1077152	M00179	Ribosome, archaea
V1430275	M00164	ATP synthase
V1879928	M00276	PTS system, mannose-specific II component
V1000547	M00197	Putative fructooligosaccharide transport system
V1036606	M00164	ATP synthase
V1238174	M00179	Ribosome, archaea
V1000168	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1081813	M00164	ATP synthase
V1000841	M00164	ATP synthase
V1000018	M00179	Ribosome, archaea
V1499048	M00183	RNA polymerase, bacteria
V1431607	M00178	Ribosome, bacteria
V1073967	M00179	Ribosome, archaea
V1272241	M00179	Ribosome, archaea
V1152427	M00374	Dicarboxylate-hydroxybutyrate cycle
V1521364	M00239	Peptides/nickel transport system
V1040877	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1043485	M00179	Ribosome, archaea
V1073738	M00179	Ribosome, archaea
V1164548	M00183	RNA polymerase, bacteria
V1000642	M00346	Formaldehyde assimilation, serine pathway
V1152905	M00164	ATP synthase
V1010451	M00197	Putative fructooligosaccharide transport system
V1482495	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
V1139649	M00183	RNA polymerase, bacteria
V1000017	M00178	Ribosome, bacteria
V1469282	M00239	Peptides/nickel transport system
V1491685	M00346	Formaldehyde assimilation, serine pathway
V1000842	M00164	ATP synthase
V1081021	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1594655	M00239	Peptides/nickel transport system
V1000021	M00179	Ribosome, archaea
V1000008	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
