Gene	KEGG_pathwayID	Annotation
V1000546	map02030	Bacterial chemotaxis
V1000545	map02010	ABC transporters
V1000639	map05010	Alzheimer's disease
V1044382	map04141	Protein processing in endoplasmic reticulum
V1093074	map02030	Bacterial chemotaxis
V1464571	map04626	Plant-pathogen interaction
V1000122	map04626	Plant-pathogen interaction
V1577228	map05152	Tuberculosis
V1012818	map00650	Butanoate metabolism
V1000549	map00500	Starch and sucrose metabolism
V1000116	map04930	Type II diabetes mellitus
V1430275	map00195	Photosynthesis
V1000004	map03020	RNA polymerase
V1912442	map00680	Methane metabolism
V1464170	map00195	Photosynthesis
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1464284	map00052	Galactose metabolism
V1001368	map02060	Phosphotransferase system (PTS)
V1201618	map00650	Butanoate metabolism
V1000841	map00195	Photosynthesis
V1576144	map03070	Bacterial secretion system
V1000548	map00500	Starch and sucrose metabolism
V1043485	map03010	Ribosome
V1000642	map03018	RNA degradation
V1574099	map02060	Phosphotransferase system (PTS)
V1144133	map02010	ABC transporters
V1000018	map03010	Ribosome
V1164548	map03020	RNA polymerase
V1037687	map05152	Tuberculosis
V1158426	map02060	Phosphotransferase system (PTS)
V1430573	map02010	ABC transporters
V1036606	map00195	Photosynthesis
V1339929	map00640	Propanoate metabolism
V1000596	map05152	Tuberculosis
V1167440	map00500	Starch and sucrose metabolism
V1000547	map02010	ABC transporters
V1067144	map05152	Tuberculosis
V1356383	map02010	ABC transporters
V1000305	map03018	RNA degradation
V1000519	map02060	Phosphotransferase system (PTS)
V1431607	map03010	Ribosome
V1198530	map02060	Phosphotransferase system (PTS)
V1000840	map00195	Photosynthesis
V1073967	map03010	Ribosome
V1033869	map04626	Plant-pathogen interaction
V1000842	map00195	Photosynthesis
V1000943	map03010	Ribosome
V1295109	map04621	NOD-like receptor signaling pathway
V1000487	map00710	Carbon fixation in photosynthetic organisms
V1000017	map03010	Ribosome
V1000641	map00710	Carbon fixation in photosynthetic organisms
V1000008	map00230	Purine metabolism
V1010320	map00630	Glyoxylate and dicarboxylate metabolism
V1391945	map02060	Phosphotransferase system (PTS)
V1306539	map03010	Ribosome
V1552772	map04930	Type II diabetes mellitus
V1138803	map05152	Tuberculosis
V1195882	map00710	Carbon fixation in photosynthetic organisms
V1886416	map04930	Type II diabetes mellitus
V1074069	map05152	Tuberculosis
V1014074	map00650	Butanoate metabolism
V1000171	map02010	ABC transporters
V1482595	map03010	Ribosome
V1481435	map02060	Phosphotransferase system (PTS)
V1033803	map00195	Photosynthesis
V1006727	map03010	Ribosome
V1392216	map05152	Tuberculosis
V1000534	map00680	Methane metabolism
V1000040	map00240	Pyrimidine metabolism
