Gene	KEGG_pathwayID	Annotation
V1012818	map00650	Butanoate metabolism
V1238174	map03010	Ribosome
V1037687	map05152	Tuberculosis
V1015867	map03010	Ribosome
V1010320	map00630	Glyoxylate and dicarboxylate metabolism
V1015868	map03010	Ribosome
V1884213	map00720	Carbon fixation pathways in prokaryotes
V1384350	map03010	Ribosome
V1201618	map00650	Butanoate metabolism
V1016891	map03440	Homologous recombination
V1367057	map03020	RNA polymerase
V1012820	map00362	Benzoate degradation
V1012925	map00720	Carbon fixation pathways in prokaryotes
V1037377	map00680	Methane metabolism
V1036980	map00643	Styrene degradation
V1010605	map05152	Tuberculosis
V1039764	map03010	Ribosome
V1265582	map04626	Plant-pathogen interaction
V1038350	map00650	Butanoate metabolism
V1010209	map00970	Aminoacyl-tRNA biosynthesis
V1012602	map00720	Carbon fixation pathways in prokaryotes
V1012852	map03020	RNA polymerase
V1013990	map03010	Ribosome
V1153964	map00626	Naphthalene degradation
V1018464	map03010	Ribosome
V1017544	map04626	Plant-pathogen interaction
V1014074	map00650	Butanoate metabolism
V1012819	map00903	Limonene and pinene degradation
V1266145	map00270	Cysteine and methionine metabolism
V1016890	map03010	Ribosome
V1375437	map00450	Selenocompound metabolism
V1553674	map03010	Ribosome
V1875176	map00362	Benzoate degradation
V1576738	map00720	Carbon fixation pathways in prokaryotes
V1884198	map02020	Two-component system
V1820405	map03070	Bacterial secretion system
V1266125	map00650	Butanoate metabolism
V1011016	map00195	Photosynthesis
V1373952	map03020	RNA polymerase
V1012850	map03010	Ribosome
V1530442	map04626	Plant-pathogen interaction
V1011014	map00195	Photosynthesis
V1201514	map00240	Pyrimidine metabolism
V1014932	map02010	ABC transporters
V1238012	map00630	Glyoxylate and dicarboxylate metabolism
V1013406	map00900	Terpenoid backbone biosynthesis
V1010860	map03010	Ribosome
V1039802	map00650	Butanoate metabolism
V1017590	map00300	Lysine biosynthesis
V1011015	map00195	Photosynthesis
V1200366	map00900	Terpenoid backbone biosynthesis
V1012601	map00630	Glyoxylate and dicarboxylate metabolism
V1553673	map03010	Ribosome
V1016290	map00970	Aminoacyl-tRNA biosynthesis
V1012782	map03018	RNA degradation
V1020418	map00250	Alanine, aspartate and glutamate metabolism
V1009869	map03010	Ribosome
V1553605	map00770	Pantothenate and CoA biosynthesis
V1559864	map00650	Butanoate metabolism
V1200824	map00230	Purine metabolism
V1820497	map00970	Aminoacyl-tRNA biosynthesis
V1553587	map04112	Cell cycle - Caulobacter
V1482495	map00770	Pantothenate and CoA biosynthesis
V1011950	map03070	Bacterial secretion system
V1009870	map03010	Ribosome
V1374340	map03070	Bacterial secretion system
V1037878	map00720	Carbon fixation pathways in prokaryotes
V1373836	map00770	Pantothenate and CoA biosynthesis
V1373951	map03010	Ribosome
V1011011	map00195	Photosynthesis
V1038297	map00770	Pantothenate and CoA biosynthesis
V1553746	map03018	RNA degradation
V1010898	map00270	Cysteine and methionine metabolism
V1014514	map03008	Ribosome biogenesis in eukaryotes
V1553580	map00230	Purine metabolism
V1522026	map04112	Cell cycle - Caulobacter
V1011012	map00195	Photosynthesis
V1564708	map02010	ABC transporters
V1268242	map03070	Bacterial secretion system
V1009865	map03010	Ribosome
V1364433	map00650	Butanoate metabolism
V1010371	map00190	Oxidative phosphorylation
V1012846	map03010	Ribosome
V1009868	map03010	Ribosome
V1014182	map03440	Homologous recombination
V1010170	map00480	Glutathione metabolism
V1553606	map03010	Ribosome
V1013797	map03420	Nucleotide excision repair
V1463704	map00520	Amino sugar and nucleotide sugar metabolism
V1014820	map00970	Aminoacyl-tRNA biosynthesis
V1373773	map00330	Arginine and proline metabolism
V1012853	map03010	Ribosome
V1373915	map00970	Aminoacyl-tRNA biosynthesis
V1820421	map00190	Oxidative phosphorylation
V1015609	map00780	Biotin metabolism
V1200397	map03010	Ribosome
V1014819	map00970	Aminoacyl-tRNA biosynthesis
V1011765	map00720	Carbon fixation pathways in prokaryotes
V1576098	map00564	Glycerophospholipid metabolism
V1012821	map04011	MAPK signaling pathway - yeast
V1553602	map00061	Fatty acid biosynthesis
V1015734	map00970	Aminoacyl-tRNA biosynthesis
V1009500	map00564	Glycerophospholipid metabolism
V1009864	map03010	Ribosome
V1009501	map00260	Glycine, serine and threonine metabolism
V1011013	map00195	Photosynthesis
V1014250	map00720	Carbon fixation pathways in prokaryotes
V1042447	map00250	Alanine, aspartate and glutamate metabolism
V1013988	map03010	Ribosome
V1015123	map00970	Aminoacyl-tRNA biosynthesis
V1102142	map00860	Porphyrin and chlorophyll metabolism
V1037601	map00770	Pantothenate and CoA biosynthesis
V1363297	map00680	Methane metabolism
V1012921	map00590	Arachidonic acid metabolism
V1820375	map00983	Drug metabolism - other enzymes
V1040139	map00240	Pyrimidine metabolism
V1463838	map03020	RNA polymerase
V1013149	map03440	Homologous recombination
V1010593	map00550	Peptidoglycan biosynthesis
V1400067	map00970	Aminoacyl-tRNA biosynthesis
V1373888	map00250	Alanine, aspartate and glutamate metabolism
V1037511	map03013	RNA transport
V1010331	map03430	Mismatch repair
V1265185	map00540	Lipopolysaccharide biosynthesis
V1820490	map04112	Cell cycle - Caulobacter
V1553675	map03010	Ribosome
V1265198	map00970	Aminoacyl-tRNA biosynthesis
V1363631	map04011	MAPK signaling pathway - yeast
V1230296	map00330	Arginine and proline metabolism
V1553698	map00970	Aminoacyl-tRNA biosynthesis
V1015679	map04112	Cell cycle - Caulobacter
V1200247	map04112	Cell cycle - Caulobacter
V1012778	map04112	Cell cycle - Caulobacter
V1009867	map03010	Ribosome
V1010710	map03070	Bacterial secretion system
V1820401	map03070	Bacterial secretion system
V1200370	map00970	Aminoacyl-tRNA biosynthesis
V1440378	map03010	Ribosome
V1458783	map00270	Cysteine and methionine metabolism
V1548238	map04974	Protein digestion and absorption
V1013500	map02010	ABC transporters
V1010163	map00520	Amino sugar and nucleotide sugar metabolism
V1012114	map00910	Nitrogen metabolism
V1018324	map03010	Ribosome
V1012779	map04112	Cell cycle - Caulobacter
V1240173	map03010	Ribosome
V1013208	map00450	Selenocompound metabolism
V1012550	map03010	Ribosome
V1011409	map00970	Aminoacyl-tRNA biosynthesis
V1560889	map03010	Ribosome
V1820483	map00730	Thiamine metabolism
V1036638	map00540	Lipopolysaccharide biosynthesis
V1010987	map00910	Nitrogen metabolism
V1015869	map03010	Ribosome
V1040015	map03030	DNA replication
V1593758	map00620	Pyruvate metabolism
V1553612	map00550	Peptidoglycan biosynthesis
V1010705	map00520	Amino sugar and nucleotide sugar metabolism
V1012847	map03010	Ribosome
V1578774	map04626	Plant-pathogen interaction
V1010901	map03018	RNA degradation
V1040864	map03010	Ribosome
V1040796	map00230	Purine metabolism
V1237514	map00640	Propanoate metabolism
V1010325	map02010	ABC transporters
V1237505	map00970	Aminoacyl-tRNA biosynthesis
V1374448	map04011	MAPK signaling pathway - yeast
V1009708	map00770	Pantothenate and CoA biosynthesis
V1459186	map04626	Plant-pathogen interaction
V1011411	map00680	Methane metabolism
V1820407	map03010	Ribosome
V1012374	map03018	RNA degradation
V1013976	map00620	Pyruvate metabolism
V1015285	map00630	Glyoxylate and dicarboxylate metabolism
V1010825	map03010	Ribosome
V1553600	map00540	Lipopolysaccharide biosynthesis
V1553588	map00650	Butanoate metabolism
V1015864	map03010	Ribosome
V1016168	map00900	Terpenoid backbone biosynthesis
V1375515	map00730	Thiamine metabolism
V1036200	map03010	Ribosome
V1009863	map03010	Ribosome
V1440842	map00520	Amino sugar and nucleotide sugar metabolism
V1013878	map00300	Lysine biosynthesis
V1012700	map00740	Riboflavin metabolism
V1458724	map03010	Ribosome
V1038364	map01040	Biosynthesis of unsaturated fatty acids
V1200413	map00195	Photosynthesis
V1036811	map00770	Pantothenate and CoA biosynthesis
V1015052	map00970	Aminoacyl-tRNA biosynthesis
V1103173	map00230	Purine metabolism
V1013324	map00300	Lysine biosynthesis
V1010863	map00970	Aminoacyl-tRNA biosynthesis
V1482531	map01051	Biosynthesis of ansamycins
V1463662	map00720	Carbon fixation pathways in prokaryotes
V1102149	map03020	RNA polymerase
V1037221	map00540	Lipopolysaccharide biosynthesis
V1459827	map03010	Ribosome
V1011576	map00240	Pyrimidine metabolism
V1559952	map03020	RNA polymerase
V1374264	map00650	Butanoate metabolism
V1016165	map00240	Pyrimidine metabolism
V1010711	map03070	Bacterial secretion system
V1014275	map00710	Carbon fixation in photosynthetic organisms
V1017232	map00750	Vitamin B6 metabolism
V1013315	map00564	Glycerophospholipid metabolism
V1459087	map00270	Cysteine and methionine metabolism
V1482499	map00970	Aminoacyl-tRNA biosynthesis
V1363972	map04112	Cell cycle - Caulobacter
V1466132	map00903	Limonene and pinene degradation
V1013880	map03440	Homologous recombination
V1011998	map00540	Lipopolysaccharide biosynthesis
V1014077	map03018	RNA degradation
V1459717	map00190	Oxidative phosphorylation
V1482460	map00900	Terpenoid backbone biosynthesis
V1267250	map00550	Peptidoglycan biosynthesis
V1102385	map00770	Pantothenate and CoA biosynthesis
V1482587	map00970	Aminoacyl-tRNA biosynthesis
V1368737	map00740	Riboflavin metabolism
V1102143	map00670	One carbon pool by folate
V1009866	map03010	Ribosome
V1010988	map00061	Fatty acid biosynthesis
V1374410	map00720	Carbon fixation pathways in prokaryotes
V1820494	map00740	Riboflavin metabolism
V1139989	map00270	Cysteine and methionine metabolism
V1200563	map00230	Purine metabolism
V1012926	map00910	Nitrogen metabolism
V1011960	map00051	Fructose and mannose metabolism
V1015053	map00770	Pantothenate and CoA biosynthesis
V1010698	map00730	Thiamine metabolism
V1009872	map00710	Carbon fixation in photosynthetic organisms
V1012001	map03440	Homologous recombination
V1013210	map00620	Pyruvate metabolism
V1460757	map03010	Ribosome
V1373854	map03018	RNA degradation
V1820399	map02020	Two-component system
V1553661	map00680	Methane metabolism
V1037453	map00960	Tropane, piperidine and pyridine alkaloid biosynthesis
V1373781	map00550	Peptidoglycan biosynthesis
V1012845	map03010	Ribosome
V1010164	map00230	Purine metabolism
V1010824	map03010	Ribosome
V1016347	map00650	Butanoate metabolism
V1266179	map00540	Lipopolysaccharide biosynthesis
V1015737	map00230	Purine metabolism
V1014934	map02010	ABC transporters
V1373778	map03430	Mismatch repair
V1553641	map00230	Purine metabolism
V1482559	map04112	Cell cycle - Caulobacter
V1374537	map03430	Mismatch repair
V1374862	map00240	Pyrimidine metabolism
V1010207	map00970	Aminoacyl-tRNA biosynthesis
V1010365	map00970	Aminoacyl-tRNA biosynthesis
V1019699	map00510	N-Glycan biosynthesis
V1010699	map00730	Thiamine metabolism
V1366763	map00970	Aminoacyl-tRNA biosynthesis
V1012702	map00740	Riboflavin metabolism
V1039080	map00564	Glycerophospholipid metabolism
V1236315	map00650	Butanoate metabolism
V1011575	map00983	Drug metabolism - other enzymes
V1327069	map03010	Ribosome
V1009488	map03440	Homologous recombination
V1820381	map00970	Aminoacyl-tRNA biosynthesis
V1154016	map03030	DNA replication
V1037268	map00270	Cysteine and methionine metabolism
V1011574	map00290	Valine, leucine and isoleucine biosynthesis
V1553629	map00730	Thiamine metabolism
V1014198	map00740	Riboflavin metabolism
V1015729	map00750	Vitamin B6 metabolism
V1010906	map00970	Aminoacyl-tRNA biosynthesis
V1013793	map00561	Glycerolipid metabolism
V1553894	map00260	Glycine, serine and threonine metabolism
V1039006	map03440	Homologous recombination
V1013326	map00300	Lysine biosynthesis
V1102007	map00240	Pyrimidine metabolism
V1014995	map00780	Biotin metabolism
V1013323	map00300	Lysine biosynthesis
V1012823	map00770	Pantothenate and CoA biosynthesis
V1012701	map00740	Riboflavin metabolism
V1017956	map00561	Glycerolipid metabolism
V1015857	map00564	Glycerophospholipid metabolism
V1039773	map00480	Glutathione metabolism
V1102451	map02020	Two-component system
V1364761	map04626	Plant-pathogen interaction
V1014605	map00960	Tropane, piperidine and pyridine alkaloid biosynthesis
V1012380	map00540	Lipopolysaccharide biosynthesis
V1265657	map00730	Thiamine metabolism
V1875203	map03440	Homologous recombination
V1458713	map03020	RNA polymerase
V1011326	map00720	Carbon fixation pathways in prokaryotes
V1557192	map03018	RNA degradation
V1265186	map03020	RNA polymerase
V1011001	map02010	ABC transporters
V1240249	map00270	Cysteine and methionine metabolism
V1038504	map00670	One carbon pool by folate
V1019565	map02010	ABC transporters
V1558238	map03430	Mismatch repair
V1014183	map00650	Butanoate metabolism
V1013876	map00720	Carbon fixation pathways in prokaryotes
V1364028	map04112	Cell cycle - Caulobacter
V1011008	map00520	Amino sugar and nucleotide sugar metabolism
V1016035	map05010	Alzheimer's disease
V1012851	map03010	Ribosome
V1482496	map00770	Pantothenate and CoA biosynthesis
V1010597	map00720	Carbon fixation pathways in prokaryotes
V1553642	map00770	Pantothenate and CoA biosynthesis
V1374483	map00790	Folate biosynthesis
V1011485	map03440	Homologous recombination
V1016565	map03440	Homologous recombination
V1195050	map03440	Homologous recombination
V1553651	map00960	Tropane, piperidine and pyridine alkaloid biosynthesis
V1482592	map00650	Butanoate metabolism
V1013317	map00760	Nicotinate and nicotinamide metabolism
V1014607	map00960	Tropane, piperidine and pyridine alkaloid biosynthesis
V1553585	map00640	Propanoate metabolism
V1040127	map00550	Peptidoglycan biosynthesis
V1015205	map02010	ABC transporters
V1522146	map03010	Ribosome
V1077778	map00195	Photosynthesis
V1014277	map03440	Homologous recombination
V1039257	map00900	Terpenoid backbone biosynthesis
V1266407	map03070	Bacterial secretion system
V1012784	map02010	ABC transporters
