Gene	KEGG_pathwayID	Annotation
V1000546	map02030	Bacterial chemotaxis
V1464571	map04626	Plant-pathogen interaction
V1000545	map02010	ABC transporters
V1000122	map04626	Plant-pathogen interaction
V1577228	map05152	Tuberculosis
V1000639	map05010	Alzheimer's disease
V1000004	map03020	RNA polymerase
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1158426	map02060	Phosphotransferase system (PTS)
V1000116	map04930	Type II diabetes mellitus
V1093074	map02030	Bacterial chemotaxis
V1464170	map00195	Photosynthesis
V1576144	map03070	Bacterial secretion system
V1000549	map00500	Starch and sucrose metabolism
V1430275	map00195	Photosynthesis
V1001368	map02060	Phosphotransferase system (PTS)
V1912442	map00680	Methane metabolism
V1164548	map03020	RNA polymerase
V1033869	map04626	Plant-pathogen interaction
V1144133	map02010	ABC transporters
V1000487	map00710	Carbon fixation in photosynthetic organisms
V1000548	map00500	Starch and sucrose metabolism
V1430573	map02010	ABC transporters
V1000943	map03010	Ribosome
V1006020	map03010	Ribosome
V1000305	map03018	RNA degradation
V1541236	map04626	Plant-pathogen interaction
V1000596	map05152	Tuberculosis
V1000018	map03010	Ribosome
V1000841	map00195	Photosynthesis
V1195882	map00710	Carbon fixation in photosynthetic organisms
V1000017	map03010	Ribosome
V1042355	map02060	Phosphotransferase system (PTS)
V1073967	map03010	Ribosome
V1000008	map00230	Purine metabolism
V1043485	map03010	Ribosome
V1000840	map00195	Photosynthesis
V1339706	map02060	Phosphotransferase system (PTS)
V1297356	map04626	Plant-pathogen interaction
V1000021	map03010	Ribosome
V1339929	map00640	Propanoate metabolism
V1000534	map00680	Methane metabolism
V1000547	map02010	ABC transporters
V1036606	map00195	Photosynthesis
V1879928	map02060	Phosphotransferase system (PTS)
V1000641	map00710	Carbon fixation in photosynthetic organisms
V1356383	map02010	ABC transporters
V1481435	map02060	Phosphotransferase system (PTS)
V1392216	map05152	Tuberculosis
V1000642	map03018	RNA degradation
V1482595	map03010	Ribosome
V1491685	map03018	RNA degradation
V1580898	map03010	Ribosome
V1000040	map00240	Pyrimidine metabolism
V1431607	map03010	Ribosome
V1852084	map03010	Ribosome
V1000842	map00195	Photosynthesis
V1391945	map02060	Phosphotransferase system (PTS)
V1306539	map03010	Ribosome
V1381099	map00195	Photosynthesis
V1552772	map04930	Type II diabetes mellitus
V1340131	map00520	Amino sugar and nucleotide sugar metabolism
V1574099	map02060	Phosphotransferase system (PTS)
V1000003	map03010	Ribosome
V1144023	map02060	Phosphotransferase system (PTS)
V1033902	map05010	Alzheimer's disease
V1580955	map05152	Tuberculosis
V1481324	map00970	Aminoacyl-tRNA biosynthesis
