Gene	KEGG_pathwayID	Annotation
V1033557	map05010	Alzheimer's disease
V1872766	map00240	Pyrimidine metabolism
V1338863	map04930	Type II diabetes mellitus
V1033549	map03018	RNA degradation
V1034259	map04626	Plant-pathogen interaction
V1033079	map00680	Methane metabolism
V1884596	map03440	Homologous recombination
V1150427	map00710	Carbon fixation in photosynthetic organisms
V1032670	map00520	Amino sugar and nucleotide sugar metabolism
V1204502	map00240	Pyrimidine metabolism
V1033501	map03010	Ribosome
V1872734	map03010	Ribosome
V1552800	map03010	Ribosome
V1033629	map05152	Tuberculosis
V1032829	map03010	Ribosome
V1032341	map00195	Photosynthesis
V1033003	map02060	Phosphotransferase system (PTS)
V1032333	map03010	Ribosome
V1033120	map00040	Pentose and glucuronate interconversions
V1033091	map03010	Ribosome
V1338881	map03010	Ribosome
V1887313	map03010	Ribosome
V1033558	map00710	Carbon fixation in photosynthetic organisms
V1806611	map00620	Pyruvate metabolism
V1032620	map00240	Pyrimidine metabolism
V1033096	map03020	RNA polymerase
V1216924	map00240	Pyrimidine metabolism
V1828827	map03010	Ribosome
V1033444	map04141	Protein processing in endoplasmic reticulum
V1033493	map03010	Ribosome
V1034213	map00680	Methane metabolism
V1032513	map03010	Ribosome
V1884575	map03010	Ribosome
V1885172	map00195	Photosynthesis
V1033129	map02060	Phosphotransferase system (PTS)
V1883097	map00520	Amino sugar and nucleotide sugar metabolism
V1032750	map03010	Ribosome
V1047240	map02060	Phosphotransferase system (PTS)
V1032309	map05152	Tuberculosis
V1046993	map00195	Photosynthesis
V1032631	map02030	Bacterial chemotaxis
V1032715	map00970	Aminoacyl-tRNA biosynthesis
V1885167	map02060	Phosphotransferase system (PTS)
V1033682	map00053	Ascorbate and aldarate metabolism
V1891370	map00620	Pyruvate metabolism
V1047061	map00970	Aminoacyl-tRNA biosynthesis
V1033097	map00250	Alanine, aspartate and glutamate metabolism
V1032563	map00710	Carbon fixation in photosynthetic organisms
V1034296	map00620	Pyruvate metabolism
V1046991	map00195	Photosynthesis
V1033848	map00230	Purine metabolism
V1032825	map03070	Bacterial secretion system
V1032826	map00230	Purine metabolism
V1033902	map05010	Alzheimer's disease
V1032978	map03010	Ribosome
V1034179	map05010	Alzheimer's disease
V1033464	map04724	Glutamatergic synapse
V1032514	map03010	Ribosome
V1828851	map03020	RNA polymerase
V1883385	map00240	Pyrimidine metabolism
V1032342	map00195	Photosynthesis
V1806595	map02060	Phosphotransferase system (PTS)
V1032681	map00640	Propanoate metabolism
V1199409	map02010	ABC transporters
V1046995	map00195	Photosynthesis
V1047177	map00500	Starch and sucrose metabolism
V1882317	map04626	Plant-pathogen interaction
V1033428	map02060	Phosphotransferase system (PTS)
V1033559	map00710	Carbon fixation in photosynthetic organisms
V1033346	map00970	Aminoacyl-tRNA biosynthesis
V1047060	map02010	ABC transporters
V1552701	map03070	Bacterial secretion system
V1033490	map03010	Ribosome
V1032814	map03010	Ribosome
V1033126	map02010	ABC transporters
V1046994	map00195	Photosynthesis
V1206514	map00230	Purine metabolism
V1032649	map02020	Two-component system
V1552772	map04930	Type II diabetes mellitus
V1032592	map00983	Drug metabolism - other enzymes
V1684175	map05150	Staphylococcus aureus infection
V1883121	map00195	Photosynthesis
V1684156	map00970	Aminoacyl-tRNA biosynthesis
V1032232	map00230	Purine metabolism
V1033168	map00520	Amino sugar and nucleotide sugar metabolism
V1032410	map00240	Pyrimidine metabolism
V1032792	map00520	Amino sugar and nucleotide sugar metabolism
V1047007	map00970	Aminoacyl-tRNA biosynthesis
V1033034	map03010	Ribosome
V1684155	map03020	RNA polymerase
V1032601	map02060	Phosphotransferase system (PTS)
V1886198	map04724	Glutamatergic synapse
V1032641	map03440	Homologous recombination
V1032374	map05150	Staphylococcus aureus infection
V1032372	map05150	Staphylococcus aureus infection
V1032397	map03440	Homologous recombination
V1884576	map00195	Photosynthesis
V1032218	map02010	ABC transporters
V1796878	map02010	ABC transporters
V1033474	map04626	Plant-pathogen interaction
V1047152	map00910	Nitrogen metabolism
V1684154	map03020	RNA polymerase
V1163789	map00230	Purine metabolism
V1033869	map04626	Plant-pathogen interaction
V1034244	map03018	RNA degradation
V1882237	map00710	Carbon fixation in photosynthetic organisms
V1755551	map03010	Ribosome
V1032815	map03010	Ribosome
V1033565	map03020	RNA polymerase
V1032630	map02010	ABC transporters
V1883274	map00720	Carbon fixation pathways in prokaryotes
V1032809	map03010	Ribosome
V1806647	map03030	DNA replication
V1891261	map03020	RNA polymerase
V1032558	map00520	Amino sugar and nucleotide sugar metabolism
V1033276	map00970	Aminoacyl-tRNA biosynthesis
V1808108	map03010	Ribosome
V1033514	map03010	Ribosome
V1755580	map00640	Propanoate metabolism
V1032741	map00190	Oxidative phosphorylation
V1424786	map00520	Amino sugar and nucleotide sugar metabolism
V1338860	map00970	Aminoacyl-tRNA biosynthesis
V1806605	map00500	Starch and sucrose metabolism
V1032313	map03070	Bacterial secretion system
V1033614	map00970	Aminoacyl-tRNA biosynthesis
V1884638	map04930	Type II diabetes mellitus
V1032807	map03010	Ribosome
V1032808	map03010	Ribosome
V1033426	map02060	Phosphotransferase system (PTS)
V1033416	map00230	Purine metabolism
V1033090	map03010	Ribosome
V1033707	map00520	Amino sugar and nucleotide sugar metabolism
V1882253	map05152	Tuberculosis
V1032984	map03010	Ribosome
V1032731	map00680	Methane metabolism
V1034350	map03010	Ribosome
V1032330	map04122	Sulfur relay system
V1033733	map04112	Cell cycle - Caulobacter
V1032819	map03010	Ribosome
V1755579	map03018	RNA degradation
