Gene	KEGG_pathwayID	Annotation
V1000534	map00680	Methane metabolism
V1000122	map04626	Plant-pathogen interaction
V1000639	map05010	Alzheimer's disease
V1431607	map03010	Ribosome
V1464571	map04626	Plant-pathogen interaction
V1000487	map00710	Carbon fixation in photosynthetic organisms
V1000004	map03020	RNA polymerase
V1000943	map03010	Ribosome
V1836804	map00970	Aminoacyl-tRNA biosynthesis
V1000944	map03010	Ribosome
V1195882	map00710	Carbon fixation in photosynthetic organisms
V1340131	map00520	Amino sugar and nucleotide sugar metabolism
V1852039	map03020	RNA polymerase
V1000080	map03010	Ribosome
V1553618	map03070	Bacterial secretion system
V1439186	map03010	Ribosome
V1577228	map05152	Tuberculosis
V1000116	map04930	Type II diabetes mellitus
V1073967	map03010	Ribosome
V1481435	map02060	Phosphotransferase system (PTS)
V1430275	map00195	Photosynthesis
V1000040	map00240	Pyrimidine metabolism
V1000305	map03018	RNA degradation
V1000546	map02030	Bacterial chemotaxis
V1339929	map00640	Propanoate metabolism
V1306539	map03010	Ribosome
V1000003	map03010	Ribosome
V1000549	map00500	Starch and sucrose metabolism
V1033869	map04626	Plant-pathogen interaction
V1164548	map03020	RNA polymerase
V1491685	map03018	RNA degradation
V1392006	map03010	Ribosome
V1880077	map00970	Aminoacyl-tRNA biosynthesis
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1000630	map03070	Bacterial secretion system
V1078022	map03010	Ribosome
V1000106	map00720	Carbon fixation pathways in prokaryotes
V1000845	map00520	Amino sugar and nucleotide sugar metabolism
V1043485	map03010	Ribosome
V1519450	map00710	Carbon fixation in photosynthetic organisms
V1576144	map03070	Bacterial secretion system
V1033881	map03018	RNA degradation
V1886558	map00710	Carbon fixation in photosynthetic organisms
V1912442	map00680	Methane metabolism
V1392504	map03010	Ribosome
V1000144	map03010	Ribosome
V1000525	map00770	Pantothenate and CoA biosynthesis
V1000836	map03010	Ribosome
V1006020	map03010	Ribosome
V1000093	map05150	Staphylococcus aureus infection
V1000596	map05152	Tuberculosis
V1000533	map00240	Pyrimidine metabolism
V1006727	map03010	Ribosome
V1000548	map00500	Starch and sucrose metabolism
V1000018	map03010	Ribosome
V1000017	map03010	Ribosome
V1043585	map03010	Ribosome
V1886517	map00640	Propanoate metabolism
V1076330	map03440	Homologous recombination
V1000001	map03010	Ribosome
V1059001	map02060	Phosphotransferase system (PTS)
V1592992	map00970	Aminoacyl-tRNA biosynthesis
V1879918	map03010	Ribosome
V1464170	map00195	Photosynthesis
V1000023	map00230	Purine metabolism
V1000545	map02010	ABC transporters
