gene	geneProduct
V1852142	gram-positive signal peptide%2C YSIRK family
V1034630	DNA protection during starvation protein
V1016072	DNA replication initiation protein gpA
V1016074	capsid protein
V1035222	hypothetical protein
V1503164	Serine-rich repeat protein GspB
V1390179	type IV conjugative transfer system coupling protein TraD
V1016073	minor spike protein
V1503141	LPXTG cell wall anchor domain protein
V1211148	hypothetical protein
V1481433	hypothetical protein
V1000079	DNA gyrase subunit A
V1035134	Peptidase family M23
V1001468	Leucine--tRNA ligase
V1464571	Elongation factor Tu-B
V1046739	hypothetical protein
V1541158	major spike protein
V1000534	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1000639	Glyceraldehyde-3-phosphate dehydrogenase
V1836804	Lysine--tRNA ligase
V1204231	Fibrinogen-binding protein precursor
V1150430	hypothetical protein
V1000301	Bifunctional (p)ppGpp synthase/hydrolase RelA
V1836803	Beta-N-acetylhexosaminidase precursor
V1034906	Internalin-J precursor
V1851965	hypothetical protein
V1298012	Type I restriction enzyme EcoR124II R protein
V1136952	Modification methylase DpnIIB
V1064200	Alpha-glycerophosphate oxidase
V1162285	Insecticidal delta-endotoxin CryXXIIA(a)
V1046766	C protein alpha-antigen precursor
V1465413	Stage III sporulation protein E
V1000074	Glucose-inhibited division protein A
V1000502	Inosine-5'-monophosphate dehydrogenase
V1000634	Excinuclease ABC subunit A
V1204223	repeat
V1000122	Elongation factor Tu
V1481459	Putative Ig domain protein
V1064214	external scaffolding protein
V1150418	phage terminase%2C large subunit%2C PBSX family
V1000627	Ribonuclease Y
V1000642	Enolase
V1257303	hypothetical protein
V1000500	DNA ligase
V1000040	Anaerobic ribonucleoside-triphosphate reductase
V1000527	Vegetative protein 19
V1162881	Phosphoglucomutase
V1458257	Restriction enzyme BgcI subunit alpha
V1000129	Tyrosine phosphorylated protein A
V1852053	Putative niacin/nicotinamide transporter NaiP
V1420563	DNA gyrase subunit B
V1000638	Central glycolytic genes regulator
V1594651	Peptidase T
V1295196	Cell division protein FtsA
V1000090	Guanine/hypoxanthine permease PbuG
V1000168	Isoleucine--tRNA ligase
V1000886	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1000004	DNA-directed RNA polymerase subunit alpha
V1851961	ATP-dependent Clp protease ATP-binding subunit ClpE
V1355907	hypothetical protein
V1836820	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
V1334761	hypothetical protein
V1000549	Maltose phosphorylase
V1000526	Helicase IV
V1458297	Tyrosine recombinase XerS
V1000082	Replicative DNA helicase
V1430377	Lipid A export ATP-binding/permease protein MsbA
V1046741	DNA phosphorothioation system restriction enzyme
V1000318	Phenylalanine--tRNA ligase beta subunit
V1552777	Translation initiation factor IF-2
V1000605	MutS2 protein
V1213480	Recombinase A
V1162259	hypothetical protein
V1323334	NAD(+)--arginine ADP-ribosyltransferase EFV
V1000573	Cysteine desulfurase
V1356248	Inner membrane metabolite transport protein YgcS
V1836805	Copper-exporting P-type ATPase B
V1000601	Alanine--tRNA ligase
V1000057	Ribose-phosphate pyrophosphokinase
V1000630	preprotein translocase subunit SecA
V1000640	Phosphoglycerate kinase
V1064534	DNA-directed RNA polymerase subunit beta
V1431607	50S ribosomal protein L21
V1000643	Ribonuclease R
V1548376	Modification methylase HhaI
V1000081	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1035174	hypothetical protein
V1836815	Galactose/methyl galactoside import ATP-binding protein MglA
V1000326	Threonine--tRNA ligase
V1836833	C protein alpha-antigen precursor
V1035223	type-IV secretion system protein TraC
V1000633	Excinuclease ABC subunit B
V1338858	GTP-binding protein HflX
V1203355	Chaperone protein DnaJ
V1150309	phage tail tape measure protein%2C TP901 family%2C core region
V1000313	Xaa-Pro dipeptidyl-peptidase
V1851983	ATP-dependent DNA helicase PcrA
V1000827	putative tRNA-dihydrouridine synthase
V1018798	Tetracycline resistance protein TetM from transposon TnFO1
V1594784	Diacylglycerol kinase
V1034901	replication protein
V1000892	Phosphoglucosamine mutase
V1334758	Divergent AAA domain protein
V1852039	RNAP delta factor
V1491690	Primosomal protein N'
V1852140	Methionine--tRNA ligase
V1381763	Glucosamine kinase GspK
V1036544	putative type I restriction enzymeP M protein
V1852027	hypothetical protein
V1000943	50S ribosomal protein L11
V1000594	Carbamoyl-phosphate synthase large chain
V1000050	Cysteine-rich secretory protein family protein
V1000069	Sensor histidine kinase YycG
V1852094	Adenylosuccinate lyase
V1034902	Competence-specific nuclease
V1000173	ATP-dependent DNA helicase RecG
V1000835	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1035161	preprotein translocase subunit SecA
V1299127	Penicillin-binding protein B
V1000545	Maltose transport system permease protein MalF
V1339929	L-lactate dehydrogenase
V1852051	pyridoxamine kinase
V1164856	hypothetical protein
V1000487	Fructose-bisphosphate aldolase
V1000503	Calcium-transporting ATPase
V1886939	Cna protein B-type domain protein
V1043410	hypothetical protein
V1836825	Glycopeptide resistance-associated protein R
V1035173	Cna protein B-type domain protein
V1006729	Thymidylate synthase
V1607589	Signal transduction histidine-protein kinase ArlS
V1000028	putative deoxyribonuclease YcfH
V1000116	Pyruvate kinase
V1000570	Rod shape-determining protein MreB
V1000304	Pullulanase
V1385605	hypothetical protein
V1000519	PTS system maltose-specific EIICB component
V1886961	Serine/threonine-protein kinase PrkC
V1000300	Aspartate--tRNA ligase
V1046744	FtsK/SpoIIIE family protein
V1136951	Modification methylase MboII
V1000596	Stress protein H5
V1000538	Nucleoid occlusion protein
V1310212	Beta-N-acetylhexosaminidase precursor
V1852092	Folate ECF transporter S component FolT
V1000944	50S ribosomal protein L1
V1112907	Restriction endonuclease
V1000848	ABC transporter permease protein YxdM
V1852008	hypothetical protein
V1211150	sortase
V1851982	putative ABC transporter ATP-binding protein YheS
V1852136	DNA replication initiation protein
V1162266	hypothetical protein
V1491714	30S ribosomal protein S1
V1458259	hypothetical protein
V1230131	putative methyltransferase
V1000091	hypothetical protein
V1046746	hypothetical protein
V1298017	Competence-specific nuclease
V1420579	putative hydrolase
V1073967	50S ribosomal protein L10
V1000486	Penicillin-binding protein F
V1483972	C protein alpha-antigen precursor
V1295109	Thiol-activated cytolysin
V1598238	Peptide chain release factor 1
V1000075	Ribonuclease P protein component
V1001475	putative ABC transporter ATP-binding protein YxlF
V1000080	hypothetical protein
V1383818	hypothetical protein
V1000887	putative phosphatase YwpJ
V1553706	putative alpha-glucosidase
V1000546	Maltose/maltodextrin-binding protein precursor
V1000828	ATP-dependent zinc metalloprotease FtsH
V1458258	Type I restriction modification DNA specificity domain protein
V1000142	Uridylate kinase
V1034832	Ribonuclease J 2
V1162542	ski2-like helicase
V1000185	Glucan 1%2C6-alpha-glucosidase
V1151036	Pur operon repressor
V1000603	Putative Holliday junction resolvase
V1000533	CTP synthase
V1390171	C protein alpha-antigen precursor
V1006820	Alpha-hemolysin translocation ATP-binding protein HlyB
V1503469	Guanine/hypoxanthine permease PbuG
V1143377	EIIABC-Fru
V1886694	GTP pyrophosphokinase YjbM
V1464865	Filamentous hemagglutinin
V1000564	Cell division protein FtsZ
V1306539	50S ribosomal protein L13
V1000085	H+ Antiporter protein
V1000052	lantibiotic protection ABC transporter permease subunit%2C MutE/EpiE family
V1912442	6-phosphofructokinase
V1000018	hypothetical protein
V1000623	Stage III sporulation protein E
V1006822	deoxyguanosinetriphosphate triphosphohydrolase-like protein
V1149402	hypothetical protein
V1000821	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1191213	type 2 lantibiotic biosynthesis protein LanM
V1257379	Ribonucleases G and E
V1035160	preprotein translocase subunit SecY
V1203300	dihydroxyacetone kinase
V1392036	Integrase
V1001467	S-adenosylmethionine synthase
V1046742	T5orf172 domain protein
V1553617	hypothetical protein
V1000831	Transcription-repair-coupling factor
V1000307	Glutamine synthetase
V1000622	putative inorganic polyphosphate/ATP-NAD kinase
V1000836	50S ribosomal protein L31 type B
V1263209	hypothetical protein
V1887021	Trigger factor
V1000044	Asparagine synthetase [glutamine-hydrolyzing] 1
V1000132	Single-stranded-DNA-specific exonuclease RecJ
V1580955	Heat shock protein 70
V1000043	NADH oxidase
V1000317	Transcript cleavage factor GreA
V1042869	polynucleotide kinase
V1301126	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1875154	D-alanyl-D-alanine carboxypeptidase DacA precursor
V1000332	Magnesium and cobalt efflux protein CorC
V1615590	Beta antigen
V1150958	DNA topoisomerase 4 subunit A
V1383893	hypothetical protein
V1167440	6-phospho-alpha-glucosidase 1
V1000881	D-serine/D-alanine/glycine transporter
V1000942	hypothetical protein
V1000041	putative glycerol uptake facilitator protein
V1000631	Peptide chain release factor 2
V1295013	Di-/tripeptide transporter
V1000184	Bacteriophage peptidoglycan hydrolase
V1310951	type I restriction-modification system%2C M subunit
V1204225	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
V1381580	H(+)/Cl(-) exchange transporter ClcA
V1458100	hypothetical protein
V1164544	DNA polymerase III subunit gamma/tau
V1000484	3'-5' exoribonuclease YhaM
V1394176	PTS system galactitol-specific EIIC component
V1150419	phage portal protein%2C SPP1 family
V1000829	hypothetical protein
V1000535	Isochorismatase family protein YecD
V1000845	Glucose-6-phosphate isomerase
V1000171	Oligopeptide-binding protein AppA precursor
V1000305	Enolase
V1000106	Formate--tetrahydrofolate ligase 1
V1006628	Methionine aminopeptidase 1
V1006727	30S ribosomal protein S1
V1046767	DNA polymerase I
V1339704	Lipid A export ATP-binding/permease protein MsbA
V1000823	potassium transport protein Kup
V1000003	hypothetical protein
V1046751	gram-positive signal peptide%2C YSIRK family
V1000161	ABC-2 type transporter
V1000611	Beta-Ala-Xaa dipeptidase
V1469282	Glutathione transport system permease protein GsiC
V1851978	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1036054	Transcription-repair-coupling factor
V1418918	Glutamate racemase
V1000037	Aminopeptidase E
V1000102	ATP-dependent helicase/nuclease subunit A
V1000125	ComEC family competence protein
V1035515	hypothetical protein
V1000499	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1000841	F-type ATPase subunit delta
V1469580	GMP synthase [glutamine-hydrolyzing]
V1436021	Pullulanase
V1006020	50S ribosomal protein L2
V1268240	Pullulanase
V1136911	Serine--tRNA ligase
V1339798	L-serine dehydratase%2C alpha chain
V1000885	Ribonuclease J 1
V1000547	Trehalose import ATP-binding protein SugC
V1851957	Adenosylhomocysteinase
V1000882	Acetate kinase
V1158426	PTS system mannose-specific EIIC component
V1150302	ADP-ribosylglycohydrolase
V1469321	hypothetical protein
V1000024	Bifunctional protein GlmU
V1553523	Foldase protein PrsA precursor
V1000123	hypothetical protein
V1000316	Penicillin-binding protein 2B
V1000893	hypothetical protein
V1445303	phage tail tape measure protein%2C TP901 family%2C core region
V1615860	repeat
V1574099	PTS system mannose-specific EIIC component
V1607575	DNA polymerase III PolC-type
V1000093	Putative penicillin-binding protein PbpX
V1000494	Relaxase/Mobilisation nuclease domain protein
V1000038	multidrug resistance protein MdtH
V1000060	Ribonuclease HI
V1000023	Ribose-phosphate pyrophosphokinase
V1355717	Biofilm regulatory protein A precursor
V1000169	Chromosome partition protein Smc
V1400436	Aminopeptidase N
V1000938	Cysteine--tRNA ligase
V1000045	hypothetical protein
V1035129	putative tRNA sulfurtransferase
V1167421	Chromosomal replication initiator protein DnaA
V1574081	major facilitator superfamily transporter
V1000172	Stage 0 sporulation protein KC
V1237218	hypothetical protein
V1430481	putative ABC transporter ATP-binding protein/MT1014
V1836829	putative ABC transporter ATP-binding protein YheS
V1299140	hypothetical protein
V1491695	6-phosphogluconolactonase
V1000294	DNA primase
V1000833	Alanine racemase
V1000895	Cytosine deaminase
V1159174	Ferrochelatase
V1257304	hypothetical protein
V1381056	putative hydrolase YxeP
V1035163	D-gamma-glutamyl-meso-diaminopimelic acid endopeptidase CwlS precursor
V1000008	Adenylate kinase
V1000539	Ribosomal RNA small subunit methyltransferase G
V1400588	Low-affinity inorganic phosphate transporter 1
V1006728	putative oxidoreductase
V1035132	hypothetical protein
V1356068	Ribonuclease J 1
V1000625	Helix-turn-helix domain protein
V1195882	Fructose-bisphosphate aldolase
V1000551	Intracellular maltogenic amylase
V1001392	Acetate kinase
V1886336	Phosphocarrier protein HPr
V1000042	Mga helix-turn-helix domain protein
V1000099	mevalonate kinase
V1167856	Tyrosine recombinase XerD
V1034896	hypothetical protein
V1000838	putative endopeptidase p60 precursor
V1150420	phage head morphogenesis protein%2C SPP1 gp7 family
V1851988	hypothetical protein
V1491762	N-acetylglucosamine-6-phosphate deacetylase
V1000319	Putative TrmH family tRNA/rRNA methyltransferase
V1268476	CBS domain protein
V1006024	Glycerol-3-phosphate regulon repressor
V1074742	30S ribosomal protein S12
V1263212	Energy-coupling factor transporter ATP-binding protein EcfA1
V1481366	30S ribosomal protein S1
V1000152	hypothetical protein
V1064607	Pullulanase
V1034900	Penicillin-binding protein 1A
V1852124	Exo-glucosaminidase LytG precursor
V1000575	Integrase
V1424791	Replication-associated recombination protein A
V1006017	Ribonucleoside-diphosphate reductase subunit beta nrdF2
V1257287	Restriction enzyme BgcI subunit alpha
V1836814	hypothetical protein
V1268292	DEAD-box ATP-dependent RNA helicase CshA
V1006089	site-specific tyrosine recombinase XerC
V1000001	30S ribosomal protein S9
V1523333	High-copy suppressor of rspA
V1000315	PTS system N-acetylgalactosamine-specific EIIC component 1
V1263202	hypothetical protein
V1541161	Arginine transport system permease protein ArtQ
V1000117	Ribonuclease Z
V1391945	product=Deoxyuridine 5'-triphosphate nucleotidohydrolase
V1430479	Alpha-xylosidase
V1001488	Mannosylfructose-phosphate synthase
V1000066	Serine protease Do-like HtrA
V1006734	hypothetical protein
V1000068	YycH protein
V1104333	Proline iminopeptidase
V1000154	Recombination protein N
V1143276	Undecaprenyl-diphosphatase
V1000143	Elongation factor Ts
V1000109	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
V1235876	hypothetical protein
V1594437	Dihydroorotate dehydrogenase B (NAD(+))%2C catalytic subunit
V1851972	Peptidase T
V1000191	hypothetical protein
V1464423	hypothetical protein
V1000329	Peptide chain release factor 3
V1356515	GMP reductase
V1339711	Foldase protein PrsA precursor
V1000572	Folylpolyglutamate synthase
V1035138	hypothetical protein
V1035171	hypothetical protein
V1000067	Putative metallo-hydrolase YycJ
V1000548	Beta-phosphoglucomutase
V1006095	PD-(D/E)XK nuclease family transposase
V1000092	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1000834	DEAD-box ATP-dependent RNA helicase CshA
V1386112	Type I restriction-modification system methyltransferase subunit
V1035140	hypothetical protein
V1851963	Phosphate-binding protein PstS 1 precursor
V1851980	Procyclic acidic repetitive protein (PARP)
V1000017	50S ribosomal protein L16
V1000170	Ribonuclease 3
V1057876	hypothetical protein
V1038255	Tyrosine--tRNA ligase
V1000635	glmZ(sRNA)-inactivating NTPase
V1064199	Type III restriction enzyme%2C res subunit
V1000632	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
V1162927	hypothetical protein
V1256156	product=hypothetical protein
V1256195	Helix-destabilizing protein
V1463123	Response regulator ArlR
V1357028	hypothetical protein
V1481295	Penicillin-binding protein 2B
V1301158	Serine protease Do-like HtrA
V1035202	Lactococcin-G-processing and transport ATP-binding protein LagD
V1000558	Putative protein phosphatase 2C-type
V1000618	RNA polymerase factor sigma-70
V1594750	Hypoxanthine-guanine phosphoribosyltransferase
V1000888	ADP-binding protein
V1000457	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1852052	Major cardiolipin synthase ClsA
V1000155	Farnesyl diphosphate synthase
V1000166	ADP-ribose pyrophosphatase
V1000458	Acyl-ACP thioesterase
V1851967	Heat-inducible transcription repressor HrcA
V1000604	hypothetical protein
V1462015	CCA-adding enzyme
V1000574	Septation ring formation regulator EzrA
V1000937	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1439186	50S ribosomal protein L19
V1000058	Tropinesterase
V1000455	Staphylococcal respiratory response protein A
V1912432	hypothetical protein
V1000071	Extreme acid sensitivity protein
V1481348	Phenylalanine--tRNA ligase alpha subunit
V1836806	hypothetical protein
V1102439	Staphylococcal respiratory response protein A
V1357707	Transcriptional regulatory protein YycF
V1000062	5'-nucleotidase YfbR
V1000103	UV-endonuclease
V1001368	EIIAB-Man
V1035617	hypothetical protein
V1000935	Chaperone protein YajL
V1150384	hypothetical protein
V1852111	Lipoteichoic acid synthase 1
V1000140	Proline--tRNA ligase
V1008711	Pullulanase
V1059001	Phosphoenolpyruvate-protein phosphotransferase
V1000121	ATP-dependent Clp protease ATP-binding subunit ClpX
V1000327	Replication initiation and membrane attachment protein
V1852085	Magnesium-transporting ATPase%2C P-type 1
V1000047	Tyrosine-protein phosphatase precursor
V1000128	Ribosomal RNA small subunit methyltransferase D
V1000560	Methionyl-tRNA formyltransferase
V1001367	Aspartate--ammonia ligase
V1151052	repeat
V1852121	Thioredoxin reductase
V1498466	Transcription-repair-coupling factor
V1381099	F-ATPase gamma subunit
V1000181	Energy-coupling factor transporter ATP-binding protein EcfA2
V1464294	hypothetical protein
V1035175	hypothetical protein
V1064193	23S rRNA (uracil-C(5))-methyltransferase RlmCD
V1044896	hypothetical protein
V1594229	6-phosphogluconate dehydrogenase%2C decarboxylating
V1381895	Trehalose import ATP-binding protein SugC
V1000088	Deoxyadenosine kinase
V1000556	putative ABC transporter ATP-binding protein
