Gene	KEGG_module_number	Annotation
V1010451	M00197	Putative fructooligosaccharide transport system
V1736951	M00197	Putative fructooligosaccharide transport system
V1066646	M00197	Putative fructooligosaccharide transport system
V1200593	M00197	Putative fructooligosaccharide transport system
V1007084	M00178	Ribosome, bacteria
V1013090	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1103115	M00197	Putative fructooligosaccharide transport system
V1103096	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1035957	M00197	Putative fructooligosaccharide transport system
V1344061	M00239	Peptides/nickel transport system
V1516671	M00178	Ribosome, bacteria
V1110058	M00179	Ribosome, archaea
V1008385	M00002	Glycolysis, core module involving three-carbon compounds
V1007060	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1069093	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA
V1067558	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1465337	M00197	Putative fructooligosaccharide transport system
V1011530	M00183	RNA polymerase, bacteria
V1066648	M00183	RNA polymerase, bacteria
V1074835	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1505538	M00206	Cellobiose transport system
V1007441	M00335	Sec (secretion) system
V1009331	M00183	RNA polymerase, bacteria
V1357955	M00197	Putative fructooligosaccharide transport system
V1067955	M00179	Ribosome, archaea
V1557734	M00346	Formaldehyde assimilation, serine pathway
V1102328	M00179	Ribosome, archaea
V1065536	M00002	Glycolysis, core module involving three-carbon compounds
V1012333	M00346	Formaldehyde assimilation, serine pathway
V1201556	M00183	RNA polymerase, bacteria
V1066925	M00239	Peptides/nickel transport system
V1067559	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1192293	M00239	Peptides/nickel transport system
V1341867	M00179	Ribosome, archaea
V1007076	M00197	Putative fructooligosaccharide transport system
V1687090	M00335	Sec (secretion) system
V1006879	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1501661	M00178	Ribosome, bacteria
V1042010	M00242	Zinc transport system
V1068294	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1067914	M00319	Manganese/zinc/iron transport system
V1042435	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1235913	M00164	ATP synthase
V1553939	M00178	Ribosome, bacteria
V1007967	M00233	Glutamate transport system
V1200931	M00178	Ribosome, bacteria
V1355409	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1391939	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1200297	M00179	Ribosome, archaea
V1067088	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1018179	M00179	Ribosome, archaea
V1357096	M00197	Putative fructooligosaccharide transport system
V1066927	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1036641	M00242	Zinc transport system
V1007949	M00086	beta-Oxidation, acyl-CoA synthesis
V1051831	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1074319	M00197	Putative fructooligosaccharide transport system
V1239784	M00178	Ribosome, bacteria
V1047561	M00242	Zinc transport system
V1421267	M00179	Ribosome, archaea
V1041146	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
V1006934	M00183	RNA polymerase, bacteria
V1421438	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1067061	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1171477	M00178	Ribosome, bacteria
V1006933	M00183	RNA polymerase, bacteria
V1065923	M00164	ATP synthase
V1014360	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1013710	M00197	Putative fructooligosaccharide transport system
V1139386	M00178	Ribosome, bacteria
V1462237	M00179	Ribosome, archaea
V1295411	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1008406	M00239	Peptides/nickel transport system
V1138926	M00179	Ribosome, archaea
V1565449	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1176746	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1203298	M00197	Putative fructooligosaccharide transport system
V1067099	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1011268	M00335	Sec (secretion) system
V1073600	M00248	Antibiotic transport system
V1010450	M00197	Putative fructooligosaccharide transport system
V1012174	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1687049	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1036735	M00183	RNA polymerase, bacteria
V1007968	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1015220	M00179	Ribosome, archaea
V1603901	M00178	Ribosome, bacteria
V1139669	M00190	Iron(III) transport system
V1102799	M00239	Peptides/nickel transport system
V1009350	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1881259	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1617519	M00267	PTS system, N-acetylglucosamine-specific II component
V1076417	M00178	Ribosome, bacteria
V1295007	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1036042	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1007436	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1103566	M00260	DNA polymerase III complex, bacteria
V1523254	M00159	V/A-type ATPase, prokaryotes
V1153240	M00178	Ribosome, bacteria
V1013296	M00374	Dicarboxylate-hydroxybutyrate cycle
V1011164	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1038424	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1065580	M00183	RNA polymerase, bacteria
V1015262	M00020	Serine biosynthesis, glycerate-3P => serine
V1301930	M00178	Ribosome, bacteria
V1349964	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1301557	M00242	Zinc transport system
V1066642	M00179	Ribosome, archaea
V1007853	M00086	beta-Oxidation, acyl-CoA synthesis
V1139481	M00144	NADH:quinone oxidoreductase, prokaryotes
V1011847	M00222	Phosphate transport system
V1099710	M00197	Putative fructooligosaccharide transport system
V1380123	M00164	ATP synthase
V1067450	M00178	Ribosome, bacteria
V1239646	M00178	Ribosome, bacteria
V1197037	M00178	Ribosome, bacteria
V1524496	M00179	Ribosome, archaea
V1067905	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1042452	M00178	Ribosome, bacteria
V1330982	M00197	Putative fructooligosaccharide transport system
V1039888	M00183	RNA polymerase, bacteria
V1052940	M00179	Ribosome, archaea
V1082351	M00028	Ornithine biosynthesis, glutamate => ornithine
V1008712	M00244	Putative zinc/manganese transport system
V1041401	M00346	Formaldehyde assimilation, serine pathway
V1723757	M00178	Ribosome, bacteria
V1020247	M00178	Ribosome, bacteria
V1008929	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1103554	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1009359	M00258	Putative ABC transport system
V1181710	M00121	Heme biosynthesis, glutamate => protoheme/siroheme
V1008394	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1007861	M00244	Putative zinc/manganese transport system
V1066652	M00179	Ribosome, archaea
V1012766	M00178	Ribosome, bacteria
V1008589	M00178	Ribosome, bacteria
V1464364	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1041145	M00197	Putative fructooligosaccharide transport system
V1010071	M00178	Ribosome, bacteria
V1482530	M00178	Ribosome, bacteria
V1067072	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1724279	M00197	Putative fructooligosaccharide transport system
V1007969	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
