Gene	KEGG_module_number	Annotation
V1013090	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1007084	M00178	Ribosome, bacteria
V1066646	M00197	Putative fructooligosaccharide transport system
V1007060	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1200593	M00197	Putative fructooligosaccharide transport system
V1066925	M00239	Peptides/nickel transport system
V1074835	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1012333	M00346	Formaldehyde assimilation, serine pathway
V1067558	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1066648	M00183	RNA polymerase, bacteria
V1553939	M00178	Ribosome, bacteria
V1341867	M00179	Ribosome, archaea
V1067099	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1067559	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1065536	M00002	Glycolysis, core module involving three-carbon compounds
V1069093	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA
V1557734	M00346	Formaldehyde assimilation, serine pathway
V1235913	M00164	ATP synthase
V1201556	M00183	RNA polymerase, bacteria
V1067955	M00179	Ribosome, archaea
V1067061	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1295411	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1067088	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1436794	M00197	Putative fructooligosaccharide transport system
V1014360	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1067801	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1065923	M00164	ATP synthase
V1516671	M00178	Ribosome, bacteria
V1103096	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1007076	M00197	Putative fructooligosaccharide transport system
V1065580	M00183	RNA polymerase, bacteria
V1015220	M00179	Ribosome, archaea
V1357096	M00197	Putative fructooligosaccharide transport system
V1349964	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1380123	M00164	ATP synthase
V1010451	M00197	Putative fructooligosaccharide transport system
V1066642	M00179	Ribosome, archaea
V1067921	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1421438	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1068294	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1559772	M00346	Formaldehyde assimilation, serine pathway
V1066643	M00179	Ribosome, archaea
V1065939	M00178	Ribosome, bacteria
V1066917	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1185257	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1066649	M00178	Ribosome, bacteria
V1154539	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1065550	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1052940	M00179	Ribosome, archaea
V1377757	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1295007	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1139685	M00178	Ribosome, bacteria
V1065515	M00335	Sec (secretion) system
V1203298	M00197	Putative fructooligosaccharide transport system
V1017115	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1066613	M00276	PTS system, mannose-specific II component
V1330982	M00197	Putative fructooligosaccharide transport system
V1553877	M00276	PTS system, mannose-specific II component
V1201510	M00178	Ribosome, bacteria
V1102799	M00239	Peptides/nickel transport system
V1067905	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1110058	M00179	Ribosome, archaea
V1375650	M00335	Sec (secretion) system
V1007055	M00178	Ribosome, bacteria
V1067560	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1066147	M00122	Cobalamin biosynthesis, cobinamide => cobalamin
V1007056	M00179	Ribosome, archaea
V1067450	M00178	Ribosome, bacteria
V1736951	M00197	Putative fructooligosaccharide transport system
