Gene	KEGG_pathwayID	Annotation
V1000639	map05010	Alzheimer's disease
V1000546	map02030	Bacterial chemotaxis
V1000122	map04626	Plant-pathogen interaction
V1000534	map00680	Methane metabolism
V1577228	map05152	Tuberculosis
V1464571	map04626	Plant-pathogen interaction
V1000487	map00710	Carbon fixation in photosynthetic organisms
V1000549	map00500	Starch and sucrose metabolism
V1000545	map02010	ABC transporters
V1093074	map02030	Bacterial chemotaxis
V1000004	map03020	RNA polymerase
V1000116	map04930	Type II diabetes mellitus
V1430275	map00195	Photosynthesis
V1000943	map03010	Ribosome
V1431607	map03010	Ribosome
V1000596	map05152	Tuberculosis
V1481435	map02060	Phosphotransferase system (PTS)
V1000548	map00500	Starch and sucrose metabolism
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1195882	map00710	Carbon fixation in photosynthetic organisms
V1339929	map00640	Propanoate metabolism
V1000305	map03018	RNA degradation
V1164548	map03020	RNA polymerase
V1001368	map02060	Phosphotransferase system (PTS)
V1912442	map00680	Methane metabolism
V1836804	map00970	Aminoacyl-tRNA biosynthesis
V1340131	map00520	Amino sugar and nucleotide sugar metabolism
V1033881	map03018	RNA degradation
V1392216	map05152	Tuberculosis
V1000944	map03010	Ribosome
V1491685	map03018	RNA degradation
V1000845	map00520	Amino sugar and nucleotide sugar metabolism
V1576144	map03070	Bacterial secretion system
V1073967	map03010	Ribosome
V1306539	map03010	Ribosome
V1000040	map00240	Pyrimidine metabolism
V1464170	map00195	Photosynthesis
V1000547	map02010	ABC transporters
V1043485	map03010	Ribosome
V1167440	map00500	Starch and sucrose metabolism
V1033869	map04626	Plant-pathogen interaction
V1000080	map03010	Ribosome
V1000841	map00195	Photosynthesis
V1574099	map02060	Phosphotransferase system (PTS)
V1519450	map00710	Carbon fixation in photosynthetic organisms
V1000003	map03010	Ribosome
V1439186	map03010	Ribosome
V1006020	map03010	Ribosome
V1852039	map03020	RNA polymerase
V1552804	map05152	Tuberculosis
V1144133	map02010	ABC transporters
V1000018	map03010	Ribosome
V1430573	map02010	ABC transporters
V1158426	map02060	Phosphotransferase system (PTS)
V1042355	map02060	Phosphotransferase system (PTS)
V1059001	map02060	Phosphotransferase system (PTS)
V1886517	map00640	Propanoate metabolism
V1000017	map03010	Ribosome
V1886558	map00710	Carbon fixation in photosynthetic organisms
V1880077	map00970	Aminoacyl-tRNA biosynthesis
V1295109	map04621	NOD-like receptor signaling pathway
V1356383	map02010	ABC transporters
V1592992	map00970	Aminoacyl-tRNA biosynthesis
V1491714	map03010	Ribosome
V1000840	map00195	Photosynthesis
V1006727	map03010	Ribosome
V1000630	map03070	Bacterial secretion system
V1886416	map04930	Type II diabetes mellitus
V1033925	map00195	Photosynthesis
V1000021	map03010	Ribosome
V1000641	map00710	Carbon fixation in photosynthetic organisms
V1143984	map03018	RNA degradation
V1295196	map04112	Cell cycle - Caulobacter
V1552772	map04930	Type II diabetes mellitus
V1392006	map03010	Ribosome
V1389769	map00500	Starch and sucrose metabolism
V1000001	map03010	Ribosome
V1391945	map02060	Phosphotransferase system (PTS)
V1000519	map02060	Phosphotransferase system (PTS)
V1889488	map05010	Alzheimer's disease
V1553618	map03070	Bacterial secretion system
V1000023	map00230	Purine metabolism
V1000836	map03010	Ribosome
