Gene	KEGG_pathwayID	Annotation
V1594594	map04626	Plant-pathogen interaction
V1067936	map00650	Butanoate metabolism
V1066646	map02030	Bacterial chemotaxis
V1200593	map02010	ABC transporters
V1421347	map04626	Plant-pathogen interaction
V1235967	map02040	Flagellar assembly
V1268218	map04626	Plant-pathogen interaction
V1066925	map02010	ABC transporters
V1294607	map04626	Plant-pathogen interaction
V1190195	map04626	Plant-pathogen interaction
V1013092	map00650	Butanoate metabolism
V1007844	map00650	Butanoate metabolism
V1066664	map02040	Flagellar assembly
V1436641	map00650	Butanoate metabolism
V1013090	map00710	Carbon fixation in photosynthetic organisms
V1067558	map05010	Alzheimer's disease
V1067114	map00450	Selenocompound metabolism
V1066658	map02040	Flagellar assembly
V1066648	map03020	RNA polymerase
V1341867	map03010	Ribosome
V1109394	map04626	Plant-pathogen interaction
V1557734	map03018	RNA degradation
V1235913	map00195	Photosynthesis
V1065536	map04930	Type II diabetes mellitus
V1067088	map00710	Carbon fixation in photosynthetic organisms
V1011847	map05152	Tuberculosis
V1066640	map04626	Plant-pathogen interaction
V1067955	map03010	Ribosome
V1553939	map03010	Ribosome
V1436794	map02030	Bacterial chemotaxis
V1393635	map04626	Plant-pathogen interaction
V1190192	map02030	Bacterial chemotaxis
V1420994	map04626	Plant-pathogen interaction
V1154539	map05010	Alzheimer's disease
V1007084	map03010	Ribosome
V1066655	map02040	Flagellar assembly
V1366716	map04626	Plant-pathogen interaction
V1201556	map03020	RNA polymerase
V1065923	map00195	Photosynthesis
V1010451	map02030	Bacterial chemotaxis
V1067579	map02040	Flagellar assembly
V1295411	map00900	Terpenoid backbone biosynthesis
V1007060	map05010	Alzheimer's disease
V1066917	map00970	Aminoacyl-tRNA biosynthesis
V1233016	map04626	Plant-pathogen interaction
V1139685	map03010	Ribosome
V1375370	map04626	Plant-pathogen interaction
V1146847	map04626	Plant-pathogen interaction
V1068288	map00650	Butanoate metabolism
V1560688	map00190	Oxidative phosphorylation
V1074835	map05010	Alzheimer's disease
V1067061	map00970	Aminoacyl-tRNA biosynthesis
V1235912	map04626	Plant-pathogen interaction
V1067559	map00710	Carbon fixation in photosynthetic organisms
V1065438	map05152	Tuberculosis
V1923947	map04141	Protein processing in endoplasmic reticulum
V1068964	map04112	Cell cycle - Caulobacter
V1068294	map00240	Pyrimidine metabolism
V1008929	map05010	Alzheimer's disease
V1066613	map02060	Phosphotransferase system (PTS)
V1066663	map02040	Flagellar assembly
