Gene	KEGG_pathwayID	Annotation
V1151091	map04621	NOD-like receptor signaling pathway
V1465337	map02010	ABC transporters
V1118483	map02030	Bacterial chemotaxis
V1464571	map04626	Plant-pathogen interaction
V1181936	map00650	Butanoate metabolism
V1000546	map02030	Bacterial chemotaxis
V1122767	map03018	RNA degradation
V1000122	map04626	Plant-pathogen interaction
V1137315	map02010	ABC transporters
V1506464	map04626	Plant-pathogen interaction
V1020434	map00710	Carbon fixation in photosynthetic organisms
V1036641	map02010	ABC transporters
V1035957	map02010	ABC transporters
V1103826	map03010	Ribosome
V1000549	map00500	Starch and sucrose metabolism
V1103115	map02030	Bacterial chemotaxis
V1070545	map03010	Ribosome
V1437609	map04141	Protein processing in endoplasmic reticulum
V1000639	map05010	Alzheimer's disease
V1200468	map04141	Protein processing in endoplasmic reticulum
V1000642	map03018	RNA degradation
V1000545	map02010	ABC transporters
V1035994	map00650	Butanoate metabolism
V1011843	map04626	Plant-pathogen interaction
V1431607	map03010	Ribosome
V1265314	map04626	Plant-pathogen interaction
V1008929	map05010	Alzheimer's disease
V1301640	map04626	Plant-pathogen interaction
V1038424	map05010	Alzheimer's disease
V1106664	map00650	Butanoate metabolism
V1301557	map02010	ABC transporters
V1001368	map02060	Phosphotransferase system (PTS)
V1019613	map05010	Alzheimer's disease
V1074383	map05010	Alzheimer's disease
V1102521	map03010	Ribosome
V1051831	map00710	Carbon fixation in photosynthetic organisms
V1391939	map00710	Carbon fixation in photosynthetic organisms
V1190729	map03010	Ribosome
V1194990	map00710	Carbon fixation in photosynthetic organisms
V1071809	map03010	Ribosome
V1000487	map00710	Carbon fixation in photosynthetic organisms
V1036477	map03020	RNA polymerase
V1036042	map00710	Carbon fixation in photosynthetic organisms
V1050217	map00860	Porphyrin and chlorophyll metabolism
V1075065	map00982	Drug metabolism - cytochrome P450
V1430275	map00195	Photosynthesis
V1036735	map03020	RNA polymerase
V1071962	map00240	Pyrimidine metabolism
V1104643	map00500	Starch and sucrose metabolism
V1036001	map00195	Photosynthesis
V1000116	map04930	Type II diabetes mellitus
V1072924	map03010	Ribosome
V1912442	map00680	Methane metabolism
V1522570	map00650	Butanoate metabolism
V1102799	map02010	ABC transporters
V1074059	map03070	Bacterial secretion system
V1137180	map02060	Phosphotransferase system (PTS)
V1035952	map02010	ABC transporters
V1000534	map00680	Methane metabolism
V1036337	map03010	Ribosome
V1036333	map02010	ABC transporters
V1481435	map02060	Phosphotransferase system (PTS)
V1464364	map05010	Alzheimer's disease
V1899904	map02060	Phosphotransferase system (PTS)
V1195882	map00710	Carbon fixation in photosynthetic organisms
V1035936	map03020	RNA polymerase
V1000943	map03010	Ribosome
V1000004	map03020	RNA polymerase
V1000836	map03010	Ribosome
V1103096	map00900	Terpenoid backbone biosynthesis
V1010393	map03018	RNA degradation
V1069833	map02010	ABC transporters
V1488556	map00520	Amino sugar and nucleotide sugar metabolism
V1036497	map00680	Methane metabolism
V1073967	map03010	Ribosome
V1852039	map03020	RNA polymerase
V1000841	map00195	Photosynthesis
V1000944	map03010	Ribosome
V1106704	map03010	Ribosome
V1144133	map02010	ABC transporters
V1071943	map00680	Methane metabolism
V1574337	map03020	RNA polymerase
V1014547	map03010	Ribosome
V1006727	map03010	Ribosome
V1830787	map02010	ABC transporters
V1043485	map03010	Ribosome
V1071489	map03020	RNA polymerase
V1070514	map00720	Carbon fixation pathways in prokaryotes
V1103723	map00730	Thiamine metabolism
V1016060	map00720	Carbon fixation pathways in prokaryotes
V1000548	map00500	Starch and sucrose metabolism
V1328066	map04910	Insulin signaling pathway
V1008596	map05152	Tuberculosis
V1164548	map03020	RNA polymerase
V1013092	map00650	Butanoate metabolism
V1203913	map02060	Phosphotransferase system (PTS)
V1465093	map00710	Carbon fixation in photosynthetic organisms
V1105020	map04626	Plant-pathogen interaction
V1000845	map00520	Amino sugar and nucleotide sugar metabolism
V1430573	map02010	ABC transporters
V1035953	map04910	Insulin signaling pathway
V1042355	map02060	Phosphotransferase system (PTS)
V1017600	map03010	Ribosome
V1440694	map03010	Ribosome
V1491714	map03010	Ribosome
V1075430	map03010	Ribosome
V1042435	map05010	Alzheimer's disease
V1577228	map05152	Tuberculosis
V1339929	map00640	Propanoate metabolism
V1574099	map02060	Phosphotransferase system (PTS)
V1035999	map00195	Photosynthesis
V1375599	map03010	Ribosome
V1836804	map00970	Aminoacyl-tRNA biosynthesis
V1071723	map02010	ABC transporters
V1040344	map00650	Butanoate metabolism
V1073824	map03010	Ribosome
V1141291	map00910	Nitrogen metabolism
V1036489	map03010	Ribosome
V1040586	map02010	ABC transporters
V1459762	map03010	Ribosome
V1008255	map03010	Ribosome
V1093074	map02030	Bacterial chemotaxis
V1000080	map03010	Ribosome
V1104190	map03020	RNA polymerase
V1036206	map02060	Phosphotransferase system (PTS)
V1035909	map00450	Selenocompound metabolism
V1043173	map02030	Bacterial chemotaxis
V1150978	map00970	Aminoacyl-tRNA biosynthesis
V1042010	map02010	ABC transporters
V1350767	map02010	ABC transporters
V1000547	map02010	ABC transporters
V1482530	map03010	Ribosome
V1050631	map00720	Carbon fixation pathways in prokaryotes
V1464170	map00195	Photosynthesis
V1069272	map00195	Photosynthesis
V1013881	map04930	Type II diabetes mellitus
V1000630	map03070	Bacterial secretion system
V1576144	map03070	Bacterial secretion system
V1882055	map00450	Selenocompound metabolism
V1049217	map05152	Tuberculosis
V1553618	map03070	Bacterial secretion system
V1018397	map03010	Ribosome
V1000040	map00240	Pyrimidine metabolism
V1899902	map00910	Nitrogen metabolism
V1577095	map00730	Thiamine metabolism
V1246774	map03010	Ribosome
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1006020	map03010	Ribosome
V1306539	map03010	Ribosome
V1073885	map03020	RNA polymerase
V1069274	map00195	Photosynthesis
V1107825	map03010	Ribosome
V1482476	map00970	Aminoacyl-tRNA biosynthesis
V1000001	map03010	Ribosome
V1072349	map00520	Amino sugar and nucleotide sugar metabolism
V1016547	map03010	Ribosome
V1016079	map00910	Nitrogen metabolism
V1122823	map02020	Two-component system
V1158426	map02060	Phosphotransferase system (PTS)
V1000018	map03010	Ribosome
V1018651	map00195	Photosynthesis
V1881261	map04626	Plant-pathogen interaction
V1000305	map03018	RNA degradation
V1439186	map03010	Ribosome
V1335062	map03010	Ribosome
V1036606	map00195	Photosynthesis
V1102328	map03010	Ribosome
V1201308	map04626	Plant-pathogen interaction
V1033869	map04626	Plant-pathogen interaction
V1036476	map03010	Ribosome
V1036235	map02060	Phosphotransferase system (PTS)
V1047561	map02010	ABC transporters
V1356383	map02010	ABC transporters
V1036000	map00195	Photosynthesis
V1018398	map00710	Carbon fixation in photosynthetic organisms
V1101641	map00500	Starch and sucrose metabolism
V1017035	map01051	Biosynthesis of ansamycins
V1312712	map03010	Ribosome
V1102774	map00250	Alanine, aspartate and glutamate metabolism
V1036506	map00240	Pyrimidine metabolism
V1604126	map00650	Butanoate metabolism
V1166953	map03010	Ribosome
V1008589	map03010	Ribosome
V1074263	map00520	Amino sugar and nucleotide sugar metabolism
V1103849	map05152	Tuberculosis
V1392154	map05152	Tuberculosis
V1239238	map04626	Plant-pathogen interaction
V1392207	map04112	Cell cycle - Caulobacter
V1202447	map03440	Homologous recombination
V1563399	map00730	Thiamine metabolism
V1182165	map00710	Carbon fixation in photosynthetic organisms
V1144304	map03010	Ribosome
V1040546	map00330	Arginine and proline metabolism
V1883664	map02060	Phosphotransferase system (PTS)
V1276525	map00650	Butanoate metabolism
V1021918	map02060	Phosphotransferase system (PTS)
V1075158	map03010	Ribosome
V1043512	map03440	Homologous recombination
V1328612	map03010	Ribosome
V1464526	map02010	ABC transporters
V1000171	map02010	ABC transporters
V1176644	map03010	Ribosome
V1000017	map03010	Ribosome
V1070540	map00520	Amino sugar and nucleotide sugar metabolism
V1196297	map03020	RNA polymerase
V1000003	map03010	Ribosome
V1069271	map00195	Photosynthesis
V1000021	map03010	Ribosome
V1069832	map02010	ABC transporters
V1006672	map03010	Ribosome
V1041146	map00770	Pantothenate and CoA biosynthesis
V1294938	map01051	Biosynthesis of ansamycins
V1172938	map02010	ABC transporters
V1010293	map03010	Ribosome
V1429095	map00710	Carbon fixation in photosynthetic organisms
V1464735	map00650	Butanoate metabolism
V1071567	map02010	ABC transporters
V1516653	map05152	Tuberculosis
V1073974	map03010	Ribosome
V1592992	map00970	Aminoacyl-tRNA biosynthesis
V1167147	map03020	RNA polymerase
V1552772	map04930	Type II diabetes mellitus
V1008700	map04621	NOD-like receptor signaling pathway
V1573648	map03010	Ribosome
V1035921	map03018	RNA degradation
V1011840	map03010	Ribosome
V1830795	map00624	Polycyclic aromatic hydrocarbon degradation
V1899842	map00620	Pyruvate metabolism
V1033925	map00195	Photosynthesis
V1073119	map03010	Ribosome
V1357039	map03010	Ribosome
V1102771	map00030	Pentose phosphate pathway
V1023850	map03440	Homologous recombination
V1041401	map03018	RNA degradation
V1554642	map03020	RNA polymerase
V1393762	map00500	Starch and sucrose metabolism
V1340131	map00520	Amino sugar and nucleotide sugar metabolism
V1012211	map03010	Ribosome
V1008574	map00710	Carbon fixation in photosynthetic organisms
V1019971	map03010	Ribosome
V1010431	map03010	Ribosome
V1886416	map04930	Type II diabetes mellitus
V1519450	map00710	Carbon fixation in photosynthetic organisms
V1137332	map00650	Butanoate metabolism
V1100560	map03010	Ribosome
V1196791	map05152	Tuberculosis
V1012527	map03018	RNA degradation
V1879928	map02060	Phosphotransferase system (PTS)
V1036540	map00970	Aminoacyl-tRNA biosynthesis
V1013090	map00710	Carbon fixation in photosynthetic organisms
V1113212	map00710	Carbon fixation in photosynthetic organisms
V1541135	map00500	Starch and sucrose metabolism
V1103822	map04930	Type II diabetes mellitus
V1247052	map00710	Carbon fixation in photosynthetic organisms
V1137305	map00620	Pyruvate metabolism
V1000840	map00195	Photosynthesis
V1015359	map03010	Ribosome
V1268724	map03010	Ribosome
V1042177	map02030	Bacterial chemotaxis
V1106834	map03010	Ribosome
V1072249	map00230	Purine metabolism
V1364877	map00195	Photosynthesis
V1566473	map03010	Ribosome
V1334823	map00970	Aminoacyl-tRNA biosynthesis
V1043057	map00230	Purine metabolism
V1392006	map03010	Ribosome
V1463687	map04626	Plant-pathogen interaction
V1041240	map05152	Tuberculosis
V1577793	map00240	Pyrimidine metabolism
V1585357	map02060	Phosphotransferase system (PTS)
V1562494	map02010	ABC transporters
V1011838	map03010	Ribosome
V1123354	map00780	Biotin metabolism
V1081695	map02010	ABC transporters
V1899878	map04910	Insulin signaling pathway
V1051286	map00010	Glycolysis / Gluconeogenesis
V1084431	map00710	Carbon fixation in photosynthetic organisms
V1880077	map00970	Aminoacyl-tRNA biosynthesis
V1883636	map00240	Pyrimidine metabolism
V1481366	map03010	Ribosome
V1040850	map00710	Carbon fixation in photosynthetic organisms
V1197037	map03010	Ribosome
V1010320	map00630	Glyoxylate and dicarboxylate metabolism
V1018069	map03010	Ribosome
V1301335	map00190	Oxidative phosphorylation
V1000325	map03010	Ribosome
V1036061	map00520	Amino sugar and nucleotide sugar metabolism
V1042607	map03010	Ribosome
V1139669	map02010	ABC transporters
V1000596	map05152	Tuberculosis
V1579780	map02060	Phosphotransferase system (PTS)
V1000023	map00230	Purine metabolism
V1052993	map01053	Biosynthesis of siderophore group nonribosomal peptides
V1482470	map00500	Starch and sucrose metabolism
V1011041	map00195	Photosynthesis
V1013741	map03010	Ribosome
V1197579	map00650	Butanoate metabolism
V1011839	map03010	Ribosome
V1013751	map03010	Ribosome
V1105184	map00240	Pyrimidine metabolism
V1105053	map00970	Aminoacyl-tRNA biosynthesis
V1106673	map00250	Alanine, aspartate and glutamate metabolism
V1039813	map00680	Methane metabolism
V1879847	map02010	ABC transporters
V1040198	map05152	Tuberculosis
V1033474	map04626	Plant-pathogen interaction
V1041574	map00710	Carbon fixation in photosynthetic organisms
V1295649	map03010	Ribosome
V1393761	map00500	Starch and sucrose metabolism
V1852094	map00250	Alanine, aspartate and glutamate metabolism
V1145023	map04910	Insulin signaling pathway
V1431232	map03010	Ribosome
V1009617	map03010	Ribosome
V1000842	map00195	Photosynthesis
V1889488	map05010	Alzheimer's disease
V1071269	map00240	Pyrimidine metabolism
V1196827	map00710	Carbon fixation in photosynthetic organisms
V1016544	map03010	Ribosome
V1048533	map05120	Epithelial cell signaling in Helicobacter pylori infection
V1297375	map03010	Ribosome
V1852084	map03010	Ribosome
V1852083	map03010	Ribosome
V1039888	map03020	RNA polymerase
V1070518	map00480	Glutathione metabolism
V1103027	map00970	Aminoacyl-tRNA biosynthesis
V1009119	map00710	Carbon fixation in photosynthetic organisms
V1295109	map04621	NOD-like receptor signaling pathway
V1577853	map02010	ABC transporters
V1580955	map05152	Tuberculosis
V1016545	map03010	Ribosome
V1562820	map03018	RNA degradation
V1011526	map05120	Epithelial cell signaling in Helicobacter pylori infection
V1355259	map05152	Tuberculosis
V1295196	map04112	Cell cycle - Caulobacter
V1072612	map02010	ABC transporters
V1116679	map05152	Tuberculosis
V1102780	map04920	Adipocytokine signaling pathway
V1574349	map03020	RNA polymerase
V1013736	map03010	Ribosome
V1070814	map00970	Aminoacyl-tRNA biosynthesis
V1059001	map02060	Phosphotransferase system (PTS)
V1019972	map03010	Ribosome
V1019239	map02060	Phosphotransferase system (PTS)
V1036336	map00710	Carbon fixation in photosynthetic organisms
V1017148	map03010	Ribosome
V1886517	map00640	Propanoate metabolism
V1092088	map00500	Starch and sucrose metabolism
V1463991	map00051	Fructose and mannose metabolism
V1879985	map00500	Starch and sucrose metabolism
V1048237	map00500	Starch and sucrose metabolism
V1000013	map03010	Ribosome
V1564938	map02030	Bacterial chemotaxis
V1012818	map00650	Butanoate metabolism
V1073264	map00620	Pyruvate metabolism
V1577821	map03070	Bacterial secretion system
V1723204	map03010	Ribosome
V1158131	map00520	Amino sugar and nucleotide sugar metabolism
V1345614	map00930	Caprolactam degradation
V1076442	map02010	ABC transporters
V1574952	map03010	Ribosome
V1000533	map00240	Pyrimidine metabolism
V1422085	map00230	Purine metabolism
V1015356	map03010	Ribosome
V1886558	map00710	Carbon fixation in photosynthetic organisms
V1301340	map00053	Ascorbate and aldarate metabolism
V1073574	map03010	Ribosome
V1482595	map03010	Ribosome
V1042005	map03440	Homologous recombination
V1360328	map03010	Ribosome
V1035985	map03070	Bacterial secretion system
V1000151	map03010	Ribosome
V1035899	map02060	Phosphotransferase system (PTS)
V1176776	map00710	Carbon fixation in photosynthetic organisms
V1143377	map02060	Phosphotransferase system (PTS)
V1137504	map03018	RNA degradation
V1578061	map00195	Photosynthesis
V1320246	map00650	Butanoate metabolism
V1033902	map05010	Alzheimer's disease
V1035966	map00650	Butanoate metabolism
V1102525	map00970	Aminoacyl-tRNA biosynthesis
V1278101	map02060	Phosphotransferase system (PTS)
V1201637	map00720	Carbon fixation pathways in prokaryotes
V1252260	map03010	Ribosome
V1103019	map00230	Purine metabolism
V1070529	map00970	Aminoacyl-tRNA biosynthesis
V1000172	map02010	ABC transporters
V1071794	map00680	Methane metabolism
V1104572	map00720	Carbon fixation pathways in prokaryotes
V1340164	map00195	Photosynthesis
V1580898	map03010	Ribosome
V1144908	map05152	Tuberculosis
V1568525	map04626	Plant-pathogen interaction
V1102849	map00550	Peptidoglycan biosynthesis
V1576613	map05152	Tuberculosis
V1000323	map00051	Fructose and mannose metabolism
V1103020	map03020	RNA polymerase
V1392504	map03010	Ribosome
V1007844	map00650	Butanoate metabolism
V1084075	map00330	Arginine and proline metabolism
V1021626	map02010	ABC transporters
V1016548	map03010	Ribosome
V1038298	map03070	Bacterial secretion system
V1036064	map00500	Starch and sucrose metabolism
V1564939	map02010	ABC transporters
V1000008	map00230	Purine metabolism
V1103026	map00970	Aminoacyl-tRNA biosynthesis
V1040497	map03010	Ribosome
V1075845	map03010	Ribosome
V1048870	map03010	Ribosome
V1009110	map03010	Ribosome
V1071342	map03018	RNA degradation
V1020208	map03010	Ribosome
V1042212	map03010	Ribosome
V1382281	map03010	Ribosome
V1103525	map00650	Butanoate metabolism
V1042452	map03010	Ribosome
V1595900	map05010	Alzheimer's disease
V1006779	map00710	Carbon fixation in photosynthetic organisms
V1017254	map00500	Starch and sucrose metabolism
V1364365	map03020	RNA polymerase
V1580709	map03010	Ribosome
V1617431	map03018	RNA degradation
V1041482	map03010	Ribosome
V1105054	map00250	Alanine, aspartate and glutamate metabolism
V1335190	map03010	Ribosome
V1076417	map03010	Ribosome
V1584408	map03010	Ribosome
V1103087	map00970	Aminoacyl-tRNA biosynthesis
V1565365	map03010	Ribosome
V1049300	map03010	Ribosome
V1376608	map03010	Ribosome
V1052992	map01053	Biosynthesis of siderophore group nonribosomal peptides
V1008740	map03070	Bacterial secretion system
V1295293	map02010	ABC transporters
V1008253	map03010	Ribosome
V1201618	map00650	Butanoate metabolism
V1241133	map00720	Carbon fixation pathways in prokaryotes
V1295076	map00710	Carbon fixation in photosynthetic organisms
V1391945	map02060	Phosphotransferase system (PTS)
V1302236	map02010	ABC transporters
V1104194	map00511	Other glycan degradation
V1039373	map03070	Bacterial secretion system
V1000093	map05150	Staphylococcus aureus infection
V1076330	map03440	Homologous recombination
V1390136	map00620	Pyruvate metabolism
V1113449	map04930	Type II diabetes mellitus
V1073959	map04910	Insulin signaling pathway
V1078022	map03010	Ribosome
V1036203	map00240	Pyrimidine metabolism
V1103157	map00970	Aminoacyl-tRNA biosynthesis
V1499129	map04626	Plant-pathogen interaction
V1013735	map03010	Ribosome
V1069273	map00195	Photosynthesis
V1353443	map02060	Phosphotransferase system (PTS)
V1141932	map02060	Phosphotransferase system (PTS)
V1334933	map03010	Ribosome
V1073573	map00230	Purine metabolism
V1104574	map00983	Drug metabolism - other enzymes
V1073539	map04920	Adipocytokine signaling pathway
V1125222	map00710	Carbon fixation in photosynthetic organisms
V1007888	map00480	Glutathione metabolism
V1527233	map03010	Ribosome
V1073182	map00970	Aminoacyl-tRNA biosynthesis
V1072122	map00740	Riboflavin metabolism
V1103197	map00521	Streptomycin biosynthesis
V1443373	map03440	Homologous recombination
V1035998	map00195	Photosynthesis
V1104691	map00240	Pyrimidine metabolism
V1041145	map02010	ABC transporters
V1394176	map02060	Phosphotransferase system (PTS)
V1075953	map03010	Ribosome
V1011836	map03020	RNA polymerase
V1102642	map00520	Amino sugar and nucleotide sugar metabolism
V1465624	map02010	ABC transporters
V1581223	map03440	Homologous recombination
V1017131	map03070	Bacterial secretion system
V1302595	map00620	Pyruvate metabolism
V1043208	map00195	Photosynthesis
V1201892	map02040	Flagellar assembly
V1000326	map00970	Aminoacyl-tRNA biosynthesis
V1011255	map00520	Amino sugar and nucleotide sugar metabolism
V1469282	map02010	ABC transporters
V1000009	map03010	Ribosome
V1013737	map03010	Ribosome
V1342448	map02010	ABC transporters
V1075018	map03020	RNA polymerase
V1081849	map00190	Oxidative phosphorylation
V1107826	map03010	Ribosome
V1265357	map00520	Amino sugar and nucleotide sugar metabolism
V1036877	map00720	Carbon fixation pathways in prokaryotes
V1335163	map03010	Ribosome
V1464177	map03020	RNA polymerase
V1142964	map03010	Ribosome
V1166772	map04724	Glutamatergic synapse
V1196227	map03018	RNA degradation
V1007060	map05010	Alzheimer's disease
V1375437	map00450	Selenocompound metabolism
V1141045	map00051	Fructose and mannose metabolism
V1033803	map00195	Photosynthesis
V1345232	map03010	Ribosome
V1000124	map03010	Ribosome
V1378554	map02060	Phosphotransferase system (PTS)
V1000564	map04112	Cell cycle - Caulobacter
V1839158	map04626	Plant-pathogen interaction
V1102810	map00500	Starch and sucrose metabolism
V1564801	map03010	Ribosome
V1899933	map00720	Carbon fixation pathways in prokaryotes
V1265462	map05152	Tuberculosis
V1392067	map00240	Pyrimidine metabolism
V1159777	map00051	Fructose and mannose metabolism
V1465724	map00970	Aminoacyl-tRNA biosynthesis
V1886605	map02010	ABC transporters
V1105057	map02010	ABC transporters
V1011045	map00195	Photosynthesis
V1042141	map03010	Ribosome
V1103557	map00970	Aminoacyl-tRNA biosynthesis
V1381099	map00195	Photosynthesis
V1301791	map05152	Tuberculosis
V1431685	map03070	Bacterial secretion system
V1016276	map00520	Amino sugar and nucleotide sugar metabolism
V1013740	map03010	Ribosome
V1000307	map04724	Glutamatergic synapse
V1103248	map03070	Bacterial secretion system
V1886466	map03010	Ribosome
V1011837	map03020	RNA polymerase
V1267417	map03010	Ribosome
V1339706	map02060	Phosphotransferase system (PTS)
V1040498	map03010	Ribosome
V1074045	map03020	RNA polymerase
V1102527	map00983	Drug metabolism - other enzymes
V1830873	map00520	Amino sugar and nucleotide sugar metabolism
V1040913	map05152	Tuberculosis
V1006798	map05215	Prostate cancer
V1899905	map00550	Peptidoglycan biosynthesis
V1000641	map00710	Carbon fixation in photosynthetic organisms
V1561757	map00195	Photosynthesis
V1357096	map02030	Bacterial chemotaxis
V1576317	map00730	Thiamine metabolism
V1569317	map03010	Ribosome
V1000144	map03010	Ribosome
V1464788	map05010	Alzheimer's disease
V1043585	map03010	Ribosome
V1000499	map00970	Aminoacyl-tRNA biosynthesis
V1074576	map04930	Type II diabetes mellitus
V1196435	map03010	Ribosome
V1103114	map02010	ABC transporters
V1007873	map00520	Amino sugar and nucleotide sugar metabolism
V1000563	map00230	Purine metabolism
V1072954	map03440	Homologous recombination
V1143984	map03018	RNA degradation
V1367860	map04626	Plant-pathogen interaction
V1345455	map00240	Pyrimidine metabolism
V1379975	map05146	Amoebiasis
V1049092	map03018	RNA degradation
V1356068	map03018	RNA degradation
V1103095	map03018	RNA degradation
V1104536	map00780	Biotin metabolism
V1074182	map00710	Carbon fixation in photosynthetic organisms
V1190828	map00970	Aminoacyl-tRNA biosynthesis
V1575418	map03010	Ribosome
V1016735	map03018	RNA degradation
V1329205	map02010	ABC transporters
V1458912	map02010	ABC transporters
V1463766	map03010	Ribosome
V1020247	map03010	Ribosome
V1280012	map03070	Bacterial secretion system
V1167038	map00240	Pyrimidine metabolism
V1292393	map00040	Pentose and glucuronate interconversions
V1413369	map04112	Cell cycle - Caulobacter
V1162881	map00521	Streptomycin biosynthesis
V1137583	map03010	Ribosome
V1113709	map00970	Aminoacyl-tRNA biosynthesis
V1294755	map04112	Cell cycle - Caulobacter
V1565928	map03010	Ribosome
V1050200	map00524	Butirosin and neomycin biosynthesis
V1574667	map00500	Starch and sucrose metabolism
V1197686	map03010	Ribosome
V1018383	map00030	Pentose phosphate pathway
V1036232	map00970	Aminoacyl-tRNA biosynthesis
V1040196	map00520	Amino sugar and nucleotide sugar metabolism
V1347121	map03070	Bacterial secretion system
V1102025	map00240	Pyrimidine metabolism
V1102653	map04112	Cell cycle - Caulobacter
V1074472	map00240	Pyrimidine metabolism
V1042904	map00195	Photosynthesis
V1301371	map03018	RNA degradation
V1137218	map02010	ABC transporters
V1553772	map02060	Phosphotransferase system (PTS)
V1013745	map03010	Ribosome
V1392216	map05152	Tuberculosis
V1393756	map00790	Folate biosynthesis
V1436918	map03010	Ribosome
