Gene	KEGG_pathwayID	Annotation
V1301930	map03010	Ribosome
V1334911	map03010	Ribosome
V1009516	map03018	RNA degradation
V1013253	map04626	Plant-pathogen interaction
V1384044	map02030	Bacterial chemotaxis
V1181936	map00650	Butanoate metabolism
V1015704	map00650	Butanoate metabolism
V1036379	map00500	Starch and sucrose metabolism
V1265517	map02010	ABC transporters
V1239069	map03440	Homologous recombination
V1409431	map03010	Ribosome
V1436641	map00650	Butanoate metabolism
V1140472	map03010	Ribosome
V1036976	map00240	Pyrimidine metabolism
V1032060	map00030	Pentose phosphate pathway
V1302192	map02010	ABC transporters
V1167759	map04930	Type II diabetes mellitus
V1108326	map04910	Insulin signaling pathway
V1723757	map03010	Ribosome
V1198668	map00710	Carbon fixation in photosynthetic organisms
V1687741	map02010	ABC transporters
V1103096	map00900	Terpenoid backbone biosynthesis
V1036253	map04112	Cell cycle - Caulobacter
V1301690	map03010	Ribosome
V1003154	map00195	Photosynthesis
V1038323	map02010	ABC transporters
V1724122	map03010	Ribosome
V1687756	map03070	Bacterial secretion system
V1011667	map03010	Ribosome
V1301559	map03010	Ribosome
V1198623	map03020	RNA polymerase
V1687738	map00970	Aminoacyl-tRNA biosynthesis
V1102799	map02010	ABC transporters
V1265314	map04626	Plant-pathogen interaction
V1619477	map05016	Huntington's disease
V1015427	map00720	Carbon fixation pathways in prokaryotes
V1009625	map03070	Bacterial secretion system
V1265160	map03070	Bacterial secretion system
V1035957	map02010	ABC transporters
V1839158	map04626	Plant-pathogen interaction
V1723592	map03010	Ribosome
V1014147	map03018	RNA degradation
V1036882	map00230	Purine metabolism
V1498789	map03010	Ribosome
V1103115	map02030	Bacterial chemotaxis
V1012542	map00520	Amino sugar and nucleotide sugar metabolism
V1020161	map03010	Ribosome
V1036212	map02010	ABC transporters
V1175472	map03070	Bacterial secretion system
V1234581	map03010	Ribosome
V1154539	map05010	Alzheimer's disease
V1393333	map00982	Drug metabolism - cytochrome P450
V1126877	map02060	Phosphotransferase system (PTS)
V1019461	map00195	Photosynthesis
V1464526	map02010	ABC transporters
V1465337	map02010	ABC transporters
V1383863	map03010	Ribosome
V1007256	map03018	RNA degradation
V1012496	map05152	Tuberculosis
V1020434	map00710	Carbon fixation in photosynthetic organisms
