Gene	KEGG_module_number	Annotation
V1051831	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1008929	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1884213	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1368901	M00197	Putative fructooligosaccharide transport system
V1394389	M00197	Putative fructooligosaccharide transport system
V1036256	M00197	Putative fructooligosaccharide transport system
V1145548	M00178	Ribosome, bacteria
V1013090	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1016060	M00374	Dicarboxylate-hydroxybutyrate cycle
V1238174	M00179	Ribosome, archaea
V1019516	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1884207	M00197	Putative fructooligosaccharide transport system
V1008255	M00179	Ribosome, archaea
V1007873	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1037878	M00375	Hydroxypropionate-hydroxybutylate cycle
V1007060	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1011840	M00179	Ribosome, archaea
V1884198	M00375	Hydroxypropionate-hydroxybutylate cycle
V1154539	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1436794	M00197	Putative fructooligosaccharide transport system
V1009119	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1018397	M00178	Ribosome, bacteria
V1201637	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1037518	M00178	Ribosome, bacteria
V1013741	M00178	Ribosome, bacteria
V1013751	M00179	Ribosome, archaea
V1036261	M00197	Putative fructooligosaccharide transport system
V1139691	M00335	Sec (secretion) system
V1015255	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1151823	M00346	Formaldehyde assimilation, serine pathway
V1431232	M00179	Ribosome, archaea
V1357096	M00197	Putative fructooligosaccharide transport system
V1384350	M00179	Ribosome, archaea
V1007076	M00197	Putative fructooligosaccharide transport system
V1185257	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1362787	M00179	Ribosome, archaea
V1484064	M00197	Putative fructooligosaccharide transport system
V1011041	M00164	ATP synthase
V1364027	M00197	Putative fructooligosaccharide transport system
V1015867	M00179	Ribosome, archaea
V1011839	M00179	Ribosome, archaea
V1035957	M00197	Putative fructooligosaccharide transport system
V1017148	M00179	Ribosome, archaea
V1141150	M00346	Formaldehyde assimilation, serine pathway
V1012527	M00346	Formaldehyde assimilation, serine pathway
V1367057	M00183	RNA polymerase, bacteria
V1015868	M00179	Ribosome, archaea
V1362785	M00197	Putative fructooligosaccharide transport system
V1564708	M00242	Zinc transport system
V1010431	M00178	Ribosome, bacteria
V1074835	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1017370	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P
V1140670	M00164	ATP synthase
V1013736	M00179	Ribosome, archaea
V1012671	M00159	V/A-type ATPase, prokaryotes
V1008740	M00335	Sec (secretion) system
V1038252	M00164	ATP synthase
V1013737	M00179	Ribosome, archaea
V1012333	M00346	Formaldehyde assimilation, serine pathway
V1011014	M00164	ATP synthase
V1108928	M00164	ATP synthase
V1012211	M00178	Ribosome, bacteria
V1464177	M00183	RNA polymerase, bacteria
V1011836	M00183	RNA polymerase, bacteria
V1048870	M00179	Ribosome, archaea
V1012852	M00183	RNA polymerase, bacteria
V1010067	M00164	ATP synthase
V1008253	M00179	Ribosome, archaea
V1023795	M00178	Ribosome, bacteria
V1008574	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1266177	M00239	Peptides/nickel transport system
V1013740	M00179	Ribosome, archaea
V1011016	M00164	ATP synthase
V1266145	M00368	Ethylene biosynthesis, methionine => ethylene
V1018464	M00179	Ribosome, archaea
V1366835	M00179	Ribosome, archaea
V1145382	M00179	Ribosome, archaea
V1139580	M00277	PTS system, N-acetylgalactosamine-specific II component
V1014775	M00178	Ribosome, bacteria
V1013667	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1013735	M00178	Ribosome, bacteria
V1526141	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1012925	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1010069	M00164	ATP synthase
V1168094	M00179	Ribosome, archaea
V1553674	M00179	Ribosome, archaea
V1007084	M00178	Ribosome, bacteria
V1142964	M00178	Ribosome, bacteria
V1052940	M00179	Ribosome, archaea
V1380987	M00179	Ribosome, archaea
V1526792	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1008589	M00178	Ribosome, bacteria
V1011838	M00178	Ribosome, bacteria
V1017369	M00020	Serine biosynthesis, glycerate-3P => serine
V1103115	M00197	Putative fructooligosaccharide transport system
V1013739	M00179	Ribosome, archaea
V1140341	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1039764	M00178	Ribosome, bacteria
V1561757	M00164	ATP synthase
V1330982	M00197	Putative fructooligosaccharide transport system
V1038267	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1009368	M00083	Fatty acid biosynthesis, elongation
V1806795	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1368264	M00197	Putative fructooligosaccharide transport system
V1009617	M00178	Ribosome, bacteria
V1011841	M00179	Ribosome, archaea
V1013745	M00179	Ribosome, archaea
V1007133	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1154707	M00159	V/A-type ATPase, prokaryotes
V1012672	M00159	V/A-type ATPase, prokaryotes
V1013747	M00179	Ribosome, archaea
V1006672	M00178	Ribosome, bacteria
V1014932	M00239	Peptides/nickel transport system
V1139821	M00159	V/A-type ATPase, prokaryotes
V1139685	M00178	Ribosome, bacteria
V1049300	M00178	Ribosome, bacteria
V1015220	M00179	Ribosome, archaea
V1400258	M00002	Glycolysis, core module involving three-carbon compounds
V1141223	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1036826	M00374	Dicarboxylate-hydroxybutyrate cycle
V1018831	M00178	Ribosome, bacteria
V1549656	M00197	Putative fructooligosaccharide transport system
V1016890	M00178	Ribosome, bacteria
V1594514	M00164	ATP synthase
V1015151	M00179	Ribosome, archaea
V1526309	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1017002	M00179	Ribosome, archaea
V1011045	M00164	ATP synthase
V1367869	M00206	Cellobiose transport system
V1200931	M00178	Ribosome, bacteria
V1820405	M00335	Sec (secretion) system
V1445419	M00002	Glycolysis, core module involving three-carbon compounds
V1145315	M00183	RNA polymerase, bacteria
V1162256	M00179	Ribosome, archaea
V1011015	M00164	ATP synthase
V1008086	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1016290	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1011582	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1103096	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1018256	M00164	ATP synthase
V1195096	M00179	Ribosome, archaea
V1014360	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1016411	M00179	Ribosome, archaea
V1017147	M00179	Ribosome, archaea
V1014776	M00179	Ribosome, archaea
V1037423	M00164	ATP synthase
V1013332	M00346	Formaldehyde assimilation, serine pathway
V1566220	M00178	Ribosome, bacteria
V1036258	M00207	Putative multiple sugar transport system
V1007247	M00207	Putative multiple sugar transport system
V1153441	M00179	Ribosome, archaea
V1012602	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1006779	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1007073	M00197	Putative fructooligosaccharide transport system
V1880393	M00239	Peptides/nickel transport system
V1011837	M00183	RNA polymerase, bacteria
V1013738	M00179	Ribosome, archaea
V1020454	M00179	Ribosome, archaea
V1009387	M00335	Sec (secretion) system
V1014358	M00002	Glycolysis, core module involving three-carbon compounds
V1102799	M00239	Peptides/nickel transport system
V1010209	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1368877	M00197	Putative fructooligosaccharide transport system
V1012850	M00179	Ribosome, archaea
V1250707	M00179	Ribosome, archaea
V1018255	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1013752	M00335	Sec (secretion) system
V1036988	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1013080	M00083	Fatty acid biosynthesis, elongation
V1010293	M00178	Ribosome, bacteria
V1020523	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)
V1301930	M00178	Ribosome, bacteria
V1445347	M00183	RNA polymerase, bacteria
V1373952	M00183	RNA polymerase, bacteria
V1107455	M00221	Putative simple sugar transport system
V1154952	M00179	Ribosome, archaea
V1009870	M00179	Ribosome, archaea
V1012677	M00159	V/A-type ATPase, prokaryotes
V1139605	M00179	Ribosome, archaea
V1411084	M00164	ATP synthase
V1036839	M00026	Histidine biosynthesis, PRPP => histidine
V1157569	M00164	ATP synthase
V1156648	M00164	ATP synthase
V1313175	M00346	Formaldehyde assimilation, serine pathway
V1006110	M00179	Ribosome, archaea
V1557302	M00121	Heme biosynthesis, glutamate => protoheme/siroheme
V1010432	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1038271	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1368486	M00179	Ribosome, archaea
V1007241	M00086	beta-Oxidation, acyl-CoA synthesis
V1154407	M00183	RNA polymerase, bacteria
V1383824	M00239	Peptides/nickel transport system
V1140021	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1014867	M00276	PTS system, mannose-specific II component
V1020247	M00178	Ribosome, bacteria
V1012846	M00179	Ribosome, archaea
V1009868	M00179	Ribosome, archaea
V1373888	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1007146	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1009601	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1009516	M00346	Formaldehyde assimilation, serine pathway
V1020418	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1010068	M00164	ATP synthase
V1009110	M00178	Ribosome, bacteria
V1009869	M00178	Ribosome, bacteria
V1018781	M00179	Ribosome, archaea
V1548048	M00183	RNA polymerase, bacteria
V1018031	M00179	Ribosome, archaea
V1015384	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1013749	M00179	Ribosome, archaea
V1011012	M00164	ATP synthase
V1200397	M00179	Ribosome, archaea
V1200824	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1006265	M00178	Ribosome, bacteria
V1074483	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1016412	M00179	Ribosome, archaea
V1011985	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1141407	M00183	RNA polymerase, bacteria
V1037884	M00179	Ribosome, archaea
V1043301	M00179	Ribosome, archaea
V1014881	M00376	3-Hydroxypropionate bi-cycle
V1008594	M00376	3-Hydroxypropionate bi-cycle
V1523254	M00159	V/A-type ATPase, prokaryotes
V1017590	M00033	Ectoine biosynthesis, aspartate => ectoine
V1553673	M00179	Ribosome, archaea
V1820497	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1464524	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1013748	M00179	Ribosome, archaea
V1036111	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1036422	M00086	beta-Oxidation, acyl-CoA synthesis
V1036198	M00239	Peptides/nickel transport system
V1139807	M00159	V/A-type ATPase, prokaryotes
V1313683	M00164	ATP synthase
V1049610	M00164	ATP synthase
V1561250	M00183	RNA polymerase, bacteria
V1561837	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type
V1559772	M00346	Formaldehyde assimilation, serine pathway
V1013746	M00179	Ribosome, archaea
V1018782	M00335	Sec (secretion) system
V1145062	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1576738	M00376	3-Hydroxypropionate bi-cycle
V1017626	M00346	Formaldehyde assimilation, serine pathway
V1265517	M00206	Cellobiose transport system
V1055412	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1158372	M00164	ATP synthase
V1010248	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1015145	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1012032	M00183	RNA polymerase, bacteria
V1139078	M00239	Peptides/nickel transport system
V1013990	M00178	Ribosome, bacteria
V1006769	M00260	DNA polymerase III complex, bacteria
V1016408	M00178	Ribosome, bacteria
V1109371	M00178	Ribosome, bacteria
V1042435	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1827958	M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A
V1370810	M00179	Ribosome, archaea
V1375650	M00335	Sec (secretion) system
V1007557	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1434057	M00179	Ribosome, archaea
V1014134	M00183	RNA polymerase, bacteria
V1009865	M00179	Ribosome, archaea
V1564191	M00335	Sec (secretion) system
V1595030	M00183	RNA polymerase, bacteria
V1141947	M00178	Ribosome, bacteria
V1445140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1501533	M00178	Ribosome, bacteria
V1038272	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1172076	M00206	Cellobiose transport system
V1007059	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1445176	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1154408	M00183	RNA polymerase, bacteria
V1432801	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1102328	M00179	Ribosome, archaea
V1007871	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1009616	M00178	Ribosome, bacteria
V1055018	M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate
V1036227	M00239	Peptides/nickel transport system
V1014780	M00178	Ribosome, bacteria
V1011118	M00374	Dicarboxylate-hydroxybutyrate cycle
V1369519	M00159	V/A-type ATPase, prokaryotes
V1014133	M00183	RNA polymerase, bacteria
V1049960	M00178	Ribosome, bacteria
V1400067	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1014250	M00374	Dicarboxylate-hydroxybutyrate cycle
V1349964	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1505442	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P
V1436832	M00346	Formaldehyde assimilation, serine pathway
V1012353	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1015848	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1018822	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1806816	M00335	Sec (secretion) system
V1013743	M00179	Ribosome, archaea
V1383863	M00178	Ribosome, bacteria
V1200413	M00164	ATP synthase
V1553606	M00179	Ribosome, archaea
V1012417	M00178	Ribosome, bacteria
V1040864	M00178	Ribosome, bacteria
