gene	geneProduct
V1034630	DNA protection during starvation protein
V1143274	gram-positive signal peptide%2C YSIRK family
V1000534	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1464571	Elongation factor Tu-B
V1000639	Glyceraldehyde-3-phosphate dehydrogenase
V1852092	Folate ECF transporter S component FolT
V1000122	Elongation factor Tu
V1000642	Enolase
V1431607	50S ribosomal protein L21
V1000116	Pyruvate kinase
V1912442	6-phosphofructokinase
V1852039	RNAP delta factor
V1339929	L-lactate dehydrogenase
V1000836	50S ribosomal protein L31 type B
V1851961	ATP-dependent Clp protease ATP-binding subunit ClpE
V1000487	Fructose-bisphosphate aldolase
V1000596	Stress protein H5
V1000075	Ribonuclease P protein component
V1000004	DNA-directed RNA polymerase subunit alpha
V1887021	Trigger factor
V1439186	50S ribosomal protein L19
V1000943	50S ribosomal protein L11
V1000080	hypothetical protein
V1000546	Maltose/maltodextrin-binding protein precursor
V1073967	50S ribosomal protein L10
V1203355	Chaperone protein DnaJ
V1000129	Tyrosine phosphorylated protein A
V1580955	Heat shock protein 70
V1000549	Maltose phosphorylase
V1264072	hypothetical protein
V1836804	Lysine--tRNA ligase
V1000079	DNA gyrase subunit A
V1211148	hypothetical protein
V1886336	Phosphocarrier protein HPr
V1000305	Enolase
V1306539	50S ribosomal protein L13
V1000886	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1000527	Vegetative protein 19
V1836823	hypothetical protein
V1000627	Ribonuclease Y
V1553523	Foldase protein PrsA precursor
V1000545	Maltose transport system permease protein MalF
V1552772	Pyruvate kinase
V1392006	50S ribosomal protein L19
V1000944	50S ribosomal protein L1
V1000630	preprotein translocase subunit SecA
V1034595	putative endopeptidase precursor
V1290863	gram-positive signal peptide%2C YSIRK family
V1000638	Central glycolytic genes regulator
V1000640	Phosphoglycerate kinase
V1195882	Fructose-bisphosphate aldolase
V1000821	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1000845	Glucose-6-phosphate isomerase
V1000143	Elongation factor Ts
V1000106	Formate--tetrahydrofolate ligase 1
V1000510	hypothetical protein
V1000625	Helix-turn-helix domain protein
V1000570	Rod shape-determining protein MreB
V1392216	Stress protein H5
V1580717	TM2 domain protein
V1000001	30S ribosomal protein S9
V1000040	Anaerobic ribonucleoside-triphosphate reductase
V1163593	gram-positive signal peptide%2C YSIRK family
V1607589	Signal transduction histidine-protein kinase ArlS
V1034832	Ribonuclease J 2
V1000548	Beta-phosphoglucomutase
V1000046	Putative universal stress protein
V1392169	hypothetical protein
V1392051	Acetate kinase
V1888216	NADH oxidase
V1852050	Immunoglobulin G-binding protein G precursor
V1256184	LPXTG cell wall anchor domain protein
V1000840	F-ATPase gamma subunit
V1301126	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1135971	gram-positive signal peptide%2C YSIRK family
V1852094	Adenylosuccinate lyase
V1076034	hypothetical protein
V1612021	Cell division protein SepF
V1000018	hypothetical protein
V1000003	hypothetical protein
V1006020	50S ribosomal protein L2
V1000841	F-type ATPase subunit delta
V1851967	Heat-inducible transcription repressor HrcA
V1390055	hypothetical protein
V1000882	Acetate kinase
V1000044	Asparagine synthetase [glutamine-hydrolyzing] 1
V1000563	Guanylate kinase
V1000134	HSP-70 cofactor
V1162881	Phosphoglucomutase
V1000171	Oligopeptide-binding protein AppA precursor
V1000828	ATP-dependent zinc metalloprotease FtsH
V1000172	Stage 0 sporulation protein KC
V1000057	Ribose-phosphate pyrophosphokinase
V1000093	Putative penicillin-binding protein PbpX
V1000643	Ribonuclease R
V1852133	Translation initiation factor IF-3
V1000533	CTP synthase
V1382281	50S ribosomal protein L27
V1420590	hypothetical protein
V1144358	30S ribosomal protein S20
V1000023	Ribose-phosphate pyrophosphokinase
V1204223	repeat
V1037207	putative phage-associated protein
V1000021	50S ribosomal protein L3
V1000552	putative galacturonate locus repressor
V1102439	Staphylococcal respiratory response protein A
V1000082	Replicative DNA helicase
V1036606	F-type ATPase subunit b
V1034901	replication protein
V1836824	hypothetical protein
V1339711	Foldase protein PrsA precursor
V1203395	hypothetical protein
V1076330	Helix-destabilizing protein
V1000144	Vegetative protein 209
V1000151	30S ribosomal protein S16
V1000025	hypothetical protein
V1059001	Phosphoenolpyruvate-protein phosphotransferase
V1198583	CRISPR-associated endonuclease Cas9 2
V1000077	DNA polymerase III subunit beta
V1852109	gram-positive signal peptide%2C YSIRK family
V1000066	Serine protease Do-like HtrA
V1006727	30S ribosomal protein S1
V1000307	Glutamine synthetase
V1420563	DNA gyrase subunit B
V1000081	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1323707	KilA-N domain protein
V1364877	F-ATPase epsilon subunit
V1203300	dihydroxyacetone kinase
V1000518	Glv operon regulatory protein
V1581223	Helix-destabilizing protein
V1144133	hypothetical protein
V1356068	Ribonuclease J 1
V1580709	30S ribosomal protein S21
V1491714	30S ribosomal protein S1
V1043994	Elongation factor Ts
V1852108	adaptor protein
V1000017	50S ribosomal protein L16
V1104333	Proline iminopeptidase
V1001368	EIIAB-Man
V1301158	Serine protease Do-like HtrA
V1000184	Bacteriophage peptidoglycan hydrolase
V1000317	Transcript cleavage factor GreA
V1000300	Aspartate--tRNA ligase
V1000834	DEAD-box ATP-dependent RNA helicase CshA
V1075411	Vegetative protein 19
V1000617	hypothetical protein
V1836805	Copper-exporting P-type ATPase B
