Gene	KEGG_pathwayID	Annotation
V1007844	map00650	Butanoate metabolism
V1067936	map00650	Butanoate metabolism
V1010451	map02030	Bacterial chemotaxis
V1181936	map00650	Butanoate metabolism
V1736951	map02010	ABC transporters
V1235967	map02040	Flagellar assembly
V1066646	map02030	Bacterial chemotaxis
V1200593	map02010	ABC transporters
V1007084	map03010	Ribosome
V1008395	map00710	Carbon fixation in photosynthetic organisms
V1013090	map00710	Carbon fixation in photosynthetic organisms
V1237635	map04626	Plant-pathogen interaction
V1013092	map00650	Butanoate metabolism
V1103115	map02030	Bacterial chemotaxis
V1103096	map00900	Terpenoid backbone biosynthesis
V1881261	map04626	Plant-pathogen interaction
V1008714	map00500	Starch and sucrose metabolism
V1007943	map00520	Amino sugar and nucleotide sugar metabolism
V1087726	map00910	Nitrogen metabolism
V1035957	map02010	ABC transporters
V1344061	map02010	ABC transporters
V1066664	map02040	Flagellar assembly
V1516671	map03010	Ribosome
V1110058	map03010	Ribosome
V1008385	map04930	Type II diabetes mellitus
V1040344	map00650	Butanoate metabolism
V1393635	map04626	Plant-pathogen interaction
V1007060	map05010	Alzheimer's disease
V1069093	map00903	Limonene and pinene degradation
V1067558	map05010	Alzheimer's disease
V1139530	map00650	Butanoate metabolism
V1008216	map05152	Tuberculosis
V1159100	map05152	Tuberculosis
V1066160	map00053	Ascorbate and aldarate metabolism
V1465337	map02010	ABC transporters
V1011530	map03020	RNA polymerase
V1066648	map03020	RNA polymerase
V1190192	map02030	Bacterial chemotaxis
V1074835	map05010	Alzheimer's disease
V1505538	map02010	ABC transporters
V1190195	map04626	Plant-pathogen interaction
V1007441	map03070	Bacterial secretion system
V1066640	map04626	Plant-pathogen interaction
V1009331	map03020	RNA polymerase
V1506464	map04626	Plant-pathogen interaction
V1357955	map02010	ABC transporters
V1736985	map04910	Insulin signaling pathway
V1050217	map00860	Porphyrin and chlorophyll metabolism
V1788382	map05100	Bacterial invasion of epithelial cells
V1067955	map03010	Ribosome
V1557734	map03018	RNA degradation
V1560688	map00190	Oxidative phosphorylation
V1105020	map04626	Plant-pathogen interaction
V1102328	map03010	Ribosome
V1065536	map04930	Type II diabetes mellitus
V1420994	map04626	Plant-pathogen interaction
V1012333	map03018	RNA degradation
V1201556	map03020	RNA polymerase
V1066925	map02010	ABC transporters
V1067559	map00710	Carbon fixation in photosynthetic organisms
V1192293	map02010	ABC transporters
V1341867	map03010	Ribosome
V1567778	map04626	Plant-pathogen interaction
V1007076	map02030	Bacterial chemotaxis
V1141291	map00910	Nitrogen metabolism
V1687090	map03070	Bacterial secretion system
V1190266	map02040	Flagellar assembly
V1139507	map00785	Lipoic acid metabolism
V1075903	map03440	Homologous recombination
