gene	geneProduct
V1031979	Dark-response protein 21
V1737033	hypothetical protein
V1337358	Thiol-activated cytolysin
V1034175	Cyclodextrin-binding protein precursor
V1728061	30S ribosomal protein S2
V1035957	Maltose-binding periplasmic proteins/domains
V1486976	hypothetical protein
V1724279	maltose ABC transporter periplasmic protein
V1110017	hypothetical protein
V1141371	hypothetical protein
V1301930	50S ribosomal protein L7/L12
V1120164	Elongation factor G
V1032240	1%2C4-alpha-glucan branching enzyme GlgB
V1154539	Glyceraldehyde-3-phosphate dehydrogenase
V1036256	Maltodextrin-binding protein
V1723592	30S ribosomal protein S16
V1345614	NADP-dependent isopropanol dehydrogenase
V1429840	Heat shock protein 70
V1409431	30S ribosomal protein S4
V1267525	hypothetical protein
V1345236	DNA-binding protein HB1
V1436832	Enolase
V1031988	Trigger factor
V1436794	Maltose-binding periplasmic proteins/domains
V1162280	hypothetical protein
V1166924	Heat shock protein 70
V1203949	Pyridoxamine 5'-phosphate oxidase
V1032135	Stress protein H5
V1389977	heat shock chaperone IbpB
V1394389	Cyclodextrin-binding protein precursor
V1145548	30S ribosomal protein S1
V1085154	hypothetical protein
V1038361	Elongation factor Tu
V1518214	Ribosome hibernation promoting factor
V1141150	Enolase
V1031948	Cell division protein FtsZ
V1032026	Long-chain-fatty-acid--CoA ligase FadD15
V1704923	Alcohol dehydrogenase 1
V1368901	Maltose/maltodextrin-binding protein precursor
V1413731	Ketobutyrate formate-lyase
V1549573	co-chaperonin GroES
V1167759	Pyruvate kinase
V1887247	hypothetical protein
V1033039	Maltose-binding periplasmic proteins/domains
V1013253	Elongation factor Tu
V1380449	Putative HMP/thiamine import ATP-binding protein YkoD
V1031976	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1723588	Elongation factor Ts
V1020434	Fructose-bisphosphate aldolase
V1031971	DNA polymerase I
V1037512	hypothetical protein
V1884207	Maltose transport system permease protein MalF
V1806808	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1036177	Fimbrial subunit type 1 precursor
V1436336	Putative HMP/thiamine import ATP-binding protein YkoD
V1157276	Putative HMP/thiamine import ATP-binding protein YkoD
V1168807	Translation initiation factor IF-1
V1020633	R3H domain protein
V1391890	hypothetical protein
V1015704	Formate acetyltransferase 1
V1081160	Oxoglutarate dehydrogenase inhibitor
V1445200	hypothetical protein
V1032278	Penicillin-binding protein 1*
V1364027	maltose ABC transporter periplasmic protein
V1013684	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1362785	maltose ABC transporter periplasmic protein
V1032287	hypothetical protein
V1037518	50S ribosomal protein L7/L12
V1834858	hypothetical protein
V1031961	Universal stress protein/MSMEI_3859
V1437609	hypothetical protein
V1178410	50S ribosomal protein L6
V1036259	4-alpha-glucanotransferase
V1086654	F-ATPase subunit 6
V1140341	Fructose-bisphosphate aldolase
V1032053	Alkyl hydroperoxide reductase subunit C
V1032456	50S ribosomal protein L13
V1362787	30S ribosomal protein S15
V1032873	DNA-directed RNA polymerase subunit beta'
V1139878	CRISPR type I-E/Ecoli-associated protein CasA/Cse1
V1177407	Elongation factor G
V1411137	Flavodoxin
V1070888	Thiol-activated cytolysin
V1367803	30S ribosomal protein S16
V1032134	putative ATP-dependent Clp protease ATP-binding subunit
V1140472	50S ribosomal protein L11
V1032070	Maltodextrin phosphorylase
V1139748	Glycine reductase complex component B subunit gamma
V1516269	Root adhesin
V1141223	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1036425	hypothetical protein
V1031944	Putative HMP/thiamine permease protein YkoE
V1036164	Stress protein H5
V1752456	putative ABC transporter ATP-binding protein YheS
V1728018	Putative transcriptional regulator YvhJ
V1267672	hypothetical protein
V1116704	Fimbrial subunit type 1 precursor
V1019613	Glyceraldehyde-3-phosphate dehydrogenase
V1167012	hypothetical protein
V1032288	TM2 domain protein
V1032173	Transcriptional regulatory protein LiaR
V1239597	Dark-response protein 21
V1145082	Beta/alpha-amylase precursor
V1723757	50S ribosomal protein L21
V1139904	Alcohol dehydrogenase 1
V1141483	Glyceraldehyde-3-phosphate dehydrogenase
V1032263	F-ATPase gamma subunit
V1020743	sortase
V1089769	hypothetical protein
V1806797	putative ABC transporter ATP-binding protein YheS
V1138869	Metalloregulation DNA-binding stress protein
V1723651	repeat
V1057791	cell division protein GpsB
V1088373	DNA-directed RNA polymerase subunit omega
V1032110	repeat
V1139530	Formate acetyltransferase
V1108186	Cold shock protein CspC
V1036735	DNA-directed RNA polymerase subunit beta'
V1032029	hypothetical protein
V1395005	F-ATPase subunit 6
V1420975	C4-dicarboxylate anaerobic carrier
V1006055	Thiol-activated cytolysin
V1144542	DNA gyrase subunit A
V1036641	zinc/cadmium-binding protein
V1036092	Putative transcriptional regulator YvhJ
V1036258	L-arabinose transport system permease protein AraQ
V1020162	50S ribosomal protein L29
V1436520	group I intron endonuclease
V1267389	Elongation factor Ts
V1687741	Maltodextrin-binding protein
V1032271	Translation initiation factor IF-2
V1084535	hypothetical protein
V1541575	repeat
V1032257	FK506-binding protein
V1157772	Translation initiation factor IF-3
V1394803	Heat shock protein 70
V1145034	hypothetical protein
V1138974	Heat shock protein 70
V1603151	hypothetical protein
V1105455	hypothetical protein
