Gene	KEGG_module_number	Annotation
V1034175	M00197	Putative fructooligosaccharide transport system
V1301930	M00178	Ribosome, bacteria
V1384044	M00197	Putative fructooligosaccharide transport system
V1009516	M00346	Formaldehyde assimilation, serine pathway
V1265517	M00206	Cellobiose transport system
V1724279	M00197	Putative fructooligosaccharide transport system
V1723757	M00178	Ribosome, bacteria
V1728061	M00179	Ribosome, archaea
V1167759	M00002	Glycolysis, core module involving three-carbon compounds
V1687741	M00197	Putative fructooligosaccharide transport system
V1140472	M00179	Ribosome, archaea
V1032287	M00178	Ribosome, bacteria
V1409431	M00179	Ribosome, archaea
V1334911	M00179	Ribosome, archaea
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1013090	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1086654	M00164	ATP synthase
V1003154	M00164	ATP synthase
V1234581	M00178	Ribosome, bacteria
V1032109	M00206	Cellobiose transport system
V1723592	M00178	Ribosome, bacteria
V1032263	M00164	ATP synthase
V1436832	M00346	Formaldehyde assimilation, serine pathway
V1032060	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1302192	M00206	Cellobiose transport system
V1020162	M00179	Ribosome, archaea
V1604018	M00179	Ribosome, archaea
V1009641	M00183	RNA polymerase, bacteria
V1431607	M00178	Ribosome, bacteria
V1032264	M00164	ATP synthase
V1000546	M00197	Putative fructooligosaccharide transport system
V1482933	M00206	Cellobiose transport system
V1365642	M00179	Ribosome, archaea
V1723469	M00179	Ribosome, archaea
V1000642	M00346	Formaldehyde assimilation, serine pathway
V1032873	M00183	RNA polymerase, bacteria
V1301690	M00178	Ribosome, bacteria
V1554020	M00197	Putative fructooligosaccharide transport system
V1246962	M00178	Ribosome, bacteria
V1178410	M00179	Ribosome, archaea
V1348573	M00179	Ribosome, archaea
V1265596	M00164	ATP synthase
V1151601	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1038323	M00197	Putative fructooligosaccharide transport system
V1007060	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1467946	M00197	Putative fructooligosaccharide transport system
V1032059	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1198623	M00183	RNA polymerase, bacteria
V1376603	M00179	Ribosome, archaea
V1032026	M00086	beta-Oxidation, acyl-CoA synthesis
V1074835	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1301614	M00179	Ribosome, archaea
V1075934	M00179	Ribosome, archaea
V1020161	M00179	Ribosome, archaea
V1000545	M00197	Putative fructooligosaccharide transport system
V1298130	M00178	Ribosome, bacteria
V1885649	M00178	Ribosome, bacteria
V1034170	M00179	Ribosome, archaea
V1016652	M00164	ATP synthase
V1368877	M00197	Putative fructooligosaccharide transport system
V1267333	M00239	Peptides/nickel transport system
V1019461	M00164	ATP synthase
V1000004	M00183	RNA polymerase, bacteria
V1000943	M00179	Ribosome, archaea
V1430275	M00164	ATP synthase
V1583760	M00164	ATP synthase
V1000116	M00002	Glycolysis, core module involving three-carbon compounds
V1527021	M00002	Glycolysis, core module involving three-carbon compounds
V1554270	M00179	Ribosome, archaea
V1554285	M00179	Ribosome, archaea
V1036212	M00197	Putative fructooligosaccharide transport system
V1007084	M00178	Ribosome, bacteria
V1000487	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1001368	M00276	PTS system, mannose-specific II component
V1232230	M00197	Putative fructooligosaccharide transport system
V1301559	M00178	Ribosome, bacteria
V1011667	M00178	Ribosome, bacteria
V1073967	M00179	Ribosome, archaea
V1883469	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000886	M00207	Putative multiple sugar transport system
V1554160	M00179	Ribosome, archaea
V1141483	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1036976	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1357096	M00197	Putative fructooligosaccharide transport system
V1032456	M00179	Ribosome, archaea
V1104365	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1265160	M00335	Sec (secretion) system
V1570651	M00197	Putative fructooligosaccharide transport system
V1075368	M00179	Ribosome, archaea
V1032365	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1033039	M00207	Putative multiple sugar transport system
V1881401	M00164	ATP synthase
V1687738	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1007076	M00197	Putative fructooligosaccharide transport system
V1016668	M00179	Ribosome, archaea
V1009625	M00335	Sec (secretion) system
V1000534	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1093074	M00197	Putative fructooligosaccharide transport system
V1006125	M00346	Formaldehyde assimilation, serine pathway
V1728051	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1137315	M00197	Putative fructooligosaccharide transport system
V1032191	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1194354	M00179	Ribosome, archaea
V1395005	M00164	ATP synthase
V1000640	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1015427	M00374	Dicarboxylate-hydroxybutyrate cycle
V1498789	M00178	Ribosome, bacteria
V1054029	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1912442	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1111066	M00179	Ribosome, archaea
V1430296	M00179	Ribosome, archaea
V1013684	M00207	Putative multiple sugar transport system
V1012333	M00346	Formaldehyde assimilation, serine pathway
V1347762	M00178	Ribosome, bacteria
V1349964	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1006727	M00178	Ribosome, bacteria
V1036861	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1565608	M00164	ATP synthase
V1000080	M00178	Ribosome, bacteria
V1364792	M00164	ATP synthase
V1723349	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1104057	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1687756	M00335	Sec (secretion) system
V1119368	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1436794	M00197	Putative fructooligosaccharide transport system
V1619237	M00179	Ribosome, archaea
V1574725	M00164	ATP synthase
V1430373	M00178	Ribosome, bacteria
V1164548	M00183	RNA polymerase, bacteria
V1167586	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1106693	M00319	Manganese/zinc/iron transport system
V1195882	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000305	M00346	Formaldehyde assimilation, serine pathway
V1032272	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD
V1724122	M00179	Ribosome, archaea
V1293693	M00179	Ribosome, archaea
V1032262	M00164	ATP synthase
V1724150	M00178	Ribosome, bacteria
V1000845	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1000836	M00178	Ribosome, bacteria
V1032161	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1383841	M00179	Ribosome, archaea
V1441535	M00197	Putative fructooligosaccharide transport system
V1000944	M00179	Ribosome, archaea
V1687721	M00207	Putative multiple sugar transport system
V1348500	M00335	Sec (secretion) system
V1519450	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1232468	M00164	ATP synthase
V1403101	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1489453	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1394389	M00197	Putative fructooligosaccharide transport system
V1020102	M00183	RNA polymerase, bacteria
V1052203	M00335	Sec (secretion) system
V1303268	M00197	Putative fructooligosaccharide transport system
V1430683	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1597704	M00178	Ribosome, bacteria
V1306539	M00179	Ribosome, archaea
V1265566	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1445404	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1108407	M00178	Ribosome, bacteria
V1107390	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1576144	M00335	Sec (secretion) system
V1032181	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1154539	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1383863	M00178	Ribosome, bacteria
V1852039	M00183	RNA polymerase, bacteria
V1603151	M00178	Ribosome, bacteria
V1330982	M00197	Putative fructooligosaccharide transport system
V1883612	M00164	ATP synthase
V1574554	M00164	ATP synthase
