gene	geneProduct
V1013092	Formate acetyltransferase
V1265029	hypothetical protein
V1422497	hypothetical protein
V1013090	Fructose-bisphosphate aldolase
V1007060	Glyceraldehyde-3-phosphate dehydrogenase
V1154487	hypothetical protein
V1367500	Outer membrane porin F precursor
V1012333	Enolase
V1047883	RlpA-like protein precursor
V1375517	Outer membrane porin F precursor
V1074835	hypothetical protein
V1011087	Heat shock protein 70
V1431274	hypothetical protein
V1382261	RlpA-like protein precursor
V1157905	Inner membrane protein YjiY
V1196255	hypothetical protein
V1011086	Heat-inducible transcription repressor HrcA
V1070026	Chaperone protein ClpB 1
V1181936	Formate acetyltransferase
V1103115	Cyclodextrin-binding protein precursor
V1007076	Maltose-binding periplasmic proteins/domains
V1013966	Pyridoxamine 5'-phosphate oxidase
V1070848	putative NADH oxidase
V1181275	Adhesin YadA precursor
V1145959	Formate acetyltransferase 1
V1012671	V-type sodium pump subunit B
V1010067	ATP synthase subunit alpha%2C sodium ion specific
V1052940	hypothetical protein
V1014080	Elongation factor G
V1102518	hypothetical protein
V1011088	Chaperone protein DnaJ
V1358470	Formate acetyltransferase 1
V1197020	Formate acetyltransferase 1
V1014360	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1181013	hypothetical protein
V1010069	ATP synthase subunit beta%2C sodium ion specific
V1018451	Phosphocarrier protein HPr
V1040344	Formate acetyltransferase
V1011471	Purine nucleoside receptor A
V1015220	30S ribosomal protein S2
V1146440	DNA-binding protein HU
V1140854	ATP-dependent Clp protease ATP-binding subunit ClpC
V1102799	Oligopeptide-binding protein AmiA precursor
V1585494	hypothetical protein
V1013091	Pyruvate formate-lyase 1-activating enzyme
V1011651	Phosphoenolpyruvate-protein phosphotransferase
V1103096	hypothetical protein
V1103535	hypothetical protein
V1516671	50S ribosomal protein L31 type B
V1010263	putative protein involved in outer membrane biogenesis
V1594514	ATP synthase subunit beta%2C sodium ion specific
V1035957	Maltose-binding periplasmic proteins/domains
V1014358	Pyruvate kinase I
V1011783	Aldehyde-alcohol dehydrogenase
V1409952	Root adhesin
