Gene	KEGG_pathwayID	Annotation
V1000122	map04626	Plant-pathogen interaction
V1000639	map05010	Alzheimer's disease
V1431607	map03010	Ribosome
V1464571	map04626	Plant-pathogen interaction
V1000534	map00680	Methane metabolism
V1000943	map03010	Ribosome
V1000549	map00500	Starch and sucrose metabolism
V1000546	map02030	Bacterial chemotaxis
V1339929	map00640	Propanoate metabolism
V1073967	map03010	Ribosome
V1000487	map00710	Carbon fixation in photosynthetic organisms
V1000642	map03018	RNA degradation
V1000080	map03010	Ribosome
V1000004	map03020	RNA polymerase
V1000545	map02010	ABC transporters
V1577228	map05152	Tuberculosis
V1430275	map00195	Photosynthesis
V1000305	map03018	RNA degradation
V1000116	map04930	Type II diabetes mellitus
V1481435	map02060	Phosphotransferase system (PTS)
V1000944	map03010	Ribosome
V1000836	map03010	Ribosome
V1912442	map00680	Methane metabolism
V1195882	map00710	Carbon fixation in photosynthetic organisms
V1006727	map03010	Ribosome
V1439186	map03010	Ribosome
V1519450	map00710	Carbon fixation in photosynthetic organisms
V1852039	map03020	RNA polymerase
V1000845	map00520	Amino sugar and nucleotide sugar metabolism
V1093074	map02030	Bacterial chemotaxis
V1306539	map03010	Ribosome
V1000548	map00500	Starch and sucrose metabolism
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1000630	map03070	Bacterial secretion system
V1340131	map00520	Amino sugar and nucleotide sugar metabolism
V1886558	map00710	Carbon fixation in photosynthetic organisms
V1000144	map03010	Ribosome
V1491685	map03018	RNA degradation
V1033869	map04626	Plant-pathogen interaction
V1836804	map00970	Aminoacyl-tRNA biosynthesis
V1164548	map03020	RNA polymerase
V1000040	map00240	Pyrimidine metabolism
V1001368	map02060	Phosphotransferase system (PTS)
V1392006	map03010	Ribosome
V1576144	map03070	Bacterial secretion system
V1043485	map03010	Ribosome
V1000001	map03010	Ribosome
V1886517	map00640	Propanoate metabolism
V1880077	map00970	Aminoacyl-tRNA biosynthesis
V1000841	map00195	Photosynthesis
V1000023	map00230	Purine metabolism
V1144133	map02010	ABC transporters
V1006020	map03010	Ribosome
V1000326	map00970	Aminoacyl-tRNA biosynthesis
V1553618	map03070	Bacterial secretion system
V1000021	map03010	Ribosome
V1464170	map00195	Photosynthesis
V1000003	map03010	Ribosome
V1573648	map03010	Ribosome
V1491714	map03010	Ribosome
V1000018	map03010	Ribosome
V1592992	map00970	Aminoacyl-tRNA biosynthesis
V1889488	map05010	Alzheimer's disease
V1552772	map04930	Type II diabetes mellitus
V1144304	map03010	Ribosome
V1033902	map05010	Alzheimer's disease
V1143984	map03018	RNA degradation
V1000596	map05152	Tuberculosis
V1000547	map02010	ABC transporters
V1036606	map00195	Photosynthesis
V1886416	map04930	Type II diabetes mellitus
V1360328	map03010	Ribosome
V1430573	map02010	ABC transporters
V1059001	map02060	Phosphotransferase system (PTS)
V1076330	map03440	Homologous recombination
V1167440	map00500	Starch and sucrose metabolism
V1879918	map03010	Ribosome
V1000840	map00195	Photosynthesis
V1000017	map03010	Ribosome
V1295109	map04621	NOD-like receptor signaling pathway
V1000093	map05150	Staphylococcus aureus infection
V1581223	map03440	Homologous recombination
V1382281	map03010	Ribosome
V1481366	map03010	Ribosome
V1356383	map02010	ABC transporters
V1552729	map03010	Ribosome
V1033474	map04626	Plant-pathogen interaction
V1000882	map00720	Carbon fixation pathways in prokaryotes
V1574099	map02060	Phosphotransferase system (PTS)
V1000641	map00710	Carbon fixation in photosynthetic organisms
V1356068	map03018	RNA degradation
V1000151	map03010	Ribosome
V1000044	map00910	Nitrogen metabolism
V1541150	map00240	Pyrimidine metabolism
V1392051	map00720	Carbon fixation pathways in prokaryotes
V1852084	map03010	Ribosome
V1162881	map00521	Streptomycin biosynthesis
V1000842	map00195	Photosynthesis
V1000835	map00550	Peptidoglycan biosynthesis
V1886965	map00520	Amino sugar and nucleotide sugar metabolism
V1104333	map00330	Arginine and proline metabolism
V1879897	map00640	Propanoate metabolism
V1364877	map00195	Photosynthesis
V1158426	map02060	Phosphotransferase system (PTS)
V1033925	map00195	Photosynthesis
V1000106	map00720	Carbon fixation pathways in prokaryotes
V1340709	map03018	RNA degradation
V1043585	map03010	Ribosome
V1482595	map03010	Ribosome
V1033803	map00195	Photosynthesis
V1383592	map00240	Pyrimidine metabolism
