Gene	KEGG_pathwayID	Annotation
V1337358	map04621	NOD-like receptor signaling pathway
V1166924	map05152	Tuberculosis
V1394389	map02030	Bacterial chemotaxis
V1036256	map02010	ABC transporters
V1465337	map02010	ABC transporters
V1368901	map02030	Bacterial chemotaxis
V1145548	map03010	Ribosome
V1884207	map02010	ABC transporters
V1145082	map04973	Carbohydrate digestion and absorption
V1366835	map03010	Ribosome
V1137315	map02010	ABC transporters
V1036164	map05152	Tuberculosis
V1162245	map04910	Insulin signaling pathway
V1037518	map03010	Ribosome
V1038252	map00195	Photosynthesis
V1038361	map04626	Plant-pathogen interaction
V1168094	map03010	Ribosome
V1362787	map03010	Ribosome
V1040344	map00650	Butanoate metabolism
V1037422	map00195	Photosynthesis
V1806808	map00710	Carbon fixation in photosynthetic organisms
V1391939	map00710	Carbon fixation in photosynthetic organisms
V1181936	map00650	Butanoate metabolism
V1036259	map00500	Starch and sucrose metabolism
V1265314	map04626	Plant-pathogen interaction
V1484064	map02030	Bacterial chemotaxis
V1035994	map00650	Butanoate metabolism
V1036261	map02010	ABC transporters
V1157569	map00195	Photosynthesis
V1364027	map02010	ABC transporters
V1806795	map05010	Alzheimer's disease
V1081232	map00650	Butanoate metabolism
V1526141	map00970	Aminoacyl-tRNA biosynthesis
V1313683	map00195	Photosynthesis
V1200931	map03010	Ribosome
V1037423	map00195	Photosynthesis
V1015704	map00650	Butanoate metabolism
V1068939	map00500	Starch and sucrose metabolism
V1006110	map03010	Ribosome
V1020434	map00710	Carbon fixation in photosynthetic organisms
V1038424	map05010	Alzheimer's disease
V1145239	map03010	Ribosome
V1162256	map03010	Ribosome
V1265052	map03018	RNA degradation
V1037345	map00650	Butanoate metabolism
V1367838	map00500	Starch and sucrose metabolism
V1145315	map03020	RNA polymerase
V1035957	map02010	ABC transporters
V1445419	map04930	Type II diabetes mellitus
V1162252	map03020	RNA polymerase
V1019613	map05010	Alzheimer's disease
V1899904	map02060	Phosphotransferase system (PTS)
V1038267	map00970	Aminoacyl-tRNA biosynthesis
V1265517	map02010	ABC transporters
V1239646	map03010	Ribosome
V1036735	map03020	RNA polymerase
V1445347	map03020	RNA polymerase
V1301930	map03010	Ribosome
V1009516	map03018	RNA degradation
V1367285	map00650	Butanoate metabolism
V1070888	map04621	NOD-like receptor signaling pathway
V1013253	map04626	Plant-pathogen interaction
V1036988	map00240	Pyrimidine metabolism
V1037074	map03018	RNA degradation
V1037884	map03010	Ribosome
V1501533	map03010	Ribosome
V1445140	map00970	Aminoacyl-tRNA biosynthesis
V1464364	map05010	Alzheimer's disease
V1158372	map00195	Photosynthesis
V1103115	map02030	Bacterial chemotaxis
V1036477	map03020	RNA polymerase
V1037678	map04112	Cell cycle - Caulobacter
V1040548	map02020	Two-component system
V1481110	map00473	D-Alanine metabolism
V1013092	map00650	Butanoate metabolism
V1036111	map00250	Alanine, aspartate and glutamate metabolism
V1198668	map00710	Carbon fixation in photosynthetic organisms
V1036839	map00960	Tropane, piperidine and pyridine alkaloid biosynthesis
V1362785	map02010	ABC transporters
V1036282	map00520	Amino sugar and nucleotide sugar metabolism
V1031976	map00710	Carbon fixation in photosynthetic organisms
V1049010	map00620	Pyruvate metabolism
V1445176	map00710	Carbon fixation in photosynthetic organisms
V1806816	map03070	Bacterial secretion system
V1036481	map00550	Peptidoglycan biosynthesis
V1040546	map00330	Arginine and proline metabolism
V1176644	map03010	Ribosome
V1337573	map04621	NOD-like receptor signaling pathway
V1367869	map02010	ABC transporters
V1301557	map02010	ABC transporters
V1036611	map00190	Oxidative phosphorylation
V1006265	map03010	Ribosome
V1036121	map02060	Phosphotransferase system (PTS)
V1368264	map02010	ABC transporters
V1409950	map02010	ABC transporters
V1268456	map02010	ABC transporters
V1203913	map02060	Phosphotransferase system (PTS)
V1265568	map00195	Photosynthesis
V1687741	map02010	ABC transporters
V1482769	map00500	Starch and sucrose metabolism
V1334911	map03010	Ribosome
V1137504	map03018	RNA degradation
V1276525	map00650	Butanoate metabolism
V1350767	map02010	ABC transporters
V1036826	map00720	Carbon fixation pathways in prokaryotes
V1074483	map00230	Purine metabolism
V1370810	map03010	Ribosome
V1036186	map02020	Two-component system
V1301640	map04626	Plant-pathogen interaction
V1103096	map00900	Terpenoid backbone biosynthesis
V1368877	map02030	Bacterial chemotaxis
V1036378	map00240	Pyrimidine metabolism
V1137087	map01051	Biosynthesis of ansamycins
