Gene	KEGG_module_number	Annotation
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000642	M00346	Formaldehyde assimilation, serine pathway
V1872766	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1000534	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000487	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1430275	M00164	ATP synthase
V1000116	M00002	Glycolysis, core module involving three-carbon compounds
V1491685	M00346	Formaldehyde assimilation, serine pathway
V1431607	M00178	Ribosome, bacteria
V1164548	M00183	RNA polymerase, bacteria
V1195882	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000836	M00178	Ribosome, bacteria
V1000886	M00207	Putative multiple sugar transport system
V1597389	M00179	Ribosome, archaea
V1000004	M00183	RNA polymerase, bacteria
V1912442	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000546	M00197	Putative fructooligosaccharide transport system
V1203576	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000640	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1211229	M00164	ATP synthase
V1448519	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1136163	M00179	Ribosome, archaea
V1000545	M00197	Putative fructooligosaccharide transport system
V1000305	M00346	Formaldehyde assimilation, serine pathway
V1000943	M00179	Ribosome, archaea
V1136121	M00178	Ribosome, bacteria
V1000040	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1836804	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1464170	M00164	ATP synthase
V1000630	M00335	Sec (secretion) system
V1000841	M00164	ATP synthase
V1006727	M00178	Ribosome, bacteria
V1073967	M00179	Ribosome, archaea
V1000080	M00178	Ribosome, bacteria
V1000845	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1136573	M00179	Ribosome, archaea
V1852039	M00183	RNA polymerase, bacteria
V1213705	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1576144	M00335	Sec (secretion) system
V1157115	M00346	Formaldehyde assimilation, serine pathway
V1448327	M00164	ATP synthase
V1043485	M00179	Ribosome, archaea
V1093074	M00197	Putative fructooligosaccharide transport system
V1306539	M00179	Ribosome, archaea
V1553618	M00335	Sec (secretion) system
V1381099	M00164	ATP synthase
V1852094	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1000023	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1552772	M00002	Glycolysis, core module involving three-carbon compounds
V1033902	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1599322	M00179	Ribosome, archaea
V1211334	M00346	Formaldehyde assimilation, serine pathway
V1886387	M00183	RNA polymerase, bacteria
V1886547	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000944	M00179	Ribosome, archaea
V1880077	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1886416	M00002	Glycolysis, core module involving three-carbon compounds
V1439186	M00178	Ribosome, bacteria
V1213559	M00239	Peptides/nickel transport system
V1156179	M00178	Ribosome, bacteria
V1136606	M00178	Ribosome, bacteria
V1203570	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1000001	M00179	Ribosome, archaea
V1036606	M00164	ATP synthase
V1006020	M00179	Ribosome, archaea
V1000641	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1064534	M00183	RNA polymerase, bacteria
V1889488	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000106	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1136229	M00258	Putative ABC transport system
V1360328	M00178	Ribosome, bacteria
V1799342	M00183	RNA polymerase, bacteria
V1136115	M00335	Sec (secretion) system
V1000018	M00179	Ribosome, archaea
V1136382	M00178	Ribosome, bacteria
V1136049	M00179	Ribosome, archaea
V1573648	M00178	Ribosome, bacteria
V1000017	M00178	Ribosome, bacteria
V1592992	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1143984	M00346	Formaldehyde assimilation, serine pathway
V1000021	M00179	Ribosome, archaea
V1364877	M00164	ATP synthase
V1000171	M00239	Peptides/nickel transport system
V1000057	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1211201	M00335	Sec (secretion) system
V1144304	M00179	Ribosome, archaea
V1237406	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1136388	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1164541	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1392006	M00178	Ribosome, bacteria
V1000003	M00178	Ribosome, bacteria
V1211371	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000300	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1599266	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1033925	M00164	ATP synthase
V1599150	M00260	DNA polymerase III complex, bacteria
V1136050	M00179	Ribosome, archaea
V1144133	M00197	Putative fructooligosaccharide transport system
V1338881	M00178	Ribosome, bacteria
V1000563	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1464441	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000601	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1340164	M00164	ATP synthase
V1001468	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1203478	M00276	PTS system, mannose-specific II component
V1000326	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1211184	M00183	RNA polymerase, bacteria
V1136423	M00164	ATP synthase
V1000882	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1851978	M00207	Putative multiple sugar transport system
V1000139	M00260	DNA polymerase III complex, bacteria
V1448368	M00239	Peptides/nickel transport system
V1000168	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1836815	M00221	Putative simple sugar transport system
V1356383	M00197	Putative fructooligosaccharide transport system
