Gene	KEGG_module_number	Annotation
V1034175	M00197	Putative fructooligosaccharide transport system
V1728061	M00179	Ribosome, archaea
V1035957	M00197	Putative fructooligosaccharide transport system
V1724279	M00197	Putative fructooligosaccharide transport system
V1301930	M00178	Ribosome, bacteria
V1234581	M00178	Ribosome, bacteria
V1154539	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1036256	M00197	Putative fructooligosaccharide transport system
V1723592	M00178	Ribosome, bacteria
V1185257	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1409431	M00179	Ribosome, archaea
V1436832	M00346	Formaldehyde assimilation, serine pathway
V1436794	M00197	Putative fructooligosaccharide transport system
V1394389	M00197	Putative fructooligosaccharide transport system
V1145548	M00178	Ribosome, bacteria
V1141150	M00346	Formaldehyde assimilation, serine pathway
V1032026	M00086	beta-Oxidation, acyl-CoA synthesis
V1368901	M00197	Putative fructooligosaccharide transport system
V1167759	M00002	Glycolysis, core module involving three-carbon compounds
V1033039	M00207	Putative multiple sugar transport system
V1482933	M00206	Cellobiose transport system
V1380449	M00246	Nickel transport system
V1020434	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1884207	M00197	Putative fructooligosaccharide transport system
V1366835	M00179	Ribosome, archaea
V1436336	M00246	Nickel transport system
V1157276	M00246	Nickel transport system
V1267660	M00246	Nickel transport system
V1384044	M00197	Putative fructooligosaccharide transport system
V1364027	M00197	Putative fructooligosaccharide transport system
V1013684	M00207	Putative multiple sugar transport system
V1362785	M00197	Putative fructooligosaccharide transport system
V1032287	M00178	Ribosome, bacteria
V1037518	M00178	Ribosome, bacteria
V1178410	M00179	Ribosome, archaea
V1086654	M00164	ATP synthase
V1140341	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1032456	M00179	Ribosome, archaea
V1362787	M00179	Ribosome, archaea
V1032873	M00183	RNA polymerase, bacteria
V1367803	M00178	Ribosome, bacteria
V1139685	M00178	Ribosome, bacteria
V1140472	M00179	Ribosome, archaea
V1397025	M00206	Cellobiose transport system
V1141223	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1019613	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1723757	M00178	Ribosome, bacteria
V1141483	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1032263	M00164	ATP synthase
V1088373	M00183	RNA polymerase, bacteria
V1036735	M00183	RNA polymerase, bacteria
V1395005	M00164	ATP synthase
V1036641	M00242	Zinc transport system
V1036258	M00207	Putative multiple sugar transport system
V1020162	M00179	Ribosome, archaea
V1687741	M00197	Putative fructooligosaccharide transport system
V1032059	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1484064	M00197	Putative fructooligosaccharide transport system
V1603151	M00178	Ribosome, bacteria
V1467946	M00197	Putative fructooligosaccharide transport system
V1176644	M00178	Ribosome, bacteria
V1232230	M00197	Putative fructooligosaccharide transport system
V1265052	M00346	Formaldehyde assimilation, serine pathway
V1032054	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1728071	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1038424	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1032183	M00207	Putative multiple sugar transport system
V1899904	M00276	PTS system, mannose-specific II component
V1301690	M00178	Ribosome, bacteria
V1036261	M00197	Putative fructooligosaccharide transport system
V1426177	M00002	Glycolysis, core module involving three-carbon compounds
V1032109	M00206	Cellobiose transport system
V1383841	M00179	Ribosome, archaea
V1032048	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1157372	M00178	Ribosome, bacteria
V1464524	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1032112	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1141358	M00188	NitT/TauT family transport system
V1728051	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1162256	M00179	Ribosome, archaea
V1192293	M00239	Peptides/nickel transport system
