Gene	KEGG_module_number	Annotation
V1465337	M00197	Putative fructooligosaccharide transport system
V1118483	M00197	Putative fructooligosaccharide transport system
V1000546	M00197	Putative fructooligosaccharide transport system
V1122767	M00346	Formaldehyde assimilation, serine pathway
V1137315	M00197	Putative fructooligosaccharide transport system
V1020434	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1036641	M00242	Zinc transport system
V1035957	M00197	Putative fructooligosaccharide transport system
V1103826	M00178	Ribosome, bacteria
V1103115	M00197	Putative fructooligosaccharide transport system
V1070545	M00178	Ribosome, bacteria
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000642	M00346	Formaldehyde assimilation, serine pathway
V1000545	M00197	Putative fructooligosaccharide transport system
V1431607	M00178	Ribosome, bacteria
V1008929	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1038424	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1301557	M00242	Zinc transport system
V1001368	M00276	PTS system, mannose-specific II component
V1019613	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1074383	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1102521	M00179	Ribosome, archaea
V1051831	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1391939	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1190729	M00178	Ribosome, bacteria
V1071809	M00178	Ribosome, bacteria
V1000487	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1036477	M00183	RNA polymerase, bacteria
V1036042	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1430275	M00164	ATP synthase
V1036735	M00183	RNA polymerase, bacteria
V1071962	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1036001	M00164	ATP synthase
V1000116	M00002	Glycolysis, core module involving three-carbon compounds
V1072924	M00178	Ribosome, bacteria
V1912442	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1102799	M00239	Peptides/nickel transport system
V1074059	M00335	Sec (secretion) system
V1137180	M00276	PTS system, mannose-specific II component
V1035952	M00197	Putative fructooligosaccharide transport system
V1000534	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1036337	M00178	Ribosome, bacteria
V1036333	M00239	Peptides/nickel transport system
V1464364	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1899904	M00276	PTS system, mannose-specific II component
V1195882	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000943	M00179	Ribosome, archaea
V1000004	M00183	RNA polymerase, bacteria
V1000836	M00178	Ribosome, bacteria
V1103096	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1010393	M00346	Formaldehyde assimilation, serine pathway
V1069833	M00239	Peptides/nickel transport system
V1036497	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1073967	M00179	Ribosome, archaea
V1852039	M00183	RNA polymerase, bacteria
V1000841	M00164	ATP synthase
V1000944	M00179	Ribosome, archaea
V1106704	M00179	Ribosome, archaea
V1144133	M00197	Putative fructooligosaccharide transport system
V1071943	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1574337	M00183	RNA polymerase, bacteria
V1014547	M00178	Ribosome, bacteria
V1006727	M00178	Ribosome, bacteria
V1830787	M00190	Iron(III) transport system
V1043485	M00179	Ribosome, archaea
V1071489	M00183	RNA polymerase, bacteria
V1070514	M00374	Dicarboxylate-hydroxybutyrate cycle
V1016060	M00374	Dicarboxylate-hydroxybutyrate cycle
V1000886	M00207	Putative multiple sugar transport system
V1164548	M00183	RNA polymerase, bacteria
