Gene	KEGG_pathwayID	Annotation
V1334911	map03010	Ribosome
V1301930	map03010	Ribosome
V1013253	map04626	Plant-pathogen interaction
V1394389	map02030	Bacterial chemotaxis
V1009516	map03018	RNA degradation
V1239646	map03010	Ribosome
V1239069	map03440	Homologous recombination
V1015704	map00650	Butanoate metabolism
V1723757	map03010	Ribosome
V1000122	map04626	Plant-pathogen interaction
V1140472	map03010	Ribosome
V1723592	map03010	Ribosome
V1009512	map02010	ABC transporters
V1431607	map03010	Ribosome
V1409431	map03010	Ribosome
V1687741	map02010	ABC transporters
V1265517	map02010	ABC transporters
V1234581	map03010	Ribosome
V1362787	map03010	Ribosome
V1016650	map00195	Photosynthesis
V1038361	map04626	Plant-pathogen interaction
V1301559	map03010	Ribosome
V1011667	map03010	Ribosome
V1348573	map03010	Ribosome
V1383841	map03010	Ribosome
V1585736	map03440	Homologous recombination
V1020161	map03010	Ribosome
V1168094	map03010	Ribosome
V1430373	map03010	Ribosome
V1000546	map02030	Bacterial chemotaxis
V1464571	map04626	Plant-pathogen interaction
V1724122	map03010	Ribosome
V1301690	map03010	Ribosome
V1195096	map03010	Ribosome
V1884207	map02010	ABC transporters
V1498789	map03010	Ribosome
V1009625	map03070	Bacterial secretion system
V1384044	map02030	Bacterial chemotaxis
V1550406	map03440	Homologous recombination
V1037518	map03010	Ribosome
V1337358	map04621	NOD-like receptor signaling pathway
V1036253	map04112	Cell cycle - Caulobacter
V1554285	map03010	Ribosome
V1000639	map05010	Alzheimer's disease
V1554160	map03010	Ribosome
V1687756	map03070	Bacterial secretion system
V1198668	map00710	Carbon fixation in photosynthetic organisms
V1482934	map00730	Thiamine metabolism
V1000534	map00680	Methane metabolism
V1052203	map03070	Bacterial secretion system
V1383974	map03010	Ribosome
V1145315	map03020	RNA polymerase
V1000836	map03010	Ribosome
V1723469	map03010	Ribosome
V1073967	map03010	Ribosome
V1554270	map03010	Ribosome
V1000549	map00500	Starch and sucrose metabolism
V1167759	map04930	Type II diabetes mellitus
V1604018	map03010	Ribosome
V1881401	map00195	Photosynthesis
V1020162	map03010	Ribosome
V1075934	map03010	Ribosome
V1246962	map03010	Ribosome
V1000642	map03018	RNA degradation
V1019461	map00195	Photosynthesis
V1000080	map03010	Ribosome
V1198623	map03020	RNA polymerase
V1852039	map03020	RNA polymerase
V1347762	map03010	Ribosome
V1002465	map04626	Plant-pathogen interaction
V1108326	map04910	Insulin signaling pathway
V1200931	map03010	Ribosome
V1000004	map03020	RNA polymerase
V1266177	map02010	ABC transporters
V1016652	map00195	Photosynthesis
V1554020	map02030	Bacterial chemotaxis
V1000545	map02010	ABC transporters
V1365642	map03010	Ribosome
V1000943	map03010	Ribosome
V1032287	map03010	Ribosome
V1806808	map00710	Carbon fixation in photosynthetic organisms
V1036379	map00500	Starch and sucrose metabolism
V1015427	map00720	Carbon fixation pathways in prokaryotes
V1298130	map03010	Ribosome
V1414237	map04626	Plant-pathogen interaction
V1009641	map03020	RNA polymerase
V1036261	map02010	ABC transporters
V1036256	map02010	ABC transporters
V1526141	map00970	Aminoacyl-tRNA biosynthesis
V1198712	map00195	Photosynthesis
V1151601	map05010	Alzheimer's disease
V1484064	map02030	Bacterial chemotaxis
V1597704	map03010	Ribosome
V1294914	map03440	Homologous recombination
V1020102	map03020	RNA polymerase
V1885649	map03010	Ribosome
V1440555	map00195	Photosynthesis
V1012446	map03010	Ribosome
V1020308	map03010	Ribosome
V1705007	map03070	Bacterial secretion system
V1196712	map02010	ABC transporters
V1724150	map03010	Ribosome
V1383863	map03010	Ribosome
V1430275	map00195	Photosynthesis
V1006110	map03010	Ribosome
V1619237	map03010	Ribosome
V1239818	map00520	Amino sugar and nucleotide sugar metabolism
V1395005	map00195	Photosynthesis
V1528357	map00650	Butanoate metabolism
V1302071	map03010	Ribosome
V1687689	map03020	RNA polymerase
V1481435	map02060	Phosphotransferase system (PTS)
V1006125	map03018	RNA degradation
V1376603	map03010	Ribosome
V1000944	map03010	Ribosome
V1459473	map03070	Bacterial secretion system
V1099394	map02010	ABC transporters
V1362785	map02010	ABC transporters
V1009629	map00520	Amino sugar and nucleotide sugar metabolism
V1038252	map00195	Photosynthesis
V1306539	map03010	Ribosome
V1441535	map02030	Bacterial chemotaxis
V1370810	map03010	Ribosome
V1000116	map04930	Type II diabetes mellitus
V1164548	map03020	RNA polymerase
V1704984	map00730	Thiamine metabolism
V1301640	map04626	Plant-pathogen interaction
V1384043	map04626	Plant-pathogen interaction
V1000630	map03070	Bacterial secretion system
V1038323	map02010	ABC transporters
V1006063	map03010	Ribosome
