Gene	KEGG_pathwayID	Annotation
V1013092	map00650	Butanoate metabolism
V1013090	map00710	Carbon fixation in photosynthetic organisms
V1007060	map05010	Alzheimer's disease
V1012333	map03018	RNA degradation
V1074835	map05010	Alzheimer's disease
V1011087	map05152	Tuberculosis
V1007084	map03010	Ribosome
V1357096	map02030	Bacterial chemotaxis
V1181936	map00650	Butanoate metabolism
V1103115	map02030	Bacterial chemotaxis
V1007076	map02030	Bacterial chemotaxis
V1513559	map00650	Butanoate metabolism
V1145959	map00650	Butanoate metabolism
V1042097	map04626	Plant-pathogen interaction
V1012671	map00680	Methane metabolism
V1010067	map00195	Photosynthesis
V1594875	map05152	Tuberculosis
V1052940	map03010	Ribosome
V1358470	map00650	Butanoate metabolism
V1368199	map04626	Plant-pathogen interaction
V1197020	map00650	Butanoate metabolism
V1014360	map00680	Methane metabolism
V1559772	map03018	RNA degradation
V1010069	map00195	Photosynthesis
V1018451	map02060	Phosphotransferase system (PTS)
V1040344	map00650	Butanoate metabolism
V1349964	map05010	Alzheimer's disease
V1330982	map02030	Bacterial chemotaxis
V1015220	map03010	Ribosome
V1102799	map02010	ABC transporters
V1011651	map02060	Phosphotransferase system (PTS)
V1103096	map00900	Terpenoid backbone biosynthesis
V1168235	map04626	Plant-pathogen interaction
V1516671	map03010	Ribosome
V1375650	map03070	Bacterial secretion system
V1594514	map00195	Photosynthesis
V1035957	map02010	ABC transporters
V1014358	map04930	Type II diabetes mellitus
V1011783	map00650	Butanoate metabolism
V1585624	map03018	RNA degradation
V1467629	map04626	Plant-pathogen interaction
V1012672	map00680	Methane metabolism
V1506181	map00030	Pentose phosphate pathway
V1377757	map00680	Methane metabolism
V1012677	map00680	Methane metabolism
V1523254	map00680	Methane metabolism
V1010068	map00195	Photosynthesis
V1047979	map00520	Amino sugar and nucleotide sugar metabolism
V1588398	map00650	Butanoate metabolism
V1013969	map00650	Butanoate metabolism
V1012032	map03020	RNA polymerase
V1071524	map00710	Carbon fixation in photosynthetic organisms
V1018031	map03010	Ribosome
V1017115	map00710	Carbon fixation in photosynthetic organisms
V1465010	map02060	Phosphotransferase system (PTS)
V1048488	map03440	Homologous recombination
V1013123	map00520	Amino sugar and nucleotide sugar metabolism
V1105020	map04626	Plant-pathogen interaction
V1042435	map05010	Alzheimer's disease
V1436641	map00650	Butanoate metabolism
V1014079	map03010	Ribosome
V1014867	map02060	Phosphotransferase system (PTS)
V1007054	map03020	RNA polymerase
V1585250	map03010	Ribosome
V1013967	map00620	Pyruvate metabolism
V1102328	map03010	Ribosome
V1012417	map03010	Ribosome
V1010070	map00195	Photosynthesis
V1047971	map00520	Amino sugar and nucleotide sugar metabolism
V1585936	map03010	Ribosome
V1007059	map00710	Carbon fixation in photosynthetic organisms
V1301930	map03010	Ribosome
V1549656	map02030	Bacterial chemotaxis
V1368480	map00785	Lipoic acid metabolism
V1007055	map03010	Ribosome
V1012676	map00680	Methane metabolism
V1007073	map02010	ABC transporters
V1011337	map03010	Ribosome
V1557783	map00195	Photosynthesis
V1409160	map02020	Two-component system
V1007071	map00500	Starch and sucrose metabolism
V1050760	map03030	DNA replication
V1015262	map00680	Methane metabolism
V1076687	map00860	Porphyrin and chlorophyll metabolism
V1010065	map00195	Photosynthesis
V1012424	map03010	Ribosome
V1012335	map00970	Aminoacyl-tRNA biosynthesis
V1013127	map00330	Arginine and proline metabolism
V1012423	map03010	Ribosome
V1527518	map00520	Amino sugar and nucleotide sugar metabolism
V1012414	map03010	Ribosome
V1069719	map00970	Aminoacyl-tRNA biosynthesis
V1012771	map03010	Ribosome
V1012420	map03010	Ribosome
V1040198	map05152	Tuberculosis
V1514891	map00970	Aminoacyl-tRNA biosynthesis
V1048491	map03018	RNA degradation
V1159100	map05152	Tuberculosis
V1548048	map03020	RNA polymerase
V1524944	map04626	Plant-pathogen interaction
V1018135	map03440	Homologous recombination
V1010071	map03010	Ribosome
V1012031	map03010	Ribosome
V1014359	map00680	Methane metabolism
V1012419	map03010	Ribosome
V1036735	map03020	RNA polymerase
V1013129	map00910	Nitrogen metabolism
V1319614	map05152	Tuberculosis
V1332011	map00650	Butanoate metabolism
V1007075	map02010	ABC transporters
V1012674	map00680	Methane metabolism
V1016228	map03020	RNA polymerase
V1043560	map05152	Tuberculosis
V1200468	map04141	Protein processing in endoplasmic reticulum
V1073455	map00710	Carbon fixation in photosynthetic organisms
V1153346	map03010	Ribosome
V1042977	map00650	Butanoate metabolism
V1012015	map00720	Carbon fixation pathways in prokaryotes
V1007070	map00970	Aminoacyl-tRNA biosynthesis
V1019613	map05010	Alzheimer's disease
V1197037	map03010	Ribosome
V1012422	map03010	Ribosome
V1012033	map03010	Ribosome
V1016237	map04910	Insulin signaling pathway
V1113212	map00710	Carbon fixation in photosynthetic organisms
V1016297	map00520	Amino sugar and nucleotide sugar metabolism
V1103525	map00650	Butanoate metabolism
V1007056	map03010	Ribosome
V1528520	map03010	Ribosome
V1148079	map04626	Plant-pathogen interaction
V1010267	map00550	Peptidoglycan biosynthesis
V1015704	map00650	Butanoate metabolism
V1051255	map00240	Pyrimidine metabolism
V1431754	map05152	Tuberculosis
V1316561	map00650	Butanoate metabolism
V1265314	map04626	Plant-pathogen interaction
V1041146	map00770	Pantothenate and CoA biosynthesis
V1013095	map00720	Carbon fixation pathways in prokaryotes
V1016828	map03070	Bacterial secretion system
V1200512	map03440	Homologous recombination
V1014460	map03440	Homologous recombination
V1073959	map04910	Insulin signaling pathway
V1139530	map00650	Butanoate metabolism
V1301557	map02010	ABC transporters
V1839158	map04626	Plant-pathogen interaction
V1375131	map03010	Ribosome
V1040850	map00710	Carbon fixation in photosynthetic organisms
V1007077	map03010	Ribosome
V1039888	map03020	RNA polymerase
V1012766	map03010	Ribosome
V1013968	map00620	Pyruvate metabolism
V1074069	map05152	Tuberculosis
V1585337	map00970	Aminoacyl-tRNA biosynthesis
V1036641	map02010	ABC transporters
V1137315	map02010	ABC transporters
V1036001	map00195	Photosynthesis
V1018032	map03010	Ribosome
V1196019	map00300	Lysine biosynthesis
V1014025	map00550	Peptidoglycan biosynthesis
V1042607	map03010	Ribosome
V1345614	map00930	Caprolactam degradation
V1013855	map04112	Cell cycle - Caulobacter
V1139669	map02010	ABC transporters
V1367058	map03020	RNA polymerase
V1191804	map03018	RNA degradation
V1013128	map00330	Arginine and proline metabolism
V1514975	map04122	Sulfur relay system
V1375605	map00970	Aminoacyl-tRNA biosynthesis
V1011658	map00970	Aminoacyl-tRNA biosynthesis
V1135091	map02030	Bacterial chemotaxis
V1020434	map00710	Carbon fixation in photosynthetic organisms
V1013965	map00710	Carbon fixation in photosynthetic organisms
V1016837	map02010	ABC transporters
V1899842	map00620	Pyruvate metabolism
V1011341	map04122	Sulfur relay system
V1011476	map02010	ABC transporters
V1014869	map02060	Phosphotransferase system (PTS)
V1010386	map04122	Sulfur relay system
V1584804	map00760	Nicotinate and nicotinamide metabolism
V1374872	map02010	ABC transporters
V1013006	map00500	Starch and sucrose metabolism
V1345344	map00190	Oxidative phosphorylation
V1041401	map03018	RNA degradation
V1548529	map00680	Methane metabolism
