Gene	KEGG_pathwayID	Annotation
V1034175	map02030	Bacterial chemotaxis
V1015704	map00650	Butanoate metabolism
V1301930	map03010	Ribosome
V1384044	map02030	Bacterial chemotaxis
V1013253	map04626	Plant-pathogen interaction
V1009516	map03018	RNA degradation
V1265517	map02010	ABC transporters
V1724279	map02010	ABC transporters
V1036379	map00500	Starch and sucrose metabolism
V1011906	map05152	Tuberculosis
V1723757	map03010	Ribosome
V1728061	map03010	Ribosome
V1167759	map04930	Type II diabetes mellitus
V1687741	map02010	ABC transporters
V1140472	map03010	Ribosome
V1414237	map04626	Plant-pathogen interaction
V1032287	map03010	Ribosome
V1013092	map00650	Butanoate metabolism
V1413731	map00650	Butanoate metabolism
V1031976	map00710	Carbon fixation in photosynthetic organisms
V1409431	map03010	Ribosome
V1334911	map03010	Ribosome
V1561099	map00982	Drug metabolism - cytochrome P450
V1239069	map03440	Homologous recombination
V1000639	map05010	Alzheimer's disease
V1032135	map05152	Tuberculosis
V1032240	map00500	Starch and sucrose metabolism
V1464571	map04626	Plant-pathogen interaction
V1013090	map00710	Carbon fixation in photosynthetic organisms
V1370867	map05152	Tuberculosis
V1086654	map00195	Photosynthesis
V1003154	map00195	Photosynthesis
V1053544	map05152	Tuberculosis
V1012496	map05152	Tuberculosis
V1234581	map03010	Ribosome
V1806808	map00710	Carbon fixation in photosynthetic organisms
V1032109	map02010	ABC transporters
V1000122	map04626	Plant-pathogen interaction
V1723592	map03010	Ribosome
V1032263	map00195	Photosynthesis
V1436832	map03018	RNA degradation
V1032060	map00030	Pentose phosphate pathway
V1302192	map02010	ABC transporters
V1020162	map03010	Ribosome
V1392446	map00982	Drug metabolism - cytochrome P450
V1604018	map03010	Ribosome
V1393333	map00982	Drug metabolism - cytochrome P450
V1394803	map05152	Tuberculosis
V1009641	map03020	RNA polymerase
V1198668	map00710	Carbon fixation in photosynthetic organisms
V1570800	map05152	Tuberculosis
V1431607	map03010	Ribosome
V1032264	map00195	Photosynthesis
V1000546	map02030	Bacterial chemotaxis
V1055790	map05152	Tuberculosis
V1482933	map02010	ABC transporters
V1365642	map03010	Ribosome
V1723469	map03010	Ribosome
V1000642	map03018	RNA degradation
V1032873	map03020	RNA polymerase
V1301690	map03010	Ribosome
V1883611	map05152	Tuberculosis
V1429840	map05152	Tuberculosis
V1011087	map05152	Tuberculosis
V1436641	map00650	Butanoate metabolism
V1554020	map02030	Bacterial chemotaxis
V1246962	map03010	Ribosome
V1178410	map03010	Ribosome
V1348573	map03010	Ribosome
V1036253	map04112	Cell cycle - Caulobacter
V1031948	map04112	Cell cycle - Caulobacter
V1265596	map00195	Photosynthesis
V1103660	map00650	Butanoate metabolism
V1315998	map00650	Butanoate metabolism
V1291721	map00760	Nicotinate and nicotinamide metabolism
V1151601	map05010	Alzheimer's disease
V1038323	map02010	ABC transporters
V1007060	map05010	Alzheimer's disease
V1467946	map02030	Bacterial chemotaxis
V1032059	map01051	Biosynthesis of ansamycins
V1198623	map03020	RNA polymerase
V1585173	map00650	Butanoate metabolism
V1376603	map03010	Ribosome
V1032026	map04920	Adipocytokine signaling pathway
V1000549	map00500	Starch and sucrose metabolism
V1074835	map05010	Alzheimer's disease
V1433965	map00650	Butanoate metabolism
V1301614	map03010	Ribosome
V1075934	map03010	Ribosome
V1020161	map03010	Ribosome
V1267658	map05152	Tuberculosis
V1000545	map02010	ABC transporters
V1298130	map03010	Ribosome
V1885649	map03010	Ribosome
V1339929	map00640	Propanoate metabolism
V1034170	map03010	Ribosome
V1016652	map00195	Photosynthesis
V1167457	map05152	Tuberculosis
V1368877	map02030	Bacterial chemotaxis
V1267333	map02010	ABC transporters
V1019461	map00195	Photosynthesis
V1000004	map03020	RNA polymerase
V1108326	map04910	Insulin signaling pathway
V1000943	map03010	Ribosome
V1549263	map05152	Tuberculosis
