Gene	KEGG_module_number	Annotation
V1598369	M00346	Formaldehyde assimilation, serine pathway
V1001201	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000816	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000815	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1000962	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1000814	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000642	M00346	Formaldehyde assimilation, serine pathway
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1001274	M00029	Urea cycle
V1481432	M00002	Glycolysis, core module involving three-carbon compounds
V1000950	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1150432	M00183	RNA polymerase, bacteria
V1000534	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1806743	M00183	RNA polymerase, bacteria
V1256223	M00346	Formaldehyde assimilation, serine pathway
V1806712	M00197	Putative fructooligosaccharide transport system
V1000277	M00376	3-Hydroxypropionate bi-cycle
V1001230	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1000907	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1302774	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1257375	M00178	Ribosome, bacteria
V1581714	M00178	Ribosome, bacteria
V1000276	M00376	3-Hydroxypropionate bi-cycle
V1000390	M00335	Sec (secretion) system
V1000040	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1000867	M00260	DNA polymerase III complex, bacteria
V1164548	M00183	RNA polymerase, bacteria
V1431607	M00178	Ribosome, bacteria
V1001437	M00346	Formaldehyde assimilation, serine pathway
V1000734	M00178	Ribosome, bacteria
V1000925	M00335	Sec (secretion) system
V1000004	M00183	RNA polymerase, bacteria
V1836857	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1001410	M00374	Dicarboxylate-hydroxybutyrate cycle
V1301183	M00239	Peptides/nickel transport system
V1462039	M00276	PTS system, mannose-specific II component
V1000373	M00183	RNA polymerase, bacteria
V1001183	M00164	ATP synthase
V1000487	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1001181	M00164	ATP synthase
V1000106	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1000116	M00002	Glycolysis, core module involving three-carbon compounds
V1000860	M00179	Ribosome, archaea
V1000640	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1430275	M00164	ATP synthase
V1852039	M00183	RNA polymerase, bacteria
V1001051	M00223	Phosphonate transport system
V1302934	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1001429	M00207	Putative multiple sugar transport system
V1912442	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1150496	M00164	ATP synthase
V1001184	M00164	ATP synthase
V1302825	M00179	Ribosome, archaea
V1164541	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1001012	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000406	M00178	Ribosome, bacteria
V1207166	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1580822	M00346	Formaldehyde assimilation, serine pathway
V1000943	M00179	Ribosome, archaea
V1159981	M00164	ATP synthase
V1481280	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1886895	M00179	Ribosome, archaea
V1000546	M00197	Putative fructooligosaccharide transport system
V1257298	M00178	Ribosome, bacteria
V1150536	M00002	Glycolysis, core module involving three-carbon compounds
V1001255	M00197	Putative fructooligosaccharide transport system
V1001252	M00197	Putative fructooligosaccharide transport system
V1000229	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1592992	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033941	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1001200	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1880077	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1891073	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1598348	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1150704	M00207	Putative multiple sugar transport system
V1000886	M00207	Putative multiple sugar transport system
V1001254	M00197	Putative fructooligosaccharide transport system
V1000659	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1001443	M00258	Putative ABC transport system
V1000080	M00178	Ribosome, bacteria
V1000001	M00179	Ribosome, archaea
V1001086	M00178	Ribosome, bacteria
V1204717	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1000630	M00335	Sec (secretion) system
V1000545	M00197	Putative fructooligosaccharide transport system
V1000305	M00346	Formaldehyde assimilation, serine pathway
V1150477	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1806737	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1001084	M00260	DNA polymerase III complex, bacteria
V1836804	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1001099	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1207195	M00207	Putative multiple sugar transport system
V1464170	M00164	ATP synthase
V1000841	M00164	ATP synthase
