Gene	KEGG_pathwayID	Annotation
V1000639	map05010	Alzheimer's disease
V1464571	map04626	Plant-pathogen interaction
V1000122	map04626	Plant-pathogen interaction
V1577228	map05152	Tuberculosis
V1000642	map03018	RNA degradation
V1872766	map00240	Pyrimidine metabolism
V1000534	map00680	Methane metabolism
V1339929	map00640	Propanoate metabolism
V1136222	map04141	Protein processing in endoplasmic reticulum
V1000596	map05152	Tuberculosis
V1000487	map00710	Carbon fixation in photosynthetic organisms
V1600200	map02060	Phosphotransferase system (PTS)
V1430275	map00195	Photosynthesis
V1000116	map04930	Type II diabetes mellitus
V1491685	map03018	RNA degradation
V1431607	map03010	Ribosome
V1136265	map03440	Homologous recombination
V1000549	map00500	Starch and sucrose metabolism
V1164548	map03020	RNA polymerase
V1195882	map00710	Carbon fixation in photosynthetic organisms
V1000836	map03010	Ribosome
V1597389	map03010	Ribosome
V1000004	map03020	RNA polymerase
V1340131	map00520	Amino sugar and nucleotide sugar metabolism
V1912442	map00680	Methane metabolism
V1500383	map05152	Tuberculosis
V1000546	map02030	Bacterial chemotaxis
V1203576	map00680	Methane metabolism
V1392216	map05152	Tuberculosis
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1211229	map00195	Photosynthesis
V1448519	map05010	Alzheimer's disease
V1136163	map03010	Ribosome
V1481435	map02060	Phosphotransferase system (PTS)
V1000545	map02010	ABC transporters
V1000305	map03018	RNA degradation
V1000943	map03010	Ribosome
V1136121	map03010	Ribosome
V1136133	map05152	Tuberculosis
V1000040	map00240	Pyrimidine metabolism
V1836804	map00970	Aminoacyl-tRNA biosynthesis
V1000548	map00500	Starch and sucrose metabolism
V1464170	map00195	Photosynthesis
V1552804	map05152	Tuberculosis
V1155228	map04626	Plant-pathogen interaction
V1886517	map00640	Propanoate metabolism
V1000630	map03070	Bacterial secretion system
V1000841	map00195	Photosynthesis
V1006727	map03010	Ribosome
V1073967	map03010	Ribosome
V1000080	map03010	Ribosome
V1000845	map00520	Amino sugar and nucleotide sugar metabolism
V1136573	map03010	Ribosome
V1852039	map03020	RNA polymerase
V1880135	map04626	Plant-pathogen interaction
V1213705	map00710	Carbon fixation in photosynthetic organisms
V1203556	map00061	Fatty acid biosynthesis
V1576144	map03070	Bacterial secretion system
V1157115	map03018	RNA degradation
V1448327	map00195	Photosynthesis
V1043485	map03010	Ribosome
V1093074	map02030	Bacterial chemotaxis
V1306539	map03010	Ribosome
V1885262	map00650	Butanoate metabolism
V1553618	map03070	Bacterial secretion system
V1381099	map00195	Photosynthesis
V1852094	map00250	Alanine, aspartate and glutamate metabolism
V1000023	map00230	Purine metabolism
V1552772	map04930	Type II diabetes mellitus
V1213513	map00500	Starch and sucrose metabolism
V1033902	map05010	Alzheimer's disease
V1162881	map00521	Streptomycin biosynthesis
V1599322	map03010	Ribosome
V1211334	map03018	RNA degradation
V1886387	map03020	RNA polymerase
V1136122	map03440	Homologous recombination
V1886547	map05010	Alzheimer's disease
V1000944	map03010	Ribosome
V1880077	map00970	Aminoacyl-tRNA biosynthesis
V1033869	map04626	Plant-pathogen interaction
V1886416	map04930	Type II diabetes mellitus
V1299127	map00550	Peptidoglycan biosynthesis
V1576462	map00650	Butanoate metabolism
V1439186	map03010	Ribosome
V1213559	map02010	ABC transporters
V1156179	map03010	Ribosome
V1552718	map03430	Mismatch repair
V1136606	map03010	Ribosome
V1203570	map00520	Amino sugar and nucleotide sugar metabolism
V1000001	map03010	Ribosome
V1046767	map03440	Homologous recombination
V1503139	map03440	Homologous recombination
V1036606	map00195	Photosynthesis
V1136272	map00620	Pyruvate metabolism
V1136248	map03440	Homologous recombination
V1006020	map03010	Ribosome
V1295196	map04112	Cell cycle - Caulobacter
V1000641	map00710	Carbon fixation in photosynthetic organisms
V1599154	map05152	Tuberculosis
V1064534	map03020	RNA polymerase
V1889488	map05010	Alzheimer's disease
V1000106	map00720	Carbon fixation pathways in prokaryotes
V1360328	map03010	Ribosome
V1000504	map00760	Nicotinate and nicotinamide metabolism
V1000132	map03440	Homologous recombination
V1213480	map03440	Homologous recombination
V1000564	map04112	Cell cycle - Caulobacter
V1580955	map05152	Tuberculosis
V1799342	map03020	RNA polymerase
V1000082	map04112	Cell cycle - Caulobacter
V1136115	map03070	Bacterial secretion system
V1000018	map03010	Ribosome
V1211279	map00480	Glutathione metabolism
V1136382	map03010	Ribosome
V1136359	map04724	Glutamatergic synapse
V1136049	map03010	Ribosome
V1000069	map02020	Two-component system
V1573648	map03010	Ribosome
V1000017	map03010	Ribosome
V1592992	map00970	Aminoacyl-tRNA biosynthesis
V1104333	map00330	Arginine and proline metabolism
V1143984	map03018	RNA degradation
V1000093	map05150	Staphylococcus aureus infection
V1000021	map03010	Ribosome
V1364877	map00195	Photosynthesis
V1033474	map04626	Plant-pathogen interaction
V1000171	map02010	ABC transporters
V1000643	map03018	RNA degradation
V1000500	map03430	Mismatch repair
V1356068	map03018	RNA degradation
