Gene	KEGG_pathwayID	Annotation
V1000534	map00680	Methane metabolism
V1431607	map03010	Ribosome
V1000122	map04626	Plant-pathogen interaction
V1000639	map05010	Alzheimer's disease
V1464571	map04626	Plant-pathogen interaction
V1000487	map00710	Carbon fixation in photosynthetic organisms
V1836804	map00970	Aminoacyl-tRNA biosynthesis
V1000943	map03010	Ribosome
V1439186	map03010	Ribosome
V1852039	map03020	RNA polymerase
V1000004	map03020	RNA polymerase
V1553618	map03070	Bacterial secretion system
V1195882	map00710	Carbon fixation in photosynthetic organisms
V1073967	map03010	Ribosome
V1000080	map03010	Ribosome
V1340131	map00520	Amino sugar and nucleotide sugar metabolism
V1000944	map03010	Ribosome
V1481435	map02060	Phosphotransferase system (PTS)
V1880077	map00970	Aminoacyl-tRNA biosynthesis
V1000845	map00520	Amino sugar and nucleotide sugar metabolism
V1000305	map03018	RNA degradation
V1392006	map03010	Ribosome
V1000549	map00500	Starch and sucrose metabolism
V1000836	map03010	Ribosome
V1306539	map03010	Ribosome
V1339929	map00640	Propanoate metabolism
V1000546	map02030	Bacterial chemotaxis
V1430275	map00195	Photosynthesis
V1000630	map03070	Bacterial secretion system
V1000116	map04930	Type II diabetes mellitus
V1577228	map05152	Tuberculosis
V1912442	map00680	Methane metabolism
V1033869	map04626	Plant-pathogen interaction
V1000003	map03010	Ribosome
V1491685	map03018	RNA degradation
V1519450	map00710	Carbon fixation in photosynthetic organisms
V1573648	map03010	Ribosome
V1360328	map03010	Ribosome
V1000093	map05150	Staphylococcus aureus infection
V1000533	map00240	Pyrimidine metabolism
V1382281	map03010	Ribosome
V1104333	map00330	Arginine and proline metabolism
V1000106	map00720	Carbon fixation pathways in prokaryotes
V1006727	map03010	Ribosome
V1576144	map03070	Bacterial secretion system
V1886558	map00710	Carbon fixation in photosynthetic organisms
V1491714	map03010	Ribosome
V1078022	map03010	Ribosome
V1000001	map03010	Ribosome
V1076330	map03440	Homologous recombination
V1033881	map03018	RNA degradation
V1164548	map03020	RNA polymerase
V1581223	map03440	Homologous recombination
V1000525	map00770	Pantothenate and CoA biosynthesis
V1000040	map00240	Pyrimidine metabolism
V1852094	map00250	Alanine, aspartate and glutamate metabolism
V1000545	map02010	ABC transporters
V1000548	map00500	Starch and sucrose metabolism
V1043485	map03010	Ribosome
V1574080	map00900	Terpenoid backbone biosynthesis
V1000596	map05152	Tuberculosis
V1607545	map02010	ABC transporters
V1000044	map00910	Nitrogen metabolism
