gene	geneProduct
V1162241	gram-positive signal peptide%2C YSIRK family
V1430591	hypothetical protein
V1086186	putative hydrolase
V1334911	30S ribosomal protein S2
V1301930	50S ribosomal protein L7/L12
V1013253	Elongation factor Tu
V1356479	Fimbrial subunit type 1 precursor
V1394389	Cyclodextrin-binding protein precursor
V1009516	Enolase
V1602882	hypothetical protein
V1239646	hypothetical protein
V1239069	Helix-destabilizing protein
V1555046	Translation initiation factor IF-1
V1015704	Formate acetyltransferase 1
V1723757	50S ribosomal protein L21
V1040547	Putative amidase domain protein
V1042310	hypothetical protein
V1000122	Elongation factor Tu
V1140472	50S ribosomal protein L11
V1723592	30S ribosomal protein S16
V1009512	Putative thiamine biosynthesis protein
V1431607	50S ribosomal protein L21
V1037079	Putative HMP/thiamine permease protein YkoE
V1409431	30S ribosomal protein S4
V1687741	Maltodextrin-binding protein
V1265517	Trehalose import ATP-binding protein SugC
V1386117	Elongation factor Ts
V1362787	30S ribosomal protein S15
V1013250	Cold shock protein CspC
V1016650	F-type ATPase subunit b
V1037868	hypothetical protein
V1038361	Elongation factor Tu
V1301559	hypothetical protein
V1329121	Fimbrial subunit type 1 precursor
V1011667	hypothetical protein
V1348573	30S ribosomal protein S5
V1168807	Translation initiation factor IF-1
V1107502	Putative amidase domain protein
V1612596	hypothetical protein
V1383841	50S ribosomal protein L10
V1076325	hypothetical protein
V1421861	hypothetical protein
V1585736	single-stranded DNA-binding protein
V1020161	hypothetical protein
V1168094	50S ribosomal protein L6
V1430373	30S ribosomal protein S6
V1000546	Maltose/maltodextrin-binding protein precursor
V1123844	cell division protein GpsB
V1464571	Elongation factor Tu-B
V1724122	30S ribosomal protein S15
V1157772	Translation initiation factor IF-3
V1836823	hypothetical protein
V1195096	30S ribosomal protein S2
V1884207	Maltose transport system permease protein MalF
V1498789	hypothetical protein
V1009625	preprotein translocase subunit YajC
V1436495	co-chaperonin GroES
V1011230	Alkyl hydroperoxide reductase subunit C
V1037518	50S ribosomal protein L7/L12
V1337358	Thiol-activated cytolysin
V1036253	Cell division protein FtsZ
V1007262	R3H domain protein
V1819269	50S ribosomal protein L2
V1687755	30S ribosomal protein S10
V1000639	Glyceraldehyde-3-phosphate dehydrogenase
V1237509	Fimbrial subunit type 1 precursor
V1554160	50S ribosomal protein L6
V1351200	trigger factor
V1687756	preprotein translocase subunit SecY
V1620435	hypothetical protein
V1000534	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1052203	preprotein translocase subunit SecA
V1312248	Trigger factor
V1166828	hypothetical protein
V1383974	30S ribosomal protein S1
V1145315	DNA-directed RNA polymerase subunit alpha
V1054643	hypothetical protein
V1000836	50S ribosomal protein L31 type B
V1723469	50S ribosomal protein L5
V1073967	50S ribosomal protein L10
V1000549	Maltose phosphorylase
V1167759	Pyruvate kinase
V1604018	50S ribosomal protein L2
V1172284	hypothetical protein
V1020162	50S ribosomal protein L29
V1075934	50S ribosomal protein L10
V1246962	50S ribosomal protein L16
V1000642	Enolase
V1019461	ATP synthase subunit beta
V1000080	hypothetical protein
V1198623	DNA-directed RNA polymerase subunit beta'
V1852039	RNAP delta factor
V1430170	Putative L%2CD-transpeptidase LppS precursor
