Gene	KEGG_module_number	Annotation
V1334911	M00179	Ribosome, archaea
V1301930	M00178	Ribosome, bacteria
V1394389	M00197	Putative fructooligosaccharide transport system
V1009516	M00346	Formaldehyde assimilation, serine pathway
V1239646	M00178	Ribosome, bacteria
V1723757	M00178	Ribosome, bacteria
V1140472	M00179	Ribosome, archaea
V1723592	M00178	Ribosome, bacteria
V1009512	M00188	NitT/TauT family transport system
V1431607	M00178	Ribosome, bacteria
V1409431	M00179	Ribosome, archaea
V1687741	M00197	Putative fructooligosaccharide transport system
V1265517	M00206	Cellobiose transport system
V1234581	M00178	Ribosome, bacteria
V1362787	M00179	Ribosome, archaea
V1016650	M00164	ATP synthase
V1301559	M00178	Ribosome, bacteria
V1011667	M00178	Ribosome, bacteria
V1348573	M00179	Ribosome, archaea
V1383841	M00179	Ribosome, archaea
V1020161	M00179	Ribosome, archaea
V1168094	M00179	Ribosome, archaea
V1430373	M00178	Ribosome, bacteria
V1000546	M00197	Putative fructooligosaccharide transport system
V1724122	M00179	Ribosome, archaea
V1301690	M00178	Ribosome, bacteria
V1195096	M00179	Ribosome, archaea
V1884207	M00197	Putative fructooligosaccharide transport system
V1498789	M00178	Ribosome, bacteria
V1009625	M00335	Sec (secretion) system
V1384044	M00197	Putative fructooligosaccharide transport system
V1037518	M00178	Ribosome, bacteria
V1554285	M00179	Ribosome, archaea
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1554160	M00179	Ribosome, archaea
V1687756	M00335	Sec (secretion) system
V1482934	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1000534	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1052203	M00335	Sec (secretion) system
V1383974	M00178	Ribosome, bacteria
V1145315	M00183	RNA polymerase, bacteria
V1000836	M00178	Ribosome, bacteria
V1723469	M00179	Ribosome, archaea
V1073967	M00179	Ribosome, archaea
V1554270	M00179	Ribosome, archaea
V1167759	M00002	Glycolysis, core module involving three-carbon compounds
V1604018	M00179	Ribosome, archaea
V1881401	M00164	ATP synthase
V1020162	M00179	Ribosome, archaea
V1075934	M00179	Ribosome, archaea
V1246962	M00178	Ribosome, bacteria
V1000642	M00346	Formaldehyde assimilation, serine pathway
V1019461	M00164	ATP synthase
V1000080	M00178	Ribosome, bacteria
V1198623	M00183	RNA polymerase, bacteria
V1852039	M00183	RNA polymerase, bacteria
V1347762	M00178	Ribosome, bacteria
V1200931	M00178	Ribosome, bacteria
V1000004	M00183	RNA polymerase, bacteria
V1266177	M00239	Peptides/nickel transport system
V1016652	M00164	ATP synthase
V1554020	M00197	Putative fructooligosaccharide transport system
V1000545	M00197	Putative fructooligosaccharide transport system
V1365642	M00179	Ribosome, archaea
V1000943	M00179	Ribosome, archaea
V1032287	M00178	Ribosome, bacteria
V1015427	M00374	Dicarboxylate-hydroxybutyrate cycle
V1298130	M00178	Ribosome, bacteria
V1009641	M00183	RNA polymerase, bacteria
V1036261	M00197	Putative fructooligosaccharide transport system
V1036256	M00197	Putative fructooligosaccharide transport system
V1526141	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1198712	M00164	ATP synthase
V1151601	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1484064	M00197	Putative fructooligosaccharide transport system
V1597704	M00178	Ribosome, bacteria
V1020102	M00183	RNA polymerase, bacteria
V1885649	M00178	Ribosome, bacteria
V1440555	M00164	ATP synthase
V1012446	M00179	Ribosome, archaea
V1020308	M00178	Ribosome, bacteria
V1705007	M00335	Sec (secretion) system
V1196712	M00206	Cellobiose transport system
V1724150	M00178	Ribosome, bacteria
V1383863	M00178	Ribosome, bacteria
V1430275	M00164	ATP synthase
V1006110	M00179	Ribosome, archaea
V1619237	M00179	Ribosome, archaea
V1395005	M00164	ATP synthase
V1302071	M00178	Ribosome, bacteria
V1006125	M00346	Formaldehyde assimilation, serine pathway
V1376603	M00179	Ribosome, archaea
V1000944	M00179	Ribosome, archaea
V1459473	M00335	Sec (secretion) system
V1099394	M00197	Putative fructooligosaccharide transport system
V1362785	M00197	Putative fructooligosaccharide transport system
V1038252	M00164	ATP synthase
V1306539	M00179	Ribosome, archaea
V1441535	M00197	Putative fructooligosaccharide transport system
V1370810	M00179	Ribosome, archaea
V1000116	M00002	Glycolysis, core module involving three-carbon compounds
V1164548	M00183	RNA polymerase, bacteria
V1704984	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1000630	M00335	Sec (secretion) system
V1000886	M00207	Putative multiple sugar transport system
V1038323	M00197	Putative fructooligosaccharide transport system
V1006063	M00179	Ribosome, archaea
V1001368	M00276	PTS system, mannose-specific II component
V1439186	M00178	Ribosome, bacteria
V1016006	M00179	Ribosome, archaea
V1912442	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1301614	M00179	Ribosome, archaea
V1006251	M00179	Ribosome, archaea
V1265052	M00346	Formaldehyde assimilation, serine pathway
V1318362	M00179	Ribosome, archaea
V1000845	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1000487	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1034170	M00179	Ribosome, archaea
V1267333	M00239	Peptides/nickel transport system
V1158372	M00164	ATP synthase
V1098956	M00178	Ribosome, bacteria
V1266138	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1354174	M00179	Ribosome, archaea
V1430683	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1000305	M00346	Formaldehyde assimilation, serine pathway
V1239564	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1160714	M00179	Ribosome, archaea
V1445419	M00002	Glycolysis, core module involving three-carbon compounds
V1482770	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1036755	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1364027	M00197	Putative fructooligosaccharide transport system
V1037884	M00179	Ribosome, archaea
V1093074	M00197	Putative fructooligosaccharide transport system
V1000171	M00239	Peptides/nickel transport system
V1018177	M00179	Ribosome, archaea
V1012447	M00179	Ribosome, archaea
V1036735	M00183	RNA polymerase, bacteria
V1301798	M00178	Ribosome, bacteria
V1032060	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1836804	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1553618	M00335	Sec (secretion) system
V1383835	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1724279	M00197	Putative fructooligosaccharide transport system
V1036212	M00197	Putative fructooligosaccharide transport system
V1573648	M00178	Ribosome, bacteria
V1009518	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
V1239567	M00178	Ribosome, bacteria
V1458477	M00178	Ribosome, bacteria
V1006265	M00178	Ribosome, bacteria
V1012312	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1301297	M00179	Ribosome, archaea
V1491714	M00178	Ribosome, bacteria
