Gene	KEGG_pathwayID	Annotation
V1239646	map03010	Ribosome
V1394389	map02030	Bacterial chemotaxis
V1436641	map00650	Butanoate metabolism
V1038361	map04626	Plant-pathogen interaction
V1337358	map04621	NOD-like receptor signaling pathway
V1037518	map03010	Ribosome
V1168094	map03010	Ribosome
V1526141	map00970	Aminoacyl-tRNA biosynthesis
V1145315	map03020	RNA polymerase
V1195096	map03010	Ribosome
V1884207	map02010	ABC transporters
V1440555	map00195	Photosynthesis
V1458477	map03010	Ribosome
V1464571	map04626	Plant-pathogen interaction
V1154539	map05010	Alzheimer's disease
V1366835	map03010	Ribosome
V1362787	map03010	Ribosome
V1395005	map00195	Photosynthesis
V1200931	map03010	Ribosome
V1436794	map02030	Bacterial chemotaxis
V1185257	map05010	Alzheimer's disease
V1501533	map03010	Ribosome
V1266177	map02010	ABC transporters
V1000122	map04626	Plant-pathogen interaction
V1705007	map03070	Bacterial secretion system
V1806808	map00710	Carbon fixation in photosynthetic organisms
V1239818	map00520	Amino sugar and nucleotide sugar metabolism
V1081232	map00650	Butanoate metabolism
V1484175	map00970	Aminoacyl-tRNA biosynthesis
V1038252	map00195	Photosynthesis
V1265052	map03018	RNA degradation
V1006110	map03010	Ribosome
V1036261	map02010	ABC transporters
V1036256	map02010	ABC transporters
V1301930	map03010	Ribosome
V1000639	map05010	Alzheimer's disease
V1806795	map05010	Alzheimer's disease
V1484064	map02030	Bacterial chemotaxis
V1006125	map03018	RNA degradation
V1431607	map03010	Ribosome
V1006063	map03010	Ribosome
V1037884	map03010	Ribosome
V1704984	map00730	Thiamine metabolism
V1196712	map02010	ABC transporters
V1266170	map00720	Carbon fixation pathways in prokaryotes
V1370810	map03010	Ribosome
V1158372	map00195	Photosynthesis
V1364027	map02010	ABC transporters
V1267044	map00520	Amino sugar and nucleotide sugar metabolism
V1139685	map03010	Ribosome
V1237384	map00520	Amino sugar and nucleotide sugar metabolism
V1445176	map00710	Carbon fixation in photosynthetic organisms
V1239604	map03020	RNA polymerase
V1099394	map02010	ABC transporters
V1140341	map00710	Carbon fixation in photosynthetic organisms
V1237432	map00195	Photosynthesis
V1409950	map02010	ABC transporters
V1383974	map03010	Ribosome
V1237403	map00030	Pentose phosphate pathway
V1035843	map03010	Ribosome
V1354174	map03010	Ribosome
V1239564	map00240	Pyrimidine metabolism
