Gene	KEGG_pathwayID	Annotation
V1872766	map00240	Pyrimidine metabolism
V1204502	map00240	Pyrimidine metabolism
V1033557	map05010	Alzheimer's disease
V1032381	map00720	Carbon fixation pathways in prokaryotes
V1150427	map00710	Carbon fixation in photosynthetic organisms
V1032679	map03420	Nucleotide excision repair
V1033097	map00250	Alanine, aspartate and glutamate metabolism
V1032473	map00550	Peptidoglycan biosynthesis
V1047215	map00480	Glutathione metabolism
V1033549	map03018	RNA degradation
V1884555	map00970	Aminoacyl-tRNA biosynthesis
V1891377	map00190	Oxidative phosphorylation
V1032665	map03430	Mismatch repair
V1047062	map03440	Homologous recombination
V1032299	map03430	Mismatch repair
V1828770	map00720	Carbon fixation pathways in prokaryotes
V1033127	map04112	Cell cycle - Caulobacter
V1032626	map00720	Carbon fixation pathways in prokaryotes
V1199409	map02010	ABC transporters
V1150392	map00500	Starch and sucrose metabolism
V1338863	map04930	Type II diabetes mellitus
V1032310	map03430	Mismatch repair
V1143165	map00680	Methane metabolism
V1033079	map00680	Methane metabolism
V1033276	map00970	Aminoacyl-tRNA biosynthesis
V1047039	map03070	Bacterial secretion system
V1552696	map03420	Nucleotide excision repair
V1033256	map03440	Homologous recombination
V1033464	map04724	Glutamatergic synapse
V1883383	map02010	ABC transporters
V1033346	map00970	Aminoacyl-tRNA biosynthesis
V1237103	map02060	Phosphotransferase system (PTS)
V1032641	map03440	Homologous recombination
V1033629	map05152	Tuberculosis
V1796834	map03430	Mismatch repair
V1891109	map02020	Two-component system
V1034187	map03440	Homologous recombination
V1033009	map00500	Starch and sucrose metabolism
V1047070	map00550	Peptidoglycan biosynthesis
V1032397	map03440	Homologous recombination
V1608693	map00300	Lysine biosynthesis
V1199359	map02060	Phosphotransferase system (PTS)
V1032804	map00480	Glutathione metabolism
V1034201	map02010	ABC transporters
V1034259	map04626	Plant-pathogen interaction
V1032728	map00550	Peptidoglycan biosynthesis
V1684154	map03020	RNA polymerase
V1755572	map02020	Two-component system
V1034296	map00620	Pyruvate metabolism
V1032881	map03440	Homologous recombination
V1163789	map00230	Purine metabolism
V1033413	map00250	Alanine, aspartate and glutamate metabolism
V1033132	map00550	Peptidoglycan biosynthesis
V1684170	map04112	Cell cycle - Caulobacter
V1883309	map00900	Terpenoid backbone biosynthesis
V1033030	map00230	Purine metabolism
V1032990	map02010	ABC transporters
V1755580	map00640	Propanoate metabolism
V1684155	map03020	RNA polymerase
V1033667	map00270	Cysteine and methionine metabolism
V1047198	map00250	Alanine, aspartate and glutamate metabolism
V1216924	map00240	Pyrimidine metabolism
V1884499	map02010	ABC transporters
V1796839	map02020	Two-component system
V1796925	map00030	Pentose phosphate pathway
V1552781	map03440	Homologous recombination
V1883274	map00720	Carbon fixation pathways in prokaryotes
V1032670	map00520	Amino sugar and nucleotide sugar metabolism
V1047177	map00500	Starch and sucrose metabolism
V1032374	map05150	Staphylococcus aureus infection
V1032318	map03430	Mismatch repair
V1884596	map03440	Homologous recombination
V1032601	map02060	Phosphotransferase system (PTS)
V1101424	map00550	Peptidoglycan biosynthesis
V1552755	map00561	Glycerolipid metabolism
V1032415	map00983	Drug metabolism - other enzymes
V1883097	map00520	Amino sugar and nucleotide sugar metabolism
V1684156	map00970	Aminoacyl-tRNA biosynthesis
V1034221	map00521	Streptomycin biosynthesis
V1032620	map00240	Pyrimidine metabolism
V1101399	map00983	Drug metabolism - other enzymes
V1032517	map03440	Homologous recombination
V1033414	map00250	Alanine, aspartate and glutamate metabolism
V1032739	map02010	ABC transporters
V1032307	map02060	Phosphotransferase system (PTS)
V1033078	map03440	Homologous recombination
V1033170	map00900	Terpenoid backbone biosynthesis
V1206514	map00230	Purine metabolism
V1032825	map03070	Bacterial secretion system
V1684175	map05150	Staphylococcus aureus infection
V1034282	map02060	Phosphotransferase system (PTS)
V1149114	map02010	ABC transporters
V1032883	map04112	Cell cycle - Caulobacter
V1033025	map00624	Polycyclic aromatic hydrocarbon degradation
V1338860	map00970	Aminoacyl-tRNA biosynthesis
V1808252	map04626	Plant-pathogen interaction
V1033361	map03018	RNA degradation
V1891261	map03020	RNA polymerase
V1047061	map00970	Aminoacyl-tRNA biosynthesis
V1032558	map00520	Amino sugar and nucleotide sugar metabolism
V1032792	map00520	Amino sugar and nucleotide sugar metabolism
V1033273	map00052	Galactose metabolism
V1033562	map02010	ABC transporters
V1101416	map02010	ABC transporters
V1032779	map00550	Peptidoglycan biosynthesis
V1755579	map03018	RNA degradation
V1033558	map00710	Carbon fixation in photosynthetic organisms
V1034275	map04974	Protein digestion and absorption
V1032563	map00710	Carbon fixation in photosynthetic organisms
V1032745	map02010	ABC transporters
V1032715	map00970	Aminoacyl-tRNA biosynthesis
V1684172	map02010	ABC transporters
V1884576	map00195	Photosynthesis
V1806647	map03030	DNA replication
V1885172	map00195	Photosynthesis
V1032372	map05150	Staphylococcus aureus infection
V1032410	map00240	Pyrimidine metabolism
V1032928	map00564	Glycerophospholipid metabolism
V1684139	map03430	Mismatch repair
V1032434	map00970	Aminoacyl-tRNA biosynthesis
V1204519	map03420	Nucleotide excision repair
V1143187	map02010	ABC transporters
V1884715	map03430	Mismatch repair
V1047159	map00650	Butanoate metabolism
V1796843	map00710	Carbon fixation in photosynthetic organisms
V1032309	map05152	Tuberculosis
V1033161	map00600	Sphingolipid metabolism
V1032228	map00550	Peptidoglycan biosynthesis
V1047267	map03018	RNA degradation
V1047148	map02010	ABC transporters
V1032741	map00190	Oxidative phosphorylation
V1033033	map00970	Aminoacyl-tRNA biosynthesis
V1032631	map02030	Bacterial chemotaxis
V1047286	map03440	Homologous recombination
V1204804	map00630	Glyoxylate and dicarboxylate metabolism
V1033119	map00053	Ascorbate and aldarate metabolism
V1033463	map00910	Nitrogen metabolism
V1032212	map00910	Nitrogen metabolism
V1032922	map00760	Nicotinate and nicotinamide metabolism
V1033086	map02010	ABC transporters
V1047060	map02010	ABC transporters
V1033117	map00710	Carbon fixation in photosynthetic organisms
V1204768	map03430	Mismatch repair
V1032291	map00051	Fructose and mannose metabolism
V1047213	map00561	Glycerolipid metabolism
V1032681	map00640	Propanoate metabolism
V1033045	map00500	Starch and sucrose metabolism
V1886198	map04724	Glutamatergic synapse
V1047288	map00190	Oxidative phosphorylation
V1032592	map00983	Drug metabolism - other enzymes
V1033003	map02060	Phosphotransferase system (PTS)
V1033499	map00970	Aminoacyl-tRNA biosynthesis
V1033466	map02010	ABC transporters
V1204788	map03420	Nucleotide excision repair
V1046974	map03440	Homologous recombination
V1032931	map00051	Fructose and mannose metabolism
V1032407	map00520	Amino sugar and nucleotide sugar metabolism
V1032649	map02020	Two-component system
V1033267	map00561	Glycerolipid metabolism
V1032351	map00970	Aminoacyl-tRNA biosynthesis
V1552707	map03018	RNA degradation
V1032684	map00240	Pyrimidine metabolism
V1033050	map02020	Two-component system
V1032302	map00970	Aminoacyl-tRNA biosynthesis
V1366239	map03440	Homologous recombination
V1806611	map00620	Pyruvate metabolism
V1033340	map03440	Homologous recombination
V1032571	map02020	Two-component system
V1806580	map00550	Peptidoglycan biosynthesis
V1032476	map00630	Glyoxylate and dicarboxylate metabolism
V1032814	map03010	Ribosome
V1033563	map00230	Purine metabolism
V1203404	map00970	Aminoacyl-tRNA biosynthesis
V1047007	map00970	Aminoacyl-tRNA biosynthesis
V1032342	map00195	Photosynthesis
V1891370	map00620	Pyruvate metabolism
V1047109	map03430	Mismatch repair
V1034247	map00480	Glutathione metabolism
V1034255	map00906	Carotenoid biosynthesis
V1033096	map03020	RNA polymerase
V1806654	map00624	Polycyclic aromatic hydrocarbon degradation
V1033110	map00450	Selenocompound metabolism
V1032740	map02010	ABC transporters
V1204704	map02060	Phosphotransferase system (PTS)
V1684077	map04112	Cell cycle - Caulobacter
V1033102	map00500	Starch and sucrose metabolism
V1033595	map00550	Peptidoglycan biosynthesis
V1047144	map00970	Aminoacyl-tRNA biosynthesis
V1047145	map02010	ABC transporters
V1885173	map00240	Pyrimidine metabolism
V1033168	map00520	Amino sugar and nucleotide sugar metabolism
V1032923	map00627	Aminobenzoate degradation
V1033032	map00970	Aminoacyl-tRNA biosynthesis
V1033043	map00910	Nitrogen metabolism
V1032882	map03440	Homologous recombination
V1032292	map00760	Nicotinate and nicotinamide metabolism
V1032733	map00630	Glyoxylate and dicarboxylate metabolism
V1033053	map00520	Amino sugar and nucleotide sugar metabolism
V1032989	map00330	Arginine and proline metabolism
V1101503	map00190	Oxidative phosphorylation
V1032356	map00650	Butanoate metabolism
V1033126	map02010	ABC transporters
V1033416	map00230	Purine metabolism
V1047206	map02060	Phosphotransferase system (PTS)
V1033392	map00730	Thiamine metabolism
V1034199	map00240	Pyrimidine metabolism
V1886371	map00473	D-Alanine metabolism
V1032474	map00250	Alanine, aspartate and glutamate metabolism
V1032750	map03010	Ribosome
V1033120	map00040	Pentose and glucuronate interconversions
V1032829	map03010	Ribosome
V1033682	map00053	Ascorbate and aldarate metabolism
V1032402	map03070	Bacterial secretion system
V1033129	map02060	Phosphotransferase system (PTS)
V1032406	map00564	Glycerophospholipid metabolism
