Gene	KEGG_pathwayID	Annotation
V1000642	map03018	RNA degradation
V1464571	map04626	Plant-pathogen interaction
V1000639	map05010	Alzheimer's disease
V1912442	map00680	Methane metabolism
V1000122	map04626	Plant-pathogen interaction
V1000116	map04930	Type II diabetes mellitus
V1000534	map00680	Methane metabolism
V1000004	map03020	RNA polymerase
V1430275	map00195	Photosynthesis
V1431607	map03010	Ribosome
V1164548	map03020	RNA polymerase
V1000596	map05152	Tuberculosis
V1000545	map02010	ABC transporters
V1580955	map05152	Tuberculosis
V1339929	map00640	Propanoate metabolism
V1000549	map00500	Starch and sucrose metabolism
V1000546	map02030	Bacterial chemotaxis
V1481435	map02060	Phosphotransferase system (PTS)
V1852039	map03020	RNA polymerase
V1000487	map00710	Carbon fixation in photosynthetic organisms
V1000836	map03010	Ribosome
V1577228	map05152	Tuberculosis
V1073967	map03010	Ribosome
V1000943	map03010	Ribosome
V1000040	map00240	Pyrimidine metabolism
V1043485	map03010	Ribosome
V1576144	map03070	Bacterial secretion system
V1464170	map00195	Photosynthesis
V1000840	map00195	Photosynthesis
V1000305	map03018	RNA degradation
V1552804	map05152	Tuberculosis
V1000841	map00195	Photosynthesis
V1000080	map03010	Ribosome
V1552772	map04930	Type II diabetes mellitus
V1000548	map00500	Starch and sucrose metabolism
V1306539	map03010	Ribosome
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1886416	map04930	Type II diabetes mellitus
V1836804	map00970	Aminoacyl-tRNA biosynthesis
V1000944	map03010	Ribosome
V1093074	map02030	Bacterial chemotaxis
V1000630	map03070	Bacterial secretion system
V1000106	map00720	Carbon fixation pathways in prokaryotes
V1439186	map03010	Ribosome
V1006020	map03010	Ribosome
V1195882	map00710	Carbon fixation in photosynthetic organisms
V1164541	map00240	Pyrimidine metabolism
V1162881	map00521	Streptomycin biosynthesis
V1553618	map03070	Bacterial secretion system
V1000018	map03010	Ribosome
V1392216	map05152	Tuberculosis
V1000003	map03010	Ribosome
V1592992	map00970	Aminoacyl-tRNA biosynthesis
V1000017	map03010	Ribosome
V1573648	map03010	Ribosome
V1000499	map00970	Aminoacyl-tRNA biosynthesis
V1001368	map02060	Phosphotransferase system (PTS)
V1036606	map00195	Photosynthesis
V1144358	map03010	Ribosome
V1301126	map00520	Amino sugar and nucleotide sugar metabolism
V1889488	map05010	Alzheimer's disease
V1519450	map00710	Carbon fixation in photosynthetic organisms
V1000021	map03010	Ribosome
V1000845	map00520	Amino sugar and nucleotide sugar metabolism
V1000001	map03010	Ribosome
V1852094	map00250	Alanine, aspartate and glutamate metabolism
V1000093	map05150	Staphylococcus aureus infection
V1420559	map00250	Alanine, aspartate and glutamate metabolism
V1295196	map04112	Cell cycle - Caulobacter
V1886517	map00640	Propanoate metabolism
V1144133	map02010	ABC transporters
V1059001	map02060	Phosphotransferase system (PTS)
V1299127	map00550	Peptidoglycan biosynthesis
V1000172	map02010	ABC transporters
V1000044	map00910	Nitrogen metabolism
V1481324	map00970	Aminoacyl-tRNA biosynthesis
V1392006	map03010	Ribosome
V1000023	map00230	Purine metabolism
V1430573	map02010	ABC transporters
V1000171	map02010	ABC transporters
V1880077	map00970	Aminoacyl-tRNA biosynthesis
V1552718	map03430	Mismatch repair
V1000643	map03018	RNA degradation
V1000082	map04112	Cell cycle - Caulobacter
V1000835	map00550	Peptidoglycan biosynthesis
V1000057	map00230	Purine metabolism
V1503139	map03440	Homologous recombination
V1886558	map00710	Carbon fixation in photosynthetic organisms
V1356383	map02010	ABC transporters
V1364877	map00195	Photosynthesis
V1360328	map03010	Ribosome
V1000563	map00230	Purine metabolism
V1574099	map02060	Phosphotransferase system (PTS)
V1006727	map03010	Ribosome
V1143984	map03018	RNA degradation
V1006017	map00240	Pyrimidine metabolism
V1000842	map00195	Photosynthesis
V1064534	map03020	RNA polymerase
V1381099	map00195	Photosynthesis
V1033869	map04626	Plant-pathogen interaction
V1000641	map00710	Carbon fixation in photosynthetic organisms
V1000132	map03440	Homologous recombination
V1886653	map00250	Alanine, aspartate and glutamate metabolism
V1000008	map00230	Purine metabolism
V1000834	map03018	RNA degradation
V1000634	map03420	Nucleotide excision repair
V1033925	map00195	Photosynthesis
V1356068	map03018	RNA degradation
V1491714	map03010	Ribosome
V1836820	map00550	Peptidoglycan biosynthesis
V1006021	map03010	Ribosome
V1144304	map03010	Ribosome
V1000326	map00970	Aminoacyl-tRNA biosynthesis
V1001475	map02010	ABC transporters
V1886712	map00520	Amino sugar and nucleotide sugar metabolism
V1033902	map05010	Alzheimer's disease
V1607575	map03440	Homologous recombination
V1391945	map02060	Phosphotransferase system (PTS)
V1000500	map03430	Mismatch repair
V1104333	map00330	Arginine and proline metabolism
V1469363	map00760	Nicotinate and nicotinamide metabolism
V1464441	map00970	Aminoacyl-tRNA biosynthesis
V1340131	map00520	Amino sugar and nucleotide sugar metabolism
V1001468	map00970	Aminoacyl-tRNA biosynthesis
V1392051	map00720	Carbon fixation pathways in prokaryotes
V1852083	map03010	Ribosome
V1000162	map00790	Folate biosynthesis
V1000151	map03010	Ribosome
V1158426	map02060	Phosphotransferase system (PTS)
V1000547	map02010	ABC transporters
V1482595	map03010	Ribosome
V1000300	map00970	Aminoacyl-tRNA biosynthesis
V1886582	map00710	Carbon fixation in photosynthetic organisms
V1000069	map02020	Two-component system
V1608313	map04930	Type II diabetes mellitus
V1500383	map05152	Tuberculosis
V1000601	map00970	Aminoacyl-tRNA biosynthesis
V1033803	map00195	Photosynthesis
V1000301	map00230	Purine metabolism
V1553655	map00790	Folate biosynthesis
V1000502	map00983	Drug metabolism - other enzymes
V1886965	map00520	Amino sugar and nucleotide sugar metabolism
V1101641	map00500	Starch and sucrose metabolism
V1000076	map03010	Ribosome
V1046767	map03440	Homologous recombination
V1000833	map00473	D-Alanine metabolism
V1552729	map03010	Ribosome
V1000533	map00240	Pyrimidine metabolism
V1000168	map00970	Aminoacyl-tRNA biosynthesis
V1000307	map04724	Glutamatergic synapse
V1000505	map00051	Fructose and mannose metabolism
V1078022	map03010	Ribosome
V1000312	map03010	Ribosome
V1000011	map03010	Ribosome
V1608875	map03010	Ribosome
V1852084	map03010	Ribosome
V1000318	map00970	Aminoacyl-tRNA biosynthesis
V1164544	map03440	Homologous recombination
V1144329	map00330	Arginine and proline metabolism
V1339870	map04112	Cell cycle - Caulobacter
V1000632	map00564	Glycerophospholipid metabolism
V1852121	map00450	Selenocompound metabolism
V1580898	map03010	Ribosome
V1000009	map03010	Ribosome
V1392504	map03010	Ribosome
V1580921	map05152	Tuberculosis
V1364188	map00195	Photosynthesis
V1058821	map03440	Homologous recombination
V1297375	map03010	Ribosome
V1339886	map00520	Amino sugar and nucleotide sugar metabolism
V1000637	map04112	Cell cycle - Caulobacter
V1879918	map03010	Ribosome
V1006820	map02010	ABC transporters
V1552713	map00520	Amino sugar and nucleotide sugar metabolism
V1006022	map00270	Cysteine and methionine metabolism
V1481366	map03010	Ribosome
V1469298	map02060	Phosphotransferase system (PTS)
V1000882	map00720	Carbon fixation pathways in prokaryotes
V1580709	map03010	Ribosome
V1382281	map03010	Ribosome
V1491685	map03018	RNA degradation
V1000892	map00520	Amino sugar and nucleotide sugar metabolism
V1000564	map04112	Cell cycle - Caulobacter
V1076330	map03440	Homologous recombination
V1362252	map00643	Styrene degradation
V1033474	map04626	Plant-pathogen interaction
V1886466	map03010	Ribosome
V1541135	map00500	Starch and sucrose metabolism
V1000594	map00250	Alanine, aspartate and glutamate metabolism
V1000117	map03013	RNA transport
V1000526	map03430	Mismatch repair
V1000161	map02010	ABC transporters
V1000013	map03010	Ribosome
V1886377	map00770	Pantothenate and CoA biosynthesis
V1164543	map00900	Terpenoid backbone biosynthesis
V1851983	map03430	Mismatch repair
V1000092	map05150	Staphylococcus aureus infection
V1000605	map03430	Mismatch repair
V1577140	map03020	RNA polymerase
V1000077	map03440	Homologous recombination
V1522031	map00300	Lysine biosynthesis
V1000152	map03070	Bacterial secretion system
V1340164	map00195	Photosynthesis
V1000144	map03010	Ribosome
V1609309	map04112	Cell cycle - Caulobacter
V1000831	map03420	Nucleotide excision repair
V1879897	map00640	Propanoate metabolism
V1295109	map04621	NOD-like receptor signaling pathway
V1000173	map03440	Homologous recombination
V1042355	map02060	Phosphotransferase system (PTS)
V1000140	map00970	Aminoacyl-tRNA biosynthesis
V1594229	map00480	Glutathione metabolism
V1000633	map03420	Nucleotide excision repair
V1339704	map02010	ABC transporters
V1033302	map03070	Bacterial secretion system
V1000294	map03030	DNA replication
V1852100	map00730	Thiamine metabolism
V1000139	map03440	Homologous recombination
V1852111	map00561	Glycerolipid metabolism
V1519991	map03440	Homologous recombination
V1581223	map03440	Homologous recombination
V1000519	map02060	Phosphotransferase system (PTS)
V1167440	map00500	Starch and sucrose metabolism
V1000088	map00230	Purine metabolism
V1852140	map00970	Aminoacyl-tRNA biosynthesis
V1035129	map04122	Sulfur relay system
V1469282	map02010	ABC transporters
V1464388	map03020	RNA polymerase
V1074742	map03010	Ribosome
V1159013	map04112	Cell cycle - Caulobacter
V1137029	map00190	Oxidative phosphorylation
V1594750	map00983	Drug metabolism - other enzymes
V1000175	map03010	Ribosome
V1000022	map03010	Ribosome
V1256954	map02010	ABC transporters
V1574080	map00900	Terpenoid backbone biosynthesis
V1000295	map00970	Aminoacyl-tRNA biosynthesis
V1000005	map03010	Ribosome
V1553729	map02010	ABC transporters
V1000622	map00760	Nicotinate and nicotinamide metabolism
V1592800	map03010	Ribosome
V1430689	map03440	Homologous recombination
V1043585	map03010	Ribosome
V1553706	map00500	Starch and sucrose metabolism
V1000124	map03010	Ribosome
V1000012	map03010	Ribosome
V1000572	map00790	Folate biosynthesis
V1886684	map04122	Sulfur relay system
V1420574	map02020	Two-component system
V1852138	map00010	Glycolysis / Gluconeogenesis
V1491905	map00550	Peptidoglycan biosynthesis
V1000099	map00900	Terpenoid backbone biosynthesis
V1482551	map00520	Amino sugar and nucleotide sugar metabolism
V1136911	map00970	Aminoacyl-tRNA biosynthesis
V1389384	map03018	RNA degradation
V1381169	map03020	RNA polymerase
V1595138	map00520	Amino sugar and nucleotide sugar metabolism
V1879985	map00500	Starch and sucrose metabolism
V1000454	map00250	Alanine, aspartate and glutamate metabolism
V1000525	map00770	Pantothenate and CoA biosynthesis
V1852132	map00760	Nicotinate and nicotinamide metabolism
V1213480	map03440	Homologous recombination
V1001467	map00270	Cysteine and methionine metabolism
V1167421	map04112	Cell cycle - Caulobacter
V1144021	map03018	RNA degradation
V1594919	map00250	Alanine, aspartate and glutamate metabolism
V1000528	map03010	Ribosome
V1268292	map03420	Nucleotide excision repair
V1886694	map00230	Purine metabolism
V1000325	map03010	Ribosome
V1000611	map00480	Glutathione metabolism
V1594712	map03020	RNA polymerase
V1006815	map00720	Carbon fixation pathways in prokaryotes
V1143377	map02060	Phosphotransferase system (PTS)
V1491765	map00250	Alanine, aspartate and glutamate metabolism
V1000296	map03440	Homologous recombination
V1000155	map00900	Terpenoid backbone biosynthesis
V1553707	map02060	Phosphotransferase system (PTS)
V1000938	map00970	Aminoacyl-tRNA biosynthesis
V1000565	map00550	Peptidoglycan biosynthesis
V1594655	map02010	ABC transporters
V1462015	map03013	RNA transport
V1491718	map04112	Cell cycle - Caulobacter
V1008959	map00720	Carbon fixation pathways in prokaryotes
V1420560	map00550	Peptidoglycan biosynthesis
V1552753	map00190	Oxidative phosphorylation
V1000141	map04070	Phosphatidylinositol signaling system
V1000320	map03070	Bacterial secretion system
V1418918	map00471	D-Glutamine and D-glutamate metabolism
V1852080	map00550	Peptidoglycan biosynthesis
V1006029	map00550	Peptidoglycan biosynthesis
V1886498	map00550	Peptidoglycan biosynthesis
V1464033	map04122	Sulfur relay system
V1576462	map00650	Butanoate metabolism
V1879847	map02010	ABC transporters
V1000146	map02010	ABC transporters
V1357707	map02020	Two-component system
V1481441	map03018	RNA degradation
V1886605	map02010	ABC transporters
V1576392	map03440	Homologous recombination
V1000316	map00550	Peptidoglycan biosynthesis
V1000176	map02010	ABC transporters
V1886116	map00195	Photosynthesis
V1340709	map03018	RNA degradation
V1390210	map00680	Methane metabolism
V1397554	map00520	Amino sugar and nucleotide sugar metabolism
V1164542	map00970	Aminoacyl-tRNA biosynthesis
V1000059	map00051	Fructose and mannose metabolism
V1000486	map00550	Peptidoglycan biosynthesis
V1000060	map03030	DNA replication
V1000328	map00770	Pantothenate and CoA biosynthesis
V1038255	map00970	Aminoacyl-tRNA biosynthesis
V1076036	map00760	Nicotinate and nicotinamide metabolism
V1879868	map00330	Arginine and proline metabolism
V1886512	map00450	Selenocompound metabolism
V1548376	map00270	Cysteine and methionine metabolism
V1295329	map00770	Pantothenate and CoA biosynthesis
V1000121	map04112	Cell cycle - Caulobacter
V1364363	map04112	Cell cycle - Caulobacter
V1886409	map03070	Bacterial secretion system
V1886725	map04122	Sulfur relay system
V1399511	map00680	Methane metabolism
V1617343	map00550	Peptidoglycan biosynthesis
V1886715	map00300	Lysine biosynthesis
V1000470	map00500	Starch and sucrose metabolism
V1463821	map00480	Glutathione metabolism
V1000306	map02010	ABC transporters
V1886579	map03430	Mismatch repair
V1000590	map00240	Pyrimidine metabolism
V1382759	map03440	Homologous recombination
V1144147	map00240	Pyrimidine metabolism
V1615590	map05416	Viral myocarditis
V1430377	map02010	ABC transporters
V1000937	map00680	Methane metabolism
V1000020	map03010	Ribosome
V1383592	map00240	Pyrimidine metabolism
V1576136	map00640	Propanoate metabolism
V1547329	map02010	ABC transporters
V1237574	map00790	Folate biosynthesis
V1541150	map00240	Pyrimidine metabolism
V1886439	map05150	Staphylococcus aureus infection
V1339798	map00270	Cysteine and methionine metabolism
V1886614	map03440	Homologous recombination
V1000166	map00230	Purine metabolism
V1851957	map00270	Cysteine and methionine metabolism
V1000468	map02060	Phosphotransferase system (PTS)
V1000467	map00052	Galactose metabolism
V1851985	map00900	Terpenoid backbone biosynthesis
V1886613	map00730	Thiamine metabolism
V1042632	map00230	Purine metabolism
V1430829	map00520	Amino sugar and nucleotide sugar metabolism
V1392405	map00250	Alanine, aspartate and glutamate metabolism
V1007408	map03440	Homologous recombination
V1547321	map00900	Terpenoid backbone biosynthesis
V1000067	map03013	RNA transport
V1381001	map00910	Nitrogen metabolism
V1006729	map00670	One carbon pool by folate
V1886535	map00520	Amino sugar and nucleotide sugar metabolism
V1498992	map00520	Amino sugar and nucleotide sugar metabolism
V1000846	map00561	Glycerolipid metabolism
V1295628	map00970	Aminoacyl-tRNA biosynthesis
V1000458	map00061	Fatty acid biosynthesis
V1594437	map00240	Pyrimidine metabolism
V1851984	map00910	Nitrogen metabolism
V1580860	map03018	RNA degradation
V1000573	map04122	Sulfur relay system
V1171078	map00240	Pyrimidine metabolism
V1355192	map00500	Starch and sucrose metabolism
V1469285	map00983	Drug metabolism - other enzymes
V1469580	map00983	Drug metabolism - other enzymes
V1143276	map00550	Peptidoglycan biosynthesis
V1000614	map00627	Aminobenzoate degradation
V1445186	map04112	Cell cycle - Caulobacter
V1204225	map02010	ABC transporters
V1000142	map00240	Pyrimidine metabolism
V1006819	map02010	ABC transporters
V1431657	map03010	Ribosome
V1096225	map05152	Tuberculosis
V1420575	map03410	Base excision repair
V1000455	map02020	Two-component system
V1000014	map03010	Ribosome
V1033646	map03020	RNA polymerase
V1339962	map00240	Pyrimidine metabolism
V1879848	map02010	ABC transporters
V1000544	map02020	Two-component system
V1033877	map03018	RNA degradation
V1036199	map00250	Alanine, aspartate and glutamate metabolism
V1297356	map04626	Plant-pathogen interaction
V1469582	map03060	Protein export
V1295172	map02010	ABC transporters
V1852017	map00240	Pyrimidine metabolism
V1000097	map03060	Protein export
V1520185	map00195	Photosynthesis
V1836807	map03010	Ribosome
V1886389	map00030	Pentose phosphate pathway
V1000089	map00230	Purine metabolism
V1517484	map03010	Ribosome
V1200639	map00330	Arginine and proline metabolism
V1044037	map00240	Pyrimidine metabolism
V1136929	map00240	Pyrimidine metabolism
V1389989	map00520	Amino sugar and nucleotide sugar metabolism
V1469296	map03010	Ribosome
V1000052	map02010	ABC transporters
V1000118	map00903	Limonene and pinene degradation
V1000598	map03070	Bacterial secretion system
V1339706	map02060	Phosphotransferase system (PTS)
V1469304	map00970	Aminoacyl-tRNA biosynthesis
V1001367	map00910	Nitrogen metabolism
V1033764	map00720	Carbon fixation pathways in prokaryotes
V1852052	map00564	Glycerophospholipid metabolism
V1886618	map03070	Bacterial secretion system
V1886438	map05150	Staphylococcus aureus infection
V1481348	map00970	Aminoacyl-tRNA biosynthesis
V1033571	map00710	Carbon fixation in photosynthetic organisms
V1000566	map00550	Peptidoglycan biosynthesis
V1430479	map00500	Starch and sucrose metabolism
