gene	geneProduct
V1143274	gram-positive signal peptide%2C YSIRK family
V1000639	Glyceraldehyde-3-phosphate dehydrogenase
V1000546	Maltose/maltodextrin-binding protein precursor
V1000122	Elongation factor Tu
V1034630	DNA protection during starvation protein
V1000534	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1851961	ATP-dependent Clp protease ATP-binding subunit ClpE
V1464571	Elongation factor Tu-B
V1000487	Fructose-bisphosphate aldolase
V1000549	Maltose phosphorylase
V1000545	Maltose transport system permease protein MalF
V1423318	Immunoglobulin G-binding protein G precursor
V1000004	DNA-directed RNA polymerase subunit alpha
V1000886	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1000116	Pyruvate kinase
V1000943	50S ribosomal protein L11
V1431607	50S ribosomal protein L21
V1000596	Stress protein H5
V1000548	Beta-phosphoglucomutase
V1000640	Phosphoglycerate kinase
V1195882	Fructose-bisphosphate aldolase
V1886336	Phosphocarrier protein HPr
V1339929	L-lactate dehydrogenase
V1000305	Enolase
V1001368	EIIAB-Man
V1000527	Vegetative protein 19
V1000638	Central glycolytic genes regulator
V1912442	6-phosphofructokinase
V1836804	Lysine--tRNA ligase
V1000475	hypothetical protein
V1392216	Stress protein H5
V1836823	hypothetical protein
V1000944	50S ribosomal protein L1
V1000079	DNA gyrase subunit A
V1000845	Glucose-6-phosphate isomerase
V1073967	50S ribosomal protein L10
V1306539	50S ribosomal protein L13
V1000040	Anaerobic ribonucleoside-triphosphate reductase
V1000075	Ribonuclease P protein component
V1000547	Trehalose import ATP-binding protein SugC
V1167440	6-phospho-alpha-glucosidase 1
V1000080	hypothetical protein
V1000627	Ribonuclease Y
V1000841	F-type ATPase subunit delta
V1574099	PTS system mannose-specific EIIC component
V1016072	DNA replication initiation protein gpA
V1000003	hypothetical protein
V1439186	50S ribosomal protein L19
V1203355	Chaperone protein DnaJ
V1006020	50S ribosomal protein L2
V1852039	RNAP delta factor
V1000821	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1144133	hypothetical protein
V1851967	Heat-inducible transcription repressor HrcA
V1000018	hypothetical protein
V1158426	PTS system mannose-specific EIIC component
V1042355	EIIAB-Man
V1059001	Phosphoenolpyruvate-protein phosphotransferase
V1000570	Rod shape-determining protein MreB
V1000518	Glv operon regulatory protein
V1000017	50S ribosomal protein L16
V1295109	Thiol-activated cytolysin
V1016074	capsid protein
V1836805	Copper-exporting P-type ATPase B
V1553523	Foldase protein PrsA precursor
V1204223	repeat
V1491714	30S ribosomal protein S1
V1000840	F-ATPase gamma subunit
V1000046	Putative universal stress protein
V1006727	30S ribosomal protein S1
V1000630	preprotein translocase subunit SecA
V1887021	Trigger factor
V1612021	Cell division protein SepF
V1000021	50S ribosomal protein L3
V1000641	Triosephosphate isomerase
V1000143	Elongation factor Ts
V1295196	Cell division protein FtsA
V1552772	Pyruvate kinase
V1392006	50S ribosomal protein L19
V1000129	Tyrosine phosphorylated protein A
V1000001	30S ribosomal protein S9
V1391945	product=Deoxyuridine 5'-triphosphate nucleotidohydrolase
V1852092	Folate ECF transporter S component FolT
V1000519	PTS system maltose-specific EIICB component
V1852133	Translation initiation factor IF-3
V1882996	repeat
V1000023	Ribose-phosphate pyrophosphokinase
V1594784	Diacylglycerol kinase
V1016073	minor spike protein
V1000836	50S ribosomal protein L31 type B
V1000184	Bacteriophage peptidoglycan hydrolase
V1851982	putative ABC transporter ATP-binding protein YheS
V1299127	Penicillin-binding protein B
V1036606	F-type ATPase subunit b
V1075411	Vegetative protein 19
V1000093	Putative penicillin-binding protein PbpX
V1035061	Ornithine carbamoyltransferase
V1552777	Translation initiation factor IF-2
V1000082	Replicative DNA helicase
V1290863	gram-positive signal peptide%2C YSIRK family
V1381763	Glucosamine kinase GspK
V1149253	Bacteriophage peptidoglycan hydrolase
V1000604	hypothetical protein
V1104333	Proline iminopeptidase
V1000171	Oligopeptide-binding protein AppA precursor
V1171078	Uracil phosphoribosyltransferase
V1481366	30S ribosomal protein S1
V1203306	LPXTG cell wall anchor domain protein
V1000503	Calcium-transporting ATPase
V1000134	HSP-70 cofactor
V1000842	F-ATPase subunit 6
V1503164	Serine-rich repeat protein GspB
V1392169	hypothetical protein
V1000106	Formate--tetrahydrofolate ligase 1
V1580955	Heat shock protein 70
V1000317	Transcript cleavage factor GreA
V1214686	LPXTG cell wall anchor domain protein
V1420563	DNA gyrase subunit B
V1046750	hypothetical protein
V1000564	Cell division protein FtsZ
V1580898	hypothetical protein
V1001477	hypothetical protein
V1203300	dihydroxyacetone kinase
V1000009	50S ribosomal protein L15
V1000499	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1076036	Non-specific ribonucleoside hydrolase RihC
V1000057	Ribose-phosphate pyrophosphokinase
V1339711	Foldase protein PrsA precursor
V1000081	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1381099	F-ATPase gamma subunit
V1852084	50S ribosomal protein L23
V1162881	Phosphoglucomutase
V1007414	hypothetical protein
V1000326	Threonine--tRNA ligase
V1364877	F-ATPase epsilon subunit
V1191213	type 2 lantibiotic biosynthesis protein LanM
V1076330	Helix-destabilizing protein
V1607589	Signal transduction histidine-protein kinase ArlS
V1581223	Helix-destabilizing protein
V1851978	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1000044	Asparagine synthetase [glutamine-hydrolyzing] 1
V1107920	hypothetical protein
V1001475	putative ABC transporter ATP-binding protein YxlF
V1000563	Guanylate kinase
V1000050	Cysteine-rich secretory protein family protein
V1000007	Translation initiation factor IF-1
V1213480	Recombinase A
V1000008	Adenylate kinase
V1000533	CTP synthase
V1204231	Fibrinogen-binding protein precursor
V1000144	Vegetative protein 209
V1034832	Ribonuclease J 2
V1852140	Methionine--tRNA ligase
V1000045	hypothetical protein
V1000551	Intracellular maltogenic amylase
V1000012	50S ribosomal protein L6
V1852094	Adenylosuccinate lyase
V1000300	Aspartate--tRNA ligase
V1852109	gram-positive signal peptide%2C YSIRK family
V1035063	Arginine deiminase
V1852083	50S ribosomal protein L5
V1000574	Septation ring formation regulator EzrA
V1499093	co-chaperonin GroES
V1058821	Holliday junction ATP-dependent DNA helicase RuvB
V1006628	Methionine aminopeptidase 1
V1064534	DNA-directed RNA polymerase subunit beta
V1000013	30S ribosomal protein S8
V1608734	ATP-dependent Clp protease ATP-binding subunit ClpE
V1000502	Inosine-5'-monophosphate dehydrogenase
V1491723	Ornithine carbamoyltransferase
V1060343	F-type ATPase subunit delta
V1482720	hypothetical protein
V1006021	hypothetical protein
V1000642	Enolase
V1000828	ATP-dependent zinc metalloprotease FtsH
V1836820	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
V1851964	hypothetical protein
V1420579	putative hydrolase
V1481442	Pullulanase
V1000172	Stage 0 sporulation protein KC
V1000037	Aminopeptidase E
V1000882	Acetate kinase
V1851995	Ribosomal RNA small subunit methyltransferase H
V1541158	major spike protein
V1000301	Bifunctional (p)ppGpp synthase/hydrolase RelA
V1000625	Helix-turn-helix domain protein
