Gene	KEGG_module_number	Annotation
V1884213	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1013090	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1238174	M00179	Ribosome, archaea
V1051831	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1008929	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1007084	M00178	Ribosome, bacteria
V1384350	M00179	Ribosome, archaea
V1357096	M00197	Putative fructooligosaccharide transport system
V1007076	M00197	Putative fructooligosaccharide transport system
V1015868	M00179	Ribosome, archaea
V1040586	M00205	N-Acetylglucosamine transport system
V1074835	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1367057	M00183	RNA polymerase, bacteria
V1015867	M00179	Ribosome, archaea
V1007060	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1139691	M00335	Sec (secretion) system
V1012671	M00159	V/A-type ATPase, prokaryotes
V1687741	M00197	Putative fructooligosaccharide transport system
V1052940	M00179	Ribosome, archaea
V1118483	M00197	Putative fructooligosaccharide transport system
V1018397	M00178	Ribosome, bacteria
V1436794	M00197	Putative fructooligosaccharide transport system
V1012333	M00346	Formaldehyde assimilation, serine pathway
V1154539	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1016890	M00178	Ribosome, bacteria
V1015220	M00179	Ribosome, archaea
V1010069	M00164	ATP synthase
V1012852	M00183	RNA polymerase, bacteria
V1394389	M00197	Putative fructooligosaccharide transport system
V1010067	M00164	ATP synthase
V1011840	M00179	Ribosome, archaea
V1266145	M00368	Ethylene biosynthesis, methionine => ethylene
V1008255	M00179	Ribosome, archaea
V1009516	M00346	Formaldehyde assimilation, serine pathway
V1553674	M00179	Ribosome, archaea
V1012672	M00159	V/A-type ATPase, prokaryotes
V1185257	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1018464	M00179	Ribosome, archaea
V1010431	M00178	Ribosome, bacteria
V1334911	M00179	Ribosome, archaea
V1014358	M00002	Glycolysis, core module involving three-carbon compounds
V1011016	M00164	ATP synthase
V1008574	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1011836	M00183	RNA polymerase, bacteria
V1009119	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1012527	M00346	Formaldehyde assimilation, serine pathway
V1523254	M00159	V/A-type ATPase, prokaryotes
V1594514	M00164	ATP synthase
V1012925	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1006672	M00178	Ribosome, bacteria
V1431232	M00179	Ribosome, archaea
V1201637	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1008589	M00178	Ribosome, bacteria
V1012417	M00178	Ribosome, bacteria
V1013751	M00179	Ribosome, archaea
V1301930	M00178	Ribosome, bacteria
V1330982	M00197	Putative fructooligosaccharide transport system
V1039764	M00178	Ribosome, bacteria
V1139685	M00178	Ribosome, bacteria
V1820405	M00335	Sec (secretion) system
V1362787	M00179	Ribosome, archaea
V1884198	M00375	Hydroxypropionate-hydroxybutylate cycle
V1141150	M00346	Formaldehyde assimilation, serine pathway
V1011014	M00164	ATP synthase
V1013741	M00178	Ribosome, bacteria
V1265517	M00206	Cellobiose transport system
V1049300	M00178	Ribosome, bacteria
V1375650	M00335	Sec (secretion) system
V1048870	M00179	Ribosome, archaea
V1013736	M00179	Ribosome, archaea
V1098665	M00178	Ribosome, bacteria
V1549656	M00197	Putative fructooligosaccharide transport system
V1009617	M00178	Ribosome, bacteria
V1010068	M00164	ATP synthase
V1373952	M00183	RNA polymerase, bacteria
V1349964	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1011015	M00164	ATP synthase
V1012422	M00179	Ribosome, archaea
V1007073	M00197	Putative fructooligosaccharide transport system
V1017148	M00179	Ribosome, archaea
V1012602	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
