Gene	KEGG_pathwayID	Annotation
V1436641	map00650	Butanoate metabolism
V1337358	map04621	NOD-like receptor signaling pathway
V1051831	map00710	Carbon fixation in photosynthetic organisms
V1013092	map00650	Butanoate metabolism
V1008929	map05010	Alzheimer's disease
V1011843	map04626	Plant-pathogen interaction
V1037687	map05152	Tuberculosis
V1010320	map00630	Glyoxylate and dicarboxylate metabolism
V1012818	map00650	Butanoate metabolism
V1884213	map00720	Carbon fixation pathways in prokaryotes
V1368901	map02030	Bacterial chemotaxis
V1008596	map05152	Tuberculosis
V1394389	map02030	Bacterial chemotaxis
V1036256	map02010	ABC transporters
V1145548	map03010	Ribosome
V1153964	map00626	Naphthalene degradation
V1013090	map00710	Carbon fixation in photosynthetic organisms
V1016060	map00720	Carbon fixation pathways in prokaryotes
V1238174	map03010	Ribosome
V1037377	map00680	Methane metabolism
V1039802	map00650	Butanoate metabolism
V1038350	map00650	Butanoate metabolism
V1016999	map04626	Plant-pathogen interaction
V1019516	map00710	Carbon fixation in photosynthetic organisms
V1050217	map00860	Porphyrin and chlorophyll metabolism
V1884207	map02010	ABC transporters
V1008255	map03010	Ribosome
V1007873	map00520	Amino sugar and nucleotide sugar metabolism
V1037878	map00720	Carbon fixation pathways in prokaryotes
V1007060	map05010	Alzheimer's disease
V1011840	map03010	Ribosome
V1884198	map02020	Two-component system
V1015667	map00511	Other glycan degradation
V1154539	map05010	Alzheimer's disease
V1036259	map00500	Starch and sucrose metabolism
V1436794	map02030	Bacterial chemotaxis
V1009119	map00710	Carbon fixation in photosynthetic organisms
V1018397	map03010	Ribosome
V1201637	map00720	Carbon fixation pathways in prokaryotes
V1181936	map00650	Butanoate metabolism
V1037518	map03010	Ribosome
V1013741	map03010	Ribosome
V1013751	map03010	Ribosome
V1355617	map04974	Protein digestion and absorption
V1036261	map02010	ABC transporters
V1139691	map03070	Bacterial secretion system
V1394807	map04626	Plant-pathogen interaction
V1015255	map05010	Alzheimer's disease
V1151823	map03018	RNA degradation
V1431232	map03010	Ribosome
V1357096	map02030	Bacterial chemotaxis
V1384350	map03010	Ribosome
V1197020	map00650	Butanoate metabolism
V1513559	map00650	Butanoate metabolism
V1007076	map02030	Bacterial chemotaxis
V1038361	map04626	Plant-pathogen interaction
V1053544	map05152	Tuberculosis
V1010605	map05152	Tuberculosis
V1185257	map05010	Alzheimer's disease
V1358470	map00650	Butanoate metabolism
V1362787	map03010	Ribosome
V1265462	map05152	Tuberculosis
V1201308	map04626	Plant-pathogen interaction
V1484064	map02030	Bacterial chemotaxis
V1011041	map00195	Photosynthesis
V1364027	map02010	ABC transporters
V1015867	map03010	Ribosome
V1011839	map03010	Ribosome
V1055790	map05152	Tuberculosis
V1035957	map02010	ABC transporters
V1049092	map03018	RNA degradation
V1017148	map03010	Ribosome
V1141150	map03018	RNA degradation
V1012527	map03018	RNA degradation
V1367057	map03020	RNA polymerase
V1015868	map03010	Ribosome
V1145959	map00650	Butanoate metabolism
V1362785	map02010	ABC transporters
V1564708	map02010	ABC transporters
V1010431	map03010	Ribosome
V1074835	map05010	Alzheimer's disease
V1166924	map05152	Tuberculosis
V1017370	map00750	Vitamin B6 metabolism
V1139410	map00650	Butanoate metabolism
V1140670	map00195	Photosynthesis
V1201618	map00650	Butanoate metabolism
V1162245	map04910	Insulin signaling pathway
V1016891	map03440	Homologous recombination
