Gene	KEGG_module_number	Annotation
V1066646	M00197	Putative fructooligosaccharide transport system
V1421438	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1200593	M00197	Putative fructooligosaccharide transport system
V1067558	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1138984	M00179	Ribosome, archaea
V1073455	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1067559	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1069093	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA
V1067088	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1066925	M00239	Peptides/nickel transport system
V1557734	M00346	Formaldehyde assimilation, serine pathway
V1066648	M00183	RNA polymerase, bacteria
V1341867	M00179	Ribosome, archaea
V1067450	M00178	Ribosome, bacteria
V1085162	M00020	Serine biosynthesis, glycerate-3P => serine
V1067955	M00179	Ribosome, archaea
V1553939	M00178	Ribosome, bacteria
V1066613	M00276	PTS system, mannose-specific II component
V1235913	M00164	ATP synthase
V1145548	M00178	Ribosome, bacteria
V1201556	M00183	RNA polymerase, bacteria
V1362785	M00197	Putative fructooligosaccharide transport system
V1066927	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1065923	M00164	ATP synthase
V1295411	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1065536	M00002	Glycolysis, core module involving three-carbon compounds
V1067061	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1295007	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1068294	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1066917	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1065446	M00178	Ribosome, bacteria
V1013684	M00207	Putative multiple sugar transport system
V1067099	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1362787	M00179	Ribosome, archaea
V1392272	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1368901	M00197	Putative fructooligosaccharide transport system
V1394389	M00197	Putative fructooligosaccharide transport system
V1884213	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1138842	M00178	Ribosome, bacteria
V1036256	M00197	Putative fructooligosaccharide transport system
V1200195	M00375	Hydroxypropionate-hydroxybutylate cycle
V1553877	M00276	PTS system, mannose-specific II component
V1067560	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1079391	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1380123	M00164	ATP synthase
V1464364	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1065515	M00335	Sec (secretion) system
V1089092	M00178	Ribosome, bacteria
V1074700	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1192293	M00239	Peptides/nickel transport system
V1037518	M00178	Ribosome, bacteria
V1366835	M00179	Ribosome, archaea
V1067466	M00335	Sec (secretion) system
V1066642	M00179	Ribosome, archaea
V1065553	M00029	Urea cycle
V1066649	M00178	Ribosome, bacteria
V1229971	M00179	Ribosome, archaea
V1067905	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1203298	M00197	Putative fructooligosaccharide transport system
V1287852	M00178	Ribosome, bacteria
V1066151	M00335	Sec (secretion) system
V1421169	M00197	Putative fructooligosaccharide transport system
V1067921	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1268220	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1884207	M00197	Putative fructooligosaccharide transport system
V1066147	M00122	Cobalamin biosynthesis, cobinamide => cobalamin
V1612264	M00178	Ribosome, bacteria
V1265052	M00346	Formaldehyde assimilation, serine pathway
V1066921	M00239	Peptides/nickel transport system
V1065580	M00183	RNA polymerase, bacteria
V1181710	M00121	Heme biosynthesis, glutamate => protoheme/siroheme
V1052843	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type
V1074886	M00178	Ribosome, bacteria
V1201510	M00178	Ribosome, bacteria
V1067072	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1066643	M00179	Ribosome, archaea
V1066614	M00276	PTS system, mannose-specific II component
V1051831	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1073924	M00178	Ribosome, bacteria
V1065550	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1036261	M00197	Putative fructooligosaccharide transport system
V1065581	M00178	Ribosome, bacteria
V1499048	M00183	RNA polymerase, bacteria
