Gene	KEGG_pathwayID	Annotation
V1013092	map00650	Butanoate metabolism
V1436641	map00650	Butanoate metabolism
V1884213	map00720	Carbon fixation pathways in prokaryotes
V1012818	map00650	Butanoate metabolism
V1008596	map05152	Tuberculosis
V1013090	map00710	Carbon fixation in photosynthetic organisms
V1238174	map03010	Ribosome
V1037687	map05152	Tuberculosis
V1151091	map04621	NOD-like receptor signaling pathway
V1051831	map00710	Carbon fixation in photosynthetic organisms
V1011843	map04626	Plant-pathogen interaction
V1008929	map05010	Alzheimer's disease
V1011087	map05152	Tuberculosis
V1050217	map00860	Porphyrin and chlorophyll metabolism
V1037377	map00680	Methane metabolism
V1007084	map03010	Ribosome
V1384350	map03010	Ribosome
V1144908	map05152	Tuberculosis
V1357096	map02030	Bacterial chemotaxis
V1007076	map02030	Bacterial chemotaxis
V1015868	map03010	Ribosome
V1016891	map03440	Homologous recombination
V1040586	map02010	ABC transporters
V1513559	map00650	Butanoate metabolism
V1012820	map00362	Benzoate degradation
V1074835	map05010	Alzheimer's disease
V1367057	map03020	RNA polymerase
V1042097	map04626	Plant-pathogen interaction
V1265462	map05152	Tuberculosis
V1010320	map00630	Glyoxylate and dicarboxylate metabolism
V1015867	map03010	Ribosome
V1007060	map05010	Alzheimer's disease
V1139691	map03070	Bacterial secretion system
V1012671	map00680	Methane metabolism
V1687741	map02010	ABC transporters
V1052940	map03010	Ribosome
V1118483	map02030	Bacterial chemotaxis
V1018397	map03010	Ribosome
V1436794	map02030	Bacterial chemotaxis
V1145959	map00650	Butanoate metabolism
V1010605	map05152	Tuberculosis
V1200468	map04141	Protein processing in endoplasmic reticulum
V1012333	map03018	RNA degradation
V1154539	map05010	Alzheimer's disease
V1016890	map03010	Ribosome
V1015220	map03010	Ribosome
V1010069	map00195	Photosynthesis
V1012852	map03020	RNA polymerase
V1394389	map02030	Bacterial chemotaxis
V1010067	map00195	Photosynthesis
V1394807	map04626	Plant-pathogen interaction
V1011840	map03010	Ribosome
V1358470	map00650	Butanoate metabolism
V1368199	map04626	Plant-pathogen interaction
V1006798	map05215	Prostate cancer
V1266145	map00270	Cysteine and methionine metabolism
V1008255	map03010	Ribosome
V1009516	map03018	RNA degradation
V1553674	map03010	Ribosome
V1153964	map00626	Naphthalene degradation
V1012672	map00680	Methane metabolism
V1185257	map05010	Alzheimer's disease
V1018464	map03010	Ribosome
V1010431	map03010	Ribosome
V1012819	map00903	Limonene and pinene degradation
V1197020	map00650	Butanoate metabolism
V1334911	map03010	Ribosome
V1265582	map04626	Plant-pathogen interaction
V1015704	map00650	Butanoate metabolism
V1337358	map04621	NOD-like receptor signaling pathway
V1014358	map04930	Type II diabetes mellitus
V1011016	map00195	Photosynthesis
V1008574	map00710	Carbon fixation in photosynthetic organisms
V1011836	map03020	RNA polymerase
V1009119	map00710	Carbon fixation in photosynthetic organisms
V1012527	map03018	RNA degradation
V1106664	map00650	Butanoate metabolism
V1523254	map00680	Methane metabolism
V1138974	map05152	Tuberculosis
V1594514	map00195	Photosynthesis
V1012925	map00720	Carbon fixation pathways in prokaryotes
V1012921	map00590	Arachidonic acid metabolism
V1006672	map03010	Ribosome
V1431232	map03010	Ribosome
V1201637	map00720	Carbon fixation pathways in prokaryotes
V1039802	map00650	Butanoate metabolism
V1008589	map03010	Ribosome
V1012417	map03010	Ribosome
