Gene	KEGG_pathwayID	Annotation
V1036256	map02010	ABC transporters
V1337358	map04621	NOD-like receptor signaling pathway
V1368901	map02030	Bacterial chemotaxis
V1394389	map02030	Bacterial chemotaxis
V1145548	map03010	Ribosome
V1145082	map04973	Carbohydrate digestion and absorption
V1366835	map03010	Ribosome
V1038252	map00195	Photosynthesis
V1884207	map02010	ABC transporters
V1166924	map05152	Tuberculosis
V1362787	map03010	Ribosome
V1037518	map03010	Ribosome
V1036164	map05152	Tuberculosis
V1038361	map04626	Plant-pathogen interaction
V1162245	map04910	Insulin signaling pathway
V1806808	map00710	Carbon fixation in photosynthetic organisms
V1036259	map00500	Starch and sucrose metabolism
V1181936	map00650	Butanoate metabolism
V1037422	map00195	Photosynthesis
V1364027	map02010	ABC transporters
V1068939	map00500	Starch and sucrose metabolism
V1484064	map02030	Bacterial chemotaxis
V1162256	map03010	Ribosome
V1036261	map02010	ABC transporters
V1034175	map02030	Bacterial chemotaxis
V1367838	map00500	Starch and sucrose metabolism
V1168094	map03010	Ribosome
V1040344	map00650	Butanoate metabolism
V1031976	map00710	Carbon fixation in photosynthetic organisms
V1037423	map00195	Photosynthesis
V1526141	map00970	Aminoacyl-tRNA biosynthesis
V1081232	map00650	Butanoate metabolism
V1157569	map00195	Photosynthesis
V1044382	map04141	Protein processing in endoplasmic reticulum
V1268456	map02010	ABC transporters
V1806795	map05010	Alzheimer's disease
V1103115	map02030	Bacterial chemotaxis
V1200931	map03010	Ribosome
V1313683	map00195	Photosynthesis
V1728061	map03010	Ribosome
V1265052	map03018	RNA degradation
V1501533	map03010	Ribosome
V1037345	map00650	Butanoate metabolism
V1200468	map04141	Protein processing in endoplasmic reticulum
V1145239	map03010	Ribosome
V1362785	map02010	ABC transporters
V1266177	map02010	ABC transporters
V1036839	map00960	Tropane, piperidine and pyridine alkaloid biosynthesis
V1162252	map03020	RNA polymerase
V1137315	map02010	ABC transporters
V1145315	map03020	RNA polymerase
V1301930	map03010	Ribosome
V1367285	map00650	Butanoate metabolism
V1006110	map03010	Ribosome
V1445347	map03020	RNA polymerase
V1037074	map03018	RNA degradation
V1409950	map02010	ABC transporters
V1158372	map00195	Photosynthesis
V1445419	map04930	Type II diabetes mellitus
V1037678	map04112	Cell cycle - Caulobacter
V1037884	map03010	Ribosome
V1038267	map00970	Aminoacyl-tRNA biosynthesis
V1413731	map00650	Butanoate metabolism
V1035957	map02010	ABC transporters
V1364166	map03010	Ribosome
