gene	geneProduct
V1070315	Putative endo-beta-N-acetylglucosaminidase precursor
V1067936	Formate acetyltransferase
V1066646	Maltose/maltodextrin-binding protein precursor
V1066910	Ribonuclease Y
V1036353	type 2 lantibiotic biosynthesis protein LanM
V1393635	Flagellin subunit protein B2
V1200593	Multiple sugar-binding protein precursor
V1235967	flagellar biosynthesis anti-sigma factor FlgM
V1067558	Glyceraldehyde-3-phosphate dehydrogenase
V1066144	Cold shock-like protein
V1065433	putative NADH oxidase
V1067937	Pyruvate formate-lyase-activating enzyme
V1065584	Bacterial regulatory proteins%2C tetR family
V1067114	Thioredoxin reductase
V1201501	Putative endo-beta-N-acetylglucosaminidase precursor
V1066640	Elongation factor Tu
V1050687	hypothetical protein
V1584490	Putative flagellin YvzB
V1065539	Ferrous iron transport protein B
V1464212	hypothetical protein
V1617034	Putative endo-beta-N-acetylglucosaminidase precursor
V1013092	Formate acetyltransferase
V1834858	hypothetical protein
V1145548	30S ribosomal protein S1
V1067559	Phosphoglycerate kinase
V1337358	Thiol-activated cytolysin
V1068297	Trigger factor
V1013250	Cold shock protein CspC
V1386949	hypothetical protein
V1065506	SigL modulation protein
V1362787	30S ribosomal protein S15
V1559610	Autolysin
V1036256	Maltodextrin-binding protein
V1069716	Gamma-DL-glutamyl hydrolase precursor
V1065536	Pyruvate kinase
V1067115	Alkyl hydroperoxide reductase subunit C
V1036351	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
V1067562	DNA protection during starvation protein
V1066925	Oligopeptide-binding protein AppA precursor
V1037518	50S ribosomal protein L7/L12
V1066648	DNA-directed RNA polymerase subunit beta
V1067955	30S ribosomal protein S9
V1066664	Flagellar hook-associated protein 1
V1379917	Elongation factor G
V1273194	Phase 1-I flagellin
V1067450	30S ribosomal protein S20
V1066645	Cyclomaltodextrinase
V1582926	Flagellin
V1190192	hypothetical protein
V1065446	50S ribosomal protein L19
V1065494	DNA-binding protein HU
V1037512	hypothetical protein
V1067441	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1341867	50S ribosomal protein L13
V1068288	Aldehyde-alcohol dehydrogenase
V1066641	Vegetative protein 19
V1065438	Stress protein H5
V1066655	hypothetical protein
V1069093	Putative aldehyde dehydrogenase AldA
V1067043	29 kDa protein
V1154539	Glyceraldehyde-3-phosphate dehydrogenase
V1436794	Maltose-binding periplasmic proteins/domains
V1201556	DNA-directed RNA polymerase subunit beta'
V1145082	Beta/alpha-amylase precursor
V1884207	Maltose transport system permease protein MalF
V1013090	Fructose-bisphosphate aldolase
V1065581	hypothetical protein
V1065580	DNA-directed RNA polymerase subunit alpha
V1010072	Outer membrane porin F precursor
V1612527	putative ABC transporter ATP-binding protein YjjK
V1067061	Threonine--tRNA ligase 2
V1006096	hypothetical protein
V1067099	6-phosphofructokinase
V1394389	Cyclodextrin-binding protein precursor
V1374205	Maltose operon transcriptional repressor
V1190145	hypothetical protein
V1066649	hypothetical protein
V1067554	hypothetical protein
V1190195	Phase 1-C flagellin
V1036352	Lactococcin-G-processing and transport ATP-binding protein LagD
V1229971	hypothetical protein
V1036259	4-alpha-glucanotransferase
V1138887	hypothetical protein
V1235913	ATP synthase subunit alpha
V1411137	Flavodoxin
V1050217	Ferritin
V1067579	Flagellar hook-length control protein FliK
V1238883	C protein alpha-antigen precursor
V1420994	Flagellin
V1066613	product=enterobactin exporter EntS
V1068470	Elongation factor P
V1038361	Elongation factor Tu
V1065938	Helix-destabilizing protein
V1012356	hypothetical protein
V1066642	30S ribosomal protein S7
V1190158	hypothetical protein
V1464364	Glyceraldehyde-3-phosphate dehydrogenase
V1194952	hypothetical protein
V1067945	hypothetical protein
V1138953	Fimbrial subunit type 1 precursor
V1067088	Fructose-bisphosphate aldolase
V1067571	DNA topoisomerase 1
V1065454	hypothetical protein
V1368901	Maltose/maltodextrin-binding protein precursor
V1065923	ATP synthase subunit beta%2C sodium ion specific
V1203298	Trehalose import ATP-binding protein SugC
V1067070	ABC transporter ATP-binding protein YxdL
V1067442	hypothetical protein
V1036191	Alkyl hydroperoxide reductase subunit C
V1266177	Nickel-binding periplasmic protein precursor
V1190266	flagellar capping protein
V1366716	Flagellin
V1008929	Glyceraldehyde-3-phosphate dehydrogenase A
V1066917	Alanine--tRNA ligase
V1067905	Acetate kinase
V1440258	hypothetical protein
V1411952	DNA-binding protein HU
V1806797	putative ABC transporter ATP-binding protein YheS
V1070409	hypothetical protein
V1065326	Chemotaxis protein CheA
V1036177	Fimbrial subunit type 1 precursor
V1375370	Flagellin
V1066936	hypothetical protein
V1047883	RlpA-like protein precursor
V1067071	ABC transporter permease protein YxdM
V1065558	Phosphoenolpyruvate-protein phosphotransferase
V1067443	D-alanine--poly(phosphoribitol) ligase subunit 1
V1379850	hypothetical protein
V1229972	hypothetical protein
V1139691	preprotein translocase subunit SecY
V1394807	Elongation factor Tu
V1295411	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
V1067111	Macrolide export ATP-binding/permease protein MacB
V1065335	Elongation factor Ts
V1065484	Stage V sporulation protein G
V1290770	adaptor protein
V1065317	Flagellar motor switch protein FliN
V1065552	Arginine deiminase
V1067581	Flagellar hook protein FlgE
V1111563	DNA protection during starvation protein
V1067574	Flagellar M-ring protein
V1198601	hypothetical protein
V1373715	ATP-dependent zinc metalloprotease FtsH 4
V1091173	Cold shock protein 1
V1013684	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1066656	FlgN protein
V1065916	Phase 1-C flagellin
V1190262	Autolysin
V1011843	Elongation factor Tu
V1051876	NAD-specific glutamate dehydrogenase
V1066643	30S ribosomal protein S12
V1463773	hypothetical protein
V1166828	hypothetical protein
V1065511	Gamma-DL-glutamyl hydrolase precursor
V1066663	Flagellar hook-associated protein 1
V1051831	Phosphoenolpyruvate carboxykinase [ATP]
V1069966	50S ribosomal protein L25
V1364027	maltose ABC transporter periplasmic protein
V1065542	hypothetical protein
V1168094	50S ribosomal protein L6
V1067915	Aminopeptidase C
V1139904	Alcohol dehydrogenase 1
V1037868	hypothetical protein
V1068964	Cell division protein FtsZ
V1065935	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1065457	hypothetical protein
V1068294	Anaerobic ribonucleoside-triphosphate reductase
V1065515	preprotein translocase subunit SecA
V1065456	Chemotaxis protein CheV
V1036274	DivIVA domain protein
V1198688	Fimbrial subunit type 1 precursor
V1065349	50S ribosomal protein L20
V1065576	Adenylate kinase
V1157772	Translation initiation factor IF-3
V1065504	hypothetical protein
