Gene	KEGG_module_number	Annotation
V1000534	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000642	M00346	Formaldehyde assimilation, serine pathway
V1431607	M00178	Ribosome, bacteria
V1000116	M00002	Glycolysis, core module involving three-carbon compounds
V1912442	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1852039	M00183	RNA polymerase, bacteria
V1000836	M00178	Ribosome, bacteria
V1000487	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000004	M00183	RNA polymerase, bacteria
V1439186	M00178	Ribosome, bacteria
V1000943	M00179	Ribosome, archaea
V1000080	M00178	Ribosome, bacteria
V1000546	M00197	Putative fructooligosaccharide transport system
V1073967	M00179	Ribosome, archaea
V1553618	M00335	Sec (secretion) system
V1430275	M00164	ATP synthase
V1164548	M00183	RNA polymerase, bacteria
V1836804	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000305	M00346	Formaldehyde assimilation, serine pathway
V1306539	M00179	Ribosome, archaea
V1000886	M00207	Putative multiple sugar transport system
V1573648	M00178	Ribosome, bacteria
V1000545	M00197	Putative fructooligosaccharide transport system
V1552772	M00002	Glycolysis, core module involving three-carbon compounds
V1392006	M00178	Ribosome, bacteria
V1000944	M00179	Ribosome, archaea
V1889488	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000630	M00335	Sec (secretion) system
V1886416	M00002	Glycolysis, core module involving three-carbon compounds
V1000640	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1195882	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000845	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1000106	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1043485	M00179	Ribosome, archaea
V1880077	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000001	M00179	Ribosome, archaea
V1000040	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1464170	M00164	ATP synthase
V1519450	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1093074	M00197	Putative fructooligosaccharide transport system
V1392051	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1576144	M00335	Sec (secretion) system
V1000840	M00164	ATP synthase
V1033902	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1852094	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1144304	M00179	Ribosome, archaea
V1000018	M00179	Ribosome, archaea
V1000003	M00178	Ribosome, bacteria
V1006020	M00179	Ribosome, archaea
V1000841	M00164	ATP synthase
V1886558	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000882	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1592992	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000563	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1000171	M00239	Peptides/nickel transport system
V1360328	M00178	Ribosome, bacteria
V1000172	M00239	Peptides/nickel transport system
V1000057	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1078022	M00179	Ribosome, archaea
V1164541	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1000533	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1382281	M00178	Ribosome, bacteria
V1143984	M00346	Formaldehyde assimilation, serine pathway
V1144358	M00178	Ribosome, bacteria
V1000023	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1000021	M00179	Ribosome, archaea
V1036606	M00164	ATP synthase
V1420559	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1000144	M00179	Ribosome, archaea
V1000151	M00178	Ribosome, bacteria
V1000077	M00260	DNA polymerase III complex, bacteria
V1000076	M00178	Ribosome, bacteria
V1006727	M00178	Ribosome, bacteria
V1886377	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1364877	M00164	ATP synthase
V1608313	M00002	Glycolysis, core module involving three-carbon compounds
V1144133	M00197	Putative fructooligosaccharide transport system
V1580709	M00178	Ribosome, bacteria
V1491714	M00178	Ribosome, bacteria
V1000017	M00178	Ribosome, bacteria
V1001368	M00276	PTS system, mannose-specific II component
V1033925	M00164	ATP synthase
V1552729	M00179	Ribosome, archaea
V1000300	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000312	M00178	Ribosome, bacteria
V1000641	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000162	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1430573	M00197	Putative fructooligosaccharide transport system
V1000547	M00197	Putative fructooligosaccharide transport system
V1006017	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1356383	M00197	Putative fructooligosaccharide transport system
V1464441	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1879918	M00179	Ribosome, archaea
V1852083	M00179	Ribosome, archaea
V1852084	M00179	Ribosome, archaea
V1064534	M00183	RNA polymerase, bacteria
V1000525	M00120	Coenzyme A biosynthesis, pantothenate => CoA
V1608875	M00178	Ribosome, bacteria
V1000175	M00178	Ribosome, bacteria
V1392504	M00179	Ribosome, archaea
V1000842	M00164	ATP synthase
V1381099	M00164	ATP synthase
V1851978	M00207	Putative multiple sugar transport system
V1000326	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1074742	M00179	Ribosome, archaea
V1552739	M00244	Putative zinc/manganese transport system
V1574099	M00276	PTS system, mannose-specific II component
V1000516	M00258	Putative ABC transport system
V1297375	M00179	Ribosome, archaea
V1482595	M00178	Ribosome, bacteria
V1607575	M00260	DNA polymerase III complex, bacteria
V1033803	M00164	ATP synthase
V1397554	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1574080	M00095	C5 isoprenoid biosynthesis, mevalonate pathway
V1001475	M00248	Antibiotic transport system
V1000320	M00335	Sec (secretion) system
V1000517	M00258	Putative ABC transport system
V1000502	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1006021	M00179	Ribosome, archaea
V1000528	M00179	Ribosome, archaea
V1035161	M00335	Sec (secretion) system
V1000009	M00179	Ribosome, archaea
V1001468	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1482551	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1580898	M00179	Ribosome, archaea
V1000008	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1448171	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1382759	M00260	DNA polymerase III complex, bacteria
V1836815	M00221	Putative simple sugar transport system
V1481366	M00178	Ribosome, bacteria
V1391945	M00276	PTS system, mannose-specific II component
V1000161	M00248	Antibiotic transport system
V1491685	M00346	Formaldehyde assimilation, serine pathway
V1431657	M00179	Ribosome, archaea
V1000013	M00179	Ribosome, archaea
V1553655	M00126	Tetrahydrofolate biosynthesis, GTP => THF
V1000140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1364188	M00164	ATP synthase
V1000594	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1000011	M00179	Ribosome, archaea
V1256954	M00239	Peptides/nickel transport system
V1000601	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1852140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000325	M00178	Ribosome, bacteria
V1043585	M00179	Ribosome, archaea
V1886653	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1000022	M00179	Ribosome, archaea
V1886466	M00179	Ribosome, archaea
V1158426	M00276	PTS system, mannose-specific II component
V1000318	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000152	M00335	Sec (secretion) system
V1469296	M00179	Ribosome, archaea
V1000168	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
