Gene	KEGG_pathwayID	Annotation
V1000639	map05010	Alzheimer's disease
V1464571	map04626	Plant-pathogen interaction
V1000642	map03018	RNA degradation
V1000534	map00680	Methane metabolism
V1000122	map04626	Plant-pathogen interaction
V1431607	map03010	Ribosome
V1000116	map04930	Type II diabetes mellitus
V1912442	map00680	Methane metabolism
V1339929	map00640	Propanoate metabolism
V1000004	map03020	RNA polymerase
V1852039	map03020	RNA polymerase
V1073967	map03010	Ribosome
V1000546	map02030	Bacterial chemotaxis
V1000836	map03010	Ribosome
V1430275	map00195	Photosynthesis
V1164548	map03020	RNA polymerase
V1580955	map05152	Tuberculosis
V1000943	map03010	Ribosome
V1000549	map00500	Starch and sucrose metabolism
V1000305	map03018	RNA degradation
V1000487	map00710	Carbon fixation in photosynthetic organisms
V1481435	map02060	Phosphotransferase system (PTS)
V1000596	map05152	Tuberculosis
V1577228	map05152	Tuberculosis
V1000545	map02010	ABC transporters
V1000080	map03010	Ribosome
V1439186	map03010	Ribosome
V1306539	map03010	Ribosome
V1552772	map04930	Type II diabetes mellitus
V1573648	map03010	Ribosome
V1043485	map03010	Ribosome
V1000040	map00240	Pyrimidine metabolism
V1886416	map04930	Type II diabetes mellitus
V1000944	map03010	Ribosome
V1000106	map00720	Carbon fixation pathways in prokaryotes
V1000630	map03070	Bacterial secretion system
V1093074	map02030	Bacterial chemotaxis
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1836804	map00970	Aminoacyl-tRNA biosynthesis
V1576144	map03070	Bacterial secretion system
V1464170	map00195	Photosynthesis
V1552804	map05152	Tuberculosis
V1889488	map05010	Alzheimer's disease
V1392006	map03010	Ribosome
V1000840	map00195	Photosynthesis
V1000841	map00195	Photosynthesis
V1000845	map00520	Amino sugar and nucleotide sugar metabolism
V1000548	map00500	Starch and sucrose metabolism
V1001368	map02060	Phosphotransferase system (PTS)
V1592992	map00970	Aminoacyl-tRNA biosynthesis
V1000001	map03010	Ribosome
V1195882	map00710	Carbon fixation in photosynthetic organisms
V1553618	map03070	Bacterial secretion system
V1000171	map02010	ABC transporters
V1301126	map00520	Amino sugar and nucleotide sugar metabolism
V1886517	map00640	Propanoate metabolism
V1880077	map00970	Aminoacyl-tRNA biosynthesis
V1000018	map03010	Ribosome
V1000003	map03010	Ribosome
V1006020	map03010	Ribosome
V1006727	map03010	Ribosome
V1519450	map00710	Carbon fixation in photosynthetic organisms
V1000172	map02010	ABC transporters
V1000021	map03010	Ribosome
V1392216	map05152	Tuberculosis
V1143984	map03018	RNA degradation
V1491714	map03010	Ribosome
V1162881	map00521	Streptomycin biosynthesis
V1000017	map03010	Ribosome
V1033869	map04626	Plant-pathogen interaction
V1144358	map03010	Ribosome
V1144304	map03010	Ribosome
V1036606	map00195	Photosynthesis
V1000312	map03010	Ribosome
V1574099	map02060	Phosphotransferase system (PTS)
V1360328	map03010	Ribosome
V1000643	map03018	RNA degradation
V1000307	map04724	Glutamatergic synapse
V1000082	map04112	Cell cycle - Caulobacter
V1033902	map05010	Alzheimer's disease
V1295196	map04112	Cell cycle - Caulobacter
V1059001	map02060	Phosphotransferase system (PTS)
V1392051	map00720	Carbon fixation pathways in prokaryotes
V1000044	map00910	Nitrogen metabolism
V1886558	map00710	Carbon fixation in photosynthetic organisms
V1852094	map00250	Alanine, aspartate and glutamate metabolism
V1000151	map03010	Ribosome
V1364877	map00195	Photosynthesis
V1382281	map03010	Ribosome
V1420559	map00250	Alanine, aspartate and glutamate metabolism
V1886712	map00520	Amino sugar and nucleotide sugar metabolism
V1000499	map00970	Aminoacyl-tRNA biosynthesis
V1144133	map02010	ABC transporters
V1392504	map03010	Ribosome
V1000023	map00230	Purine metabolism
V1340131	map00520	Amino sugar and nucleotide sugar metabolism
V1886965	map00520	Amino sugar and nucleotide sugar metabolism
V1000563	map00230	Purine metabolism
V1356383	map02010	ABC transporters
V1000093	map05150	Staphylococcus aureus infection
V1430573	map02010	ABC transporters
V1078022	map03010	Ribosome
V1481324	map00970	Aminoacyl-tRNA biosynthesis
V1000835	map00550	Peptidoglycan biosynthesis
V1552729	map03010	Ribosome
V1608313	map04930	Type II diabetes mellitus
V1356068	map03018	RNA degradation
V1064534	map03020	RNA polymerase
V1481366	map03010	Ribosome
V1391945	map02060	Phosphotransferase system (PTS)
V1000057	map00230	Purine metabolism
V1580709	map03010	Ribosome
V1000502	map00983	Drug metabolism - other enzymes
V1503139	map03440	Homologous recombination
V1299127	map00550	Peptidoglycan biosynthesis
V1000300	map00970	Aminoacyl-tRNA biosynthesis
V1033925	map00195	Photosynthesis
V1158426	map02060	Phosphotransferase system (PTS)
V1000326	map00970	Aminoacyl-tRNA biosynthesis
V1104333	map00330	Arginine and proline metabolism
V1000834	map03018	RNA degradation
V1000882	map00720	Carbon fixation pathways in prokaryotes
V1608875	map03010	Ribosome
V1000641	map00710	Carbon fixation in photosynthetic organisms
V1000842	map00195	Photosynthesis
