Gene	KEGG_module_number	Annotation
V1164548	M00183	RNA polymerase, bacteria
V1001468	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000534	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1836804	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000502	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1000642	M00346	Formaldehyde assimilation, serine pathway
V1522031	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
V1000040	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1464441	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000168	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000886	M00207	Putative multiple sugar transport system
V1000004	M00183	RNA polymerase, bacteria
V1430275	M00164	ATP synthase
V1000318	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000601	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000057	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1592992	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000630	M00335	Sec (secretion) system
V1000640	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1064534	M00183	RNA polymerase, bacteria
V1431607	M00178	Ribosome, bacteria
V1548376	M00035	Methionine degradation
V1836815	M00221	Putative simple sugar transport system
V1000326	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1164541	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1852039	M00183	RNA polymerase, bacteria
V1852140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000943	M00179	Ribosome, archaea
V1000594	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1576144	M00335	Sec (secretion) system
V1852094	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1035161	M00335	Sec (secretion) system
V1000545	M00197	Putative fructooligosaccharide transport system
V1000487	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1553618	M00335	Sec (secretion) system
V1006729	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1000116	M00002	Glycolysis, core module involving three-carbon compounds
V1000519	M00268	PTS system, alpha-glucoside-specific II component
V1464170	M00164	ATP synthase
V1000300	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000944	M00179	Ribosome, archaea
V1000848	M00258	Putative ABC transport system
V1033803	M00164	ATP synthase
V1491714	M00178	Ribosome, bacteria
V1073967	M00179	Ribosome, archaea
V1001475	M00248	Antibiotic transport system
V1000080	M00178	Ribosome, bacteria
V1000546	M00197	Putative fructooligosaccharide transport system
V1000533	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1143377	M00273	PTS system, fructose-specific II component
V1306539	M00179	Ribosome, archaea
V1000052	M00248	Antibiotic transport system
V1912442	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1000018	M00179	Ribosome, archaea
V1035160	M00335	Sec (secretion) system
V1001467	M00368	Ethylene biosynthesis, methionine => ethylene
V1000836	M00178	Ribosome, bacteria
V1164544	M00260	DNA polymerase III complex, bacteria
V1394176	M00279	PTS system, galactitol-specific II component
V1000845	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1000171	M00239	Peptides/nickel transport system
V1000305	M00346	Formaldehyde assimilation, serine pathway
V1000106	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1519450	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1006727	M00178	Ribosome, bacteria
V1000003	M00178	Ribosome, bacteria
V1000161	M00248	Antibiotic transport system
V1469282	M00239	Peptides/nickel transport system
V1577140	M00183	RNA polymerase, bacteria
V1851978	M00207	Putative multiple sugar transport system
V1000841	M00164	ATP synthase
V1469580	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1006020	M00179	Ribosome, archaea
V1136911	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1000547	M00197	Putative fructooligosaccharide transport system
V1851957	M00035	Methionine degradation
V1000882	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1158426	M00276	PTS system, mannose-specific II component
V1362258	M00258	Putative ABC transport system
V1000024	M00362	Nucleotide sugar biosynthesis, prokaryotes
V1000123	M00179	Ribosome, archaea
