Gene	KEGG_module_number	Annotation
V1036256	M00197	Putative fructooligosaccharide transport system
V1368901	M00197	Putative fructooligosaccharide transport system
V1394389	M00197	Putative fructooligosaccharide transport system
V1145548	M00178	Ribosome, bacteria
V1041514	M00254	ABC-2 type transport system
V1366835	M00179	Ribosome, archaea
V1038252	M00164	ATP synthase
V1884207	M00197	Putative fructooligosaccharide transport system
V1013684	M00207	Putative multiple sugar transport system
V1362787	M00179	Ribosome, archaea
V1037518	M00178	Ribosome, bacteria
V1037422	M00164	ATP synthase
V1364027	M00197	Putative fructooligosaccharide transport system
V1484064	M00197	Putative fructooligosaccharide transport system
V1162256	M00179	Ribosome, archaea
V1036261	M00197	Putative fructooligosaccharide transport system
V1034175	M00197	Putative fructooligosaccharide transport system
V1168094	M00179	Ribosome, archaea
V1037423	M00164	ATP synthase
V1526141	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1157569	M00164	ATP synthase
V1268456	M00233	Glutamate transport system
V1806795	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1103115	M00197	Putative fructooligosaccharide transport system
V1200931	M00178	Ribosome, bacteria
V1313683	M00164	ATP synthase
V1728061	M00179	Ribosome, archaea
V1265052	M00346	Formaldehyde assimilation, serine pathway
V1501533	M00178	Ribosome, bacteria
V1145239	M00179	Ribosome, archaea
V1362785	M00197	Putative fructooligosaccharide transport system
V1266177	M00239	Peptides/nickel transport system
V1036839	M00026	Histidine biosynthesis, PRPP => histidine
V1036258	M00207	Putative multiple sugar transport system
V1137315	M00197	Putative fructooligosaccharide transport system
V1145315	M00183	RNA polymerase, bacteria
V1301930	M00178	Ribosome, bacteria
V1006110	M00179	Ribosome, archaea
V1445347	M00183	RNA polymerase, bacteria
V1409950	M00248	Antibiotic transport system
V1158372	M00164	ATP synthase
V1445419	M00002	Glycolysis, core module involving three-carbon compounds
V1037884	M00179	Ribosome, archaea
V1038267	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1375699	M00207	Putative multiple sugar transport system
V1035957	M00197	Putative fructooligosaccharide transport system
V1364166	M00179	Ribosome, archaea
V1036111	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1020434	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1368264	M00197	Putative fructooligosaccharide transport system
V1723757	M00178	Ribosome, bacteria
V1036988	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1103096	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway
V1038271	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1006265	M00178	Ribosome, bacteria
V1036227	M00239	Peptides/nickel transport system
V1465337	M00197	Putative fructooligosaccharide transport system
V1032287	M00178	Ribosome, bacteria
V1445176	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1265568	M00164	ATP synthase
V1368877	M00197	Putative fructooligosaccharide transport system
V1367869	M00206	Cellobiose transport system
V1445140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1084588	M00164	ATP synthase
V1019613	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1383824	M00239	Peptides/nickel transport system
V1370810	M00179	Ribosome, archaea
V1074483	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1723592	M00178	Ribosome, bacteria
V1724279	M00197	Putative fructooligosaccharide transport system
V1554521	M00207	Putative multiple sugar transport system
V1513839	M00197	Putative fructooligosaccharide transport system
V1070068	M00335	Sec (secretion) system
V1806816	M00335	Sec (secretion) system
V1176644	M00178	Ribosome, bacteria
V1237403	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1032060	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1137087	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1035843	M00178	Ribosome, bacteria
V1337287	M00179	Ribosome, archaea
V1880393	M00239	Peptides/nickel transport system
V1036826	M00374	Dicarboxylate-hydroxybutyrate cycle
V1440538	M00258	Putative ABC transport system
V1354174	M00179	Ribosome, archaea
V1036422	M00086	beta-Oxidation, acyl-CoA synthesis
V1237649	M00244	Putative zinc/manganese transport system
V1383863	M00178	Ribosome, bacteria
V1013685	M00207	Putative multiple sugar transport system
V1033039	M00207	Putative multiple sugar transport system
V1036364	M00233	Glutamate transport system
V1036458	M00254	ABC-2 type transport system
V1806864	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1705007	M00335	Sec (secretion) system
V1034170	M00179	Ribosome, archaea
V1317705	M00164	ATP synthase
V1036407	M00188	NitT/TauT family transport system
V1704984	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1445304	M00183	RNA polymerase, bacteria
V1527021	M00002	Glycolysis, core module involving three-carbon compounds
V1369096	M00179	Ribosome, archaea
V1445183	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1021535	M00258	Putative ABC transport system
V1318362	M00179	Ribosome, archaea
