gene	geneProduct
V1422497	hypothetical protein
V1265029	hypothetical protein
V1036256	Maltodextrin-binding protein
V1337358	Thiol-activated cytolysin
V1037187	Lipid A export ATP-binding/permease protein MsbA
V1368901	Maltose/maltodextrin-binding protein precursor
V1394389	Cyclodextrin-binding protein precursor
V1145548	30S ribosomal protein S1
V1145030	hypothetical protein
V1037868	hypothetical protein
V1041514	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
V1267672	hypothetical protein
V1036177	Fimbrial subunit type 1 precursor
V1145082	Beta/alpha-amylase precursor
V1038252	F-ATPase gamma subunit
V1884207	Maltose transport system permease protein MalF
V1166924	Heat shock protein 70
V1239597	Dark-response protein 21
V1013684	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1362787	30S ribosomal protein S15
V1037518	50S ribosomal protein L7/L12
V1038310	putative distant relative of cell wall-associated hydrolases
V1036164	Stress protein H5
V1038361	Elongation factor Tu
V1162245	Maltodextrin phosphorylase
V1312248	Trigger factor
V1198628	hypothetical protein
V1705120	hypothetical protein
V1806808	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1037443	hypothetical protein
V1036259	4-alpha-glucanotransferase
V1181936	Formate acetyltransferase
V1037422	F-type ATPase subunit b
V1364027	maltose ABC transporter periplasmic protein
V1168807	Translation initiation factor IF-1
V1085154	hypothetical protein
V1038020	hypothetical protein
V1068939	1%2C4-alpha-glucan branching enzyme GlgB
V1036191	Alkyl hydroperoxide reductase subunit C
V1162256	30S ribosomal protein S4
V1157772	Translation initiation factor IF-3
V1036261	Inner membrane ABC transporter permease protein YcjP
V1034175	Cyclodextrin-binding protein precursor
V1168094	50S ribosomal protein L6
V1036274	DivIVA domain protein
V1040344	Formate acetyltransferase
V1367590	Elongation factor Ts
V1037512	hypothetical protein
V1549573	co-chaperonin GroES
V1031976	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1037423	ATP synthase subunit alpha
V1526141	Phenylalanine--tRNA ligase beta subunit
V1081232	Formate acetyltransferase 1
V1834832	transcriptional regulator ICP4
V1145663	Elongation factor G
V1723300	Putative peptidoglycan binding domain protein
V1157569	F-ATPase subunit 6
V1145034	hypothetical protein
V1044382	Spore protein SP21
V1268456	Glutamine transport ATP-binding protein GlnQ
V1806795	Glyceraldehyde-3-phosphate dehydrogenase
V1103115	Cyclodextrin-binding protein precursor
V1036479	Serine/threonine-protein kinase PknB
V1040054	putative ABC transporter ATP-binding protein YheS
V1200931	50S ribosomal protein L16
V1313683	F-ATPase subunit 6
V1728061	30S ribosomal protein S2
V1140854	ATP-dependent Clp protease ATP-binding subunit ClpC
V1501533	hypothetical protein
V1037345	Aldehyde-alcohol dehydrogenase
V1036270	cell division protein MraZ
V1200468	hypothetical protein
V1037208	hypothetical protein
V1145239	50S ribosomal protein L10
V1362785	maltose ABC transporter periplasmic protein
V1267267	C protein alpha-antigen precursor
V1036773	DNA gyrase subunit B
V1172209	H+ Antiporter protein
V1266177	Nickel-binding periplasmic protein precursor
V1036839	Putative phenylalanine aminotransferase
V1037207	putative phage-associated protein
V1368546	protoporphyrinogen oxidase
V1051284	Phosphocarrier protein HPr
V1036367	hypothetical protein
V1138581	DNA gyrase subunit A
