Gene	KEGG_module_number	Annotation
V1239646	M00178	Ribosome, bacteria
V1394389	M00197	Putative fructooligosaccharide transport system
V1037518	M00178	Ribosome, bacteria
V1168094	M00179	Ribosome, archaea
V1526141	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1145315	M00183	RNA polymerase, bacteria
V1195096	M00179	Ribosome, archaea
V1884207	M00197	Putative fructooligosaccharide transport system
V1440555	M00164	ATP synthase
V1458477	M00178	Ribosome, bacteria
V1154539	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1366835	M00179	Ribosome, archaea
V1362787	M00179	Ribosome, archaea
V1395005	M00164	ATP synthase
V1200931	M00178	Ribosome, bacteria
V1436794	M00197	Putative fructooligosaccharide transport system
V1185257	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1501533	M00178	Ribosome, bacteria
V1266177	M00239	Peptides/nickel transport system
V1705007	M00335	Sec (secretion) system
V1484175	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1038252	M00164	ATP synthase
V1265052	M00346	Formaldehyde assimilation, serine pathway
V1006110	M00179	Ribosome, archaea
V1036261	M00197	Putative fructooligosaccharide transport system
V1036256	M00197	Putative fructooligosaccharide transport system
V1301930	M00178	Ribosome, bacteria
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1806795	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1484064	M00197	Putative fructooligosaccharide transport system
V1006125	M00346	Formaldehyde assimilation, serine pathway
V1036784	M00244	Putative zinc/manganese transport system
V1431607	M00178	Ribosome, bacteria
V1006063	M00179	Ribosome, archaea
V1037884	M00179	Ribosome, archaea
V1704984	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1196712	M00206	Cellobiose transport system
V1266170	M00374	Dicarboxylate-hydroxybutyrate cycle
V1370810	M00179	Ribosome, archaea
V1158372	M00164	ATP synthase
V1364027	M00197	Putative fructooligosaccharide transport system
V1139685	M00178	Ribosome, bacteria
V1445176	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1239604	M00183	RNA polymerase, bacteria
V1099394	M00197	Putative fructooligosaccharide transport system
V1140341	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1237432	M00164	ATP synthase
V1409950	M00248	Antibiotic transport system
V1383974	M00178	Ribosome, bacteria
V1237403	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1035843	M00178	Ribosome, bacteria
V1354174	M00179	Ribosome, archaea
V1239564	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1318362	M00179	Ribosome, archaea
V1172076	M00206	Cellobiose transport system
V1032287	M00178	Ribosome, bacteria
V1383926	M00244	Putative zinc/manganese transport system
V1617969	M00178	Ribosome, bacteria
V1141150	M00346	Formaldehyde assimilation, serine pathway
V1160714	M00179	Ribosome, archaea
V1162256	M00179	Ribosome, archaea
V1362785	M00197	Putative fructooligosaccharide transport system
V1237481	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1145239	M00179	Ribosome, archaea
V1037423	M00164	ATP synthase
V1266138	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1018179	M00179	Ribosome, archaea
V1239571	M00179	Ribosome, archaea
V1484087	M00335	Sec (secretion) system
V1723757	M00178	Ribosome, bacteria
V1020162	M00179	Ribosome, archaea
V1141223	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1084588	M00164	ATP synthase
V1098956	M00178	Ribosome, bacteria
V1000487	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1705038	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1484107	M00179	Ribosome, archaea
V1383824	M00239	Peptides/nickel transport system
V1400258	M00002	Glycolysis, core module involving three-carbon compounds
V1705008	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1074483	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1574858	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1440639	M00335	Sec (secretion) system
V1368901	M00197	Putative fructooligosaccharide transport system
V1000943	M00179	Ribosome, archaea
V1238151	M00178	Ribosome, bacteria
V1036776	M00260	DNA polymerase III complex, bacteria
V1069332	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1000004	M00183	RNA polymerase, bacteria
V1110058	M00179	Ribosome, archaea
V1524496	M00179	Ribosome, archaea
V1317705	M00164	ATP synthase
V1238560	M00178	Ribosome, bacteria
V1239567	M00178	Ribosome, bacteria
V1421267	M00179	Ribosome, archaea
V1445140	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1139467	M00178	Ribosome, bacteria
V1337287	M00179	Ribosome, archaea
V1237649	M00244	Putative zinc/manganese transport system
V1000546	M00197	Putative fructooligosaccharide transport system
V1705042	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1496507	M00178	Ribosome, bacteria
V1887168	M00179	Ribosome, archaea
V1000534	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1458517	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1000080	M00178	Ribosome, bacteria
V1497609	M00244	Putative zinc/manganese transport system
V1383919	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
V1466243	M00188	NitT/TauT family transport system
V1445419	M00002	Glycolysis, core module involving three-carbon compounds
V1036111	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1139691	M00335	Sec (secretion) system
V1239598	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1145548	M00178	Ribosome, bacteria
V1034175	M00197	Putative fructooligosaccharide transport system
V1140472	M00179	Ribosome, archaea
V1445776	M00179	Ribosome, archaea
V1267333	M00239	Peptides/nickel transport system
V1234581	M00178	Ribosome, bacteria
V1000886	M00207	Putative multiple sugar transport system
V1238100	M00346	Formaldehyde assimilation, serine pathway
V1171477	M00178	Ribosome, bacteria
V1383841	M00179	Ribosome, archaea
V1484295	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1409431	M00179	Ribosome, archaea
V1723592	M00178	Ribosome, bacteria
V1036407	M00188	NitT/TauT family transport system
V1006727	M00178	Ribosome, bacteria
V1429839	M00083	Fatty acid biosynthesis, elongation
V1436832	M00346	Formaldehyde assimilation, serine pathway
V1313175	M00346	Formaldehyde assimilation, serine pathway
V1073967	M00179	Ribosome, archaea
V1036872	M00005	PRPP biosynthesis, ribose 5P => PRPP
V1368264	M00197	Putative fructooligosaccharide transport system
V1173147	M00178	Ribosome, bacteria
V1080487	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1237393	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1466250	M00164	ATP synthase
V1036567	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1880393	M00239	Peptides/nickel transport system
V1728061	M00179	Ribosome, archaea
V1069749	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1704981	M00207	Putative multiple sugar transport system
V1819260	M00375	Hydroxypropionate-hydroxybutylate cycle
V1445304	M00183	RNA polymerase, bacteria
V1724150	M00178	Ribosome, bacteria
V1395763	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1239642	M00086	beta-Oxidation, acyl-CoA synthesis
V1198633	M00179	Ribosome, archaea
V1239710	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1383863	M00178	Ribosome, bacteria
V1000545	M00197	Putative fructooligosaccharide transport system
V1000944	M00179	Ribosome, archaea
V1000630	M00335	Sec (secretion) system
V1036285	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1006418	M00335	Sec (secretion) system
V1462237	M00179	Ribosome, archaea
V1232468	M00164	ATP synthase
V1151363	M00254	ABC-2 type transport system
V1446708	M00206	Cellobiose transport system
V1195882	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1268448	M00179	Ribosome, archaea
V1036227	M00239	Peptides/nickel transport system
V1009516	M00346	Formaldehyde assimilation, serine pathway
V1383835	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1445275	M00178	Ribosome, bacteria
V1365218	M00178	Ribosome, bacteria
V1467358	M00179	Ribosome, archaea
V1000305	M00346	Formaldehyde assimilation, serine pathway
V1000116	M00002	Glycolysis, core module involving three-carbon compounds
V1296458	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1200583	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1164548	M00183	RNA polymerase, bacteria
V1038267	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1501661	M00178	Ribosome, bacteria
V1237381	M00183	RNA polymerase, bacteria
V1367803	M00178	Ribosome, bacteria
V1032060	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1167759	M00002	Glycolysis, core module involving three-carbon compounds
V1705011	M00164	ATP synthase
V1430275	M00164	ATP synthase
V1040729	M00239	Peptides/nickel transport system
V1036422	M00086	beta-Oxidation, acyl-CoA synthesis
V1140670	M00164	ATP synthase
V1006251	M00179	Ribosome, archaea
V1852039	M00183	RNA polymerase, bacteria
V1334911	M00179	Ribosome, archaea
