gene	geneProduct
V1852142	gram-positive signal peptide%2C YSIRK family
V1034630	DNA protection during starvation protein
V1211148	hypothetical protein
V1448552	hypothetical protein
V1836803	Beta-N-acetylhexosaminidase precursor
V1000639	Glyceraldehyde-3-phosphate dehydrogenase
V1464571	Elongation factor Tu-B
V1000642	Enolase
V1000122	Elongation factor Tu
V1000534	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1046751	gram-positive signal peptide%2C YSIRK family
V1310212	Beta-N-acetylhexosaminidase precursor
V1339929	L-lactate dehydrogenase
V1851961	ATP-dependent Clp protease ATP-binding subunit ClpE
V1000596	Stress protein H5
V1000116	Pyruvate kinase
V1431607	50S ribosomal protein L21
V1000487	Fructose-bisphosphate aldolase
V1203355	Chaperone protein DnaJ
V1580955	Heat shock protein 70
V1503141	LPXTG cell wall anchor domain protein
V1912442	6-phosphofructokinase
V1886336	Phosphocarrier protein HPr
V1819416	ATP-dependent Clp protease ATP-binding subunit ClpE
V1000638	Central glycolytic genes regulator
V1852039	RNAP delta factor
V1000943	50S ribosomal protein L11
V1000004	DNA-directed RNA polymerase subunit alpha
V1607555	Beta-N-acetylhexosaminidase precursor
V1149402	hypothetical protein
V1000549	Maltose phosphorylase
V1195882	Fructose-bisphosphate aldolase
V1000836	50S ribosomal protein L31 type B
V1034901	replication protein
V1000546	Maltose/maltodextrin-binding protein precursor
V1000527	Vegetative protein 19
V1836804	Lysine--tRNA ligase
V1000886	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1000821	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1000640	Phosphoglycerate kinase
V1306539	50S ribosomal protein L13
V1000080	hypothetical protein
V1600200	Phosphoenolpyruvate-protein phosphotransferase
V1000079	DNA gyrase subunit A
V1000305	Enolase
V1458297	Tyrosine recombinase XerS
V1000627	Ribonuclease Y
V1851967	Heat-inducible transcription repressor HrcA
V1852092	Folate ECF transporter S component FolT
V1887021	Trigger factor
V1073967	50S ribosomal protein L10
V1392216	Stress protein H5
V1000075	Ribonuclease P protein component
V1000570	Rod shape-determining protein MreB
V1000129	Tyrosine phosphorylated protein A
V1552772	Pyruvate kinase
V1334758	Divergent AAA domain protein
V1000134	HSP-70 cofactor
V1553523	Foldase protein PrsA precursor
V1000545	Maltose transport system permease protein MalF
V1257303	hypothetical protein
V1000001	30S ribosomal protein S9
V1872766	Ribonucleoside-diphosphate reductase subunit alpha 2
V1016072	DNA replication initiation protein gpA
V1000040	Anaerobic ribonucleoside-triphosphate reductase
V1381099	F-ATPase gamma subunit
V1000548	Beta-phosphoglucomutase
V1000944	50S ribosomal protein L1
V1035132	hypothetical protein
V1000841	F-type ATPase subunit delta
V1000475	hypothetical protein
V1851982	putative ABC transporter ATP-binding protein YheS
V1000845	Glucose-6-phosphate isomerase
V1607589	Signal transduction histidine-protein kinase ArlS
V1000625	Helix-turn-helix domain protein
V1204223	repeat
V1036606	F-type ATPase subunit b
V1000023	Ribose-phosphate pyrophosphokinase
V1000630	preprotein translocase subunit SecA
V1006095	PD-(D/E)XK nuclease family transposase
V1339711	Foldase protein PrsA precursor
V1000123	hypothetical protein
V1006020	50S ribosomal protein L2
V1203576	6-phosphofructokinase
V1211229	ATP synthase subunit beta
V1491714	30S ribosomal protein S1
V1016074	capsid protein
V1852109	gram-positive signal peptide%2C YSIRK family
V1439186	50S ribosomal protein L19
V1034832	Ribonuclease J 2
V1006727	30S ribosomal protein S1
V1104333	Proline iminopeptidase
V1836805	Copper-exporting P-type ATPase B
V1136538	Trigger factor
V1323334	NAD(+)--arginine ADP-ribosyltransferase EFV
V1852094	Adenylosuccinate lyase
V1000564	Cell division protein FtsZ
V1448519	Glyceraldehyde-3-phosphate dehydrogenase
V1162881	Phosphoglucomutase
V1448327	F-ATPase gamma subunit
V1204231	Fibrinogen-binding protein precursor
V1268476	CBS domain protein
V1819563	putative endopeptidase precursor
V1000171	Oligopeptide-binding protein AppA precursor
V1612021	Cell division protein SepF
V1136133	Stress protein H5
V1191213	type 2 lantibiotic biosynthesis protein LanM
V1000842	F-ATPase subunit 6
V1000044	Asparagine synthetase [glutamine-hydrolyzing] 1
V1597389	50S ribosomal protein L11
V1155228	Elongation factor Tu
V1006735	gram-positive signal peptide%2C YSIRK family
V1000641	Triosephosphate isomerase
V1836833	C protein alpha-antigen precursor
V1000574	Septation ring formation regulator EzrA
V1000840	F-ATPase gamma subunit
V1599086	hypothetical protein
V1420563	DNA gyrase subunit B
V1016073	minor spike protein
V1203300	dihydroxyacetone kinase
V1157115	Enolase
V1000003	hypothetical protein
V1000143	Elongation factor Ts
V1136163	50S ribosomal protein L10
V1000018	hypothetical protein
V1364877	F-ATPase epsilon subunit
V1001477	hypothetical protein
V1136116	Ribonuclease P protein component
V1136203	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1392051	Acetate kinase
V1000017	50S ribosomal protein L16
V1000828	ATP-dependent zinc metalloprotease FtsH
V1000151	30S ribosomal protein S16
V1000563	Guanylate kinase
V1150384	hypothetical protein
V1000184	Bacteriophage peptidoglycan hydrolase
V1542216	hypothetical protein
V1000057	Ribose-phosphate pyrophosphokinase
V1481366	30S ribosomal protein S1
V1483972	C protein alpha-antigen precursor
V1059001	Phosphoenolpyruvate-protein phosphotransferase
V1211201	preprotein translocase subunit SecY
V1076330	Helix-destabilizing protein
V1136265	Recombination protein O
V1075411	Vegetative protein 19
V1000892	Phosphoglucosamine mutase
V1000021	50S ribosomal protein L3
V1000082	Replicative DNA helicase
V1000045	hypothetical protein
V1213705	Fructose-bisphosphate aldolase
V1136352	Tyrosine phosphorylated protein A
V1888216	NADH oxidase
V1136388	Phosphoglycerate kinase
V1144329	Proline iminopeptidase
V1836823	hypothetical protein
V1301126	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1000046	Putative universal stress protein
V1000093	Putative penicillin-binding protein PbpX
V1852124	Exo-glucosaminidase LytG precursor
V1581223	Helix-destabilizing protein
V1601107	nicotinamide mononucleotide transporter PnuC
V1213480	Recombinase A
V1392169	hypothetical protein
V1000882	Acetate kinase
V1356068	Ribonuclease J 1
V1211334	Enolase
V1046746	hypothetical protein
V1136222	hypothetical protein
V1203570	Glucose-6-phosphate isomerase
V1851978	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1213513	Maltose phosphorylase
V1594784	Diacylglycerol kinase
V1392006	50S ribosomal protein L19
V1580709	30S ribosomal protein S21
V1390055	hypothetical protein
V1136121	30S ribosomal protein S6
V1064534	DNA-directed RNA polymerase subunit beta
V1000025	hypothetical protein
V1000106	Formate--tetrahydrofolate ligase 1
V1136548	Elongation factor Ts
V1499093	co-chaperonin GroES
V1000326	Threonine--tRNA ligase
V1162285	Insecticidal delta-endotoxin CryXXIIA(a)
V1413201	hypothetical protein
V1000317	Transcript cleavage factor GreA
V1390171	C protein alpha-antigen precursor
V1000547	Trehalose import ATP-binding protein SugC
V1381763	Glucosamine kinase GspK
V1836820	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
V1000124	30S ribosomal protein S20
V1000499	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1295196	Cell division protein FtsA
V1599277	GTPase Era
V1594229	6-phosphogluconate dehydrogenase%2C decarboxylating
V1000533	CTP synthase
V1000643	Ribonuclease R
V1136908	adaptor protein
V1000594	Carbamoyl-phosphate synthase large chain
V1000172	Stage 0 sporulation protein KC
V1035222	hypothetical protein
V1424841	L%2CD-transpeptidase catalytic domain
V1136573	50S ribosomal protein L1
V1000835	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1607579	hypothetical protein
V1237186	hypothetical protein
V1852133	Translation initiation factor IF-3
V1000834	DEAD-box ATP-dependent RNA helicase CshA
V1000205	hypothetical protein
V1000077	DNA polymerase III subunit beta
V1144133	hypothetical protein
V1042869	polynucleotide kinase
V1836800	Protein involved in sex pheromone biosynthesis
V1136570	SigL modulation protein
V1213484	Cyclodextrin-binding protein precursor
V1431657	30S ribosomal protein S2
V1046750	hypothetical protein
V1000601	Alanine--tRNA ligase
V1136359	Glutamine synthetase
V1000518	Glv operon regulatory protein
V1000552	putative galacturonate locus repressor
V1836824	hypothetical protein
V1852084	50S ribosomal protein L23
V1156179	30S ribosomal protein S1
V1000050	Cysteine-rich secretory protein family protein
V1000007	Translation initiation factor IF-1
V1000300	Aspartate--tRNA ligase
V1035515	hypothetical protein
V1852008	hypothetical protein
V1299127	Penicillin-binding protein B
V1852118	hypothetical protein
V1552777	Translation initiation factor IF-2
V1819423	Ribokinase
V1035172	hypothetical protein
V1136272	D-lactate dehydrogenase
V1000069	Sensor histidine kinase YycG
V1912438	hypothetical protein
V1000081	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1136447	Ribose-5-phosphate isomerase A
V1000056	transcriptional regulator BetI
V1006822	deoxyguanosinetriphosphate triphosphohydrolase-like protein
V1493841	Beta-N-acetylhexosaminidase precursor
V1357028	hypothetical protein
V1334731	hypothetical protein
V1382281	50S ribosomal protein L27
V1000144	Vegetative protein 209
V1006736	Beta-N-acetylhexosaminidase precursor
V1481434	G3P acyltransferase
V1852140	Methionine--tRNA ligase
V1076036	Non-specific ribonucleoside hydrolase RihC
V1136581	Central glycolytic genes regulator
V1000558	Putative protein phosphatase 2C-type
V1136510	50S ribosomal protein L2
V1211345	ATP synthase subunit alpha
V1211411	Ribosomal RNA small subunit methyltransferase H
V1000510	hypothetical protein
V1060343	F-type ATPase subunit delta
V1211371	Glutamate--tRNA ligase
V1607575	DNA polymerase III PolC-type
V1136248	Recombinase A
V1886543	Vegetative protein 19
V1381895	Trehalose import ATP-binding protein SugC
V1151052	repeat
V1000008	Adenylate kinase
V1006819	Glutamine transport ATP-binding protein GlnQ
V1799342	DNA-directed RNA polymerase subunit beta'
V1211166	chromosome segregation protein SMC
V1136049	50S ribosomal protein L13
V1000526	Helicase IV
V1000503	Calcium-transporting ATPase
V1851995	Ribosomal RNA small subunit methyltransferase H
V1000298	glutamyl-tRNA(Gln) amidotransferase subunit E
V1503164	Serine-rich repeat protein GspB
V1001475	putative ABC transporter ATP-binding protein YxlF
V1006021	hypothetical protein
V1000330	Regulatory protein RecX
V1001368	EIIAB-Man
V1599154	Heat shock protein 70
V1000502	Inosine-5'-monophosphate dehydrogenase
V1000140	Proline--tRNA ligase
V1600643	Alpha-xylosidase
V1046757	L%2CD-transpeptidase catalytic domain
V1000603	Putative Holliday junction resolvase
V1108481	addiction module antitoxin%2C RelB/DinJ family
V1006628	Methionine aminopeptidase 1
V1213511	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1136440	50S ribosomal protein L16
V1000575	Integrase
V1541158	major spike protein
V1164544	DNA polymerase III subunit gamma/tau
V1000885	Ribonuclease J 1
V1599264	Phosphoenolpyruvate carboxylase
V1000497	Serine/threonine-protein kinase PrkC
V1357707	Transcriptional regulatory protein YycF
V1000175	50S ribosomal protein L28
V1463123	Response regulator ArlR
V1885719	hypothetical protein
V1000132	Single-stranded-DNA-specific exonuclease RecJ
V1852083	50S ribosomal protein L5
V1162542	ski2-like helicase
V1171078	Uracil phosphoribosyltransferase
V1886560	chromosome segregation protein
V1599213	Magnesium-transporting ATPase%2C P-type 1
V1000307	Glutamine synthetase
V1136606	50S ribosomal protein L27
V1136122	Helix-destabilizing protein
V1136312	ATP-dependent Clp protease proteolytic subunit
V1006017	Ribonucleoside-diphosphate reductase subunit beta nrdF2
V1136202	ribosomal-protein-alanine N-acetyltransferase
V1430720	Prolipoprotein diacylglyceryl transferase
V1852132	Nicotinate-nucleotide adenylyltransferase
V1000013	30S ribosomal protein S8
V1000505	Mannosyltransferase OCH1
V1136305	Beta-phosphoglucomutase
V1043994	Elongation factor Ts
V1000500	DNA ligase
V1000551	Intracellular maltogenic amylase
V1136115	Stage III sporulation protein J
V1018798	Tetracycline resistance protein TetM from transposon TnFO1
V1553617	hypothetical protein
V1836815	Galactose/methyl galactoside import ATP-binding protein MglA
V1000085	H+ Antiporter protein
V1001468	Leucine--tRNA ligase
V1599322	30S ribosomal protein S4
V1615860	repeat
V1580898	hypothetical protein
V1006029	UDP-N-acetylenolpyruvoylglucosamine reductase
V1203452	Muramidase-2 precursor
V1601155	Oligopeptide-binding protein AppA precursor
V1581527	putative transcriptional regulator
V1851984	NH(3)-dependent NAD(+) synthetase
V1000301	Bifunctional (p)ppGpp synthase/hydrolase RelA
V1000161	ABC-2 type transporter
V1203420	Fic/DOC family protein
V1000637	ATP-dependent Clp protease proteolytic subunit
V1237406	Lysine--tRNA ligase
V1006089	site-specific tyrosine recombinase XerC
V1149241	cell division protein MraZ
V1149263	HTH-type transcriptional regulator YodB
V1614154	Plasmid recombination enzyme
V1465413	Stage III sporulation protein E
V1211254	Ribonuclease Y
V1213485	Maltose transport system permease protein MalF
V1400168	Cell division protein DivIVA
V1462015	CCA-adding enzyme
V1000831	Transcription-repair-coupling factor
V1000329	Peptide chain release factor 3
V1136423	F-ATPase epsilon subunit
V1608875	hypothetical protein
V1000168	Isoleucine--tRNA ligase
V1851983	ATP-dependent DNA helicase PcrA
V1594750	Hypoxanthine-guanine phosphoribosyltransferase
V1000011	50S ribosomal protein L18
V1000060	Ribonuclease HI
V1035129	putative tRNA sulfurtransferase
V1203506	Lipoteichoic acid synthase 1
V1600192	Diaminopropionate ammonia-lyase
V1000009	50S ribosomal protein L15
V1301210	Transposase
V1000062	5'-nucleotidase YfbR
V1000604	hypothetical protein
V1000528	30S ribosomal protein S7
V1851969	hypothetical protein
V1426355	Translation initiation factor IF-3
V1836802	Putative tRNA (cytidine(34)-2'-O)-methyltransferase
V1064214	external scaffolding protein
V1211322	Phosphoglucosamine mutase
V1036339	hypothetical protein
V1000888	ADP-binding protein
V1000827	putative tRNA-dihydrouridine synthase
V1237698	50S ribosomal protein L3
V1000525	Pantothenate kinase
V1884741	hypothetical protein
V1886694	GTP pyrophosphokinase YjbM
V1211184	DNA-directed RNA polymerase subunit beta
V1000039	anaerobic ribonucleotide reductase-activating protein
V1552713	Phosphoglucosamine mutase
V1000012	50S ribosomal protein L6
V1136324	Threonine--tRNA ligase
V1006022	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
V1608734	ATP-dependent Clp protease ATP-binding subunit ClpE
V1000152	hypothetical protein
V1136335	Asparagine synthetase [glutamine-hydrolyzing] 1
V1136635	Phosphocarrier protein HPr
V1000304	Pullulanase
V1162887	hypothetical protein
V1852111	Lipoteichoic acid synthase 1
V1000644	SsrA-binding protein
V1415807	Recombination protein RecR
V1851985	3-hydroxy-3-methylglutaryl-coenzyme A reductase
V1819428	Foldase protein PrsA precursor
V1257059	flagellar assembly protein H
V1074742	30S ribosomal protein S12
V1852100	Thiamine pyrophosphokinase
V1000091	hypothetical protein
V1000454	Aspartate racemase
V1595138	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1600206	preprotein translocase subunit SecA
V1211258	ATP-dependent zinc metalloprotease FtsH
V1046767	DNA polymerase I
V1213499	F-type ATPase subunit delta
V1851988	hypothetical protein
V1420579	putative hydrolase
V1035134	Peptidase family M23
V1136304	Trehalose import ATP-binding protein SugC
V1167421	Chromosomal replication initiator protein DnaA
V1156008	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1553706	putative alpha-glucosidase
V1799360	Rod shape-determining protein RodA
V1136252	Phosphoglucomutase
V1000295	Glycine--tRNA ligase beta subunit
V1522724	Aminopeptidase C
V1886961	Serine/threonine-protein kinase PrkC
V1298012	Type I restriction enzyme EcoR124II R protein
V1000139	DNA polymerase III PolC-type
V1000299	Putative pyruvate%2C phosphate dikinase regulatory protein
V1164912	CopAB ATPases metal-fist type repressor
V1136050	30S ribosomal protein S9
V1136437	50S ribosomal protein L24
V1010815	ribosomal-protein-alanine N-acetyltransferase
V1469282	Glutathione transport system permease protein GsiC
V1000059	Putative glycosyltransferase EpsH
V1000185	Glucan 1%2C6-alpha-glucosidase
V1257304	hypothetical protein
V1836829	putative ABC transporter ATP-binding protein YheS
V1000141	Phosphatidate cytidylyltransferase
V1000051	hypothetical protein
V1852080	UDP-N-acetylmuramate--L-alanine ligase
V1037687	Stress protein H5
V1381941	hypothetical protein
V1000166	ADP-ribose pyrophosphatase
V1000881	D-serine/D-alanine/glycine transporter
V1167856	Tyrosine recombinase XerD
V1000619	Regulatory protein spx
V1000074	Glucose-inhibited division protein A
V1001467	S-adenosylmethionine synthase
V1203343	DNA gyrase subunit A
V1469372	hypothetical protein
V1033375	Trigger factor
V1046739	hypothetical protein
V1298017	Competence-specific nuclease
V1885262	Aldehyde-alcohol dehydrogenase
V1000005	30S ribosomal protein S11
V1400781	hypothetical protein
V1000109	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
V1000117	Ribonuclease Z
V1211182	Alanine--tRNA ligase
V1000486	Penicillin-binding protein F
V1423938	Enolase
V1167440	6-phospho-alpha-glucosidase 1
V1458257	Restriction enzyme BgcI subunit alpha
V1594655	Stage 0 sporulation protein KD
V1000610	Glucose-resistance amylase regulator
V1599150	DNA polymerase III PolC-type
V1000318	Phenylalanine--tRNA ligase beta subunit
V1000002	tRNA pseudouridine synthase A
V1000832	Peptidyl-tRNA hydrolase
V1203409	Adenosylcobalamin-dependent ribonucleoside-triphosphate reductase
V1442272	Immunoglobulin G-binding protein G precursor
V1000066	Serine protease Do-like HtrA
