Gene	KEGG_module_number	Annotation
V1394389	M00197	Putative fructooligosaccharide transport system
V1009516	M00346	Formaldehyde assimilation, serine pathway
V1301930	M00178	Ribosome, bacteria
V1265517	M00206	Cellobiose transport system
V1687741	M00197	Putative fructooligosaccharide transport system
V1020434	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1334911	M00179	Ribosome, archaea
V1465337	M00197	Putative fructooligosaccharide transport system
V1137315	M00197	Putative fructooligosaccharide transport system
V1239646	M00178	Ribosome, bacteria
V1003154	M00164	ATP synthase
V1140472	M00179	Ribosome, archaea
V1167759	M00002	Glycolysis, core module involving three-carbon compounds
V1723757	M00178	Ribosome, bacteria
V1302192	M00206	Cellobiose transport system
V1036256	M00197	Putative fructooligosaccharide transport system
V1395005	M00164	ATP synthase
V1362787	M00179	Ribosome, archaea
V1032060	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1038424	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1009641	M00183	RNA polymerase, bacteria
V1301690	M00178	Ribosome, bacteria
V1009625	M00335	Sec (secretion) system
V1484064	M00197	Putative fructooligosaccharide transport system
V1884207	M00197	Putative fructooligosaccharide transport system
V1409431	M00179	Ribosome, archaea
V1038323	M00197	Putative fructooligosaccharide transport system
V1006125	M00346	Formaldehyde assimilation, serine pathway
V1086654	M00164	ATP synthase
V1409950	M00248	Antibiotic transport system
V1899904	M00276	PTS system, mannose-specific II component
V1083647	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1383841	M00179	Ribosome, archaea
V1082705	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1019613	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1019461	M00164	ATP synthase
V1723592	M00178	Ribosome, bacteria
V1362785	M00197	Putative fructooligosaccharide transport system
V1883469	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1464364	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1445176	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1687756	M00335	Sec (secretion) system
V1151601	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1234581	M00178	Ribosome, bacteria
V1724122	M00179	Ribosome, archaea
V1237403	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1265596	M00164	ATP synthase
V1036261	M00197	Putative fructooligosaccharide transport system
V1458477	M00178	Ribosome, bacteria
V1099394	M00197	Putative fructooligosaccharide transport system
V1016652	M00164	ATP synthase
V1195096	M00179	Ribosome, archaea
V1384044	M00197	Putative fructooligosaccharide transport system
V1035957	M00197	Putative fructooligosaccharide transport system
V1036042	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1036976	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1806795	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1036497	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1364027	M00197	Putative fructooligosaccharide transport system
V1020162	M00179	Ribosome, archaea
V1383974	M00178	Ribosome, bacteria
V1440555	M00164	ATP synthase
V1196712	M00206	Cellobiose transport system
V1011667	M00178	Ribosome, bacteria
V1104365	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1038252	M00164	ATP synthase
V1015427	M00374	Dicarboxylate-hydroxybutyrate cycle
V1032287	M00178	Ribosome, bacteria
V1366835	M00179	Ribosome, archaea
V1301559	M00178	Ribosome, bacteria
V1267333	M00239	Peptides/nickel transport system
V1198623	M00183	RNA polymerase, bacteria
V1049012	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA
