Gene	KEGG_pathwayID	Annotation
V1594594	map04626	Plant-pathogen interaction
V1067936	map00650	Butanoate metabolism
V1007844	map00650	Butanoate metabolism
V1421347	map04626	Plant-pathogen interaction
V1066646	map02030	Bacterial chemotaxis
V1881261	map04626	Plant-pathogen interaction
V1010451	map02030	Bacterial chemotaxis
V1110058	map03010	Ribosome
V1200593	map02010	ABC transporters
V1011530	map03020	RNA polymerase
V1294607	map04626	Plant-pathogen interaction
V1268218	map04626	Plant-pathogen interaction
V1013092	map00650	Butanoate metabolism
V1344061	map02010	ABC transporters
V1200931	map03010	Ribosome
V1235967	map02040	Flagellar assembly
V1013090	map00710	Carbon fixation in photosynthetic organisms
V1190195	map04626	Plant-pathogen interaction
V1567778	map04626	Plant-pathogen interaction
V1015187	map00195	Photosynthesis
V1018179	map03010	Ribosome
V1506464	map04626	Plant-pathogen interaction
V1067558	map05010	Alzheimer's disease
V1066658	map02040	Flagellar assembly
V1109394	map04626	Plant-pathogen interaction
V1015188	map00195	Photosynthesis
V1008385	map04930	Type II diabetes mellitus
V1393635	map04626	Plant-pathogen interaction
V1066648	map03020	RNA polymerase
V1171010	map03010	Ribosome
V1239784	map03010	Ribosome
V1687090	map03070	Bacterial secretion system
V1200297	map03010	Ribosome
V1181936	map00650	Butanoate metabolism
V1067114	map00450	Selenocompound metabolism
V1557734	map03018	RNA degradation
V1235913	map00195	Photosynthesis
V1806808	map00710	Carbon fixation in photosynthetic organisms
V1420994	map04626	Plant-pathogen interaction
V1462237	map03010	Ribosome
V1067088	map00710	Carbon fixation in photosynthetic organisms
V1153240	map03010	Ribosome
V1366716	map04626	Plant-pathogen interaction
V1436641	map00650	Butanoate metabolism
V1356896	map04626	Plant-pathogen interaction
V1109176	map00195	Photosynthesis
V1235912	map04626	Plant-pathogen interaction
V1066664	map02040	Flagellar assembly
V1038361	map04626	Plant-pathogen interaction
V1414483	map03010	Ribosome
V1233016	map04626	Plant-pathogen interaction
V1103554	map05010	Alzheimer's disease
V1553939	map03010	Ribosome
V1008596	map05152	Tuberculosis
V1375370	map04626	Plant-pathogen interaction
V1341867	map03010	Ribosome
V1065923	map00195	Photosynthesis
V1066640	map04626	Plant-pathogen interaction
V1139467	map03010	Ribosome
V1146847	map04626	Plant-pathogen interaction
V1335458	map03010	Ribosome
V1067559	map00710	Carbon fixation in photosynthetic organisms
V1065536	map04930	Type II diabetes mellitus
V1501661	map03010	Ribosome
