Gene	KEGG_pathwayID	Annotation
V1872766	map00240	Pyrimidine metabolism
V1033557	map05010	Alzheimer's disease
V1338863	map04930	Type II diabetes mellitus
V1204502	map00240	Pyrimidine metabolism
V1033079	map00680	Methane metabolism
V1033549	map03018	RNA degradation
V1034259	map04626	Plant-pathogen interaction
V1150427	map00710	Carbon fixation in photosynthetic organisms
V1884596	map03440	Homologous recombination
V1032670	map00520	Amino sugar and nucleotide sugar metabolism
V1033558	map00710	Carbon fixation in photosynthetic organisms
V1806611	map00620	Pyruvate metabolism
V1033096	map03020	RNA polymerase
V1872734	map03010	Ribosome
V1887313	map03010	Ribosome
V1032620	map00240	Pyrimidine metabolism
V1033097	map00250	Alanine, aspartate and glutamate metabolism
V1032341	map00195	Photosynthesis
V1033003	map02060	Phosphotransferase system (PTS)
V1216924	map00240	Pyrimidine metabolism
V1033120	map00040	Pentose and glucuronate interconversions
V1885172	map00195	Photosynthesis
V1033629	map05152	Tuberculosis
V1032513	map03010	Ribosome
V1032333	map03010	Ribosome
V1033682	map00053	Ascorbate and aldarate metabolism
V1033091	map03010	Ribosome
V1047240	map02060	Phosphotransferase system (PTS)
V1891370	map00620	Pyruvate metabolism
V1032750	map03010	Ribosome
V1046993	map00195	Photosynthesis
V1033129	map02060	Phosphotransferase system (PTS)
V1032342	map00195	Photosynthesis
V1032715	map00970	Aminoacyl-tRNA biosynthesis
V1033428	map02060	Phosphotransferase system (PTS)
V1552800	map03010	Ribosome
V1032829	map03010	Ribosome
V1032631	map02030	Bacterial chemotaxis
V1033501	map03010	Ribosome
V1047061	map00970	Aminoacyl-tRNA biosynthesis
V1046995	map00195	Photosynthesis
V1884576	map00195	Photosynthesis
V1032825	map03070	Bacterial secretion system
V1884575	map03010	Ribosome
V1034213	map00680	Methane metabolism
V1032826	map00230	Purine metabolism
V1806595	map02060	Phosphotransferase system (PTS)
V1032814	map03010	Ribosome
V1032815	map03010	Ribosome
V1883385	map00240	Pyrimidine metabolism
V1046991	map00195	Photosynthesis
V1047177	map00500	Starch and sucrose metabolism
V1580955	map05152	Tuberculosis
V1033559	map00710	Carbon fixation in photosynthetic organisms
V1032681	map00640	Propanoate metabolism
V1000642	map03018	RNA degradation
V1033464	map04724	Glutamatergic synapse
V1000596	map05152	Tuberculosis
V1034296	map00620	Pyruvate metabolism
V1883121	map00195	Photosynthesis
V1000639	map05010	Alzheimer's disease
V1032978	map03010	Ribosome
V1883097	map00520	Amino sugar and nucleotide sugar metabolism
V1033902	map05010	Alzheimer's disease
V1552772	map04930	Type II diabetes mellitus
V1577228	map05152	Tuberculosis
V1033493	map03010	Ribosome
V1338881	map03010	Ribosome
V1033444	map04141	Protein processing in endoplasmic reticulum
V1828827	map03010	Ribosome
V1032309	map05152	Tuberculosis
V1032514	map03010	Ribosome
V1046994	map00195	Photosynthesis
V1034179	map05010	Alzheimer's disease
V1882317	map04626	Plant-pathogen interaction
V1032374	map05150	Staphylococcus aureus infection
V1684175	map05150	Staphylococcus aureus infection
V1552701	map03070	Bacterial secretion system
V1206514	map00230	Purine metabolism
V1032397	map03440	Homologous recombination
V1828851	map03020	RNA polymerase
V1033346	map00970	Aminoacyl-tRNA biosynthesis
V1032807	map03010	Ribosome
V1464571	map04626	Plant-pathogen interaction
V1163789	map00230	Purine metabolism
V1032372	map05150	Staphylococcus aureus infection
V1684156	map00970	Aminoacyl-tRNA biosynthesis
V1338860	map00970	Aminoacyl-tRNA biosynthesis
V1032808	map03010	Ribosome
V1806605	map00500	Starch and sucrose metabolism
V1032641	map03440	Homologous recombination
V1032809	map03010	Ribosome
V1032984	map03010	Ribosome
V1032473	map00550	Peptidoglycan biosynthesis
V1033426	map02060	Phosphotransferase system (PTS)
V1885167	map02060	Phosphotransferase system (PTS)
V1034199	map00240	Pyrimidine metabolism
V1032819	map03010	Ribosome
V1684155	map03020	RNA polymerase
V1033474	map04626	Plant-pathogen interaction
V1684154	map03020	RNA polymerase
V1552804	map05152	Tuberculosis
V1033869	map04626	Plant-pathogen interaction
V1032410	map00240	Pyrimidine metabolism
V1033490	map03010	Ribosome
V1891261	map03020	RNA polymerase
V1033098	map00250	Alanine, aspartate and glutamate metabolism
V1033034	map03010	Ribosome
V1047152	map00910	Nitrogen metabolism
V1032218	map02010	ABC transporters
V1033276	map00970	Aminoacyl-tRNA biosynthesis
V1000534	map00680	Methane metabolism
V1033168	map00520	Amino sugar and nucleotide sugar metabolism
V1886198	map04724	Glutamatergic synapse
V1032630	map02010	ABC transporters
V1882237	map00710	Carbon fixation in photosynthetic organisms
V1000122	map04626	Plant-pathogen interaction
V1032792	map00520	Amino sugar and nucleotide sugar metabolism
V1796878	map02010	ABC transporters
V1033170	map00900	Terpenoid backbone biosynthesis
V1884638	map04930	Type II diabetes mellitus
V1339929	map00640	Propanoate metabolism
V1032330	map04122	Sulfur relay system
V1000116	map04930	Type II diabetes mellitus
V1033848	map00230	Purine metabolism
V1032381	map00720	Carbon fixation pathways in prokaryotes
V1755580	map00640	Propanoate metabolism
V1755579	map03018	RNA degradation
V1806647	map03030	DNA replication
V1033392	map00730	Thiamine metabolism
V1033050	map02020	Two-component system
V1032822	map03010	Ribosome
V1032558	map00520	Amino sugar and nucleotide sugar metabolism
V1047060	map02010	ABC transporters
V1033117	map00710	Carbon fixation in photosynthetic organisms
V1033565	map03020	RNA polymerase
V1884555	map00970	Aminoacyl-tRNA biosynthesis
V1032679	map03420	Nucleotide excision repair
V1033099	map00240	Pyrimidine metabolism
V1033302	map03070	Bacterial secretion system
V1884563	map00710	Carbon fixation in photosynthetic organisms
V1032563	map00710	Carbon fixation in photosynthetic organisms
V1032592	map00983	Drug metabolism - other enzymes
V1033514	map03010	Ribosome
V1684153	map03010	Ribosome
V1032301	map00970	Aminoacyl-tRNA biosynthesis
V1032228	map00550	Peptidoglycan biosynthesis
V1796843	map00710	Carbon fixation in photosynthetic organisms
V1047007	map00970	Aminoacyl-tRNA biosynthesis
V1032302	map00970	Aminoacyl-tRNA biosynthesis
V1033416	map00230	Purine metabolism
V1206519	map00240	Pyrimidine metabolism
V1032232	map00230	Purine metabolism
V1032373	map05150	Staphylococcus aureus infection
V1032818	map03010	Ribosome
V1424786	map00520	Amino sugar and nucleotide sugar metabolism
V1032731	map00680	Methane metabolism
V1033427	map02060	Phosphotransferase system (PTS)
V1033614	map00970	Aminoacyl-tRNA biosynthesis
V1032713	map03010	Ribosome
V1047215	map00480	Glutathione metabolism
V1047070	map00550	Peptidoglycan biosynthesis
V1101399	map00983	Drug metabolism - other enzymes
V1032820	map03010	Ribosome
V1883278	map02010	ABC transporters
V1392216	map05152	Tuberculosis
V1032824	map03010	Ribosome
V1032407	map00520	Amino sugar and nucleotide sugar metabolism
V1033782	map04930	Type II diabetes mellitus
V1032299	map03430	Mismatch repair
V1000040	map00240	Pyrimidine metabolism
V1033121	map02060	Phosphotransferase system (PTS)
V1552781	map03440	Homologous recombination
V1033101	map00240	Pyrimidine metabolism
V1032983	map03010	Ribosome
V1034244	map03018	RNA degradation
V1883274	map00720	Carbon fixation pathways in prokaryotes
V1032649	map02020	Two-component system
V1047109	map03430	Mismatch repair
V1033119	map00053	Ascorbate and aldarate metabolism
V1755587	map03010	Ribosome
V1000004	map03020	RNA polymerase
V1033100	map00250	Alanine, aspartate and glutamate metabolism
V1033256	map03440	Homologous recombination
V1032292	map00760	Nicotinate and nicotinamide metabolism
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1430275	map00195	Photosynthesis
V1032728	map00550	Peptidoglycan biosynthesis
V1033757	map00970	Aminoacyl-tRNA biosynthesis
V1684093	map04112	Cell cycle - Caulobacter
V1912442	map00680	Methane metabolism
V1032293	map00910	Nitrogen metabolism
V1808108	map03010	Ribosome
V1032979	map03010	Ribosome
V1047159	map00650	Butanoate metabolism
V1033033	map00970	Aminoacyl-tRNA biosynthesis
V1692640	map03018	RNA degradation
V1032601	map02060	Phosphotransferase system (PTS)
V1047288	map00190	Oxidative phosphorylation
V1032665	map03430	Mismatch repair
V1199409	map02010	ABC transporters
V1032216	map02010	ABC transporters
V1032741	map00190	Oxidative phosphorylation
V1032629	map00500	Starch and sucrose metabolism
V1033090	map03010	Ribosome
V1033127	map04112	Cell cycle - Caulobacter
V1033667	map00270	Cysteine and methionine metabolism
V1033030	map00230	Purine metabolism
V1032217	map02010	ABC transporters
V1882160	map02010	ABC transporters
V1033253	map04122	Sulfur relay system
V1796834	map03430	Mismatch repair
V1034262	map03018	RNA degradation
V1033126	map02010	ABC transporters
V1032571	map02020	Two-component system
V1755551	map03010	Ribosome
V1032804	map00480	Glutathione metabolism
V1032313	map03070	Bacterial secretion system
V1684077	map04112	Cell cycle - Caulobacter
