Gene	KEGG_pathwayID	Annotation
V1337358	map04621	NOD-like receptor signaling pathway
V1034175	map02030	Bacterial chemotaxis
V1436641	map00650	Butanoate metabolism
V1728061	map03010	Ribosome
V1035957	map02010	ABC transporters
V1724279	map02010	ABC transporters
V1301930	map03010	Ribosome
V1234581	map03010	Ribosome
V1032240	map00500	Starch and sucrose metabolism
V1154539	map05010	Alzheimer's disease
V1036256	map02010	ABC transporters
V1723592	map03010	Ribosome
V1345614	map00930	Caprolactam degradation
V1429840	map05152	Tuberculosis
V1185257	map05010	Alzheimer's disease
V1409431	map03010	Ribosome
V1561099	map00982	Drug metabolism - cytochrome P450
V1436832	map03018	RNA degradation
V1414237	map04626	Plant-pathogen interaction
V1436794	map02030	Bacterial chemotaxis
V1166924	map05152	Tuberculosis
V1032135	map05152	Tuberculosis
V1394389	map02030	Bacterial chemotaxis
V1145548	map03010	Ribosome
V1038361	map04626	Plant-pathogen interaction
V1141150	map03018	RNA degradation
V1031948	map04112	Cell cycle - Caulobacter
V1032026	map04920	Adipocytokine signaling pathway
V1704923	map00982	Drug metabolism - cytochrome P450
V1368901	map02030	Bacterial chemotaxis
V1413731	map00650	Butanoate metabolism
V1167759	map04930	Type II diabetes mellitus
V1482933	map02010	ABC transporters
V1013253	map04626	Plant-pathogen interaction
V1380449	map02010	ABC transporters
V1031976	map00710	Carbon fixation in photosynthetic organisms
V1020434	map00710	Carbon fixation in photosynthetic organisms
V1031971	map03440	Homologous recombination
V1884207	map02010	ABC transporters
V1806808	map00710	Carbon fixation in photosynthetic organisms
V1366835	map03010	Ribosome
V1436336	map02010	ABC transporters
V1157276	map02010	ABC transporters
V1015704	map00650	Butanoate metabolism
V1267660	map02010	ABC transporters
V1384044	map02030	Bacterial chemotaxis
V1032278	map00780	Biotin metabolism
V1364027	map02010	ABC transporters
V1362785	map02010	ABC transporters
V1032287	map03010	Ribosome
V1037518	map03010	Ribosome
V1437609	map04141	Protein processing in endoplasmic reticulum
V1178410	map03010	Ribosome
V1036259	map00500	Starch and sucrose metabolism
V1086654	map00195	Photosynthesis
V1140341	map00710	Carbon fixation in photosynthetic organisms
V1032456	map03010	Ribosome
V1362787	map03010	Ribosome
V1032873	map03020	RNA polymerase
V1466719	map00650	Butanoate metabolism
V1070888	map04621	NOD-like receptor signaling pathway
V1367803	map03010	Ribosome
V1562508	map00650	Butanoate metabolism
V1139685	map03010	Ribosome
V1140472	map03010	Ribosome
V1032070	map04910	Insulin signaling pathway
V1397025	map02010	ABC transporters
V1141223	map00680	Methane metabolism
V1036164	map05152	Tuberculosis
V1019613	map05010	Alzheimer's disease
V1145082	map04973	Carbohydrate digestion and absorption
V1723757	map03010	Ribosome
V1139904	map00982	Drug metabolism - cytochrome P450
V1141483	map05010	Alzheimer's disease
V1032263	map00195	Photosynthesis
V1337573	map04621	NOD-like receptor signaling pathway
V1088373	map03020	RNA polymerase
V1139530	map00650	Butanoate metabolism
V1392446	map00982	Drug metabolism - cytochrome P450
V1301640	map04626	Plant-pathogen interaction
V1036735	map03020	RNA polymerase
V1395005	map00195	Photosynthesis
V1006055	map04621	NOD-like receptor signaling pathway
V1036641	map02010	ABC transporters
V1020162	map03010	Ribosome
V1687741	map02010	ABC transporters
V1032059	map01051	Biosynthesis of ansamycins
V1585173	map00650	Butanoate metabolism
V1394803	map05152	Tuberculosis
V1484064	map02030	Bacterial chemotaxis
V1138974	map05152	Tuberculosis
V1603151	map03010	Ribosome
V1467946	map02030	Bacterial chemotaxis
V1081232	map00650	Butanoate metabolism
V1176644	map03010	Ribosome
V1232230	map02010	ABC transporters
V1265052	map03018	RNA degradation
V1032054	map00983	Drug metabolism - other enzymes
V1728071	map00230	Purine metabolism
V1265314	map04626	Plant-pathogen interaction
V1038424	map05010	Alzheimer's disease
V1899904	map02060	Phosphotransferase system (PTS)
V1301690	map03010	Ribosome
V1036261	map02010	ABC transporters
V1426177	map04930	Type II diabetes mellitus
V1553383	map03440	Homologous recombination
V1032109	map02010	ABC transporters
V1899842	map00620	Pyruvate metabolism
V1383841	map03010	Ribosome
V1032048	map00970	Aminoacyl-tRNA biosynthesis
V1157372	map03010	Ribosome
V1464524	map00710	Carbon fixation in photosynthetic organisms
V1049956	map03440	Homologous recombination
V1139410	map00650	Butanoate metabolism
V1162252	map03020	RNA polymerase
V1382048	map00982	Drug metabolism - cytochrome P450
V1032112	map00983	Drug metabolism - other enzymes
V1396833	map00190	Oxidative phosphorylation
V1141358	map02010	ABC transporters
V1728051	map00520	Amino sugar and nucleotide sugar metabolism
V1367838	map00500	Starch and sucrose metabolism
V1162256	map03010	Ribosome
V1192293	map02010	ABC transporters
V1576923	map00520	Amino sugar and nucleotide sugar metabolism
V1724150	map03010	Ribosome
V1082734	map03440	Homologous recombination
V1032179	map02020	Two-component system
V1036497	map00680	Methane metabolism
V1068939	map00500	Starch and sucrose metabolism
V1075934	map03010	Ribosome
