Gene	KEGG_pathwayID	Annotation
V1000534	map00680	Methane metabolism
V1000642	map03018	RNA degradation
V1464571	map04626	Plant-pathogen interaction
V1000639	map05010	Alzheimer's disease
V1000122	map04626	Plant-pathogen interaction
V1431607	map03010	Ribosome
V1000836	map03010	Ribosome
V1912442	map00680	Methane metabolism
V1852039	map03020	RNA polymerase
V1000116	map04930	Type II diabetes mellitus
V1000004	map03020	RNA polymerase
V1000943	map03010	Ribosome
V1339929	map00640	Propanoate metabolism
V1000596	map05152	Tuberculosis
V1000546	map02030	Bacterial chemotaxis
V1430275	map00195	Photosynthesis
V1000549	map00500	Starch and sucrose metabolism
V1000487	map00710	Carbon fixation in photosynthetic organisms
V1164548	map03020	RNA polymerase
V1580955	map05152	Tuberculosis
V1481435	map02060	Phosphotransferase system (PTS)
V1553618	map03070	Bacterial secretion system
V1836804	map00970	Aminoacyl-tRNA biosynthesis
V1073967	map03010	Ribosome
V1000080	map03010	Ribosome
V1577228	map05152	Tuberculosis
V1000106	map00720	Carbon fixation pathways in prokaryotes
V1000040	map00240	Pyrimidine metabolism
V1000545	map02010	ABC transporters
V1306539	map03010	Ribosome
V1000305	map03018	RNA degradation
V1573648	map03010	Ribosome
V1439186	map03010	Ribosome
V1576144	map03070	Bacterial secretion system
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1093074	map02030	Bacterial chemotaxis
V1000944	map03010	Ribosome
V1552772	map04930	Type II diabetes mellitus
V1000630	map03070	Bacterial secretion system
V1043485	map03010	Ribosome
V1886416	map04930	Type II diabetes mellitus
V1552804	map05152	Tuberculosis
V1000001	map03010	Ribosome
V1000548	map00500	Starch and sucrose metabolism
V1000840	map00195	Photosynthesis
V1464170	map00195	Photosynthesis
V1195882	map00710	Carbon fixation in photosynthetic organisms
V1880077	map00970	Aminoacyl-tRNA biosynthesis
V1000841	map00195	Photosynthesis
V1000003	map03010	Ribosome
V1144304	map03010	Ribosome
V1006020	map03010	Ribosome
V1592992	map00970	Aminoacyl-tRNA biosynthesis
V1000171	map02010	ABC transporters
V1000845	map00520	Amino sugar and nucleotide sugar metabolism
V1392216	map05152	Tuberculosis
V1392051	map00720	Carbon fixation pathways in prokaryotes
V1033869	map04626	Plant-pathogen interaction
V1301126	map00520	Amino sugar and nucleotide sugar metabolism
V1164541	map00240	Pyrimidine metabolism
V1000018	map03010	Ribosome
V1340131	map00520	Amino sugar and nucleotide sugar metabolism
V1392006	map03010	Ribosome
V1852094	map00250	Alanine, aspartate and glutamate metabolism
V1519450	map00710	Carbon fixation in photosynthetic organisms
V1162881	map00521	Streptomycin biosynthesis
V1580709	map03010	Ribosome
V1001368	map02060	Phosphotransferase system (PTS)
V1000044	map00910	Nitrogen metabolism
V1036606	map00195	Photosynthesis
V1886558	map00710	Carbon fixation in photosynthetic organisms
V1886517	map00640	Propanoate metabolism
V1000563	map00230	Purine metabolism
V1000882	map00720	Carbon fixation pathways in prokaryotes
V1000093	map05150	Staphylococcus aureus infection
V1420559	map00250	Alanine, aspartate and glutamate metabolism
V1104333	map00330	Arginine and proline metabolism
V1889488	map05010	Alzheimer's disease
V1000021	map03010	Ribosome
V1000023	map00230	Purine metabolism
V1000076	map03010	Ribosome
V1000643	map03018	RNA degradation
V1000077	map03440	Homologous recombination
V1491714	map03010	Ribosome
V1360328	map03010	Ribosome
V1000017	map03010	Ribosome
V1295196	map04112	Cell cycle - Caulobacter
V1143984	map03018	RNA degradation
V1059001	map02060	Phosphotransferase system (PTS)
V1469363	map00760	Nicotinate and nicotinamide metabolism
V1006727	map03010	Ribosome
V1886965	map00520	Amino sugar and nucleotide sugar metabolism
V1006017	map00240	Pyrimidine metabolism
V1033902	map05010	Alzheimer's disease
V1000312	map03010	Ribosome
V1000172	map02010	ABC transporters
V1078022	map03010	Ribosome
V1144358	map03010	Ribosome
V1000057	map00230	Purine metabolism
V1392504	map03010	Ribosome
