Gene	KEGG_pathwayID	Annotation
V1872766	map00240	Pyrimidine metabolism
V1033557	map05010	Alzheimer's disease
V1204502	map00240	Pyrimidine metabolism
V1338863	map04930	Type II diabetes mellitus
V1033079	map00680	Methane metabolism
V1033549	map03018	RNA degradation
V1034259	map04626	Plant-pathogen interaction
V1150427	map00710	Carbon fixation in photosynthetic organisms
V1884596	map03440	Homologous recombination
V1806611	map00620	Pyruvate metabolism
V1033558	map00710	Carbon fixation in photosynthetic organisms
V1033629	map05152	Tuberculosis
V1033097	map00250	Alanine, aspartate and glutamate metabolism
V1032620	map00240	Pyrimidine metabolism
V1216924	map00240	Pyrimidine metabolism
V1033003	map02060	Phosphotransferase system (PTS)
V1033120	map00040	Pentose and glucuronate interconversions
V1032670	map00520	Amino sugar and nucleotide sugar metabolism
V1872734	map03010	Ribosome
V1033464	map04724	Glutamatergic synapse
V1032341	map00195	Photosynthesis
V1885172	map00195	Photosynthesis
V1033096	map03020	RNA polymerase
V1033682	map00053	Ascorbate and aldarate metabolism
V1891370	map00620	Pyruvate metabolism
V1047240	map02060	Phosphotransferase system (PTS)
V1887313	map03010	Ribosome
V1033091	map03010	Ribosome
V1033428	map02060	Phosphotransferase system (PTS)
V1032309	map05152	Tuberculosis
V1033129	map02060	Phosphotransferase system (PTS)
V1032342	map00195	Photosynthesis
V1034213	map00680	Methane metabolism
V1032631	map02030	Bacterial chemotaxis
V1032750	map03010	Ribosome
V1806595	map02060	Phosphotransferase system (PTS)
V1032333	map03010	Ribosome
V1046993	map00195	Photosynthesis
V1032681	map00640	Propanoate metabolism
V1884576	map00195	Photosynthesis
V1032715	map00970	Aminoacyl-tRNA biosynthesis
V1032829	map03010	Ribosome
V1552800	map03010	Ribosome
V1883385	map00240	Pyrimidine metabolism
V1046995	map00195	Photosynthesis
V1883097	map00520	Amino sugar and nucleotide sugar metabolism
V1032513	map03010	Ribosome
V1047177	map00500	Starch and sucrose metabolism
V1034296	map00620	Pyruvate metabolism
V1047061	map00970	Aminoacyl-tRNA biosynthesis
V1886198	map04724	Glutamatergic synapse
V1033559	map00710	Carbon fixation in photosynthetic organisms
V1883121	map00195	Photosynthesis
V1884575	map03010	Ribosome
V1046991	map00195	Photosynthesis
V1034179	map05010	Alzheimer's disease
V1033902	map05010	Alzheimer's disease
V1033346	map00970	Aminoacyl-tRNA biosynthesis
V1552772	map04930	Type II diabetes mellitus
V1032792	map00520	Amino sugar and nucleotide sugar metabolism
V1882317	map04626	Plant-pathogen interaction
V1032815	map03010	Ribosome
V1206514	map00230	Purine metabolism
V1796878	map02010	ABC transporters
V1032563	map00710	Carbon fixation in photosynthetic organisms
V1338881	map03010	Ribosome
V1032218	map02010	ABC transporters
V1032374	map05150	Staphylococcus aureus infection
V1032825	map03070	Bacterial secretion system
V1046994	map00195	Photosynthesis
V1032826	map00230	Purine metabolism
V1033501	map03010	Ribosome
V1032814	map03010	Ribosome
V1684175	map05150	Staphylococcus aureus infection
V1032473	map00550	Peptidoglycan biosynthesis
V1033444	map04141	Protein processing in endoplasmic reticulum
V1032372	map05150	Staphylococcus aureus infection
V1032978	map03010	Ribosome
V1032397	map03440	Homologous recombination
V1552701	map03070	Bacterial secretion system
V1882237	map00710	Carbon fixation in photosynthetic organisms
V1684156	map00970	Aminoacyl-tRNA biosynthesis
V1884638	map04930	Type II diabetes mellitus
V1885167	map02060	Phosphotransferase system (PTS)
V1755580	map00640	Propanoate metabolism
V1032381	map00720	Carbon fixation pathways in prokaryotes
V1032514	map03010	Ribosome
V1806605	map00500	Starch and sucrose metabolism
V1828851	map03020	RNA polymerase
V1033168	map00520	Amino sugar and nucleotide sugar metabolism
V1033426	map02060	Phosphotransferase system (PTS)
V1033869	map04626	Plant-pathogen interaction
V1033474	map04626	Plant-pathogen interaction
V1033392	map00730	Thiamine metabolism
V1806647	map03030	DNA replication
V1884555	map00970	Aminoacyl-tRNA biosynthesis
V1033276	map00970	Aminoacyl-tRNA biosynthesis
V1828827	map03010	Ribosome
V1338860	map00970	Aminoacyl-tRNA biosynthesis
V1883278	map02010	ABC transporters
V1033416	map00230	Purine metabolism
V1032410	map00240	Pyrimidine metabolism
V1032731	map00680	Methane metabolism
V1163789	map00230	Purine metabolism
V1033170	map00900	Terpenoid backbone biosynthesis
V1033493	map03010	Ribosome
V1033565	map03020	RNA polymerase
V1032641	map03440	Homologous recombination
V1755579	map03018	RNA degradation
V1033098	map00250	Alanine, aspartate and glutamate metabolism
V1032807	map03010	Ribosome
V1684155	map03020	RNA polymerase
V1047159	map00650	Butanoate metabolism
V1684154	map03020	RNA polymerase
V1032808	map03010	Ribosome
V1047215	map00480	Glutathione metabolism
V1032301	map00970	Aminoacyl-tRNA biosynthesis
V1882253	map05152	Tuberculosis
V1033782	map04930	Type II diabetes mellitus
V1047288	map00190	Oxidative phosphorylation
V1032809	map03010	Ribosome
V1891261	map03020	RNA polymerase
V1033427	map02060	Phosphotransferase system (PTS)
V1884563	map00710	Carbon fixation in photosynthetic organisms
V1033034	map03010	Ribosome
V1034199	map00240	Pyrimidine metabolism
V1033033	map00970	Aminoacyl-tRNA biosynthesis
V1032819	map03010	Ribosome
V1032217	map02010	ABC transporters
V1032302	map00970	Aminoacyl-tRNA biosynthesis
V1047152	map00910	Nitrogen metabolism
V1032407	map00520	Amino sugar and nucleotide sugar metabolism
V1032630	map02010	ABC transporters
V1032373	map05150	Staphylococcus aureus infection
V1032330	map04122	Sulfur relay system
V1032984	map03010	Ribosome
V1032232	map00230	Purine metabolism
V1032228	map00550	Peptidoglycan biosynthesis
V1101399	map00983	Drug metabolism - other enzymes
V1032592	map00983	Drug metabolism - other enzymes
V1032558	map00520	Amino sugar and nucleotide sugar metabolism
V1692640	map03018	RNA degradation
V1047109	map03430	Mismatch repair
V1033121	map02060	Phosphotransferase system (PTS)
V1032216	map02010	ABC transporters
V1047172	map00670	One carbon pool by folate
V1891247	map00680	Methane metabolism
V1032741	map00190	Oxidative phosphorylation
V1032299	map03430	Mismatch repair
V1032415	map00983	Drug metabolism - other enzymes
V1808108	map03010	Ribosome
V1206519	map00240	Pyrimidine metabolism
V1033848	map00230	Purine metabolism
V1033614	map00970	Aminoacyl-tRNA biosynthesis
V1047007	map00970	Aminoacyl-tRNA biosynthesis
V1032679	map03420	Nucleotide excision repair
V1883337	map00720	Carbon fixation pathways in prokaryotes
V1032601	map02060	Phosphotransferase system (PTS)
V1032665	map03430	Mismatch repair
V1552781	map03440	Homologous recombination
V1033099	map00240	Pyrimidine metabolism
V1033256	map03440	Homologous recombination
V1033030	map00230	Purine metabolism
V1034262	map03018	RNA degradation
V1032571	map02020	Two-component system
V1033514	map03010	Ribosome
V1033490	map03010	Ribosome
V1047070	map00550	Peptidoglycan biosynthesis
V1047060	map02010	ABC transporters
V1032713	map03010	Ribosome
V1032649	map02020	Two-component system
V1163762	map00480	Glutathione metabolism
V1032804	map00480	Glutathione metabolism
V1033045	map00500	Starch and sucrose metabolism
V1033101	map00240	Pyrimidine metabolism
V1199409	map02010	ABC transporters
V1033090	map03010	Ribosome
V1034244	map03018	RNA degradation
V1424786	map00520	Amino sugar and nucleotide sugar metabolism
V1032292	map00760	Nicotinate and nicotinamide metabolism
V1032822	map03010	Ribosome
V1032555	map00550	Peptidoglycan biosynthesis
V1882160	map02010	ABC transporters
V1033127	map04112	Cell cycle - Caulobacter
V1032728	map00550	Peptidoglycan biosynthesis
V1883274	map00720	Carbon fixation pathways in prokaryotes
V1033126	map02010	ABC transporters
V1684153	map03010	Ribosome
V1033757	map00970	Aminoacyl-tRNA biosynthesis
V1755587	map03010	Ribosome
V1033117	map00710	Carbon fixation in photosynthetic organisms
V1806578	map04112	Cell cycle - Caulobacter
V1033100	map00250	Alanine, aspartate and glutamate metabolism
V1032981	map00621	Dioxin degradation
V1032349	map00240	Pyrimidine metabolism
V1032983	map03010	Ribosome
V1034221	map00521	Streptomycin biosynthesis
V1684093	map04112	Cell cycle - Caulobacter
V1032406	map00564	Glycerophospholipid metabolism
V1552798	map03020	RNA polymerase
V1033032	map00970	Aminoacyl-tRNA biosynthesis
V1032629	map00500	Starch and sucrose metabolism
V1033119	map00053	Ascorbate and aldarate metabolism
V1033497	map00970	Aminoacyl-tRNA biosynthesis
V1796834	map03430	Mismatch repair
V1684077	map04112	Cell cycle - Caulobacter
V1032989	map00330	Arginine and proline metabolism
V1886371	map00473	D-Alanine metabolism
V1796838	map05211	Renal cell carcinoma
V1046990	map00900	Terpenoid backbone biosynthesis
V1032936	map00680	Methane metabolism
V1033733	map04112	Cell cycle - Caulobacter
V1032824	map03010	Ribosome
V1819389	map00750	Vitamin B6 metabolism
