Gene	KEGG_module_number	Annotation
V1013090	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1017370	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P
V1019516	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1023795	M00178	Ribosome, bacteria
V1017369	M00020	Serine biosynthesis, glycerate-3P => serine
V1357096	M00197	Putative fructooligosaccharide transport system
V1007076	M00197	Putative fructooligosaccharide transport system
V1008929	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1051831	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1007060	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1015255	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1012333	M00346	Formaldehyde assimilation, serine pathway
V1017002	M00179	Ribosome, archaea
V1018831	M00178	Ribosome, bacteria
V1014775	M00178	Ribosome, bacteria
V1074835	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1013667	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1526309	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1067311	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1000546	M00197	Putative fructooligosaccharide transport system
V1007084	M00178	Ribosome, bacteria
V1042531	M00179	Ribosome, archaea
V1884213	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1020523	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)
V1015384	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1014776	M00179	Ribosome, archaea
V1198798	M00179	Ribosome, archaea
V1020454	M00179	Ribosome, archaea
V1000642	M00346	Formaldehyde assimilation, serine pathway
V1016411	M00179	Ribosome, archaea
V1014134	M00183	RNA polymerase, bacteria
V1018781	M00179	Ribosome, archaea
V1000171	M00239	Peptides/nickel transport system
V1192582	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1052940	M00179	Ribosome, archaea
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1013332	M00346	Formaldehyde assimilation, serine pathway
V1014780	M00178	Ribosome, bacteria
V1023255	M00179	Ribosome, archaea
V1018782	M00335	Sec (secretion) system
V1014881	M00376	3-Hydroxypropionate bi-cycle
V1068208	M00179	Ribosome, archaea
V1014133	M00183	RNA polymerase, bacteria
V1049960	M00178	Ribosome, bacteria
V1067671	M00183	RNA polymerase, bacteria
V1049610	M00164	ATP synthase
V1014358	M00002	Glycolysis, core module involving three-carbon compounds
V1018256	M00164	ATP synthase
V1012671	M00159	V/A-type ATPase, prokaryotes
V1728061	M00179	Ribosome, archaea
V1018397	M00178	Ribosome, bacteria
V1015220	M00179	Ribosome, archaea
V1301930	M00178	Ribosome, bacteria
V1530889	M00179	Ribosome, archaea
V1330982	M00197	Putative fructooligosaccharide transport system
V1349964	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000545	M00197	Putative fructooligosaccharide transport system
V1034175	M00197	Putative fructooligosaccharide transport system
V1068164	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1051796	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1067134	M00178	Ribosome, bacteria
V1016409	M00183	RNA polymerase, bacteria
V1047632	M00179	Ribosome, archaea
V1010067	M00164	ATP synthase
V1018365	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type
V1723757	M00178	Ribosome, bacteria
V1017626	M00346	Formaldehyde assimilation, serine pathway
V1018255	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1014779	M00179	Ribosome, archaea
V1201637	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1374872	M00239	Peptides/nickel transport system
V1017000	M00335	Sec (secretion) system
V1010069	M00164	ATP synthase
V1016410	M00179	Ribosome, archaea
V1016412	M00179	Ribosome, archaea
V1069350	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1016060	M00374	Dicarboxylate-hydroxybutyrate cycle
V1199045	M00179	Ribosome, archaea
V1054467	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1017694	M00179	Ribosome, archaea
V1431607	M00178	Ribosome, bacteria
V1008255	M00179	Ribosome, archaea
V1381458	M00179	Ribosome, archaea
V1052644	M00179	Ribosome, archaea
V1011840	M00179	Ribosome, archaea
V1016408	M00178	Ribosome, bacteria
V1018822	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1724279	M00197	Putative fructooligosaccharide transport system
V1000004	M00183	RNA polymerase, bacteria
V1067672	M00178	Ribosome, bacteria
V1007059	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1050347	M00254	ABC-2 type transport system
V1017003	M00179	Ribosome, archaea
V1007073	M00197	Putative fructooligosaccharide transport system
V1011118	M00374	Dicarboxylate-hydroxybutyrate cycle
V1013751	M00179	Ribosome, archaea
V1466544	M00178	Ribosome, bacteria
V1014771	M00179	Ribosome, archaea
V1067670	M00183	RNA polymerase, bacteria
V1084998	M00179	Ribosome, archaea
V1507114	M00179	Ribosome, archaea
V1014812	M00335	Sec (secretion) system
V1409431	M00179	Ribosome, archaea
V1594514	M00164	ATP synthase
V1016572	M00083	Fatty acid biosynthesis, elongation
V1549656	M00197	Putative fructooligosaccharide transport system
V1049709	M00086	beta-Oxidation, acyl-CoA synthesis
V1073738	M00179	Ribosome, archaea
V1193368	M00179	Ribosome, archaea
V1021333	M00179	Ribosome, archaea
V1381486	M00178	Ribosome, bacteria
V1013741	M00178	Ribosome, bacteria
V1117987	M00083	Fatty acid biosynthesis, elongation
V1014777	M00179	Ribosome, archaea
V1232129	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1043900	M00178	Ribosome, bacteria
V1827462	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)
V1012316	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1014360	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1011838	M00178	Ribosome, bacteria
V1015462	M00178	Ribosome, bacteria
V1198931	M00183	RNA polymerase, bacteria
V1516671	M00178	Ribosome, bacteria
V1058454	M00178	Ribosome, bacteria
V1049616	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1093074	M00197	Putative fructooligosaccharide transport system
V1068197	M00183	RNA polymerase, bacteria
V1000836	M00178	Ribosome, bacteria
V1071732	M00179	Ribosome, archaea
V1375650	M00335	Sec (secretion) system
V1017148	M00179	Ribosome, archaea
V1014079	M00179	Ribosome, archaea
V1016109	M00178	Ribosome, bacteria
V1561626	M00346	Formaldehyde assimilation, serine pathway
V1011337	M00178	Ribosome, bacteria
V1238174	M00179	Ribosome, archaea
V1431232	M00179	Ribosome, archaea
V1827624	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1000943	M00179	Ribosome, archaea
V1524534	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type
V1049959	M00178	Ribosome, bacteria
V1018510	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1014867	M00276	PTS system, mannose-specific II component
V1014593	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1001368	M00276	PTS system, mannose-specific II component
V1013552	M00335	Sec (secretion) system
V1015145	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1049712	M00153	Cytochrome d ubiquinol oxidase
V1012211	M00178	Ribosome, bacteria
V1192293	M00239	Peptides/nickel transport system
V1006672	M00178	Ribosome, bacteria
V1012417	M00178	Ribosome, bacteria
V1153346	M00179	Ribosome, archaea
V1559772	M00346	Formaldehyde assimilation, serine pathway
V1019099	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1410307	M00179	Ribosome, archaea
V1007075	M00197	Putative fructooligosaccharide transport system
V1016420	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1012672	M00159	V/A-type ATPase, prokaryotes
V1013736	M00179	Ribosome, archaea
V1048870	M00179	Ribosome, archaea
V1430275	M00164	ATP synthase
V1118971	M00242	Zinc transport system
V1014173	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1059590	M00179	Ribosome, archaea
V1018031	M00179	Ribosome, archaea
V1152387	M00346	Formaldehyde assimilation, serine pathway
V1069845	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1016130	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1182423	M00178	Ribosome, bacteria
V1051083	M00335	Sec (secretion) system
V1052854	M00178	Ribosome, bacteria
V1055412	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1566220	M00178	Ribosome, bacteria
V1051480	M00335	Sec (secretion) system
V1528396	M00183	RNA polymerase, bacteria
V1049607	M00164	ATP synthase
V1010431	M00178	Ribosome, bacteria
V1012414	M00179	Ribosome, archaea
V1017115	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1011839	M00179	Ribosome, archaea
V1014917	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
V1008253	M00179	Ribosome, archaea
V1018996	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE
V1050349	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1585250	M00179	Ribosome, archaea
V1562803	M00178	Ribosome, bacteria
V1200195	M00375	Hydroxypropionate-hydroxybutylate cycle
V1000116	M00002	Glycolysis, core module involving three-carbon compounds
V1051443	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1576144	M00335	Sec (secretion) system
V1015639	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA
V1025085	M00179	Ribosome, archaea
V1151398	M00346	Formaldehyde assimilation, serine pathway
V1006020	M00179	Ribosome, archaea
V1019448	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1008574	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1116638	M00242	Zinc transport system
V1523254	M00159	V/A-type ATPase, prokaryotes
V1068198	M00179	Ribosome, archaea
V1198785	M00178	Ribosome, bacteria
V1013278	M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate
V1017001	M00179	Ribosome, archaea
V1016897	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1021334	M00179	Ribosome, archaea
V1052069	M00179	Ribosome, archaea
V1019700	M00153	Cytochrome d ubiquinol oxidase
V1357144	M00179	Ribosome, archaea
V1049609	M00164	ATP synthase
