Gene	KEGG_module_number	Annotation
V1334911	M00179	Ribosome, archaea
V1301930	M00178	Ribosome, bacteria
V1009516	M00346	Formaldehyde assimilation, serine pathway
V1394389	M00197	Putative fructooligosaccharide transport system
V1239646	M00178	Ribosome, bacteria
V1482934	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1016650	M00164	ATP synthase
V1723757	M00178	Ribosome, bacteria
V1266177	M00239	Peptides/nickel transport system
V1362787	M00179	Ribosome, archaea
V1884207	M00197	Putative fructooligosaccharide transport system
V1723592	M00178	Ribosome, bacteria
V1168094	M00179	Ribosome, archaea
V1140472	M00179	Ribosome, archaea
V1265517	M00206	Cellobiose transport system
V1687741	M00197	Putative fructooligosaccharide transport system
V1409431	M00179	Ribosome, archaea
V1009625	M00335	Sec (secretion) system
V1234581	M00178	Ribosome, bacteria
V1383841	M00179	Ribosome, archaea
V1301690	M00178	Ribosome, bacteria
V1037518	M00178	Ribosome, bacteria
V1036256	M00197	Putative fructooligosaccharide transport system
V1167759	M00002	Glycolysis, core module involving three-carbon compounds
V1348573	M00179	Ribosome, archaea
V1384044	M00197	Putative fructooligosaccharide transport system
V1687756	M00335	Sec (secretion) system
V1440555	M00164	ATP synthase
V1301559	M00178	Ribosome, bacteria
V1011667	M00178	Ribosome, bacteria
V1195096	M00179	Ribosome, archaea
V1145315	M00183	RNA polymerase, bacteria
V1881401	M00164	ATP synthase
V1704984	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P
V1019461	M00164	ATP synthase
V1724122	M00179	Ribosome, archaea
V1526141	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1383974	M00178	Ribosome, bacteria
V1200931	M00178	Ribosome, bacteria
V1020161	M00179	Ribosome, archaea
V1705007	M00335	Sec (secretion) system
V1036261	M00197	Putative fructooligosaccharide transport system
V1009512	M00188	NitT/TauT family transport system
V1498789	M00178	Ribosome, bacteria
V1016652	M00164	ATP synthase
V1395005	M00164	ATP synthase
V1267333	M00239	Peptides/nickel transport system
V1038252	M00164	ATP synthase
V1430373	M00178	Ribosome, bacteria
V1052203	M00335	Sec (secretion) system
V1554285	M00179	Ribosome, archaea
V1554160	M00179	Ribosome, archaea
V1015427	M00374	Dicarboxylate-hydroxybutyrate cycle
V1362785	M00197	Putative fructooligosaccharide transport system
V1009745	M00236	Putative polar amino acid transport system
V1032287	M00178	Ribosome, bacteria
V1006110	M00179	Ribosome, archaea
V1198623	M00183	RNA polymerase, bacteria
V1239564	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
V1099394	M00197	Putative fructooligosaccharide transport system
V1554020	M00197	Putative fructooligosaccharide transport system
V1075934	M00179	Ribosome, archaea
V1604018	M00179	Ribosome, archaea
V1383863	M00178	Ribosome, bacteria
V1006125	M00346	Formaldehyde assimilation, serine pathway
V1484064	M00197	Putative fructooligosaccharide transport system
V1009518	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
V1723469	M00179	Ribosome, archaea
V1198712	M00164	ATP synthase
V1429839	M00083	Fatty acid biosynthesis, elongation
V1020162	M00179	Ribosome, archaea
V1603711	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1383824	M00239	Peptides/nickel transport system
V1151601	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1391939	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1246962	M00178	Ribosome, bacteria
V1554270	M00179	Ribosome, archaea
V1365642	M00179	Ribosome, archaea
V1597704	M00178	Ribosome, bacteria
V1464526	M00239	Peptides/nickel transport system
V1347762	M00178	Ribosome, bacteria
V1370810	M00179	Ribosome, archaea
V1806795	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1298130	M00178	Ribosome, bacteria
V1364027	M00197	Putative fructooligosaccharide transport system
V1445419	M00002	Glycolysis, core module involving three-carbon compounds
V1012446	M00179	Ribosome, archaea
V1266138	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1158372	M00164	ATP synthase
V1038323	M00197	Putative fructooligosaccharide transport system
V1441535	M00197	Putative fructooligosaccharide transport system
V1265052	M00346	Formaldehyde assimilation, serine pathway
V1020102	M00183	RNA polymerase, bacteria
V1318362	M00179	Ribosome, archaea
V1619237	M00179	Ribosome, archaea
V1237481	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1266170	M00374	Dicarboxylate-hydroxybutyrate cycle
V1036755	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1160714	M00179	Ribosome, archaea
V1885649	M00178	Ribosome, bacteria
V1459473	M00335	Sec (secretion) system
V1196712	M00206	Cellobiose transport system
V1430683	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP
V1724150	M00178	Ribosome, bacteria
V1420798	M00017	Methionine biosynthesis, apartate => homoserine => methionine
V1018179	M00179	Ribosome, archaea
V1019613	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1020308	M00178	Ribosome, bacteria
V1009641	M00183	RNA polymerase, bacteria
V1687738	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1018177	M00179	Ribosome, archaea
V1037884	M00179	Ribosome, archaea
V1291976	M00239	Peptides/nickel transport system
V1012314	M00238	D-Methionine transport system
V1037423	M00164	ATP synthase
V1006063	M00179	Ribosome, archaea
V1482770	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1302071	M00178	Ribosome, bacteria
V1036477	M00183	RNA polymerase, bacteria
V1098956	M00178	Ribosome, bacteria
V1383835	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
V1032060	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1376603	M00179	Ribosome, archaea
V1445176	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
V1527021	M00002	Glycolysis, core module involving three-carbon compounds
V1020434	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1036227	M00239	Peptides/nickel transport system
V1301614	M00179	Ribosome, archaea
V1301798	M00178	Ribosome, bacteria
V1036212	M00197	Putative fructooligosaccharide transport system
V1096558	M00178	Ribosome, bacteria
V1006251	M00179	Ribosome, archaea
V1354174	M00179	Ribosome, archaea
V1239567	M00178	Ribosome, bacteria
V1035843	M00178	Ribosome, bacteria
V1034170	M00179	Ribosome, archaea
V1040729	M00239	Peptides/nickel transport system
V1084588	M00164	ATP synthase
V1403101	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1010955	M00086	beta-Oxidation, acyl-CoA synthesis
V1705038	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP
V1337287	M00179	Ribosome, archaea
V1104057	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1018096	M00248	Antibiotic transport system
V1267266	M00083	Fatty acid biosynthesis, elongation
V1445404	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1554053	M00335	Sec (secretion) system
V1086412	M00239	Peptides/nickel transport system
