Gene	KEGG_module_number	Annotation
V1872766	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1033557	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1338863	M00002	Glycolysis, core module involving three-carbon compounds
V1204502	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1033079	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1033549	M00346	Formaldehyde assimilation, serine pathway
V1150427	M00345	Formaldehyde assimilation, ribulose monophosphate pathway
V1033558	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P
V1033096	M00183	RNA polymerase, bacteria
V1872734	M00179	Ribosome, archaea
V1887313	M00178	Ribosome, bacteria
V1032620	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1033097	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP
V1032341	M00164	ATP synthase
V1216924	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1885172	M00164	ATP synthase
V1032513	M00179	Ribosome, archaea
V1032333	M00179	Ribosome, archaea
V1033091	M00179	Ribosome, archaea
V1047240	M00283	PTS system, ascorbate-specific II component
V1032750	M00179	Ribosome, archaea
V1046993	M00164	ATP synthase
V1032342	M00164	ATP synthase
V1032715	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1033428	M00276	PTS system, mannose-specific II component
V1552800	M00178	Ribosome, bacteria
V1032829	M00178	Ribosome, bacteria
V1032631	M00197	Putative fructooligosaccharide transport system
V1033501	M00178	Ribosome, bacteria
V1047061	M00360	Aminoacyl-tRNA biosynthesis, prokaryotes
V1046995	M00164	ATP synthase
V1884576	M00164	ATP synthase
V1032825	M00335	Sec (secretion) system
V1884575	M00179	Ribosome, archaea
V1034213	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1032826	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
V1806595	M00283	PTS system, ascorbate-specific II component
V1032814	M00179	Ribosome, archaea
V1032815	M00178	Ribosome, bacteria
V1883385	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP
V1046991	M00164	ATP synthase
V1033559	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1000642	M00346	Formaldehyde assimilation, serine pathway
V1883121	M00164	ATP synthase
V1000639	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1032978	M00178	Ribosome, bacteria
V1883097	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate
V1033902	M00003	Gluconeogenesis, oxaloacetate => fructose-6P
V1552772	M00002	Glycolysis, core module involving three-carbon compounds
V1033493	M00178	Ribosome, bacteria
