Gene	KEGG_pathwayID	Annotation
V1164548	map03020	RNA polymerase
V1001468	map00970	Aminoacyl-tRNA biosynthesis
V1464571	map04626	Plant-pathogen interaction
V1000534	map00680	Methane metabolism
V1000639	map05010	Alzheimer's disease
V1836804	map00970	Aminoacyl-tRNA biosynthesis
V1000301	map00230	Purine metabolism
V1064200	map00564	Glycerophospholipid metabolism
V1000502	map00983	Drug metabolism - other enzymes
V1000634	map03420	Nucleotide excision repair
V1000122	map04626	Plant-pathogen interaction
V1552718	map03430	Mismatch repair
V1000642	map03018	RNA degradation
V1522031	map00300	Lysine biosynthesis
V1000500	map03430	Mismatch repair
V1000040	map00240	Pyrimidine metabolism
V1162881	map00521	Streptomycin biosynthesis
V1295196	map04112	Cell cycle - Caulobacter
V1464441	map00970	Aminoacyl-tRNA biosynthesis
V1000168	map00970	Aminoacyl-tRNA biosynthesis
V1000004	map03020	RNA polymerase
V1836820	map00550	Peptidoglycan biosynthesis
V1000549	map00500	Starch and sucrose metabolism
V1000526	map03430	Mismatch repair
V1000082	map04112	Cell cycle - Caulobacter
V1430377	map02010	ABC transporters
V1430275	map00195	Photosynthesis
V1000318	map00970	Aminoacyl-tRNA biosynthesis
V1000605	map03430	Mismatch repair
V1213480	map03440	Homologous recombination
V1000573	map04122	Sulfur relay system
V1000601	map00970	Aminoacyl-tRNA biosynthesis
V1886582	map00710	Carbon fixation in photosynthetic organisms
V1000057	map00230	Purine metabolism
V1592992	map00970	Aminoacyl-tRNA biosynthesis
V1000630	map03070	Bacterial secretion system
V1000640	map00710	Carbon fixation in photosynthetic organisms
V1064534	map03020	RNA polymerase
V1481435	map02060	Phosphotransferase system (PTS)
V1431607	map03010	Ribosome
V1000643	map03018	RNA degradation
V1548376	map00270	Cysteine and methionine metabolism
V1000326	map00970	Aminoacyl-tRNA biosynthesis
V1000633	map03420	Nucleotide excision repair
V1164541	map00240	Pyrimidine metabolism
V1851983	map03430	Mismatch repair
V1481441	map03018	RNA degradation
V1576136	map00640	Propanoate metabolism
V1000892	map00520	Amino sugar and nucleotide sugar metabolism
V1334758	map03440	Homologous recombination
V1852039	map03020	RNA polymerase
V1491690	map03440	Homologous recombination
V1852140	map00970	Aminoacyl-tRNA biosynthesis
V1000943	map03010	Ribosome
V1000594	map00250	Alanine, aspartate and glutamate metabolism
V1000069	map02020	Two-component system
V1576144	map03070	Bacterial secretion system
V1852094	map00250	Alanine, aspartate and glutamate metabolism
V1000173	map03440	Homologous recombination
V1000835	map00550	Peptidoglycan biosynthesis
V1035161	map03070	Bacterial secretion system
V1299127	map00550	Peptidoglycan biosynthesis
V1000545	map02010	ABC transporters
V1339929	map00640	Propanoate metabolism
V1852051	map00750	Vitamin B6 metabolism
V1000487	map00710	Carbon fixation in photosynthetic organisms
V1553618	map03070	Bacterial secretion system
V1340131	map00520	Amino sugar and nucleotide sugar metabolism
V1577228	map05152	Tuberculosis
V1006729	map00670	One carbon pool by folate
V1000116	map04930	Type II diabetes mellitus
V1000519	map02060	Phosphotransferase system (PTS)
V1464170	map00195	Photosynthesis
V1000300	map00970	Aminoacyl-tRNA biosynthesis
V1000596	map05152	Tuberculosis
V1000944	map03010	Ribosome
V1033803	map00195	Photosynthesis
V1503139	map03440	Homologous recombination
V1491714	map03010	Ribosome
V1417001	map04626	Plant-pathogen interaction
V1073967	map03010	Ribosome
V1000486	map00550	Peptidoglycan biosynthesis
V1295109	map04621	NOD-like receptor signaling pathway
V1001475	map02010	ABC transporters
V1000080	map03010	Ribosome
V1553706	map00500	Starch and sucrose metabolism
V1000546	map02030	Bacterial chemotaxis
V1000142	map00240	Pyrimidine metabolism
V1000533	map00240	Pyrimidine metabolism
V1006820	map02010	ABC transporters
V1143377	map02060	Phosphotransferase system (PTS)
V1886694	map00230	Purine metabolism
V1576462	map00650	Butanoate metabolism
V1362252	map00643	Styrene degradation
V1481324	map00970	Aminoacyl-tRNA biosynthesis
V1000564	map04112	Cell cycle - Caulobacter
V1445567	map00500	Starch and sucrose metabolism
V1306539	map03010	Ribosome
V1000052	map02010	ABC transporters
V1886579	map03430	Mismatch repair
V1912442	map00680	Methane metabolism
V1420560	map00550	Peptidoglycan biosynthesis
V1000018	map03010	Ribosome
V1886715	map00300	Lysine biosynthesis
V1035160	map03070	Bacterial secretion system
V1001467	map00270	Cysteine and methionine metabolism
V1000831	map03420	Nucleotide excision repair
V1000307	map04724	Glutamatergic synapse
V1000622	map00760	Nicotinate and nicotinamide metabolism
V1000836	map03010	Ribosome
V1000044	map00910	Nitrogen metabolism
V1000132	map03440	Homologous recombination
V1580955	map05152	Tuberculosis
V1301126	map00520	Amino sugar and nucleotide sugar metabolism
V1875154	map00550	Peptidoglycan biosynthesis
V1615590	map05416	Viral myocarditis
V1167440	map00500	Starch and sucrose metabolism
V1204225	map02010	ABC transporters
V1164544	map03440	Homologous recombination
V1394176	map02060	Phosphotransferase system (PTS)
V1000845	map00520	Amino sugar and nucleotide sugar metabolism
V1000171	map02010	ABC transporters
V1000305	map03018	RNA degradation
V1000106	map00720	Carbon fixation pathways in prokaryotes
V1519450	map00710	Carbon fixation in photosynthetic organisms
V1006727	map03010	Ribosome
V1046767	map03440	Homologous recombination
V1339704	map02010	ABC transporters
V1101641	map00500	Starch and sucrose metabolism
V1000003	map03010	Ribosome
V1000161	map02010	ABC transporters
V1000611	map00480	Glutathione metabolism
V1469282	map02010	ABC transporters
V1577140	map03020	RNA polymerase
V1418918	map00471	D-Glutamine and D-glutamate metabolism
V1000499	map00970	Aminoacyl-tRNA biosynthesis
V1000841	map00195	Photosynthesis
V1469580	map00983	Drug metabolism - other enzymes
V1006020	map03010	Ribosome
V1136911	map00970	Aminoacyl-tRNA biosynthesis
V1339798	map00270	Cysteine and methionine metabolism
V1541135	map00500	Starch and sucrose metabolism
V1000547	map02010	ABC transporters
V1851957	map00270	Cysteine and methionine metabolism
V1000882	map00720	Carbon fixation pathways in prokaryotes
V1158426	map02060	Phosphotransferase system (PTS)
V1000024	map00520	Amino sugar and nucleotide sugar metabolism
V1000123	map03010	Ribosome
V1000316	map00550	Peptidoglycan biosynthesis
V1880077	map00970	Aminoacyl-tRNA biosynthesis
V1552737	map05150	Staphylococcus aureus infection
V1574099	map02060	Phosphotransferase system (PTS)
V1607575	map03440	Homologous recombination
V1000093	map05150	Staphylococcus aureus infection
V1000060	map03030	DNA replication
V1000023	map00230	Purine metabolism
V1400436	map00480	Glutathione metabolism
V1149292	map00550	Peptidoglycan biosynthesis
V1000938	map00970	Aminoacyl-tRNA biosynthesis
V1035129	map04122	Sulfur relay system
V1167421	map04112	Cell cycle - Caulobacter
V1000172	map02010	ABC transporters
V1420576	map04112	Cell cycle - Caulobacter
V1164542	map00970	Aminoacyl-tRNA biosynthesis
V1491695	map00030	Pentose phosphate pathway
V1000294	map03030	DNA replication
V1000833	map00473	D-Alanine metabolism
V1000895	map00330	Arginine and proline metabolism
V1159174	map00860	Porphyrin and chlorophyll metabolism
V1000008	map00230	Purine metabolism
V1356068	map03018	RNA degradation
V1195882	map00710	Carbon fixation in photosynthetic organisms
V1001392	map00720	Carbon fixation pathways in prokaryotes
V1000099	map00900	Terpenoid backbone biosynthesis
V1552804	map05152	Tuberculosis
V1491762	map00520	Amino sugar and nucleotide sugar metabolism
V1074742	map03010	Ribosome
V1263212	map02010	ABC transporters
V1481366	map03010	Ribosome
V1000152	map03070	Bacterial secretion system
V1034900	map00550	Peptidoglycan biosynthesis
V1469363	map00760	Nicotinate and nicotinamide metabolism
